指标名称,"市场价:动力煤(Q5500,山西产):秦皇岛"
2011-06-07,831.00 
2011-06-08,831.00 
2011-06-09,831.00 
2011-06-10,831.00 
2011-06-13,831.00 
2011-06-14,831.00 
2011-06-15,829.00 
2011-06-16,829.00 
2011-06-17,829.00 
2011-06-20,829.00 
2011-06-21,829.00 
2011-06-22,829.00 
2011-06-23,829.00 
2011-06-24,829.00 
2011-06-27,829.00 
2011-06-28,829.00 
2011-06-29,829.00 
2011-06-30,830.00 
2011-07-01,830.00 
2011-07-04,830.00 
2011-07-05,830.00 
2011-07-06,830.00 
2011-07-07,830.00 
2011-07-08,830.00 
2011-07-11,830.00 
2011-07-12,830.00 
2011-07-13,830.00 
2011-07-14,830.00 
2011-07-15,830.00 
2011-07-18,830.00 
2011-07-19,830.00 
2011-07-20,830.00 
2011-07-21,830.00 
2011-07-22,830.00 
2011-07-25,830.00 
2011-07-26,832.00 
2011-07-27,832.00 
2011-07-28,832.00 
2011-07-29,832.00 
2011-08-01,832.00 
2011-08-02,832.00 
2011-08-03,832.00 
2011-08-04,832.00 
2011-08-05,836.00 
2011-08-08,836.00 
2011-08-09,836.00 
2011-08-10,836.00 
2011-08-11,836.00 
2011-08-12,836.00 
2011-08-15,840.00 
2011-08-16,844.00 
2011-08-17,848.00 
2011-08-18,848.00 
2011-08-19,848.00 
2011-08-22,848.00 
2011-08-23,848.00 
2011-08-24,848.00 
2011-08-25,848.00 
2011-08-26,850.00 
2011-08-29,850.00 
2011-08-30,850.00 
2011-08-31,852.00 
2011-09-01,854.00 
2011-09-02,854.00 
2011-09-05,854.00 
2011-09-06,854.00 
2011-09-07,854.00 
2011-09-08,854.00 
2011-09-09,854.00 
2011-09-12,854.00 
2011-09-13,854.00 
2011-09-14,854.00 
2011-09-15,854.00 
2011-09-16,856.00 
2011-09-19,854.00 
2011-09-20,854.00 
2011-09-21,854.00 
2011-09-22,854.00 
2011-09-23,854.00 
2011-09-26,854.00 
2011-09-27,854.00 
2011-09-28,852.00 
2011-09-29,852.00 
2011-09-30,852.00 
2011-10-03,852.00 
2011-10-04,852.00 
2011-10-05,852.00 
2011-10-06,852.00 
2011-10-07,850.00 
2011-10-10,850.00 
2011-10-11,850.00 
2011-10-12,848.00 
2011-10-13,848.00 
2011-10-14,848.00 
2011-10-17,848.00 
2011-10-18,848.00 
2011-10-19,844.00 
2011-10-20,840.00 
2011-10-21,840.00 
2011-10-24,840.00 
2011-10-25,840.00 
2011-10-26,834.00 
2011-10-27,836.00 
2011-10-28,830.00 
2011-10-31,830.00 
2011-11-01,830.00 
2011-11-02,830.00 
2011-11-03,826.00 
2011-11-04,826.00 
2011-11-07,826.00 
2011-11-08,826.00 
2011-11-09,820.00 
2011-11-10,820.00 
2011-11-11,816.00 
2011-11-14,816.00 
2011-11-15,816.00 
2011-11-16,816.00 
2011-11-17,810.00 
2011-11-18,810.00 
2011-11-21,810.00 
2011-11-22,806.00 
2011-11-23,806.00 
2011-11-24,806.00 
2011-11-25,806.00 
2011-11-28,806.00 
2011-11-29,806.00 
2011-11-30,806.00 
2011-12-01,806.00 
2011-12-02,798.00 
2011-12-05,796.00 
2011-12-06,794.00 
2011-12-07,794.00 
2011-12-08,794.00 
2011-12-09,794.00 
2011-12-12,792.00 
2011-12-13,789.00 
2011-12-14,789.00 
2011-12-15,787.00 
2011-12-16,787.00 
2011-12-19,787.00 
2011-12-20,787.00 
2011-12-21,785.00 
2011-12-22,781.00 
2011-12-23,781.00 
2011-12-26,781.00 
2011-12-27,779.00 
2011-12-28,779.00 
2011-12-29,779.00 
2011-12-30,777.00 
2012-01-02,777.00 
2012-01-03,777.00 
2012-01-04,777.00 
2012-01-05,775.00 
2012-01-06,773.00 
2012-01-09,773.00 
2012-01-10,773.00 
2012-01-11,773.00 
2012-01-12,773.00 
2012-01-13,773.00 
2012-01-16,771.00 
2012-01-17,771.00 
2012-01-18,771.00 
2012-01-19,771.00 
2012-01-20,771.00 
2012-01-23,771.00 
2012-01-24,771.00 
2012-01-25,771.00 
2012-01-26,771.00 
2012-01-27,771.00 
2012-01-30,769.00 
2012-01-31,769.00 
2012-02-01,769.00 
2012-02-02,769.00 
2012-02-03,769.00 
2012-02-06,769.00 
2012-02-07,769.00 
2012-02-08,769.00 
2012-02-09,769.00 
2012-02-10,769.00 
2012-02-13,769.00 
2012-02-14,769.00 
2012-02-15,769.00 
2012-02-16,771.00 
2012-02-17,771.00 
2012-02-20,771.00 
2012-02-21,771.00 
2012-02-22,771.00 
2012-02-23,771.00 
2012-02-24,774.00 
2012-02-27,774.00 
2012-02-28,774.00 
2012-02-29,774.00 
2012-03-01,774.00 
2012-03-02,774.00 
2012-03-05,774.00 
2012-03-06,774.00 
2012-03-07,776.00 
2012-03-08,776.00 
2012-03-09,776.00 
2012-03-12,776.00 
2012-03-13,778.00 
2012-03-14,778.00 
2012-03-15,778.00 
2012-03-16,778.00 
2012-03-19,782.00 
2012-03-20,782.00 
2012-03-21,782.00 
2012-03-22,782.00 
2012-03-23,782.00 
2012-03-26,788.00 
2012-03-27,788.00 
2012-03-28,788.00 
2012-03-29,788.00 
2012-03-30,788.00 
2012-04-02,790.00 
2012-04-03,790.00 
2012-04-04,790.00 
2012-04-05,790.00 
2012-04-06,790.00 
2012-04-09,790.00 
2012-04-10,790.00 
2012-04-11,790.00 
2012-04-12,790.00 
2012-04-13,790.00 
2012-04-16,790.00 
2012-04-17,790.00 
2012-04-18,788.00 
2012-04-19,788.00 
2012-04-20,788.00 
2012-04-23,788.00 
2012-04-24,786.00 
2012-04-25,786.00 
2012-04-26,782.00 
2012-04-27,782.00 
2012-04-30,782.00 
2012-05-01,782.00 
2012-05-02,782.00 
2012-05-03,780.00 
2012-05-04,780.00 
2012-05-07,780.00 
2012-05-08,776.00 
2012-05-09,776.00 
2012-05-10,776.00 
2012-05-11,774.00 
2012-05-14,774.00 
2012-05-15,774.00 
2012-05-16,774.00 
2012-05-17,770.00 
2012-05-18,766.00 
2012-05-21,766.00 
2012-05-22,766.00 
2012-05-23,766.00 
2012-05-24,766.00 
2012-05-25,756.00 
2012-05-28,756.00 
2012-05-29,752.00 
2012-05-30,747.00 
2012-05-31,747.00 
2012-06-01,747.00 
2012-06-04,743.00 
2012-06-05,735.00 
2012-06-06,729.00 
2012-06-07,729.00 
2012-06-08,729.00 
2012-06-11,721.00 
2012-06-12,713.00 
2012-06-13,697.00 
2012-06-14,697.00 
2012-06-15,691.00 
2012-06-18,691.00 
2012-06-19,685.00 
2012-06-20,681.00 
2012-06-21,677.00 
2012-06-22,672.00 
2012-06-25,672.00 
2012-06-26,668.00 
2012-06-27,668.00 
2012-06-28,660.00 
2012-06-29,656.00 
2012-07-02,656.00 
2012-07-03,656.00 
2012-07-04,656.00 
2012-07-05,656.00 
2012-07-06,646.00 
2012-07-09,636.00 
2012-07-10,636.00 
2012-07-11,636.00 
2012-07-12,636.00 
2012-07-13,636.00 
2012-07-16,636.00 
2012-07-17,634.00 
2012-07-18,634.00 
2012-07-19,634.00 
2012-07-20,634.00 
2012-07-23,634.00 
2012-07-24,632.00 
2012-07-25,632.00 
2012-07-26,632.00 
2012-07-27,632.00 
2012-07-30,632.00 
2012-07-31,632.00 
2012-08-01,630.00 
2012-08-02,630.00 
2012-08-03,630.00 
2012-08-06,630.00 
2012-08-07,630.00 
2012-08-08,630.00 
2012-08-09,630.00 
2012-08-10,630.00 
2012-08-13,630.00 
2012-08-14,630.00 
2012-08-15,630.00 
2012-08-16,630.00 
2012-08-17,630.00 
2012-08-20,630.00 
2012-08-21,630.00 
2012-08-22,630.00 
2012-08-23,630.00 
2012-08-24,630.00 
2012-08-27,630.00 
2012-08-28,630.00 
2012-08-29,630.00 
2012-08-30,630.00 
2012-08-31,630.00 
2012-09-03,630.00 
2012-09-04,630.00 
2012-09-05,630.00 
2012-09-06,630.00 
2012-09-07,630.00 
2012-09-10,630.00 
2012-09-11,630.00 
2012-09-12,630.00 
2012-09-13,630.00 
2012-09-14,630.00 
2012-09-17,630.00 
2012-09-18,630.00 
2012-09-19,630.00 
2012-09-20,630.00 
2012-09-21,630.00 
2012-09-24,630.00 
2012-09-25,630.00 
2012-09-26,640.00 
2012-09-27,640.00 
2012-09-28,640.00 
2012-09-29,640.00 
2012-10-08,640.00 
2012-10-09,640.00 
2012-10-10,640.00 
2012-10-11,640.00 
2012-10-12,640.00 
2012-10-15,640.00 
2012-10-16,640.00 
2012-10-17,640.00 
2012-10-18,640.00 
2012-10-19,640.00 
2012-10-22,640.00 
2012-10-23,640.00 
2012-10-24,640.00 
2012-10-25,640.00 
2012-10-26,640.00 
2012-10-29,640.00 
2012-10-30,640.00 
2012-10-31,640.00 
2012-11-01,640.00 
2012-11-02,640.00 
2012-11-05,640.00 
2012-11-06,640.00 
2012-11-07,640.00 
2012-11-08,640.00 
2012-11-09,640.00 
2012-11-12,640.00 
2012-11-13,640.00 
2012-11-14,640.00 
2012-11-15,640.00 
2012-11-16,640.00 
2012-11-19,640.00 
2012-11-20,640.00 
2012-11-21,640.00 
2012-11-22,640.00 
2012-11-23,640.00 
2012-11-26,640.00 
2012-11-27,640.00 
2012-11-28,640.00 
2012-11-29,640.00 
2012-11-30,640.00 
2012-12-03,640.00 
2012-12-04,640.00 
2012-12-05,640.00 
2012-12-06,640.00 
2012-12-07,640.00 
2012-12-10,640.00 
2012-12-11,640.00 
2012-12-12,640.00 
2012-12-13,640.00 
2012-12-14,640.00 
2012-12-17,640.00 
2012-12-18,640.00 
2012-12-19,640.00 
2012-12-20,640.00 
2012-12-21,640.00 
2012-12-24,640.00 
2012-12-25,640.00 
2012-12-26,640.00 
2012-12-27,640.00 
2012-12-28,640.00 
2012-12-31,640.00 
2013-01-04,640.00 
2013-01-05,640.00 
2013-01-06,640.00 
2013-01-07,640.00 
2013-01-08,640.00 
2013-01-09,630.00 
2013-01-10,630.00 
2013-01-11,630.00 
2013-01-14,630.00 
2013-01-15,630.00 
2013-01-16,630.00 
2013-01-17,630.00 
2013-01-18,630.00 
2013-01-21,630.00 
2013-01-22,630.00 
2013-01-23,630.00 
2013-01-24,630.00 
2013-01-25,630.00 
2013-01-28,630.00 
2013-01-29,630.00 
2013-01-30,630.00 
2013-01-31,630.00 
2013-02-01,630.00 
2013-02-04,630.00 
2013-02-05,630.00 
2013-02-06,630.00 
2013-02-07,630.00 
2013-02-08,630.00 
2013-02-16,630.00 
2013-02-17,630.00 
2013-02-18,630.00 
2013-02-19,630.00 
2013-02-20,630.00 
2013-02-21,630.00 
2013-02-22,630.00 
2013-02-25,630.00 
2013-02-26,630.00 
2013-02-27,630.00 
2013-02-28,630.00 
2013-03-01,630.00 
2013-03-04,630.00 
2013-03-05,630.00 
2013-03-06,620.00 
2013-03-07,620.00 
2013-03-08,620.00 
2013-03-11,620.00 
2013-03-12,620.00 
2013-03-13,620.00 
2013-03-14,620.00 
2013-03-15,620.00 
2013-03-18,620.00 
2013-03-19,620.00 
2013-03-20,620.00 
2013-03-21,620.00 
2013-03-22,620.00 
2013-03-25,620.00 
2013-03-26,620.00 
2013-03-27,620.00 
2013-03-28,620.00 
2013-03-29,620.00 
2013-04-01,620.00 
2013-04-02,620.00 
2013-04-03,620.00 
2013-04-07,620.00 
2013-04-08,620.00 
2013-04-09,620.00 
2013-04-10,620.00 
2013-04-11,620.00 
2013-04-12,620.00 
2013-04-15,620.00 
2013-04-16,620.00 
2013-04-17,620.00 
2013-04-18,620.00 
2013-04-19,620.00 
2013-04-22,620.00 
2013-04-23,620.00 
2013-04-24,610.00 
2013-04-25,610.00 
2013-04-26,610.00 
2013-04-27,610.00 
2013-04-28,610.00 
2013-05-02,610.00 
2013-05-03,610.00 
2013-05-06,610.00 
2013-05-07,610.00 
2013-05-08,610.00 
2013-05-09,610.00 
2013-05-10,610.00 
2013-05-13,610.00 
2013-05-14,610.00 
2013-05-15,610.00 
2013-05-16,610.00 
2013-05-17,610.00 
2013-05-20,610.00 
2013-05-21,610.00 
2013-05-22,610.00 
2013-05-23,610.00 
2013-05-24,610.00 
2013-05-27,610.00 
2013-05-28,610.00 
2013-05-29,610.00 
2013-05-30,610.00 
2013-05-31,610.00 
2013-06-03,610.00 
2013-06-04,610.00 
2013-06-05,610.00 
2013-06-06,610.00 
2013-06-07,610.00 
2013-06-08,610.00 
2013-06-09,610.00 
2013-06-13,610.00 
2013-06-14,610.00 
2013-06-17,610.00 
2013-06-18,610.00 
2013-06-19,610.00 
2013-06-20,610.00 
2013-06-21,610.00 
2013-06-24,610.00 
2013-06-25,610.00 
2013-06-26,600.00 
2013-06-27,600.00 
2013-06-28,600.00 
2013-07-01,600.00 
2013-07-02,600.00 
2013-07-03,590.00 
2013-07-04,590.00 
2013-07-05,590.00 
2013-07-08,590.00 
2013-07-09,590.00 
2013-07-10,590.00 
2013-07-11,590.00 
2013-07-12,590.00 
2013-07-15,590.00 
2013-07-16,590.00 
2013-07-17,580.00 
2013-07-18,580.00 
2013-07-19,580.00 
2013-07-22,580.00 
2013-07-23,580.00 
2013-07-24,580.00 
2013-07-25,580.00 
2013-07-26,580.00 
2013-07-29,580.00 
2013-07-30,580.00 
2013-07-31,570.00 
2013-08-01,570.00 
2013-08-02,570.00 
2013-08-05,570.00 
2013-08-06,570.00 
2013-08-07,570.00 
2013-08-08,570.00 
2013-08-09,570.00 
2013-08-12,570.00 
2013-08-13,570.00 
2013-08-14,560.00 
2013-08-15,560.00 
2013-08-16,560.00 
2013-08-19,560.00 
2013-08-20,560.00 
2013-08-21,550.00 
2013-08-22,550.00 
2013-08-23,550.00 
2013-08-26,550.00 
2013-08-27,550.00 
2013-08-28,550.00 
2013-08-29,550.00 
2013-08-30,550.00 
2013-09-02,550.00 
2013-09-03,550.00 
2013-09-04,540.00 
2013-09-05,540.00 
2013-09-06,540.00 
2013-09-09,540.00 
2013-09-10,540.00 
2013-09-11,540.00 
2013-09-12,540.00 
2013-09-13,540.00 
2013-09-16,540.00 
2013-09-17,540.00 
2013-09-18,530.00 
2013-09-22,530.00 
2013-09-23,530.00 
2013-09-24,530.00 
2013-09-25,530.00 
2013-09-26,530.00 
2013-09-27,530.00 
2013-09-29,530.00 
2013-09-30,530.00 
2013-10-08,530.00 
2013-10-09,530.00 
2013-10-10,530.00 
2013-10-11,530.00 
2013-10-12,530.00 
2013-10-14,530.00 
2013-10-15,530.00 
2013-10-16,530.00 
2013-10-17,530.00 
2013-10-18,530.00 
2013-10-21,530.00 
2013-10-22,530.00 
2013-10-23,540.00 
2013-10-24,540.00 
2013-10-25,540.00 
2013-10-28,540.00 
2013-10-29,540.00 
2013-10-30,540.00 
2013-10-31,540.00 
2013-11-01,540.00 
2013-11-04,540.00 
2013-11-05,540.00 
2013-11-06,550.00 
2013-11-07,550.00 
2013-11-08,550.00 
2013-11-11,550.00 
2013-11-12,550.00 
2013-11-13,560.00 
2013-11-14,560.00 
2013-11-15,560.00 
2013-11-18,560.00 
2013-11-19,555.00 
2013-11-20,565.00 
2013-11-21,565.00 
2013-11-22,565.00 
2013-11-25,565.00 
2013-11-26,565.00 
2013-11-27,580.00 
2013-11-28,580.00 
2013-11-29,580.00 
2013-12-02,580.00 
2013-12-03,580.00 
2013-12-04,595.00 
2013-12-05,595.00 
2013-12-06,595.00 
2013-12-09,595.00 
2013-12-10,595.00 
2013-12-11,610.00 
2013-12-12,610.00 
2013-12-13,610.00 
2013-12-16,610.00 
2013-12-17,610.00 
2013-12-18,625.00 
2013-12-19,625.00 
2013-12-20,625.00 
2013-12-23,625.00 
2013-12-24,625.00 
2013-12-25,635.00 
2013-12-26,635.00 
2013-12-27,635.00 
2013-12-30,635.00 
2013-12-31,635.00 
2014-01-02,635.00 
2014-01-03,635.00 
2014-01-06,635.00 
2014-01-07,635.00 
2014-01-08,610.00 
2014-01-09,610.00 
2014-01-10,610.00 
2014-01-13,610.00 
2014-01-14,610.00 
2014-01-15,600.00 
2014-01-16,600.00 
2014-01-17,600.00 
2014-01-20,600.00 
2014-01-21,600.00 
2014-01-22,590.00 
2014-01-23,590.00 
2014-01-24,590.00 
2014-01-26,590.00 
2014-01-27,590.00 
2014-01-28,590.00 
2014-01-29,590.00 
2014-02-07,585.00 
2014-02-08,585.00 
2014-02-10,585.00 
2014-02-11,585.00 
2014-02-12,570.00 
2014-02-13,570.00 
2014-02-14,570.00 
2014-02-17,570.00 
2014-02-18,570.00 
2014-02-19,560.00 
2014-02-20,560.00 
2014-02-21,560.00 
2014-02-24,560.00 
2014-02-25,560.00 
2014-02-26,555.00 
2014-02-27,555.00 
2014-02-28,555.00 
2014-03-03,555.00 
2014-03-04,555.00 
2014-03-05,545.00 
2014-03-06,545.00 
2014-03-07,545.00 
2014-03-10,545.00 
2014-03-11,545.00 
2014-03-12,535.00 
2014-03-13,535.00 
2014-03-14,535.00 
2014-03-17,535.00 
2014-03-18,535.00 
2014-03-19,530.00 
2014-03-20,530.00 
2014-03-21,530.00 
2014-03-24,530.00 
2014-03-25,530.00 
2014-03-26,530.00 
2014-03-27,530.00 
2014-03-28,530.00 
2014-03-31,530.00 
2014-04-01,530.00 
2014-04-02,530.00 
2014-04-03,530.00 
2014-04-04,530.00 
2014-04-08,530.00 
2014-04-09,530.00 
2014-04-10,530.00 
2014-04-11,530.00 
2014-04-14,530.00 
2014-04-15,530.00 
2014-04-16,530.00 
2014-04-17,530.00 
2014-04-18,530.00 
2014-04-21,530.00 
2014-04-22,530.00 
2014-04-23,530.00 
2014-04-24,530.00 
2014-04-25,530.00 
2014-04-28,530.00 
2014-04-29,530.00 
2014-04-30,530.00 
2014-05-04,530.00 
2014-05-05,530.00 
2014-05-06,530.00 
2014-05-07,530.00 
2014-05-08,530.00 
2014-05-09,530.00 
2014-05-12,530.00 
2014-05-13,530.00 
2014-05-14,535.00 
2014-05-15,535.00 
2014-05-16,535.00 
2014-05-19,535.00 
2014-05-20,535.00 
2014-05-21,535.00 
2014-05-22,535.00 
2014-05-23,535.00 
2014-05-26,535.00 
2014-05-27,535.00 
2014-05-28,535.00 
2014-05-29,535.00 
2014-05-30,535.00 
2014-06-03,535.00 
2014-06-04,530.00 
2014-06-05,530.00 
2014-06-06,530.00 
2014-06-09,530.00 
2014-06-10,530.00 
2014-06-11,530.00 
2014-06-12,530.00 
2014-06-13,530.00 
2014-06-16,530.00 
2014-06-17,530.00 
2014-06-18,525.00 
2014-06-19,525.00 
2014-06-20,525.00 
2014-06-23,525.00 
2014-06-24,525.00 
2014-06-25,525.00 
2014-06-26,525.00 
2014-06-27,525.00 
2014-06-30,525.00 
2014-07-01,525.00 
2014-07-02,515.00 
2014-07-03,515.00 
2014-07-04,515.00 
2014-07-07,515.00 
2014-07-08,515.00 
2014-07-09,510.00 
2014-07-10,510.00 
2014-07-11,510.00 
2014-07-14,510.00 
2014-07-15,510.00 
2014-07-16,505.00 
