指标名称,现货价:镀锌板:1mm:全国,现货价:热轧普通薄板:3mm:全国,"车板价:主焦煤(A<10.5%,V21-25%,S<1%,G>75%,邯郸产):河北"
2013-11-27,,,1080.00 
2013-11-28,,,1080.00 
2013-11-29,,,1080.00 
2013-12-01,4707.00 ,3725.00 ,
2013-12-02,,,1080.00 
2013-12-03,,,1080.00 
2013-12-04,,,1080.00 
2013-12-05,,,1080.00 
2013-12-06,,,1080.00 
2013-12-09,,,1080.00 
2013-12-10,,,1080.00 
2013-12-11,,,1080.00 
2013-12-12,,,1080.00 
2013-12-13,,,1080.00 
2013-12-15,4699.00 ,3722.00 ,
2013-12-16,,,1080.00 
2013-12-17,,,1080.00 
2013-12-18,,,1080.00 
2013-12-19,,,1080.00 
2013-12-20,,,1080.00 
2013-12-23,,,1080.00 
2013-12-24,,,1080.00 
2013-12-25,,,1080.00 
2013-12-26,,,1080.00 
2013-12-27,,,1080.00 
2013-12-30,,,1080.00 
2013-12-31,,,1080.00 
2014-01-01,4671.00 ,3703.00 ,
2014-01-02,,,1080.00 
2014-01-03,,,1080.00 
2014-01-06,,,1080.00 
2014-01-07,,,1080.00 
2014-01-08,,,1080.00 
2014-01-09,,,1080.00 
2014-01-10,,,1080.00 
2014-01-13,,,1080.00 
2014-01-14,,,1080.00 
2014-01-15,4679.00 ,3686.00 ,1080.00 
2014-01-16,,,1080.00 
2014-01-17,,,1080.00 
2014-01-20,,,1080.00 
2014-01-21,,,1080.00 
2014-01-22,,,1080.00 
2014-01-23,,,1080.00 
2014-01-24,,,1080.00 
2014-01-26,,,1080.00 
2014-01-27,,,1080.00 
2014-01-28,,,1080.00 
2014-01-29,,,1080.00 
2014-02-01,4677.00 ,3675.00 ,
2014-02-07,,,1080.00 
2014-02-08,,,1080.00 
2014-02-10,,,1080.00 
2014-02-11,,,1080.00 
2014-02-12,,,1080.00 
2014-02-13,,,1080.00 
2014-02-14,,,1035.00 
2014-02-15,4664.00 ,3659.00 ,
2014-02-17,,,1035.00 
2014-02-18,,,1035.00 
2014-02-19,,,1035.00 
2014-02-20,,,1035.00 
2014-02-21,,,1035.00 
2014-02-24,,,1035.00 
2014-02-25,,,1035.00 
2014-02-26,,,1010.00 
2014-02-27,,,1010.00 
2014-02-28,,,1010.00 
2014-03-01,4647.00 ,3629.00 ,
2014-03-03,,,1010.00 
2014-03-04,,,1010.00 
2014-03-05,,,1010.00 
2014-03-06,,,1010.00 
2014-03-07,,,1010.00 
2014-03-10,,,1010.00 
2014-03-11,,,1010.00 
2014-03-12,,,1010.00 
2014-03-13,,,1010.00 
2014-03-14,,,1010.00 
2014-03-15,4646.00 ,3603.00 ,
2014-03-17,,,1010.00 
2014-03-18,,,1010.00 
2014-03-19,,,950.00 
2014-03-20,,,950.00 
2014-03-21,,,950.00 
2014-03-24,,,950.00 
2014-03-25,,,950.00 
2014-03-26,,,950.00 
2014-03-27,,,950.00 
2014-03-28,,,950.00 
2014-03-31,,,950.00 
2014-04-01,4660.00 ,3629.00 ,950.00 
2014-04-02,,,950.00 
2014-04-03,,,950.00 
2014-04-04,,,950.00 
2014-04-08,,,950.00 
2014-04-09,,,950.00 
2014-04-10,,,950.00 
2014-04-11,,,950.00 
2014-04-14,,,950.00 
2014-04-15,4663.00 ,3639.00 ,950.00 
2014-04-16,,,950.00 
2014-04-17,,,950.00 
2014-04-18,,,950.00 
2014-04-21,,,950.00 
2014-04-22,,,950.00 
2014-04-23,,,950.00 
2014-04-24,,,950.00 
2014-04-25,,,950.00 
2014-04-28,,,950.00 
2014-04-29,,,950.00 
2014-04-30,,,950.00 
2014-05-01,4662.00 ,3688.00 ,
2014-05-04,,,950.00 
2014-05-05,,,950.00 
2014-05-06,,,950.00 
2014-05-07,,,950.00 
2014-05-08,,,950.00 
2014-05-09,,,950.00 
2014-05-12,,,950.00 
2014-05-13,,,950.00 
2014-05-14,,,950.00 
2014-05-15,4631.00 ,3631.00 ,950.00 
2014-05-16,,,950.00 
2014-05-19,,,950.00 
2014-05-20,,,950.00 
2014-05-21,,,950.00 
2014-05-22,,,950.00 
2014-05-23,,,950.00 
2014-05-26,,,950.00 
2014-05-27,,,950.00 
2014-05-28,,,950.00 
2014-05-29,,,950.00 
2014-05-30,,,950.00 
2014-06-01,4637.00 ,3629.00 ,
2014-06-03,,,950.00 
2014-06-04,,,950.00 
2014-06-05,,,950.00 
2014-06-06,,,950.00 
2014-06-09,,,950.00 
2014-06-10,,,950.00 
2014-06-11,,,950.00 
2014-06-12,,,950.00 
2014-06-13,,,950.00 
2014-06-15,4631.00 ,3602.00 ,
2014-06-16,,,950.00 
2014-06-17,,,950.00 
2014-06-18,,,950.00 
2014-06-19,,,950.00 
2014-06-20,,,950.00 
2014-06-23,,,950.00 
2014-06-24,,,950.00 
2014-06-25,,,950.00 
2014-06-26,,,950.00 
2014-06-27,,,950.00 
2014-06-30,,,950.00 
2014-07-01,4620.00 ,3593.00 ,950.00 
2014-07-02,,,950.00 
2014-07-03,,,950.00 
2014-07-04,,,950.00 
2014-07-07,,,950.00 
2014-07-08,,,950.00 
2014-07-09,,,950.00 
2014-07-10,,,950.00 
2014-07-11,,,950.00 
2014-07-14,,,950.00 
2014-07-15,4623.00 ,3588.00 ,950.00 
2014-07-16,,,950.00 
2014-07-17,,,950.00 
2014-07-18,,,950.00 
2014-07-21,,,950.00 
2014-07-22,,,950.00 
2014-07-23,,,950.00 
2014-07-24,,,950.00 
2014-07-25,,,950.00 
2014-07-28,,,900.00 
2014-07-29,,,900.00 
2014-07-30,,,860.00 
2014-07-31,,,860.00 
2014-08-01,4575.00 ,3579.00 ,860.00 
2014-08-04,,,860.00 
2014-08-05,,,860.00 
2014-08-06,,,860.00 
2014-08-07,,,860.00 
2014-08-08,,,860.00 
2014-08-11,,,860.00 
2014-08-12,,,860.00 
2014-08-13,,,860.00 
2014-08-14,,,860.00 
2014-08-15,4542.00 ,3523.00 ,860.00 
2014-08-18,,,860.00 
2014-08-19,,,860.00 
2014-08-20,,,860.00 
2014-08-21,,,860.00 
2014-08-22,,,860.00 
2014-08-25,,,860.00 
2014-08-26,,,860.00 
2014-08-27,,,860.00 
2014-08-28,,,860.00 
2014-08-29,,,860.00 
2014-09-01,4535.00 ,3455.00 ,860.00 
2014-09-02,,,860.00 
2014-09-03,,,860.00 
2014-09-04,,,860.00 
2014-09-05,,,860.00 
2014-09-09,,,860.00 
2014-09-10,,,860.00 
2014-09-11,,,860.00 
2014-09-12,,,860.00 
2014-09-15,4516.00 ,3385.00 ,860.00 
2014-09-16,,,860.00 
2014-09-17,,,860.00 
2014-09-18,,,860.00 
2014-09-19,,,860.00 
2014-09-22,,,860.00 
2014-09-23,,,860.00 
2014-09-24,,,860.00 
2014-09-25,,,860.00 
2014-09-26,,,860.00 
2014-09-28,,,860.00 
2014-09-29,,,860.00 
2014-09-30,,,860.00 
2014-10-01,4483.00 ,3354.00 ,
2014-10-08,,,860.00 
2014-10-09,,,860.00 
2014-10-10,,,860.00 
2014-10-11,,,860.00 
2014-10-13,,,860.00 
2014-10-14,,,860.00 
2014-10-15,4491.00 ,3362.00 ,860.00 
2014-10-16,,,860.00 
2014-10-17,,,860.00 
2014-10-20,,,860.00 
2014-10-21,,,860.00 
2014-10-22,,,860.00 
2014-10-23,,,860.00 
2014-10-24,,,860.00 
2014-10-27,,,860.00 
2014-10-28,,,860.00 
2014-10-29,,,860.00 
2014-10-30,,,860.00 
2014-10-31,,,860.00 
2014-11-01,4476.00 ,3338.00 ,
2014-11-03,,,860.00 
2014-11-04,,,860.00 
2014-11-05,,,860.00 
2014-11-06,,,860.00 
2014-11-07,,,860.00 
2014-11-10,,,860.00 
2014-11-11,,,860.00 
2014-11-12,,,860.00 
2014-11-13,,,860.00 
2014-11-14,,,860.00 
2014-11-15,4462.00 ,3319.00 ,
2014-11-17,,,860.00 
2014-11-18,,,860.00 
2014-11-19,,,860.00 
2014-11-20,,,860.00 
2014-11-21,,,860.00 
2014-11-24,,,860.00 
2014-11-25,,,860.00 
2014-11-26,,,860.00 
2014-11-27,,,860.00 
2014-11-28,,,860.00 
2014-12-01,4454.00 ,3318.00 ,860.00 
2014-12-02,,,860.00 
2014-12-03,,,860.00 
2014-12-04,,,860.00 
2014-12-05,,,860.00 
2014-12-08,,,860.00 
2014-12-09,,,860.00 
2014-12-10,,,860.00 
2014-12-11,,,860.00 
2014-12-12,,,860.00 
2014-12-15,4431.00 ,3303.00 ,860.00 
2014-12-16,,,860.00 
2014-12-17,,,860.00 
2014-12-18,,,860.00 
2014-12-19,,,860.00 
2014-12-22,,,860.00 
2014-12-23,,,860.00 
2014-12-24,,,860.00 
2014-12-25,,,860.00 
2014-12-26,,,860.00 
2014-12-29,,,860.00 
2014-12-30,,,860.00 
2014-12-31,,,860.00 
2015-01-01,4379.00 ,3273.00 ,
2015-01-04,,,860.00 
2015-01-05,,,860.00 
2015-01-06,,,860.00 
2015-01-07,,,860.00 
2015-01-08,,,860.00 
2015-01-09,,,860.00 
2015-01-12,,,860.00 
2015-01-13,,,860.00 
2015-01-14,,,860.00 
2015-01-15,4256.00 ,3088.00 ,860.00 
2015-01-16,,,860.00 
2015-01-19,,,860.00 
2015-01-20,,,860.00 
2015-01-21,,,860.00 
2015-01-22,,,860.00 
2015-01-23,,,860.00 
2015-01-26,,,860.00 
2015-01-27,,,860.00 
2015-01-28,,,860.00 
2015-01-29,,,860.00 
2015-01-30,,,860.00 
2015-02-01,4193.00 ,3009.00 ,
2015-02-02,,,860.00 
2015-02-03,,,860.00 
2015-02-04,,,860.00 
2015-02-05,,,860.00 
2015-02-06,,,860.00 
2015-02-09,,,860.00 
2015-02-10,,,860.00 
2015-02-11,,,860.00 
2015-02-12,,,860.00 
2015-02-13,,,860.00 
2015-02-15,4180.00 ,2983.00 ,860.00 
2015-02-16,,,860.00 
2015-02-17,,,860.00 
2015-02-25,,,860.00 
2015-02-26,,,860.00 
2015-02-27,,,860.00 
2015-02-28,,,860.00 
2015-03-01,4143.00 ,2935.00 ,
2015-03-02,,,860.00 
2015-03-03,,,860.00 
2015-03-04,,,860.00 
2015-03-05,,,860.00 
2015-03-06,,,860.00 
2015-03-09,,,860.00 
2015-03-10,,,860.00 
2015-03-11,,,860.00 
2015-03-12,,,860.00 
2015-03-13,,,860.00 
2015-03-15,4135.00 ,2947.00 ,
2015-03-16,,,860.00 
2015-03-17,,,860.00 
2015-03-18,,,860.00 
2015-03-19,,,860.00 
2015-03-20,,,860.00 
2015-03-23,,,860.00 
2015-03-24,,,860.00 
2015-03-25,,,860.00 
2015-03-26,,,860.00 
2015-03-27,,,840.00 
2015-03-30,,,840.00 
2015-03-31,,,840.00 
2015-04-01,4084.00 ,2880.00 ,840.00 
2015-04-02,,,840.00 
2015-04-03,,,840.00 
2015-04-07,,,840.00 
2015-04-08,,,840.00 
2015-04-09,,,840.00 
2015-04-10,,,840.00 
2015-04-13,,,840.00 
2015-04-14,,,840.00 
2015-04-15,4027.00 ,2849.00 ,840.00 
2015-04-16,,,840.00 
2015-04-17,,,840.00 
2015-04-20,,,840.00 
2015-04-21,,,840.00 
2015-04-22,,,840.00 
2015-04-23,,,840.00 
2015-04-24,,,840.00 
2015-04-27,,,840.00 
2015-04-28,,,840.00 
2015-04-29,,,840.00 
2015-04-30,,,830.00 
2015-05-01,3946.00 ,2814.00 ,
2015-05-04,,,830.00 
2015-05-05,,,830.00 
2015-05-06,,,830.00 
2015-05-07,,,830.00 
2015-05-08,,,830.00 
2015-05-11,,,830.00 
2015-05-12,,,770.00 
2015-05-13,,,770.00 
2015-05-14,,,770.00 
2015-05-15,3908.00 ,2767.00 ,770.00 
2015-05-18,,,720.00 
2015-05-19,,,720.00 
2015-05-20,,,720.00 
2015-05-21,,,720.00 
2015-05-22,,,720.00 
2015-05-25,,,720.00 
2015-05-26,,,720.00 
2015-05-27,,,720.00 
2015-05-28,,,720.00 
2015-05-29,,,720.00 
2015-06-01,3847.00 ,2730.00 ,720.00 
2015-06-02,,,720.00 
2015-06-03,,,720.00 
2015-06-04,,,720.00 
2015-06-05,,,720.00 
2015-06-08,,,720.00 
2015-06-09,,,720.00 
2015-06-10,,,720.00 
2015-06-11,,,720.00 
2015-06-12,,,720.00 
2015-06-15,3778.00 ,2675.00 ,720.00 
2015-06-16,,,720.00 
2015-06-17,,,720.00 
2015-06-18,,,720.00 
2015-06-19,,,720.00 
2015-06-23,,,720.00 
2015-06-24,,,720.00 
2015-06-25,,,720.00 
2015-06-26,,,720.00 
2015-06-29,,,720.00 
2015-06-30,,,720.00 
2015-07-01,3636.00 ,2534.00 ,720.00 
2015-07-02,,,720.00 
2015-07-03,,,720.00 
2015-07-06,,,720.00 
2015-07-07,,,720.00 
2015-07-08,,,720.00 
2015-07-09,,,720.00 
2015-07-10,,,720.00 
2015-07-13,,,720.00 
2015-07-14,,,720.00 
2015-07-15,3612.00 ,2525.00 ,720.00 
2015-07-16,,,720.00 
2015-07-17,,,720.00 
2015-07-20,,,720.00 
2015-07-21,,,720.00 
2015-07-22,,,720.00 
2015-07-23,,,720.00 
2015-07-24,,,720.00 
2015-07-27,,,720.00 
2015-07-28,,,720.00 
2015-07-29,,,720.00 
2015-07-30,,,720.00 
2015-07-31,,,720.00 
2015-08-01,3605.00 ,2534.00 ,
2015-08-03,,,720.00 
2015-08-04,,,720.00 
2015-08-05,,,720.00 
2015-08-06,,,720.00 
2015-08-07,,,720.00 
2015-08-10,,,720.00 
2015-08-11,,,720.00 
2015-08-12,,,720.00 
2015-08-13,,,720.00 
2015-08-14,,,720.00 
2015-08-15,3550.00 ,2486.00 ,
2015-08-17,,,720.00 
2015-08-18,,,720.00 
2015-08-19,,,690.00 
2015-08-20,,,690.00 
2015-08-21,,,690.00 
2015-08-24,,,690.00 
2015-08-25,,,690.00 
2015-08-26,,,690.00 
2015-08-27,,,690.00 
2015-08-28,,,690.00 
2015-08-31,,,690.00 
2015-09-01,3503.00 ,2447.00 ,690.00 
2015-09-02,,,690.00 
2015-09-06,,,690.00 
2015-09-07,,,690.00 
2015-09-08,,,690.00 
2015-09-09,,,690.00 
2015-09-10,,,690.00 
2015-09-11,,,690.00 
2015-09-14,,,690.00 
2015-09-15,3452.00 ,2407.00 ,690.00 
2015-09-16,,,690.00 
2015-09-17,,,690.00 
2015-09-18,,,690.00 
2015-09-21,,,690.00 
2015-09-22,,,690.00 
2015-09-23,,,690.00 
2015-09-24,,,690.00 
2015-09-25,,,690.00 
2015-09-28,,,690.00 
2015-09-29,,,690.00 
2015-09-30,,,690.00 
2015-10-01,3395.00 ,2369.00 ,
2015-10-08,,,690.00 
2015-10-09,,,690.00 
2015-10-10,,,690.00 
2015-10-12,,,610.00 
2015-10-13,,,610.00 
2015-10-14,,,610.00 
2015-10-15,3322.00 ,2313.00 ,610.00 
2015-10-16,,,650.00 
2015-10-19,,,650.00 
2015-10-20,,,650.00 
2015-10-21,,,650.00 
2015-10-22,,,650.00 
2015-10-23,,,650.00 
2015-10-26,,,650.00 
2015-10-27,,,650.00 
2015-10-28,,,650.00 
2015-10-29,,,650.00 
2015-10-30,,,650.00 
2015-11-01,3251.00 ,2281.00 ,
2015-11-02,,,630.00 
2015-11-03,,,630.00 
2015-11-04,,,630.00 
2015-11-05,,,630.00 
2015-11-06,,,630.00 
2015-11-09,,,630.00 
2015-11-10,,,630.00 
2015-11-11,,,630.00 
2015-11-12,,,630.00 
2015-11-13,,,630.00 
2015-11-15,3201.00 ,2240.00 ,
2015-11-16,,,630.00 
2015-11-17,,,630.00 
2015-11-18,,,630.00 
2015-11-19,,,630.00 
2015-11-20,,,630.00 
2015-11-23,,,630.00 
2015-11-24,,,630.00 
2015-11-25,,,630.00 
2015-11-26,,,630.00 
2015-11-27,,,630.00 
2015-11-30,,,630.00 
2015-12-01,3153.00 ,2209.00 ,630.00 
2015-12-02,,,630.00 
2015-12-03,,,630.00 
2015-12-04,,,630.00 
2015-12-07,,,630.00 
2015-12-08,,,630.00 
2015-12-09,,,630.00 
2015-12-10,,,610.00 
2015-12-11,,,610.00 
2015-12-14,,,610.00 
2015-12-15,3153.00 ,2238.00 ,610.00 
2015-12-16,,,610.00 
2015-12-17,,,610.00 
2015-12-18,,,610.00 
2015-12-21,,,610.00 
2015-12-22,,,610.00 
2015-12-23,,,610.00 
2015-12-24,,,610.00 
2015-12-25,,,610.00 
2015-12-28,,,610.00 
2015-12-29,,,610.00 
2015-12-30,,,610.00 
2015-12-31,,,610.00 
2016-01-01,3158.00 ,2258.00 ,
2016-01-04,,,610.00 
2016-01-05,,,610.00 
2016-01-06,,,610.00 
2016-01-07,,,610.00 
2016-01-08,3178.00 ,2288.00 ,610.00 
2016-01-11,,,610.00 
2016-01-12,,,610.00 
2016-01-13,,,610.00 
2016-01-14,,,610.00 
2016-01-15,3183.00 ,2265.00 ,610.00 
2016-01-18,,,610.00 
2016-01-19,,,610.00 
2016-01-20,,,610.00 
2016-01-21,,,610.00 
2016-01-22,3180.00 ,2270.00 ,610.00 
2016-01-25,,,610.00 
2016-01-26,,,610.00 
2016-01-27,,,590.00 
2016-01-28,,,590.00 
2016-01-29,3177.00 ,2271.00 ,590.00 
2016-02-01,,,590.00 
2016-02-02,,,590.00 
2016-02-03,,,590.00 
2016-02-04,,,590.00 
2016-02-05,3188.00 ,2272.00 ,590.00 
2016-02-12,3194.00 ,2282.00 ,
2016-02-14,,,590.00 
2016-02-15,,,590.00 
2016-02-16,,,590.00 
2016-02-17,,,590.00 
2016-02-18,,,590.00 
2016-02-19,3199.00 ,2286.00 ,590.00 
2016-02-22,,,590.00 
2016-02-23,,,590.00 
2016-02-24,,,590.00 
2016-02-25,,,590.00 
2016-02-26,3225.00 ,2325.00 ,590.00 
2016-02-29,,,590.00 
2016-03-01,,,590.00 
2016-03-02,,,590.00 
2016-03-03,,,590.00 
2016-03-04,3245.00 ,2363.00 ,590.00 
2016-03-07,,,590.00 
2016-03-08,,,590.00 
2016-03-09,,,590.00 
2016-03-10,,,590.00 
2016-03-11,3504.00 ,2568.00 ,590.00 
2016-03-14,,,590.00 
2016-03-15,,,590.00 
2016-03-16,,,590.00 
2016-03-17,,,590.00 
2016-03-18,3521.00 ,2554.00 ,590.00 
2016-03-21,,,590.00 
2016-03-22,,,590.00 
2016-03-23,,,590.00 
2016-03-24,,,590.00 
2016-03-25,3564.00 ,2603.00 ,590.00 
2016-03-28,,,590.00 
2016-03-29,,,590.00 
2016-03-30,,,590.00 
2016-03-31,,,590.00 
2016-04-01,3629.00 ,2631.00 ,590.00 
2016-04-05,,,590.00 
2016-04-06,,,590.00 
2016-04-07,,,590.00 
2016-04-08,3677.00 ,2684.00 ,590.00 
2016-04-11,,,590.00 
2016-04-12,,,590.00 
2016-04-13,,,590.00 
2016-04-14,,,590.00 
2016-04-15,3803.00 ,2816.00 ,590.00 
2016-04-18,,,590.00 
2016-04-19,,,590.00 
2016-04-20,,,600.00 
2016-04-21,,,600.00 
2016-04-22,4007.00 ,3019.00 ,600.00 
2016-04-25,,,600.00 
2016-04-26,,,600.00 
2016-04-27,,,600.00 
2016-04-28,,,600.00 
2016-04-29,4040.00 ,3055.00 ,600.00 
2016-05-03,,,650.00 
2016-05-04,,,650.00 
2016-05-05,,,650.00 
2016-05-06,4037.00 ,3038.00 ,650.00 
2016-05-09,,,650.00 
2016-05-10,,,650.00 
2016-05-11,,,650.00 
2016-05-12,,,650.00 
2016-05-13,3950.00 ,2897.00 ,650.00 
2016-05-16,,,650.00 
2016-05-17,,,700.00 
2016-05-18,,,700.00 
2016-05-19,,,700.00 
2016-05-20,3900.00 ,2838.00 ,700.00 
2016-05-23,,,700.00 
2016-05-24,,,700.00 
2016-05-25,,,700.00 
2016-05-26,,,700.00 
2016-05-27,3837.00 ,2774.00 ,700.00 
2016-05-30,,,700.00 
2016-05-31,,,700.00 
2016-06-01,,,740.00 
2016-06-02,,,740.00 
2016-06-03,3772.00 ,2735.00 ,740.00 
2016-06-06,,,740.00 
2016-06-07,,,740.00 
2016-06-08,,,740.00 
2016-06-10,3755.00 ,2743.00 ,
2016-06-12,,,740.00 
2016-06-13,,,740.00 
2016-06-14,,,740.00 
2016-06-15,,,740.00 
2016-06-16,,,740.00 
2016-06-17,3726.00 ,2738.00 ,740.00 
2016-06-20,,,740.00 
2016-06-21,,,740.00 
2016-06-22,,,740.00 
2016-06-23,,,740.00 
2016-06-24,3712.00 ,2724.00 ,740.00 
2016-06-27,,,740.00 
2016-06-28,,,740.00 
2016-06-29,,,740.00 
2016-06-30,,,740.00 
2016-07-01,3725.00 ,2731.00 ,740.00 
2016-07-04,,,740.00 
2016-07-05,,,740.00 
2016-07-06,,,740.00 
2016-07-07,,,740.00 
2016-07-08,3734.00 ,2747.00 ,740.00 
2016-07-11,,,740.00 
2016-07-12,,,740.00 
2016-07-13,,,740.00 
2016-07-14,,,740.00 
2016-07-15,3745.00 ,2788.00 ,720.00 
2016-07-18,,,720.00 
2016-07-19,,,720.00 
2016-07-20,,,720.00 
2016-07-21,,,720.00 
2016-07-22,3738.00 ,2778.00 ,720.00 
2016-07-25,,,720.00 
2016-07-26,,,720.00 
2016-07-27,,,720.00 
2016-07-28,,,720.00 
2016-07-29,3746.00 ,2793.00 ,720.00 
2016-08-01,,,720.00 
2016-08-02,,,720.00 
2016-08-03,,,720.00 
2016-08-04,,,740.00 
2016-08-05,3765.00 ,2818.00 ,740.00 
2016-08-08,,,740.00 
2016-08-09,,,740.00 
2016-08-10,,,740.00 
2016-08-11,,,740.00 
2016-08-12,3790.00 ,2844.00 ,740.00 
2016-08-15,,,740.00 
2016-08-16,,,740.00 
2016-08-17,,,740.00 
2016-08-18,,,740.00 
2016-08-19,3861.00 ,2887.00 ,740.00 
2016-08-22,,,760.00 
2016-08-23,,,760.00 
2016-08-24,,,760.00 
2016-08-25,,,760.00 
2016-08-26,3899.00 ,2936.00 ,760.00 
2016-08-29,,,760.00 
2016-08-30,,,760.00 
2016-08-31,,,760.00 
2016-09-01,,,810.00 
2016-09-02,3914.00 ,2936.00 ,810.00 
2016-09-05,,,800.00 
2016-09-06,,,800.00 
2016-09-07,,,800.00 
2016-09-08,,,800.00 
2016-09-09,3915.00 ,2931.00 ,800.00 
2016-09-12,,,840.00 
2016-09-13,,,840.00 
2016-09-14,,,840.00 
2016-09-16,3906.00 ,2908.00 ,
2016-09-18,,,840.00 
2016-09-19,,,840.00 
2016-09-20,,,840.00 
2016-09-21,,,920.00 
2016-09-22,,,920.00 
2016-09-23,3905.00 ,2903.00 ,920.00 
2016-09-26,,,920.00 
2016-09-27,,,920.00 
2016-09-28,,,920.00 
2016-09-29,,,920.00 
2016-09-30,3916.00 ,2920.00 ,920.00 
2016-10-07,3931.00 ,2926.00 ,
2016-10-08,,,1020.00 
2016-10-09,,,1020.00 
2016-10-10,,,1020.00 
2016-10-11,,,1020.00 
2016-10-12,,,1020.00 
2016-10-13,,,1020.00 
2016-10-14,3955.00 ,2956.00 ,1020.00 
2016-10-17,,,1090.00 
2016-10-18,,,1090.00 
2016-10-19,,,1090.00 
2016-10-20,,,1090.00 
2016-10-21,3993.00 ,3020.00 ,1090.00 
2016-10-24,,,1090.00 
2016-10-25,,,1090.00 
2016-10-26,,,1160.00 
2016-10-27,,,1160.00 
2016-10-28,4020.00 ,3051.00 ,1160.00 
2016-10-31,,,1160.00 
2016-11-01,,,1160.00 
2016-11-02,,,1160.00 
2016-11-03,,,1160.00 
2016-11-04,4087.00 ,3137.00 ,1260.00 
2016-11-07,,,1260.00 
2016-11-08,,,1260.00 
2016-11-09,,,1260.00 
2016-11-10,,,1260.00 
2016-11-11,4192.00 ,3281.00 ,1260.00 
2016-11-14,,,1260.00 
2016-11-15,,,1260.00 
2016-11-16,,,1380.00 
2016-11-17,,,1380.00 
2016-11-18,4236.00 ,3308.00 ,1380.00 
2016-11-21,,,1380.00 
2016-11-22,,,1380.00 
2016-11-23,,,1380.00 
2016-11-24,,,1380.00 
2016-11-25,4316.00 ,3372.00 ,1380.00 
2016-11-28,,,1380.00 
2016-11-29,,,1380.00 
2016-11-30,,,1380.00 
2016-12-01,,,1380.00 
2016-12-02,4404.00 ,3466.00 ,1380.00 
2016-12-05,,,1380.00 
2016-12-06,,,1380.00 
2016-12-07,,,1380.00 
2016-12-08,,,1380.00 
2016-12-09,4497.00 ,3566.00 ,1380.00 
2016-12-12,,,1380.00 
2016-12-13,,,1380.00 
2016-12-14,,,1380.00 
2016-12-15,,,1380.00 
2016-12-16,4590.00 ,3687.00 ,1380.00 
2016-12-19,,,1380.00 
2016-12-20,,,1380.00 
2016-12-21,,,1380.00 
2016-12-22,,,1380.00 
2016-12-23,4620.00 ,3685.00 ,1380.00 
2016-12-26,,,1380.00 
2016-12-27,,,1380.00 
2016-12-28,,,1380.00 
2016-12-29,,,1380.00 
2016-12-30,4606.00 ,3677.00 ,1380.00 
2017-01-03,,,1380.00 
2017-01-04,,,1380.00 
2017-01-05,,,1380.00 
2017-01-06,4592.00 ,3665.00 ,1380.00 
2017-01-09,,,1380.00 
2017-01-10,,,1380.00 
2017-01-11,,,1380.00 
2017-01-12,,,1380.00 
2017-01-13,4607.00 ,3680.00 ,1380.00 
2017-01-16,,,1380.00 
2017-01-17,,,1380.00 
2017-01-18,,,1380.00 
2017-01-19,,,1380.00 
2017-01-20,4637.00 ,3681.00 ,1380.00 
2017-01-22,,,1380.00 
2017-01-23,,,1380.00 
2017-01-24,,,1380.00 
2017-01-25,,,1380.00 
2017-01-27,4650.00 ,3691.00 ,
2017-02-03,4655.00 ,3696.00 ,1380.00 
2017-02-04,,,1380.00 
2017-02-06,,,1380.00 
2017-02-07,,,1380.00 
2017-02-08,,,1380.00 
2017-02-09,,,1380.00 
2017-02-10,4692.00 ,3711.00 ,1380.00 
2017-02-13,,,1380.00 
2017-02-14,,,1380.00 
2017-02-15,,,1380.00 
2017-02-16,,,1380.00 
2017-02-17,4768.00 ,3794.00 ,1380.00 
2017-02-20,,,1380.00 
2017-02-21,,,1380.00 
2017-02-22,,,1380.00 
2017-02-23,,,1380.00 
2017-02-24,4808.00 ,3832.00 ,1380.00 
2017-02-27,,,1380.00 
2017-02-28,,,1380.00 
2017-03-01,,,1380.00 
2017-03-02,,,1380.00 
2017-03-03,4869.00 ,3861.00 ,1380.00 
2017-03-06,,,1380.00 
2017-03-07,,,1380.00 
2017-03-08,,,1380.00 
2017-03-09,,,1380.00 
2017-03-10,4856.00 ,3822.00 ,1380.00 
2017-03-13,,,1380.00 
2017-03-14,,,1380.00 
2017-03-15,,,1380.00 
2017-03-16,,,1380.00 
2017-03-17,4857.00 ,3820.00 ,1380.00 
2017-03-20,,,1380.00 
2017-03-21,,,1380.00 
2017-03-22,,,1380.00 
2017-03-23,,,1380.00 
2017-03-24,4835.00 ,3769.00 ,1380.00 
2017-03-27,,,1380.00 
2017-03-28,,,1380.00 
2017-03-29,,,1380.00 
2017-03-30,,,1380.00 
2017-03-31,4769.00 ,3703.00 ,1380.00 
2017-04-01,,,1380.00 
2017-04-05,,,1380.00 
2017-04-06,,,1380.00 
2017-04-07,4692.00 ,3648.00 ,1380.00 
2017-04-10,,,1380.00 
2017-04-11,,,1380.00 
2017-04-12,,,1380.00 
2017-04-13,,,1380.00 
2017-04-14,4607.00 ,3555.00 ,1380.00 
2017-04-17,,,1380.00 
2017-04-18,,,1380.00 
2017-04-19,,,1380.00 
2017-04-20,,,1380.00 
2017-04-21,4544.00 ,3420.00 ,1380.00 
2017-04-24,,,1380.00 
2017-04-25,,,1380.00 
2017-04-26,,,1380.00 
2017-04-27,,,1380.00 
2017-04-28,4539.00 ,3411.00 ,1380.00 
2017-05-02,,,1380.00 
2017-05-03,,,1380.00 
2017-05-04,,,1380.00 
