时间,产量:平板玻璃:当月值,HS:出口金额:当月值:70章 玻璃及其制品,HS:进口金额:当月值:70章 玻璃及其制品,现货平均价(平方米):浮法玻璃:5mm:上海,现货平均价(平方米):浮法玻璃:5mm:武汉,现货平均价(平方米):浮法玻璃:5mm:济南,期货结算价(活跃合约):燃料油,现货价:天然气(俄罗斯产):德国港口,期货收盘价(连续):NYMEX天然气,期货结算价(活跃合约):IPE英国天然气,市场价(低端价):轻质纯碱:华中地区,市场价(低端价):轻质纯碱:华南地区,市场价(低端价):轻质纯碱:华东地区,市场价(低端价):轻质纯碱:华北地区,出厂价(含税):高纯石英砂:国内主流厂商平均,泰国:PPI:按生产过程:白云石,申万行业指数:环保设备,房屋竣工面积:累计值,商品房销售额:累计值,商品房销售面积:现房:累计值,产量:汽车:当月值,日本:产量:丰田:汽车:当月值,韩国:产量:汽车:当月值,浮法玻璃:生产线总数,浮法玻璃:生产线条数:冷修,浮法玻璃:产销率:累计值,浮法玻璃:库存:期末值,浮法玻璃:日熔量:点火
2012-06-19,,,,17.77 ,18.64 ,15.72 ,4731.00 ,,2.57 ,57.25 ,1050.00 ,1350.00 ,1100.00 ,1150.00 ,45900.00 ,,7253.23 ,,,,,,,,,,,
2012-06-20,,,,17.73 ,18.64 ,15.72 ,4712.00 ,,2.53 ,57.29 ,1050.00 ,1350.00 ,1100.00 ,1150.00 ,45900.00 ,,7233.25 ,,,,,,,270.00 ,43.00 ,,,
2012-06-21,,,,17.77 ,18.58 ,15.62 ,4634.00 ,,2.58 ,54.50 ,1050.00 ,1350.00 ,1100.00 ,1120.00 ,45900.00 ,,7057.85 ,,,,,,,,,,,
2012-06-22,,,,17.97 ,18.50 ,15.88 ,,,2.63 ,54.53 ,,,,,45900.00 ,,,,,,,,,,,,,
2012-06-23,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-06-24,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-06-25,,,,17.90 ,18.46 ,16.10 ,4620.00 ,,2.66 ,56.90 ,1050.00 ,1350.00 ,1100.00 ,1120.00 ,45900.00 ,,6885.03 ,,,,,,,,,,,
2012-06-26,,,,17.87 ,18.32 ,16.10 ,4618.00 ,,2.78 ,56.88 ,1050.00 ,1350.00 ,1100.00 ,1120.00 ,45900.00 ,,6911.76 ,,,,,,,,,,,
2012-06-27,,,,17.97 ,18.38 ,16.22 ,4615.00 ,,2.75 ,57.73 ,1050.00 ,1350.00 ,1100.00 ,1120.00 ,45900.00 ,,6864.04 ,,,,,,,,,,,
2012-06-28,,,,17.97 ,18.46 ,16.22 ,4628.00 ,,2.77 ,54.73 ,1050.00 ,1350.00 ,1100.00 ,1100.00 ,45900.00 ,,6622.89 ,,,,,,,,,,,
2012-06-29,,,,17.97 ,18.46 ,16.22 ,4612.00 ,,2.81 ,55.57 ,1080.00 ,1300.00 ,1100.00 ,1100.00 ,45900.00 ,,6712.54 ,,,,,,,,,,,
2012-06-30,6192.70 ,1364459.00 ,593218.00 ,,,,,12.56 ,,,,,,,45900.00 ,100.00 ,,33258.81 ,23314.04 ,8974.48 ,169.50 ,311672.00 ,421195.00 ,271.00 ,43.00 ,95.44 ,4045.00 ,1200.00 
2012-07-01,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-02,,,,17.93 ,18.42 ,16.22 ,4677.00 ,,2.84 ,55.67 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6918.58 ,,,,,,,,,,,
2012-07-03,,,,17.93 ,18.32 ,16.16 ,4684.00 ,,2.88 ,56.68 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6792.18 ,,,,,,,,,,,
2012-07-04,,,,17.93 ,18.32 ,16.16 ,4718.00 ,,,56.81 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6835.06 ,,,,,,,,,,,
2012-07-05,,,,17.87 ,18.32 ,16.12 ,4701.00 ,,2.95 ,57.48 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6841.47 ,,,,,,,,,,,
2012-07-06,,,,17.87 ,18.20 ,16.16 ,4700.00 ,,2.79 ,56.85 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6876.70 ,,,,,,,,,,,
2012-07-07,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-08,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-09,,,,17.93 ,18.10 ,16.18 ,4722.00 ,,2.88 ,57.84 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6655.24 ,,,,,,,,,,,
2012-07-10,,,,17.97 ,18.10 ,16.18 ,4703.00 ,,2.75 ,55.52 ,1090.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6606.54 ,,,,,,,272.00 ,43.00 ,,,2300.00 
2012-07-11,,,,17.97 ,17.98 ,16.18 ,4692.00 ,,2.82 ,54.69 ,1080.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6619.47 ,,,,,,,,,,,
2012-07-12,,,,18.00 ,17.86 ,16.18 ,4689.00 ,,2.88 ,57.68 ,1100.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6797.46 ,,,,,,,,,,,
2012-07-13,,,,18.03 ,17.86 ,16.20 ,4684.00 ,,2.88 ,57.52 ,1100.00 ,1300.00 ,1150.00 ,1100.00 ,45900.00 ,,6655.11 ,,,,,,,,,,,
2012-07-14,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-15,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-16,,,,18.07 ,17.86 ,16.20 ,4698.00 ,,2.82 ,57.15 ,1100.00 ,1350.00 ,1180.00 ,1100.00 ,45900.00 ,,6075.44 ,,,,,,,,,,,
2012-07-17,,,,17.97 ,17.68 ,16.20 ,4744.00 ,,2.79 ,56.86 ,1120.00 ,1350.00 ,1180.00 ,1150.00 ,45900.00 ,,6099.68 ,,,,,,,,,,,
2012-07-18,,,,17.83 ,17.68 ,16.20 ,4731.00 ,,2.97 ,56.29 ,1120.00 ,1350.00 ,1180.00 ,1150.00 ,45900.00 ,,6154.13 ,,,,,,,,,,,
2012-07-19,,,,17.83 ,17.68 ,16.20 ,4763.00 ,,3.03 ,56.12 ,1120.00 ,1400.00 ,1180.00 ,1150.00 ,45900.00 ,,6361.11 ,,,,,,,,,,,
2012-07-20,,,,17.70 ,17.68 ,16.20 ,4804.00 ,,3.08 ,56.45 ,1120.00 ,1400.00 ,1180.00 ,1150.00 ,45900.00 ,,6306.26 ,,,,,,,272.00 ,42.00 ,,,1700.00 
2012-07-21,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-22,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-23,,,,17.83 ,17.26 ,16.20 ,4792.00 ,,3.10 ,55.75 ,1120.00 ,1400.00 ,1180.00 ,1150.00 ,45900.00 ,,6279.50 ,,,,,,,,,,,
2012-07-24,,,,17.83 ,17.26 ,16.20 ,4772.00 ,,3.16 ,55.67 ,1120.00 ,1400.00 ,1180.00 ,1150.00 ,45900.00 ,,6324.75 ,,,,,,,,,,,
2012-07-25,,,,17.83 ,17.26 ,16.20 ,4799.00 ,,3.09 ,56.10 ,1120.00 ,1380.00 ,1180.00 ,1150.00 ,45900.00 ,,6428.99 ,,,,,,,,,,,
2012-07-26,,,,17.80 ,17.26 ,16.22 ,4796.00 ,,3.10 ,56.65 ,1120.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6328.99 ,,,,,,,,,,,
2012-07-27,,,,17.80 ,17.30 ,16.22 ,4793.00 ,,,56.66 ,1120.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6199.49 ,,,,,,,,,,,
2012-07-28,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-29,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-07-30,,,,17.80 ,17.26 ,16.22 ,4790.00 ,,3.21 ,56.45 ,1120.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6086.46 ,,,,,,,273.00 ,41.00 ,,,2300.00 
2012-07-31,5777.50 ,1459886.00 ,626388.00 ,17.77 ,17.26 ,16.22 ,4790.00 ,11.38 ,3.17 ,56.59 ,1120.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,100.00 ,6004.32 ,38607.92 ,28699.47 ,10796.32 ,148.90 ,341200.00 ,355245.00 ,,,95.63 ,4006.00 ,
2012-08-01,,,,17.53 ,17.26 ,16.22 ,4790.00 ,,3.17 ,56.51 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6122.10 ,,,,,,,,,,,
2012-08-02,,,,17.53 ,17.26 ,16.12 ,4813.00 ,,2.92 ,56.22 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6148.74 ,,,,,,,,,,,
2012-08-03,,,,17.53 ,17.26 ,16.08 ,4807.00 ,,2.88 ,56.10 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6248.35 ,,,,,,,,,,,
2012-08-04,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-08-05,,,,,,,,,,,,,,,45900.00 ,,,,,,,,,,,,,
2012-08-06,,,,17.53 ,17.46 ,16.08 ,4821.00 ,,2.91 ,56.08 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6560.33 ,,,,,,,,,,,
2012-08-07,,,,17.43 ,17.42 ,16.08 ,4949.00 ,,2.96 ,57.16 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6540.03 ,,,,,,,,,,,
2012-08-08,,,,17.43 ,17.46 ,16.06 ,4950.00 ,,2.92 ,57.71 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6495.63 ,,,,,,,,,,,
2012-08-09,,,,17.50 ,17.48 ,16.06 ,4926.00 ,,2.95 ,57.93 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45900.00 ,,6557.45 ,,,,,,,,,,,
2012-08-10,,,,17.50 ,17.46 ,16.04 ,4910.00 ,,2.77 ,58.27 ,1180.00 ,1350.00 ,1150.00 ,1150.00 ,45840.00 ,,6538.19 ,,,,,,,,,,,
2012-08-11,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-08-12,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-08-13,,,,17.50 ,17.48 ,16.04 ,4916.00 ,,2.73 ,58.50 ,1180.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6405.49 ,,,,,,,274.00 ,41.00 ,,,1200.00 
2012-08-14,,,,17.50 ,17.46 ,16.06 ,4979.00 ,,2.83 ,58.21 ,1180.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6480.25 ,,,,,,,,,,,
2012-08-15,,,,17.50 ,17.48 ,16.06 ,4932.00 ,,2.75 ,57.14 ,1180.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6415.54 ,,,,,,,,,,,
2012-08-16,,,,17.47 ,17.44 ,16.06 ,4935.00 ,,2.71 ,57.15 ,1180.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6329.36 ,,,,,,,,,,,
2012-08-17,,,,17.47 ,17.46 ,16.06 ,4949.00 ,,2.72 ,57.92 ,1180.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6319.23 ,,,,,,,,,,,
2012-08-18,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-08-19,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-08-20,,,,17.47 ,17.44 ,16.06 ,4921.00 ,,2.78 ,58.66 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6334.26 ,,,,,,,274.00 ,41.00 ,,,600.00 
2012-08-21,,,,17.47 ,17.44 ,16.02 ,4936.00 ,,2.78 ,58.95 ,1150.00 ,1350.00 ,1150.00 ,1150.00 ,45740.00 ,,6464.37 ,,,,,,,,,,,
2012-08-22,,,,17.53 ,17.52 ,16.00 ,4922.00 ,,2.83 ,59.03 ,1150.00 ,1350.00 ,1100.00 ,1150.00 ,45740.00 ,,6569.24 ,,,,,,,,,,,
2012-08-23,,,,17.53 ,17.58 ,15.94 ,4949.00 ,,2.80 ,58.84 ,1150.00 ,1350.00 ,1100.00 ,1150.00 ,45740.00 ,,6627.26 ,,,,,,,,,,,
2012-08-24,,,,17.53 ,17.64 ,15.94 ,4949.00 ,,2.70 ,58.75 ,1150.00 ,1350.00 ,1080.00 ,1120.00 ,45740.00 ,,6515.75 ,,,,,,,,,,,
2012-08-25,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-08-26,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-08-27,,,,17.53 ,17.68 ,15.94 ,4952.00 ,,2.65 ,,1120.00 ,1350.00 ,1080.00 ,1100.00 ,45740.00 ,,6522.38 ,,,,,,,,,,,
2012-08-28,,,,17.53 ,17.72 ,15.96 ,4940.00 ,,2.61 ,58.23 ,1120.00 ,1350.00 ,1080.00 ,1100.00 ,45740.00 ,,6513.21 ,,,,,,,,,,,
2012-08-29,,,,17.63 ,17.62 ,16.00 ,4918.00 ,,2.63 ,57.94 ,1100.00 ,1350.00 ,1080.00 ,1100.00 ,45740.00 ,,6407.69 ,,,,,,,,,,,
2012-08-30,,,,17.67 ,17.56 ,16.04 ,4907.00 ,,2.75 ,58.19 ,1100.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6275.40 ,,,,,,,277.00 ,42.00 ,,,2600.00 
2012-08-31,5637.50 ,1367683.00 ,683821.00 ,17.63 ,17.60 ,16.06 ,4892.00 ,11.40 ,2.80 ,58.91 ,1100.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,100.00 ,6302.44 ,44602.87 ,34011.11 ,12527.21 ,158.30 ,262164.00 ,237077.00 ,,,96.88 ,3972.00 ,
2012-09-01,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-02,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-03,,,,17.63 ,17.62 ,16.08 ,4934.00 ,,,60.58 ,1100.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6408.58 ,,,,,,,,,,,
2012-09-04,,,,17.63 ,17.58 ,16.08 ,4956.00 ,,2.85 ,59.72 ,1100.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6332.62 ,,,,,,,,,,,
2012-09-05,,,,17.67 ,17.56 ,16.02 ,4909.00 ,,2.80 ,59.75 ,1080.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6331.70 ,,,,,,,,,,,
2012-09-06,,,,17.67 ,17.54 ,16.04 ,4891.00 ,,2.76 ,60.23 ,1080.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6523.78 ,,,,,,,,,,,
2012-09-07,,,,17.83 ,17.56 ,16.04 ,4895.00 ,,2.68 ,59.81 ,1080.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6761.72 ,,,,,,,,,,,
2012-09-08,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-09,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-10,,,,17.90 ,17.56 ,16.06 ,4902.00 ,,2.81 ,59.39 ,1060.00 ,1350.00 ,1080.00 ,1080.00 ,45740.00 ,,6749.82 ,,,,,,,278.00 ,42.00 ,,,3400.00 
2012-09-11,,,,18.13 ,17.60 ,16.10 ,4921.00 ,,3.00 ,58.82 ,1060.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6679.38 ,,,,,,,,,,,
2012-09-12,,,,18.13 ,17.56 ,16.22 ,4990.00 ,,3.06 ,59.42 ,1060.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6717.16 ,,,,,,,,,,,
2012-09-13,,,,18.17 ,17.54 ,16.26 ,5013.00 ,,3.04 ,60.19 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6605.44 ,,,,,,,,,,,
2012-09-14,,,,18.17 ,17.58 ,16.26 ,5019.00 ,,2.94 ,60.69 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6621.27 ,,,,,,,,,,,
2012-09-15,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-16,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-17,,,,18.30 ,17.78 ,16.30 ,5033.00 ,,2.89 ,59.78 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6409.87 ,,,,,,,,,,,
2012-09-18,,,,18.37 ,17.90 ,16.32 ,5004.00 ,,2.78 ,59.34 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6397.09 ,,,,,,,,,,,
2012-09-19,,,,18.43 ,17.98 ,16.38 ,4990.00 ,,2.76 ,59.09 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6444.21 ,,,,,,,,,,,
2012-09-20,,,,18.43 ,17.98 ,16.38 ,4926.00 ,,2.80 ,63.30 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6154.88 ,,,,,,,278.00 ,42.00 ,,,1300.00 
2012-09-21,,,,18.40 ,18.00 ,16.42 ,4935.00 ,,2.89 ,63.50 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6137.55 ,,,,,,,,,,,
2012-09-22,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-23,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-09-24,,,,18.47 ,18.06 ,16.46 ,4918.00 ,,2.84 ,62.49 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6141.98 ,,,,,,,,,,,
2012-09-25,,,,18.50 ,18.22 ,16.48 ,4911.00 ,,2.92 ,62.60 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6071.96 ,,,,,,,,,,,
2012-09-26,,,,18.57 ,18.32 ,16.60 ,4904.00 ,,3.05 ,62.02 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,5933.28 ,,,,,,,,,,,
2012-09-27,,,,18.57 ,18.34 ,16.64 ,4904.00 ,,3.28 ,61.79 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6073.18 ,,,,,,,,,,,
2012-09-28,,,,18.57 ,18.36 ,16.70 ,4938.00 ,,3.32 ,62.07 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6177.13 ,,,,,,,,,,,
2012-09-29,,,,,,,,,,,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,,,,,,,,280.00 ,42.00 ,,,1900.00 
2012-09-30,5898.70 ,1417527.00 ,727336.00 ,,,,,11.38 ,,,,,,,45740.00 ,100.00 ,,50566.62 ,40353.67 ,14859.72 ,180.40 ,271517.00 ,343198.00 ,,,98.26 ,3492.00 ,
2012-10-01,,,,,,,,,3.48 ,61.88 ,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-02,,,,,,,,,3.51 ,62.13 ,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-03,,,,,,,,,3.40 ,62.56 ,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-04,,,,,,,,,3.41 ,62.63 ,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-05,,,,,,,,,3.40 ,63.88 ,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-06,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-07,,,,,,,,,,,,,,,45740.00 ,,,,,,,,,,,,,
2012-10-08,,,,18.73 ,18.62 ,16.86 ,4891.00 ,,3.40 ,64.35 ,1050.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6157.36 ,,,,,,,,,,,
2012-10-09,,,,18.73 ,18.64 ,17.10 ,4934.00 ,,3.47 ,63.69 ,1040.00 ,1350.00 ,1080.00 ,1070.00 ,45740.00 ,,6300.54 ,,,,,,,,,,,
2012-10-10,,,,18.87 ,18.66 ,17.12 ,4950.00 ,,3.47 ,64.09 ,1040.00 ,1350.00 ,1080.00 ,1070.00 ,45340.00 ,,6322.63 ,,,,,,,281.00 ,41.00 ,,,1900.00 
2012-10-11,,,,18.87 ,18.68 ,17.20 ,4959.00 ,,3.60 ,63.54 ,1040.00 ,1350.00 ,1080.00 ,1070.00 ,45340.00 ,,6205.32 ,,,,,,,,,,,
2012-10-12,,,,18.87 ,18.70 ,17.22 ,4952.00 ,,3.60 ,63.59 ,1060.00 ,1350.00 ,1080.00 ,1070.00 ,45340.00 ,,6192.79 ,,,,,,,,,,,
2012-10-13,,,,,,,,,,,,,,,45340.00 ,,,,,,,,,,,,,
2012-10-14,,,,,,,,,,,,,,,45340.00 ,,,,,,,,,,,,,
2012-10-15,,,,18.67 ,18.74 ,17.30 ,4932.00 ,,3.49 ,62.92 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6145.85 ,,,,,,,,,,,
2012-10-16,,,,18.77 ,18.86 ,17.40 ,4954.00 ,,3.44 ,65.41 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6147.81 ,,,,,,,,,,,
2012-10-17,,,,18.93 ,18.88 ,17.46 ,4959.00 ,,3.47 ,65.94 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6175.80 ,,,,,,,,,,,
2012-10-18,,,,19.10 ,18.90 ,17.48 ,4945.00 ,,3.58 ,66.38 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6255.81 ,,,,,,,,,,,
2012-10-19,,,,19.17 ,18.94 ,17.48 ,4939.00 ,,3.62 ,68.14 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6243.24 ,,,,,,,281.00 ,41.00 ,,,1900.00 
2012-10-20,,,,,,,,,,,,,,,45340.00 ,,,,,,,,,,,,,
2012-10-21,,,,,,,,,,,,,,,45340.00 ,,,,,,,,,,,,,
2012-10-22,,,,19.23 ,18.96 ,17.50 ,4906.00 ,,3.45 ,69.97 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6220.32 ,,,,,,,,,,,
2012-10-23,,,,19.33 ,18.98 ,17.50 ,4917.00 ,,3.54 ,69.35 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6205.24 ,,,,,,,,,,,
2012-10-24,,,,19.43 ,19.00 ,17.52 ,4895.00 ,,3.45 ,67.99 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6128.89 ,,,,,,,,,,,
2012-10-25,,,,19.43 ,19.04 ,17.56 ,4922.00 ,,3.43 ,67.17 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,45340.00 ,,6030.77 ,,,,,,,,,,,
2012-10-26,,,,19.43 ,19.06 ,17.60 ,4907.00 ,,3.40 ,68.47 ,1070.00 ,1350.00 ,1080.00 ,1090.00 ,44700.00 ,,5953.90 ,,,,,,,,,,,
2012-10-27,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,
2012-10-28,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,
2012-10-29,,,,19.43 ,19.10 ,17.64 ,4904.00 ,,3.47 ,67.99 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5908.39 ,,,,,,,,,,,
2012-10-30,,,,19.43 ,19.12 ,17.64 ,4901.00 ,,3.69 ,67.78 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5842.80 ,,,,,,,,,,,
2012-10-31,5841.40 ,1320334.00 ,677677.00 ,19.43 ,19.14 ,17.64 ,4906.00 ,11.57 ,3.69 ,66.34 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,100.00 ,5910.88 ,58317.09 ,46300.76 ,17424.02 ,167.70 ,265042.00 ,396433.00 ,281.00 ,39.00 ,99.18 ,3210.00 ,500.00 
2012-11-01,,,,19.50 ,19.16 ,17.66 ,4901.00 ,,3.70 ,66.03 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,6006.24 ,,,,,,,,,,,
2012-11-02,,,,19.50 ,19.20 ,17.64 ,4897.00 ,,3.55 ,65.69 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5960.71 ,,,,,,,,,,,
2012-11-03,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,
2012-11-04,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,
2012-11-05,,,,19.47 ,19.22 ,17.68 ,4871.00 ,,3.55 ,64.74 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5965.55 ,,,,,,,,,,,
2012-11-06,,,,19.43 ,19.18 ,17.66 ,4897.00 ,,3.62 ,65.69 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,6001.10 ,,,,,,,,,,,
2012-11-07,,,,19.43 ,19.16 ,17.68 ,4943.00 ,,3.58 ,65.39 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5962.96 ,,,,,,,,,,,
2012-11-08,,,,19.37 ,19.10 ,17.70 ,4934.00 ,,3.61 ,65.49 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5851.22 ,,,,,,,,,,,
2012-11-09,,,,19.33 ,19.04 ,17.66 ,4950.00 ,,3.50 ,66.09 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5892.90 ,,,,,,,281.00 ,39.00 ,,,500.00 
2012-11-10,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,
2012-11-11,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,
2012-11-12,,,,19.17 ,18.94 ,17.58 ,4917.00 ,,3.57 ,66.22 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,6077.25 ,,,,,,,,,,,
2012-11-13,,,,19.07 ,18.80 ,17.44 ,4929.00 ,,3.74 ,66.40 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5968.45 ,,,,,,,,,,,
2012-11-14,,,,18.97 ,18.64 ,17.38 ,4944.00 ,,3.76 ,66.06 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5999.19 ,,,,,,,,,,,
2012-11-15,,,,18.87 ,18.46 ,17.38 ,4938.00 ,,3.70 ,67.35 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,44700.00 ,,5933.63 ,,,,,,,,,,,
2012-11-16,,,,18.87 ,18.42 ,17.36 ,4925.00 ,,3.79 ,67.54 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,43700.00 ,,6155.00 ,,,,,,,,,,,
2012-11-17,,,,,,,,,,,,,,,43000.00 ,,,,,,,,,,,,,
2012-11-18,,,,,,,,,,,,,,,43000.00 ,,,,,,,,,,,,,
2012-11-19,,,,18.77 ,18.42 ,17.36 ,5047.00 ,,3.72 ,67.55 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,43000.00 ,,6202.39 ,,,,,,,,,,,
2012-11-20,,,,18.53 ,18.52 ,17.38 ,5005.00 ,,3.83 ,67.11 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,43000.00 ,,6205.96 ,,,,,,,284.00 ,39.00 ,,,1800.00 
