时间,产量:平板玻璃:当月值,HS:出口金额:当月值:70章 玻璃及其制品,HS:进口金额:当月值:70章 玻璃及其制品,现货平均价(平方米):浮法玻璃:5mm:上海,现货平均价(平方米):浮法玻璃:5mm:武汉,现货平均价(平方米):浮法玻璃:5mm:济南,期货结算价(活跃合约):燃料油,现货价:天然气(俄罗斯产):德国港口,期货收盘价(连续):NYMEX天然气,期货结算价(活跃合约):IPE英国天然气,市场价(低端价):轻质纯碱:华中地区,市场价(低端价):轻质纯碱:华南地区,市场价(低端价):轻质纯碱:华东地区,市场价(低端价):轻质纯碱:华北地区,出厂价(含税):高纯石英砂:国内主流厂商平均,泰国:PPI:按生产过程:白云石,申万行业指数:环保设备,房屋竣工面积:累计值,商品房销售额:累计值,商品房销售面积:现房:累计值,产量:汽车:当月值,日本:产量:丰田:汽车:当月值,韩国:产量:汽车:当月值,浮法玻璃:生产线总数,浮法玻璃:生产线条数:冷修,浮法玻璃:产销率:累计值,浮法玻璃:库存:期末值,浮法玻璃:日熔量:点火
2014-12-01,,,,15.73 ,14.38 ,13.80 ,3236.00 ,,4.01 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,15718.62 ,,,,,,,,,,,
2014-12-02,,,,15.77 ,14.38 ,13.90 ,3074.00 ,,3.87 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,16105.75 ,,,,,,,,,,,
2014-12-03,,,,15.77 ,14.38 ,13.90 ,3124.00 ,,3.79 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,16170.95 ,,,,,,,,,,,
2014-12-04,,,,15.77 ,14.38 ,13.90 ,3124.00 ,,3.66 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,16177.04 ,,,,,,,,,,,
2014-12-05,,,,15.77 ,14.38 ,13.90 ,3124.00 ,,3.78 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,15476.78 ,,,,,,,334.00 ,46.00 ,,,
2014-12-06,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-07,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-08,,,,15.77 ,14.38 ,13.86 ,3224.00 ,,3.61 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,15438.93 ,,,,,,,,,,,
2014-12-09,,,,15.87 ,14.38 ,13.94 ,3224.00 ,,3.65 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,14867.18 ,,,,,,,,,,,
2014-12-10,,,,15.87 ,14.52 ,13.98 ,3263.00 ,,3.72 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,16305.82 ,,,,,,,,,,,
2014-12-11,,,,15.93 ,14.56 ,13.98 ,3263.00 ,,3.65 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,16589.35 ,,,,,,,,,,,
2014-12-12,,,,15.93 ,14.56 ,14.06 ,3263.00 ,,3.77 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18003.49 ,,,,,,,336.00 ,46.00 ,,,1900.00 
2014-12-13,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-14,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-15,,,,15.93 ,14.56 ,14.10 ,3263.00 ,,3.73 ,70.52 ,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18220.26 ,,,,,,,,,,,
2014-12-16,,,,16.03 ,14.70 ,14.10 ,3130.00 ,,3.62 ,54.12 ,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18242.32 ,,,,,,,,,,,
2014-12-17,,,,16.13 ,14.76 ,14.20 ,3130.00 ,,3.70 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,17834.20 ,,,,,,,,,,,
2014-12-18,,,,16.20 ,14.76 ,14.28 ,3130.00 ,,3.76 ,54.23 ,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18993.56 ,,,,,,,,,,,
2014-12-19,,,,16.20 ,14.76 ,14.28 ,3130.00 ,,3.45 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18981.34 ,,,,,,,337.00 ,48.00 ,,,2700.00 
2014-12-20,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-21,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-22,,,,16.20 ,14.82 ,14.28 ,3130.00 ,,3.18 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18422.23 ,,,,,,,,,,,
2014-12-23,,,,16.27 ,14.92 ,14.32 ,3131.00 ,,3.14 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,17814.85 ,,,,,,,,,,,
2014-12-24,,,,16.33 ,15.00 ,14.52 ,3131.00 ,,3.00 ,,1280.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18366.74 ,,,,,,,,,,,
2014-12-25,,,,16.33 ,15.00 ,14.52 ,3131.00 ,,,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18818.13 ,,,,,,,,,,,
2014-12-26,,,,16.40 ,15.00 ,14.52 ,3131.00 ,,3.03 ,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18692.53 ,,,,,,,337.00 ,50.00 ,,,2700.00 
2014-12-27,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-28,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2014-12-29,,,,16.40 ,15.00 ,14.52 ,3131.00 ,,3.19 ,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18282.95 ,,,,,,,,,,,
2014-12-30,,,,16.40 ,15.00 ,14.56 ,3287.00 ,,3.09 ,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,17373.10 ,,,,,,,,,,,
2014-12-31,6214.20 ,1505453.15 ,635326.47 ,16.40 ,15.00 ,14.56 ,3123.00 ,10.45 ,2.91 ,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,100.00 ,17774.67 ,107459.05 ,76292.41 ,28869.57 ,225.30 ,234526.00 ,434709.00 ,,,98.58 ,4394.00 ,
2015-01-01,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-02,,,,,,,,,2.96 ,,,,,,42200.00 ,,,,,,,,,337.00 ,52.00 ,,,2700.00 
2015-01-03,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-04,,,,,,,,,,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,,,,,,,,,,,,
2015-01-05,,,,16.40 ,15.00 ,14.50 ,3123.00 ,,2.93 ,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,17743.52 ,,,,,,,,,,,
2015-01-06,,,,16.40 ,15.00 ,14.50 ,3123.00 ,,2.91 ,,1300.00 ,1500.00 ,1350.00 ,1330.00 ,42200.00 ,,18440.60 ,,,,,,,,,,,
2015-01-07,,,,16.40 ,15.00 ,14.46 ,3123.00 ,,2.88 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17978.89 ,,,,,,,,,,,
2015-01-08,,,,16.40 ,15.00 ,14.42 ,3123.00 ,,2.97 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17923.63 ,,,,,,,,,,,
2015-01-09,,,,16.40 ,15.00 ,14.42 ,3123.00 ,,2.96 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17377.39 ,,,,,,,337.00 ,52.00 ,,,2700.00 
2015-01-10,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-11,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-12,,,,16.47 ,15.00 ,14.36 ,3123.00 ,,2.82 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16715.99 ,,,,,,,,,,,
2015-01-13,,,,16.47 ,15.00 ,14.36 ,3123.00 ,,2.95 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16718.49 ,,,,,,,,,,,
2015-01-14,,,,16.43 ,14.90 ,14.36 ,3123.00 ,,3.30 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16674.26 ,,,,,,,,,,,
2015-01-15,,,,16.40 ,14.82 ,14.32 ,3123.00 ,,3.29 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17025.72 ,,,,,,,,,,,
2015-01-16,,,,16.40 ,14.76 ,14.32 ,3123.00 ,,3.12 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17228.61 ,,,,,,,337.00 ,54.00 ,,,1900.00 
2015-01-17,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-18,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-19,,,,16.40 ,14.54 ,14.28 ,3123.00 ,,,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16323.70 ,,,,,,,,,,,
2015-01-20,,,,16.30 ,14.26 ,14.22 ,3123.00 ,,2.92 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16785.85 ,,,,,,,,,,,
2015-01-21,,,,16.30 ,14.26 ,14.12 ,3123.00 ,,3.00 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17286.88 ,,,,,,,,,,,
2015-01-22,,,,16.13 ,14.22 ,14.04 ,3123.00 ,,2.85 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17517.48 ,,,,,,,,,,,
2015-01-23,,,,16.13 ,14.22 ,14.04 ,3277.00 ,,2.97 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17178.02 ,,,,,,,337.00 ,55.00 ,,,1900.00 
2015-01-24,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-25,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-01-26,,,,16.10 ,14.22 ,14.00 ,3277.00 ,,2.89 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17419.13 ,,,,,,,,,,,
2015-01-27,,,,16.10 ,14.22 ,13.96 ,3277.00 ,,2.92 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17418.59 ,,,,,,,,,,,
2015-01-28,,,,16.03 ,14.22 ,13.96 ,3276.00 ,,2.87 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17159.85 ,,,,,,,,,,,
2015-01-29,,,,16.00 ,14.22 ,13.92 ,3182.00 ,,2.71 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16877.85 ,,,,,,,,,,,
2015-01-30,,,,16.00 ,14.22 ,13.92 ,3152.00 ,,2.68 ,,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16951.49 ,,,,,,,337.00 ,57.00 ,,,1000.00 
2015-01-31,,1474704.21 ,552013.83 ,,,,,9.50 ,,,,,,,42200.00 ,100.00 ,,,,,,251814.00 ,376018.00 ,,,90.68 ,4298.00 ,
2015-02-01,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-02,,,,16.00 ,14.22 ,13.84 ,3152.00 ,,2.69 ,46.08 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16709.66 ,,,,,,,,,,,
2015-02-03,,,,15.93 ,14.22 ,13.78 ,3152.00 ,,2.77 ,46.25 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16954.62 ,,,,,,,,,,,
2015-02-04,,,,15.87 ,14.12 ,13.70 ,3152.00 ,,2.66 ,46.23 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16664.48 ,,,,,,,,,,,
2015-02-05,,,,15.80 ,14.00 ,13.64 ,3152.00 ,,2.60 ,48.35 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16542.06 ,,,,,,,,,,,
2015-02-06,,,,15.60 ,13.96 ,13.64 ,3139.00 ,,2.57 ,47.17 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,15914.08 ,,,,,,,338.00 ,57.00 ,,,300.00 
2015-02-07,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-08,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-09,,,,15.53 ,13.96 ,13.60 ,3139.00 ,,2.62 ,47.39 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,15886.21 ,,,,,,,,,,,
2015-02-10,,,,15.53 ,13.96 ,13.56 ,3139.00 ,,,49.65 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16198.71 ,,,,,,,,,,,
2015-02-11,,,,15.53 ,13.92 ,13.52 ,3139.00 ,,2.82 ,52.40 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16302.08 ,,,,,,,,,,,
2015-02-12,,,,15.53 ,13.92 ,13.46 ,3139.00 ,,2.72 ,55.41 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,16445.72 ,,,,,,,,,,,
2015-02-13,,,,15.53 ,13.88 ,13.46 ,3295.00 ,,2.80 ,53.50 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17720.22 ,,,,,,,339.00 ,58.00 ,,,1300.00 
2015-02-14,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-15,,,,,,,,,,,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,,,,,,,,,,,,
2015-02-16,,,,15.53 ,13.88 ,13.42 ,3295.00 ,,,51.10 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,17978.87 ,,,,,,,,,,,
2015-02-17,,,,15.53 ,13.88 ,13.42 ,3295.00 ,,2.78 ,50.96 ,,,,,42200.00 ,,17767.31 ,,,,,,,,,,,
2015-02-18,,,,,,,,,2.82 ,50.30 ,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-19,,,,,,,,,2.82 ,48.75 ,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-20,,,,,,,,,2.94 ,49.30 ,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-21,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-22,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-23,,,,,,,,,2.87 ,47.90 ,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-24,,,,,,,,,2.92 ,49.40 ,,,,,42200.00 ,,,,,,,,,,,,,
2015-02-25,,,,15.53 ,13.88 ,13.42 ,3295.00 ,,2.90 ,48.28 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,18112.47 ,,,,,,,,,,,
2015-02-26,,,,15.53 ,13.88 ,13.42 ,3288.00 ,,2.70 ,50.20 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,18113.84 ,,,,,,,,,,,
2015-02-27,,,,15.53 ,13.88 ,13.42 ,3255.00 ,,2.71 ,50.00 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,18396.33 ,,,,,,,339.00 ,58.00 ,,,1300.00 
2015-02-28,,1221197.48 ,389070.40 ,,,,,9.29 ,,,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,100.00 ,,10814.54 ,5972.29 ,1984.20 ,,275839.00 ,317746.00 ,,,79.38 ,5620.00 ,
2015-03-01,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-02,,,,15.60 ,13.88 ,13.46 ,3255.00 ,,2.65 ,48.48 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,20238.87 ,,,,,,,,,,,
2015-03-03,,,,15.70 ,13.88 ,13.46 ,3345.00 ,,2.71 ,47.75 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,21214.44 ,,,,,,,,,,,
2015-03-04,,,,15.77 ,13.88 ,13.46 ,3450.00 ,,2.78 ,48.25 ,1320.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,21334.12 ,,,,,,,,,,,
2015-03-05,,,,15.77 ,13.88 ,13.60 ,3550.00 ,,2.83 ,45.80 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,21430.24 ,,,,,,,,,,,
2015-03-06,,,,15.77 ,13.88 ,13.60 ,3550.00 ,,2.62 ,45.22 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,20629.61 ,,,,,,,339.00 ,60.00 ,,,300.00 
2015-03-07,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-08,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-09,,,,15.77 ,13.82 ,13.66 ,3374.00 ,,2.69 ,47.00 ,1300.00 ,1530.00 ,1350.00 ,1350.00 ,42200.00 ,,20689.63 ,,,,,,,,,,,
2015-03-10,,,,15.77 ,13.92 ,13.74 ,3382.00 ,,2.73 ,46.75 ,1280.00 ,1530.00 ,1330.00 ,1350.00 ,42200.00 ,,20692.85 ,,,,,,,,,,,
2015-03-11,,,,15.77 ,14.02 ,13.74 ,3382.00 ,,2.82 ,47.20 ,1280.00 ,1530.00 ,1330.00 ,1350.00 ,42200.00 ,,20106.37 ,,,,,,,,,,,
2015-03-12,,,,15.77 ,14.02 ,13.74 ,3047.00 ,,2.75 ,46.85 ,1280.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,19987.06 ,,,,,,,,,,,
2015-03-13,,,,15.77 ,14.06 ,13.64 ,3199.00 ,,2.72 ,46.70 ,1280.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,20374.52 ,,,,,,,340.00 ,60.00 ,,,500.00 
2015-03-14,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-15,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-16,,,,15.80 ,14.16 ,13.64 ,3041.00 ,,2.75 ,46.20 ,1280.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,20745.75 ,,,,,,,,,,,
2015-03-17,,,,15.80 ,14.22 ,13.70 ,3041.00 ,,2.84 ,46.20 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,20735.98 ,,,,,,,,,,,
2015-03-18,,,,15.80 ,14.22 ,13.76 ,3044.00 ,,2.91 ,46.90 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,21305.76 ,,,,,,,,,,,
2015-03-19,,,,15.80 ,14.22 ,13.76 ,2892.00 ,,2.83 ,46.10 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,20875.11 ,,,,,,,,,,,
2015-03-20,,,,15.80 ,14.22 ,13.76 ,3036.00 ,,2.78 ,46.11 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,20808.52 ,,,,,,,340.00 ,61.00 ,,,1000.00 
2015-03-21,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-22,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-23,,,,15.73 ,14.22 ,13.80 ,3187.00 ,,2.75 ,46.39 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,21223.04 ,,,,,,,,,,,
2015-03-24,,,,15.73 ,14.22 ,13.80 ,3052.00 ,,2.78 ,47.04 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,21035.61 ,,,,,,,,,,,
2015-03-25,,,,15.67 ,14.22 ,13.80 ,3204.00 ,,2.73 ,46.78 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,21675.84 ,,,,,,,,,,,
2015-03-26,,,,15.67 ,14.18 ,13.80 ,3181.00 ,,2.67 ,48.37 ,1250.00 ,1500.00 ,1330.00 ,1350.00 ,42200.00 ,,21269.63 ,,,,,,,,,,,
2015-03-27,,,,15.67 ,14.14 ,13.80 ,3025.00 ,,2.60 ,48.20 ,1230.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,21549.06 ,,,,,,,340.00 ,64.00 ,,,1000.00 
2015-03-28,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-29,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-03-30,,,,15.67 ,14.08 ,13.84 ,3176.00 ,,2.64 ,46.47 ,1220.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,21440.69 ,,,,,,,,,,,
2015-03-31,6634.00 ,960907.78 ,550901.38 ,15.67 ,13.98 ,13.84 ,3334.00 ,9.29 ,2.64 ,45.60 ,1220.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,100.00 ,21512.38 ,16993.65 ,12023.08 ,4229.50 ,245.10 ,294514.00 ,414313.00 ,,,85.23 ,5831.00 ,
2015-04-01,,,,15.68 ,13.98 ,13.84 ,3167.00 ,,2.60 ,46.89 ,1220.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,21906.04 ,,,,,,,,,,,
2015-04-02,,,,15.60 ,13.98 ,13.80 ,3325.00 ,,2.70 ,47.14 ,1220.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,23002.87 ,,,,,,,,,,,
2015-04-03,,,,15.60 ,13.98 ,13.80 ,3325.00 ,,,,1220.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,23105.80 ,,,,,,,340.00 ,64.00 ,,,1600.00 
2015-04-04,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-05,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-06,,,,,,,,,2.66 ,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-07,,,,15.55 ,13.98 ,13.76 ,3325.00 ,,2.66 ,46.01 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22969.18 ,,,,,,,,,,,
2015-04-08,,,,15.55 ,13.78 ,13.72 ,3158.00 ,,2.62 ,46.03 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22308.47 ,,,,,,,,,,,
2015-04-09,,,,15.50 ,13.78 ,13.72 ,3315.00 ,,2.54 ,46.47 ,1200.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,21859.83 ,,,,,,,,,,,
2015-04-10,,,,15.50 ,13.78 ,13.72 ,3315.00 ,,2.51 ,46.11 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22122.78 ,,,,,,,340.00 ,64.00 ,,,2400.00 
2015-04-11,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-12,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-13,,,,15.45 ,13.74 ,13.60 ,3269.00 ,,2.51 ,46.42 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22747.22 ,,,,,,,,,,,
2015-04-14,,,,15.45 ,13.44 ,13.60 ,3107.00 ,,2.53 ,45.50 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22521.27 ,,,,,,,,,,,
2015-04-15,,,,15.45 ,13.36 ,13.56 ,3262.00 ,,2.59 ,46.00 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,21396.53 ,,,,,,,,,,,
2015-04-16,,,,15.38 ,13.36 ,13.56 ,3297.00 ,,2.68 ,45.06 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22009.35 ,,,,,,,,,,,
2015-04-17,,,,15.38 ,13.36 ,13.56 ,3312.00 ,,2.64 ,44.40 ,1200.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22273.88 ,,,,,,,,,,,
2015-04-18,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-19,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-20,,,,15.43 ,13.36 ,13.62 ,3312.00 ,,2.55 ,44.49 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,22928.71 ,,,,,,,,,,,
2015-04-21,,,,15.43 ,13.30 ,13.62 ,3312.00 ,,2.58 ,45.04 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,24614.71 ,,,,,,,,,,,
2015-04-22,,,,15.43 ,13.30 ,13.62 ,3312.00 ,,2.60 ,43.35 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,25286.54 ,,,,,,,,,,,
2015-04-23,,,,15.43 ,13.30 ,13.66 ,3312.00 ,,2.54 ,42.44 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,25320.62 ,,,,,,,,,,,
2015-04-24,,,,15.43 ,13.26 ,13.62 ,3320.00 ,,2.53 ,42.56 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,25609.16 ,,,,,,,342.00 ,63.00 ,,,3900.00 
2015-04-25,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-26,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2015-04-27,,,,15.43 ,13.20 ,13.66 ,3404.00 ,,2.48 ,42.25 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,25316.12 ,,,,,,,,,,,
2015-04-28,,,,15.48 ,13.20 ,13.66 ,3404.00 ,,2.52 ,41.98 ,1180.00 ,1500.00 ,1300.00 ,1350.00 ,42200.00 ,,24312.04 ,,,,,,,,,,,
2015-04-29,,,,15.48 ,13.16 ,13.66 ,3233.00 ,,2.59 ,42.15 ,1180.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,25346.15 ,,,,,,,,,,,
2015-04-30,6142.00 ,1280511.76 ,565162.18 ,15.48 ,13.16 ,13.66 ,3394.00 ,7.39 ,2.73 ,42.21 ,,,,,42200.00 ,100.00 ,25244.03 ,21209.94 ,17738.72 ,6035.30 ,209.60 ,,424401.00 ,,,91.42 ,5133.00 ,
2015-05-01,,,,,,,,,2.77 ,41.86 ,,,,,,,,,,,,,,342.00 ,63.00 ,,,3900.00 
2015-05-04,,,,15.48 ,13.16 ,13.70 ,3563.00 ,,2.82 ,,1180.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,25317.08 ,,,,,,,,,,,
2015-05-05,,,,15.48 ,12.88 ,13.74 ,3572.00 ,,2.78 ,42.41 ,1180.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,24790.99 ,,,,,,,,,,,
2015-05-06,,,,15.48 ,12.68 ,13.74 ,3740.00 ,,2.77 ,42.63 ,1180.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,24603.39 ,,,,,,,,,,,
2015-05-07,,,,15.50 ,12.68 ,13.74 ,3623.00 ,,2.74 ,42.25 ,1180.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,24005.73 ,,,,,,,,,,,
2015-05-08,,,,15.50 ,12.68 ,13.78 ,3483.00 ,,2.86 ,41.98 ,1180.00 ,1500.00 ,1280.00 ,1350.00 ,42200.00 ,,25184.87 ,,,,,,,342.00 ,64.00 ,,,2500.00 
