指标名称,房地产开发投资完成额:累计值,房屋施工面积:累计值,产量:平板玻璃:当月值,产量:汽车:国内制造:当月值,产量:太阳能:当月值,出厂价(含税):多晶硅片(A片):国内主流厂商平均,产量:平板玻璃:当月值
2012-06-15,,,,,,7.57 ,
2012-06-16,,,,,,7.56 ,
2012-06-17,,,,,,7.56 ,
2012-06-18,,,,,,7.55 ,
2012-06-19,,,,,,7.55 ,
2012-06-20,,,,,,7.54 ,
2012-06-21,,,,,,7.54 ,
2012-06-22,,,,,,7.54 ,
2012-06-23,,,,,,7.52 ,
2012-06-24,,,,,,7.51 ,
2012-06-25,,,,,,7.49 ,
2012-06-26,,,,,,7.47 ,
2012-06-27,,,,,,7.45 ,
2012-06-28,,,,,,7.44 ,
2012-06-29,,,,,,7.42 ,
2012-06-30,30609.83 ,475613.77 ,6192.70 ,1505732.00 ,,7.42 ,6192.70 
2012-07-01,,,,,,7.42 ,
2012-07-02,,,,,,7.42 ,
2012-07-03,,,,,,7.42 ,
2012-07-04,,,,,,7.42 ,
2012-07-05,,,,,,7.42 ,
2012-07-06,,,,,,7.42 ,
2012-07-07,,,,,,7.42 ,
2012-07-08,,,,,,7.41 ,
2012-07-09,,,,,,7.40 ,
2012-07-10,,,,,,7.39 ,
2012-07-11,,,,,,7.38 ,
2012-07-12,,,,,,7.38 ,
2012-07-13,,,,,,7.38 ,
2012-07-14,,,,,,7.38 ,
2012-07-15,,,,,,7.38 ,
2012-07-16,,,,,,7.38 ,
2012-07-17,,,,,,7.37 ,
2012-07-18,,,,,,7.36 ,
2012-07-19,,,,,,7.34 ,
2012-07-20,,,,,,7.34 ,
2012-07-21,,,,,,7.34 ,
2012-07-22,,,,,,7.32 ,
2012-07-23,,,,,,7.31 ,
2012-07-24,,,,,,7.29 ,
2012-07-25,,,,,,7.28 ,
2012-07-26,,,,,,7.27 ,
2012-07-27,,,,,,7.25 ,
2012-07-28,,,,,,7.21 ,
2012-07-29,,,,,,7.16 ,
2012-07-30,,,,,,7.13 ,
2012-07-31,36774.48 ,489216.14 ,5777.50 ,1410201.00 ,,7.11 ,5777.50 
2012-08-01,,,,,,7.09 ,
2012-08-02,,,,,,7.08 ,
2012-08-03,,,,,,7.07 ,
2012-08-04,,,,,,7.07 ,
2012-08-05,,,,,,7.06 ,
2012-08-06,,,,,,7.05 ,
2012-08-07,,,,,,7.03 ,
2012-08-08,,,,,,7.02 ,
2012-08-09,,,,,,6.99 ,
2012-08-10,,,,,,6.97 ,
2012-08-11,,,,,,6.96 ,
2012-08-12,,,,,,6.96 ,
2012-08-13,,,,,,6.96 ,
2012-08-14,,,,,,6.96 ,
2012-08-15,,,,,,6.96 ,
2012-08-16,,,,,,6.96 ,
2012-08-17,,,,,,6.96 ,
2012-08-18,,,,,,6.96 ,
2012-08-19,,,,,,6.96 ,
2012-08-20,,,,,,6.96 ,
2012-08-21,,,,,,6.96 ,
2012-08-22,,,,,,6.96 ,
2012-08-23,,,,,,6.96 ,
2012-08-24,,,,,,6.96 ,
2012-08-25,,,,,,6.96 ,
2012-08-26,,,,,,6.96 ,
2012-08-27,,,,,,6.94 ,
2012-08-28,,,,,,6.94 ,
2012-08-29,,,,,,6.94 ,
2012-08-30,,,,,,6.93 ,
2012-08-31,43687.88 ,511657.29 ,5637.50 ,1474396.00 ,,6.95 ,5637.50 
2012-09-01,,,,,,6.96 ,
2012-09-02,,,,,,6.98 ,
2012-09-03,,,,,,6.98 ,
2012-09-04,,,,,,6.98 ,
2012-09-05,,,,,,6.98 ,
2012-09-06,,,,,,6.98 ,
2012-09-07,,,,,,6.98 ,
2012-09-08,,,,,,6.98 ,
2012-09-09,,,,,,6.98 ,
2012-09-10,,,,,,6.98 ,
2012-09-11,,,,,,6.98 ,
2012-09-12,,,,,,6.98 ,
2012-09-13,,,,,,6.98 ,
2012-09-14,,,,,,6.98 ,
2012-09-15,,,,,,6.98 ,
2012-09-16,,,,,,6.98 ,
2012-09-17,,,,,,6.98 ,
2012-09-18,,,,,,6.98 ,
2012-09-19,,,,,,6.97 ,
2012-09-20,,,,,,6.96 ,
2012-09-21,,,,,,6.96 ,
2012-09-22,,,,,,6.96 ,
2012-09-23,,,,,,6.96 ,
2012-09-24,,,,,,6.96 ,
2012-09-25,,,,,,6.96 ,
2012-09-26,,,,,,6.96 ,
2012-09-27,,,,,,6.96 ,
2012-09-28,,,,,,6.96 ,
2012-09-29,,,,,,6.95 ,
2012-09-30,51045.93 ,525376.54 ,5898.70 ,1641366.00 ,,6.95 ,5898.70 
2012-10-01,,,,,,6.95 ,
2012-10-02,,,,,,6.95 ,
2012-10-03,,,,,,6.95 ,
2012-10-04,,,,,,6.95 ,
2012-10-05,,,,,,6.95 ,
2012-10-06,,,,,,6.95 ,
2012-10-07,,,,,,6.95 ,
2012-10-08,,,,,,6.93 ,
2012-10-09,,,,,,6.93 ,
2012-10-10,,,,,,6.92 ,
2012-10-11,,,,,,6.91 ,
2012-10-12,,,,,,6.90 ,
2012-10-13,,,,,,6.90 ,
2012-10-14,,,,,,6.90 ,
2012-10-15,,,,,,6.90 ,
2012-10-16,,,,,,6.90 ,
2012-10-17,,,,,,6.90 ,
2012-10-18,,,,,,6.90 ,
2012-10-19,,,,,,6.90 ,
2012-10-20,,,,,,6.90 ,
2012-10-21,,,,,,6.90 ,
2012-10-22,,,,,,6.90 ,
2012-10-23,,,,,,6.90 ,
2012-10-24,,,,,,6.84 ,
2012-10-25,,,,,,6.84 ,
2012-10-26,,,,,,6.83 ,
2012-10-27,,,,,,6.82 ,
2012-10-28,,,,,,6.82 ,
2012-10-29,,,,,,6.82 ,
2012-10-30,,,,,,6.81 ,
2012-10-31,57628.75 ,538149.20 ,5841.40 ,1572413.00 ,,6.65 ,5841.40 
2012-11-01,,,,,,6.57 ,
2012-11-02,,,,,,6.50 ,
2012-11-03,,,,,,6.45 ,
2012-11-04,,,,,,6.39 ,
2012-11-05,,,,,,6.35 ,
2012-11-06,,,,,,6.31 ,
2012-11-07,,,,,,6.26 ,
2012-11-08,,,,,,6.25 ,
2012-11-09,,,,,,6.22 ,
2012-11-10,,,,,,6.22 ,
2012-11-11,,,,,,6.18 ,
2012-11-12,,,,,,6.11 ,
2012-11-13,,,,,,6.05 ,
2012-11-14,,,,,,5.97 ,
2012-11-15,,,,,,5.91 ,
2012-11-16,,,,,,5.85 ,
2012-11-17,,,,,,5.79 ,
2012-11-18,,,,,,5.77 ,
2012-11-19,,,,,,5.75 ,
2012-11-20,,,,,,5.74 ,
2012-11-21,,,,,,5.74 ,
2012-11-22,,,,,,5.74 ,
2012-11-23,,,,,,5.74 ,
2012-11-24,,,,,,5.74 ,
2012-11-25,,,,,,5.74 ,
2012-11-26,,,,,,5.74 ,
2012-11-27,,,,,,5.72 ,
2012-11-28,,,,,,5.71 ,
2012-11-29,,,,,,5.70 ,
2012-11-30,64772.40 ,556657.88 ,5738.10 ,1739995.00 ,,5.69 ,5738.10 
2012-12-01,,,,,,5.68 ,
2012-12-02,,,,,,5.66 ,
2012-12-03,,,,,,5.66 ,
2012-12-04,,,,,,5.66 ,
2012-12-05,,,,,,5.66 ,
2012-12-06,,,,,,5.66 ,
2012-12-07,,,,,,5.66 ,
2012-12-08,,,,,,5.66 ,
2012-12-09,,,,,,5.66 ,
2012-12-10,,,,,,5.66 ,
2012-12-11,,,,,,5.66 ,
2012-12-12,,,,,,5.66 ,
2012-12-13,,,,,,5.65 ,
2012-12-14,,,,,,5.65 ,
2012-12-15,,,,,,5.65 ,
2012-12-16,,,,,,5.65 ,
2012-12-17,,,,,,5.65 ,
2012-12-18,,,,,,5.65 ,
2012-12-19,,,,,,5.65 ,
2012-12-20,,,,,,5.65 ,
2012-12-21,,,,,,5.65 ,
2012-12-22,,,,,,5.65 ,
2012-12-23,,,,,,5.65 ,
2012-12-24,,,,,,5.65 ,
2012-12-25,,,,,,5.65 ,
2012-12-26,,,,,,5.65 ,
2012-12-27,,,,,,5.65 ,
2012-12-28,,,,,,5.65 ,
2012-12-29,,,,,,5.65 ,
2012-12-30,,,,,,5.65 ,
2012-12-31,71803.79 ,573417.52 ,5598.10 ,1767010.00 ,,5.65 ,5598.10 
2013-01-01,,,,,,5.65 ,
2013-01-02,,,,,,5.65 ,
2013-01-03,,,,,,5.65 ,
2013-01-04,,,,,,5.65 ,
2013-01-05,,,,,,5.65 ,
2013-01-06,,,,,,5.65 ,
2013-01-07,,,,,,5.65 ,
2013-01-08,,,,,,5.65 ,
2013-01-09,,,,,,5.65 ,
2013-01-10,,,,,,5.67 ,
2013-01-11,,,,,,5.67 ,
2013-01-12,,,,,,5.67 ,
2013-01-13,,,,,,5.67 ,
2013-01-14,,,,,,5.67 ,
2013-01-15,,,,,,5.67 ,
2013-01-16,,,,,,5.67 ,
2013-01-17,,,,,,5.67 ,
2013-01-18,,,,,,5.67 ,
2013-01-19,,,,,,5.67 ,
2013-01-20,,,,,,5.67 ,
2013-01-21,,,,,,5.67 ,
2013-01-22,,,,,,5.68 ,
2013-01-23,,,,,,5.70 ,
2013-01-24,,,,,,5.74 ,
2013-01-25,,,,,,5.74 ,
2013-01-26,,,,,,5.75 ,
2013-01-27,,,,,,5.75 ,
2013-01-28,,,,,,5.75 ,
2013-01-29,,,,,,5.75 ,
2013-01-30,,,,,,5.75 ,
2013-01-31,,,6301.70 ,1940596.00 ,,5.75 ,6301.70 
2013-02-01,,,,,,5.75 ,
2013-02-02,,,,,,5.75 ,
2013-02-03,,,,,,5.75 ,
2013-02-04,,,,,,5.75 ,
2013-02-05,,,,,,5.78 ,
2013-02-06,,,,,,5.78 ,
2013-02-07,,,,,,5.78 ,
2013-02-08,,,,,,5.78 ,
2013-02-09,,,,,,5.78 ,
2013-02-10,,,,,,5.78 ,
2013-02-11,,,,,,5.78 ,
2013-02-12,,,,,,5.78 ,
2013-02-13,,,,,,5.78 ,
2013-02-14,,,,,,5.78 ,
2013-02-15,,,,,,5.78 ,
2013-02-16,,,,,,5.78 ,
2013-02-17,,,,,,5.78 ,
2013-02-18,,,,,,5.78 ,
2013-02-19,,,,,,5.78 ,
2013-02-20,,,,,,5.79 ,
2013-02-21,,,,,,5.80 ,
2013-02-22,,,,,,5.80 ,
2013-02-23,,,,,,5.80 ,
2013-02-24,,,,,,5.80 ,
2013-02-25,,,,,,5.80 ,
2013-02-26,,,,,,5.82 ,
2013-02-27,,,,,,5.82 ,
2013-02-28,6669.70 ,455422.43 ,5956.40 ,1333445.00 ,,5.85 ,5956.40 
2013-03-01,,,,,,5.89 ,
2013-03-02,,,,,,5.91 ,
2013-03-03,,,,,,5.91 ,
2013-03-04,,,,,,5.91 ,
2013-03-05,,,,,,5.92 ,
2013-03-06,,,,,,5.93 ,
2013-03-07,,,,,,5.95 ,
2013-03-08,,,,,,5.98 ,
2013-03-09,,,,,,5.98 ,
2013-03-10,,,,,,5.98 ,
2013-03-11,,,,,,5.98 ,
2013-03-12,,,,,,6.00 ,
2013-03-13,,,,,,6.00 ,
2013-03-14,,,,,,6.00 ,
2013-03-15,,,,,,6.00 ,
2013-03-16,,,,,,6.00 ,
2013-03-17,,,,,,6.00 ,
2013-03-18,,,,,,6.00 ,
2013-03-19,,,,,,6.00 ,
2013-03-20,,,,,,6.00 ,
2013-03-21,,,,,,6.00 ,
2013-03-22,,,,,,6.00 ,
2013-03-23,,,,,,6.00 ,
2013-03-24,,,,,,6.00 ,
2013-03-25,,,,,,6.00 ,
2013-03-26,,,,,,6.00 ,
2013-03-27,,,,,,6.00 ,
2013-03-28,,,,,,6.00 ,
2013-03-29,,,,,,6.00 ,
2013-03-30,,,,,,6.00 ,
2013-03-31,13132.57 ,478949.58 ,6954.00 ,2054621.00 ,,6.00 ,6954.00 
2013-04-01,,,,,,6.00 ,
2013-04-02,,,,,,6.00 ,
2013-04-03,,,,,,6.00 ,
2013-04-04,,,,,,6.00 ,
2013-04-05,,,,,,6.00 ,
2013-04-06,,,,,,6.00 ,
2013-04-07,,,,,,5.98 ,
2013-04-08,,,,,,5.98 ,
2013-04-09,,,,,,5.97 ,
2013-04-10,,,,,,5.95 ,
2013-04-11,,,,,,5.95 ,
2013-04-12,,,,,,5.95 ,
2013-04-13,,,,,,5.95 ,
2013-04-14,,,,,,5.95 ,
2013-04-15,,,,,,5.95 ,
2013-04-16,,,,,,5.95 ,
2013-04-17,,,,,,5.95 ,
2013-04-18,,,,,,5.95 ,
2013-04-19,,,,,,5.95 ,
2013-04-20,,,,,,5.95 ,
2013-04-21,,,,,,5.95 ,
2013-04-22,,,,,,5.95 ,
2013-04-23,,,,,,5.93 ,
2013-04-24,,,,,,5.93 ,
2013-04-25,,,,,,5.92 ,
2013-04-26,,,,,,5.90 ,
2013-04-27,,,,,,5.90 ,
2013-04-28,,,,,,5.90 ,
2013-04-29,,,,,,5.90 ,
2013-04-30,19180.14 ,500617.69 ,6238.70 ,1872236.00 ,,5.90 ,6238.70 
2013-05-01,,,,,,5.90 ,
2013-05-02,,,,,,5.90 ,
2013-05-03,,,,,,5.90 ,
2013-05-04,,,,,,5.90 ,
2013-05-05,,,,,,5.90 ,
2013-05-06,,,,,,5.90 ,
2013-05-07,,,,,,5.90 ,
2013-05-08,,,,,,5.90 ,
2013-05-09,,,,,,5.88 ,
2013-05-10,,,,,,5.87 ,
2013-05-11,,,,,,5.87 ,
2013-05-12,,,,,,5.87 ,
2013-05-13,,,,,,5.87 ,
2013-05-14,,,,,,5.87 ,
2013-05-15,,,,,,5.87 ,
2013-05-16,,,,,,5.87 ,
2013-05-17,,,,,,5.87 ,
2013-05-18,,,,,,5.87 ,
2013-05-19,,,,,,5.87 ,
2013-05-20,,,,,,5.87 ,
2013-05-21,,,,,,5.87 ,
2013-05-22,,,,,,5.87 ,
2013-05-23,,,,,,5.87 ,
2013-05-24,,,,,,5.87 ,
2013-05-25,,,,,,5.87 ,
2013-05-26,,,,,,5.87 ,
2013-05-27,,,,,,5.87 ,
2013-05-28,,,,,,5.87 ,
2013-05-29,,,,,,5.87 ,
2013-05-30,,,,,,5.87 ,
2013-05-31,26797.97 ,523430.98 ,6621.04 ,1759174.00 ,,5.87 ,6621.04 
2013-06-01,,,,,,5.87 ,
2013-06-02,,,,,,5.87 ,
2013-06-03,,,,,,5.87 ,
2013-06-04,,,,,,5.87 ,
2013-06-05,,,,,,5.87 ,
2013-06-06,,,,,,5.87 ,
2013-06-07,,,,,,5.87 ,
2013-06-08,,,,,,5.87 ,
2013-06-09,,,,,,5.87 ,
2013-06-10,,,,,,5.87 ,
2013-06-11,,,,,,5.87 ,
2013-06-12,,,,,,5.87 ,
2013-06-13,,,,,,5.87 ,
2013-06-14,,,,,,5.87 ,
2013-06-15,,,,,,5.87 ,
2013-06-16,,,,,,5.87 ,
2013-06-17,,,,,,5.87 ,
2013-06-18,,,,,,5.87 ,
2013-06-19,,,,,,5.87 ,
2013-06-20,,,,,,5.87 ,
2013-06-21,,,,,,5.87 ,
2013-06-22,,,,,,5.87 ,
2013-06-23,,,,,,5.86 ,
2013-06-24,,,,,,5.84 ,
2013-06-25,,,,,,5.83 ,
2013-06-26,,,,,,5.83 ,
2013-06-27,,,,,,5.83 ,
2013-06-28,,,,,,5.83 ,
2013-06-29,,,,,,5.83 ,
2013-06-30,36827.94 ,549408.42 ,7096.84 ,1650603.00 ,,5.83 ,7096.84 
2013-07-01,,,,,,5.83 ,
2013-07-02,,,,,,5.83 ,
2013-07-03,,,,,,5.83 ,
2013-07-04,,,,,,5.83 ,
2013-07-05,,,,,,5.83 ,
2013-07-06,,,,,,5.83 ,
2013-07-07,,,,,,5.83 ,
2013-07-08,,,,,,5.83 ,
2013-07-10,,,,,,5.83 ,
2013-07-11,,,,,,5.83 ,
2013-07-12,,,,,,5.83 ,
2013-07-13,,,,,,5.83 ,
2013-07-14,,,,,,5.83 ,
2013-07-15,,,,,,5.83 ,
2013-07-16,,,,,,5.83 ,
2013-07-17,,,,,,5.83 ,
2013-07-18,,,,,,5.83 ,
2013-07-19,,,,,,5.83 ,
2013-07-20,,,,,,5.83 ,
2013-07-21,,,,,,5.83 ,
2013-07-22,,,,,,5.83 ,
2013-07-23,,,,,,5.83 ,
2013-07-24,,,,,,5.83 ,
2013-07-25,,,,,,5.83 ,
2013-07-26,,,,,,5.83 ,
2013-07-27,,,,,,5.83 ,
2013-07-28,,,,,,5.83 ,
2013-07-29,,,,,,5.83 ,
2013-07-30,,,,,,5.83 ,
2013-07-31,44301.58 ,568680.95 ,6384.78 ,1559381.00 ,,5.83 ,6384.78 
2013-08-01,,,,,,5.83 ,
2013-08-02,,,,,,5.83 ,
2013-08-03,,,,,,5.83 ,
2013-08-04,,,,,,5.83 ,
2013-08-05,,,,,,5.83 ,
2013-08-06,,,,,,5.83 ,
2013-08-07,,,,,,5.83 ,
2013-08-08,,,,,,5.83 ,
2013-08-09,,,,,,5.83 ,
2013-08-10,,,,,,5.83 ,
2013-08-11,,,,,,5.83 ,
2013-08-12,,,,,,5.83 ,
2013-08-13,,,,,,5.83 ,
2013-08-14,,,,,,5.84 ,
2013-08-15,,,,,,5.84 ,
2013-08-16,,,,,,5.84 ,
2013-08-17,,,,,,5.84 ,
2013-08-18,,,,,,5.84 ,
2013-08-19,,,,,,5.84 ,
2013-08-20,,,,,,5.84 ,
2013-08-21,,,,,,5.84 ,
2013-08-22,,,,,,5.84 ,
2013-08-23,,,,,,5.84 ,
2013-08-24,,,,,,5.84 ,
2013-08-25,,,,,,5.84 ,
2013-08-26,,,,,,5.84 ,
2013-08-27,,,,,,5.84 ,
2013-08-28,,,,,,5.84 ,
2013-08-29,,,,,,5.84 ,
2013-08-30,,,,,,5.85 ,
2013-08-31,52119.77 ,585552.79 ,6353.76 ,1656394.00 ,,5.85 ,6353.76 
2013-09-01,,,,,,5.85 ,
2013-09-02,,,,,,5.85 ,
2013-09-03,,,,,,5.85 ,
2013-09-04,,,,,,5.85 ,
2013-09-05,,,,,,5.85 ,
2013-09-06,,,,,,5.85 ,
2013-09-07,,,,,,5.85 ,
2013-09-08,,,,,,5.85 ,
2013-09-09,,,,,,5.84 ,
2013-09-10,,,,,,5.83 ,
2013-09-11,,,,,,5.83 ,
2013-09-12,,,,,,5.83 ,
2013-09-13,,,,,,5.83 ,
2013-09-14,,,,,,5.83 ,
2013-09-15,,,,,,5.83 ,
2013-09-16,,,,,,5.83 ,
2013-09-17,,,,,,5.83 ,
2013-09-18,,,,,,5.83 ,
2013-09-19,,,,,,5.83 ,
2013-09-20,,,,,,5.83 ,
2013-09-21,,,,,,5.83 ,
2013-09-22,,,,,,5.83 ,
2013-09-23,,,,,,5.83 ,
2013-09-24,,,,,,5.83 ,
2013-09-25,,,,,,5.83 ,
2013-09-26,,,,,,5.83 ,
2013-09-27,,,,,,5.84 ,
2013-09-28,,,,,,5.86 ,
2013-09-29,,,,,,5.87 ,
2013-09-30,61119.55 ,603981.64 ,6525.66 ,1897281.00 ,,5.87 ,6525.66 
2013-10-01,,,,,,5.87 ,
2013-10-02,,,,,,5.87 ,
2013-10-03,,,,,,5.87 ,
2013-10-04,,,,,,5.87 ,
2013-10-05,,,,,,5.87 ,
2013-10-06,,,,,,5.87 ,
2013-10-07,,,,,,5.87 ,
2013-10-08,,,,,,5.87 ,
2013-10-09,,,,,,5.87 ,
2013-10-10,,,,,,5.87 ,
2013-10-11,,,,,,5.87 ,
2013-10-12,,,,,,5.87 ,
2013-10-13,,,,,,5.87 ,
2013-10-14,,,,,,5.87 ,
2013-10-15,,,,,,5.87 ,
2013-10-16,,,,,,5.87 ,
2013-10-17,,,,,,5.87 ,
2013-10-18,,,,,,5.87 ,
2013-10-19,,,,,,5.87 ,
2013-10-20,,,,,,5.87 ,
2013-10-21,,,,,,5.87 ,
2013-10-22,,,,,,5.87 ,
2013-10-23,,,,,,5.87 ,
2013-10-24,,,,,,5.87 ,
2013-10-25,,,,,,5.87 ,
2013-10-26,,,,,,5.87 ,
2013-10-27,,,,,,5.87 ,
2013-10-28,,,,,,5.87 ,
2013-10-29,,,,,,5.87 ,
2013-10-30,,,,,,5.87 ,
2013-10-31,68693.18 ,616465.06 ,6601.22 ,1886930.00 ,,5.87 ,6601.22 
2013-11-01,,,,,,5.87 ,
2013-11-02,,,,,,5.87 ,
2013-11-03,,,,,,5.87 ,
2013-11-04,,,,,,5.87 ,
2013-11-05,,,,,,5.87 ,
2013-11-06,,,,,,5.87 ,
2013-11-07,,,,,,5.87 ,
2013-11-08,,,,,,5.87 ,
2013-11-09,,,,,,5.87 ,
2013-11-10,,,,,,5.87 ,
2013-11-11,,,,,,5.87 ,
2013-11-12,,,,,,5.87 ,
2013-11-13,,,,,,5.87 ,
2013-11-14,,,,,,5.87 ,
2013-11-15,,,,,,5.87 ,
2013-11-16,,,,,,5.87 ,
2013-11-17,,,,,,5.87 ,
2013-11-18,,,,,,5.87 ,
2013-11-19,,,,,,5.87 ,
2013-11-20,,,,,,5.87 ,
2013-11-21,,,,,,5.87 ,
2013-11-22,,,,,,5.87 ,
2013-11-23,,,,,,5.87 ,
2013-11-24,,,,,,5.87 ,
2013-11-25,,,,,,5.87 ,
2013-11-26,,,,,,5.87 ,
2013-11-27,,,,,,5.87 ,
2013-11-28,,,,,,5.87 ,
2013-11-29,,,,,,5.87 ,
2013-11-30,77412.16 ,646096.11 ,6366.98 ,2092408.00 ,,5.87 ,6366.98 
2013-12-01,,,,,,5.87 ,
2013-12-02,,,,,,5.87 ,
2013-12-03,,,,,,5.87 ,
2013-12-04,,,,,,5.87 ,
2013-12-05,,,,,,5.87 ,
2013-12-06,,,,,,5.87 ,
2013-12-07,,,,,,5.87 ,
2013-12-08,,,,,,5.87 ,
2013-12-09,,,,,,5.87 ,
2013-12-10,,,,,,5.87 ,
2013-12-11,,,,,,5.87 ,
2013-12-12,,,,,,5.87 ,
2013-12-13,,,,,,5.87 ,
2013-12-14,,,,,,5.87 ,
2013-12-15,,,,,,5.87 ,
2013-12-16,,,,,,5.87 ,
2013-12-17,,,,,,5.87 ,
2013-12-18,,,,,,5.87 ,
2013-12-19,,,,,,5.87 ,
2013-12-20,,,,,,5.89 ,
2013-12-21,,,,,,5.90 ,
2013-12-22,,,,,,5.92 ,
2013-12-23,,,,,,5.93 ,
2013-12-24,,,,,,5.96 ,
2013-12-25,,,,,,5.96 ,
2013-12-26,,,,,,5.96 ,
2013-12-27,,,,,,5.97 ,
2013-12-28,,,,,,5.97 ,
2013-12-29,,,,,,5.97 ,
2013-12-30,,,,,,5.98 ,
2013-12-31,86013.38 ,665571.89 ,6150.50 ,2095493.00 ,,5.99 ,6150.50 
2014-01-02,,,,,,5.99 ,
2014-01-03,,,,,,5.99 ,
2014-01-04,,,,,,5.99 ,
2014-01-05,,,,,,5.99 ,
2014-01-06,,,,,,5.99 ,
2014-01-07,,,,,,5.99 ,
2014-01-08,,,,,,5.99 ,
2014-01-09,,,,,,5.99 ,
2014-01-10,,,,,,5.99 ,
2014-01-11,,,,,,6.02 ,
2014-01-12,,,,,,6.03 ,
2014-01-13,,,,,,6.07 ,
2014-01-14,,,,,,6.08 ,
2014-01-15,,,,,,6.09 ,
2014-01-16,,,,,,6.09 ,
2014-01-17,,,,,,6.09 ,
2014-01-18,,,,,,6.09 ,
2014-01-19,,,,,,6.09 ,
2014-01-20,,,,,,6.09 ,
2014-01-21,,,,,,6.09 ,
2014-01-22,,,,,,6.09 ,
2014-01-23,,,,,,6.09 ,
2014-01-24,,,,,,6.16 ,
2014-01-25,,,,,,6.28 ,
2014-01-26,,,,,,6.35 ,
2014-01-27,,,,,,6.51 ,
2014-01-28,,,,,,6.63 ,
2014-01-29,,,,,,6.63 ,
2014-01-30,,,,,,6.63 ,
2014-01-31,,,,2025490.00 ,,6.63 ,
2014-02-01,,,,,,6.63 ,
2014-02-02,,,,,,6.63 ,
2014-02-03,,,,,,6.63 ,
2014-02-04,,,,,,6.63 ,
2014-02-05,,,,,,6.63 ,
2014-02-06,,,,,,6.63 ,
2014-02-07,,,,,,6.63 ,
2014-02-08,,,,,,6.63 ,
2014-02-09,,,,,,6.64 ,
2014-02-10,,,,,,6.66 ,
2014-02-11,,,,,,6.66 ,
2014-02-12,,,,,,6.66 ,
2014-02-13,,,,,,6.66 ,
2014-02-14,,,,,,6.68 ,
2014-02-15,,,,,,6.70 ,
2014-02-16,,,,,,6.74 ,
2014-02-17,,,,,,6.75 ,
2014-02-18,,,,,,6.75 ,
2014-02-19,,,,,,6.77 ,
2014-02-20,,,,,,6.78 ,
2014-02-21,,,,,,6.78 ,
2014-02-22,,,,,,6.78 ,
2014-02-23,,,,,,6.78 ,
2014-02-24,,,,,,6.78 ,
2014-02-25,,,,,,6.78 ,
2014-02-26,,,,,,6.80 ,
2014-02-27,,,,,,6.80 ,
2014-02-28,7955.98 ,529592.92 ,,1620474.00 ,,6.80 ,
2014-03-01,,,,,,6.80 ,
2014-03-02,,,,,,6.80 ,
2014-03-03,,,,,,6.80 ,
2014-03-04,,,,,,6.76 ,
2014-03-05,,,,,,6.75 ,
2014-03-06,,,,,,6.73 ,
2014-03-07,,,,,,6.71 ,
2014-03-08,,,,,,6.71 ,
2014-03-09,,,,,,6.71 ,
2014-03-10,,,,,,6.71 ,
2014-03-11,,,,,,6.71 ,
2014-03-12,,,,,,6.71 ,
2014-03-13,,,,,,6.70 ,
2014-03-14,,,,,,6.69 ,
2014-03-15,,,,,,6.69 ,
2014-03-16,,,,,,6.69 ,
2014-03-17,,,,,,6.68 ,
2014-03-18,,,,,,6.66 ,
2014-03-19,,,,,,6.66 ,
2014-03-20,,,,,,6.66 ,
2014-03-21,,,,,,6.65 ,
2014-03-22,,,,,,6.65 ,
2014-03-23,,,,,,6.65 ,
2014-03-24,,,,,,6.65 ,
2014-03-25,,,,,,6.64 ,
2014-03-26,,,,,,6.62 ,
2014-03-27,,,,,,6.61 ,
2014-03-28,,,,,,6.60 ,
2014-03-29,,,,,,6.60 ,
2014-03-30,,,,,,6.60 ,
2014-03-31,15339.24 ,547030.44 ,7063.60 ,2178326.00 ,,6.58 ,7063.60 
2014-04-01,,,,,,6.56 ,
2014-04-02,,,,,,6.55 ,
2014-04-03,,,,,,6.51 ,
2014-04-04,,,,,,6.48 ,
2014-04-05,,,,,,6.48 ,
2014-04-06,,,,,,6.47 ,
2014-04-07,,,,,,6.46 ,
2014-04-08,,,,,,6.45 ,
2014-04-09,,,,,,6.43 ,
2014-04-10,,,,,,6.43 ,
2014-04-11,,,,,,6.42 ,
2014-04-12,,,,,,6.40 ,
2014-04-13,,,,,,6.35 ,
2014-04-14,,,,,,6.30 ,
2014-04-15,,,,,,6.27 ,
2014-04-16,,,,,,6.25 ,
2014-04-17,,,,,,6.25 ,
2014-04-18,,,,,,6.25 ,
2014-04-19,,,,,,6.25 ,
2014-04-20,,,,,,6.25 ,
2014-04-21,,,,,,6.25 ,
2014-04-22,,,,,,6.25 ,
2014-04-23,,,,,,6.25 ,
2014-04-24,,,,,,6.25 ,
2014-04-25,,,,,,6.25 ,
2014-04-26,,,,,,6.25 ,
2014-04-27,,,,,,6.25 ,
2014-04-28,,,,,,6.25 ,
2014-04-29,,,,,,6.24 ,
2014-04-30,22321.56 ,564782.49 ,6799.83 ,2042797.00 ,,6.24 ,6799.83 
2014-05-01,,,,,,6.24 ,
2014-05-02,,,,,,6.24 ,
2014-05-03,,,,,,6.24 ,
2014-05-04,,,,,,6.21 ,
2014-05-05,,,,,,6.21 ,
2014-05-06,,,,,,6.20 ,
2014-05-07,,,,,,6.17 ,
2014-05-08,,,,,,6.16 ,
2014-05-09,,,,,,6.15 ,
2014-05-10,,,,,,6.15 ,
2014-05-11,,,,,,6.14 ,
2014-05-12,,,,,,6.13 ,
2014-05-13,,,,,,6.12 ,
