指标名称,出口价格指数(HS2):第58章特种机织物;簇绒织物;花边;装饰毯;装饰带;刺绣品,出口价格指数(HS2):第59章浸渍、涂布、包裹或层压的纺织物;工业用纺织品,出口价格指数(HS2):第60章针织物及钩编织物,出口价格指数(HS2):第64章鞋靴、护腿和类似品及其零件,出口价格指数(HS2):第51章羊毛;动物细毛或粗毛;马毛、纱线及其机织物,现货价:棉花:中等级:布基纳法索RUDY,现货价:粗麻布:纽约,"市场价:全棉坯布:47""21*21 90*50","市场价:人棉坯布:50""30*30 68*68","市场价:涤棉坯布:T/C65/35 21*21 63""108*58","市场价:棉氨弹力布:64""32*32+40D 133*56斜纹","市场价:全棉牛仔布:47""10*7 70*42 3/1","市场价:亚麻粘混纺布:55/45 63""51*47 11*11","市场价:涤棉床上用品布:T/C80/20 82"" 30*30 76*54",产品价格指数:坯布:32支纯棉斜纹布,柯桥纺织:价格指数:坯布类:天然纤维,柯桥纺织:价格指数:坯布类:化学纤维,柯桥纺织:价格指数:坯布类:混纺纤维,中国通州家纺价格指数:宽幅斜纹布,市场价:涤纶长丝牛津布(150D*300D)):盛泽地区,溢流染加工费:牛津布(210克以上):盛泽地区,中国盛泽化纤价格指数:化纤面料:涤纶弹丝牛津布,产量:布:当月值,产量:纱:当月值,产量:棉布:当月值,产量:色织布(含牛仔布):当月值,产量:化学纤维布:当月值,产量:棉混纺布:当月值,产量:印染布:当月值,产量:亚麻布(含亚麻≥55%):当月值,产量:无纺布(无纺织物):当月值,产量:绒线(毛线):当月值,产量:毛机织物(呢绒):当月值,现货价:羊毛纤维(64S):美国,市场价:16支兔羊毛纱80/20,南京进口羊毛价格综合指数,进口数量:羊毛:当月值,纯化纤布:产量:累计值,市场价:腈纶曲珠纱:最低价,柯桥纺织:价格指数:原料类:涤纶,申万行业指数:毛纺,申万行业指数:棉纺,出口金额:毛纺机织物:当月值,申万行业指数:印染
2012-06-18,,,,,,83.00 ,0.43 ,6.05 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.35 ,122.68 ,101.90 ,95.28 ,121.62 ,4.20 ,1.00 ,95.89 ,,,,,,,,,,,,,91000.00 ,,,,28800.00 ,85.27 ,1702.59 ,1617.11 ,,1043.54 
2012-06-19,,,,,,83.75 ,0.42 ,,,,,,,,6.35 ,,,,121.47 ,4.20 ,,95.82 ,,,,,,,,,,,,,,,,,,,1697.67 ,1599.96 ,,1029.43 
2012-06-20,,,,,,86.25 ,0.42 ,,,,,,,,6.35 ,,,,122.13 ,4.20 ,,95.72 ,,,,,,,,,,,,,,,,,,,1692.85 ,1594.50 ,,1026.74 
2012-06-21,,,,,,84.50 ,0.42 ,6.05 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.35 ,,,,121.97 ,,,95.67 ,,,,,,,,,,,,,,,,,,,1662.07 ,1565.01 ,,1014.48 
2012-06-22,,,,,,79.50 ,0.42 ,,,,,,,,,,,,,,,95.67 ,,,,,,,,,,,,,,7475.00 ,,,,,,,,
2012-06-25,,,,,,80.75 ,0.42 ,6.05 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.35 ,121.94 ,101.44 ,94.16 ,121.44 ,4.20 ,,95.67 ,,,,,,,,,,,,,,,,,,85.58 ,1611.64 ,1544.03 ,,1002.04 
2012-06-26,,,,,,81.75 ,0.42 ,,,,,,,,6.35 ,,,,120.82 ,4.20 ,,95.60 ,,,,,,,,,,,,,91000.00 ,,,,28800.00 ,,1608.96 ,1555.87 ,,1022.60 
2012-06-27,,,,,,80.00 ,0.42 ,,,,,,,,6.35 ,,,,120.62 ,4.20 ,,95.48 ,,,,,,,,,,,,,,,,,,,1579.35 ,1535.19 ,,1009.86 
2012-06-28,,,,,,79.25 ,0.42 ,6.05 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.35 ,,,,120.05 ,4.20 ,,95.60 ,,,,,,,,,,,,,,,,,,,1540.33 ,1508.71 ,,984.85 
2012-06-29,,,,,,80.75 ,0.42 ,,,,,,,,6.35 ,,,,120.82 ,4.20 ,,95.75 ,,,,,,,,,,,,,,7515.00 ,,,,,1564.61 ,1532.09 ,,994.64 
2012-06-30,101.40 ,91.30 ,98.10 ,113.90 ,105.30 ,,,,,,,,,,,,,,,,,,57.10 ,283.30 ,325703.36 ,21864.14 ,149776.90 ,97789.19 ,601817.34 ,4205.78 ,225713.45 ,42578.10 ,5701.39 ,,,,24041.00 ,79.46 ,,,,,7762.20 ,
2012-07-02,,,,,,82.50 ,0.42 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,123.50 ,101.24 ,95.27 ,121.24 ,4.20 ,,95.75 ,,,,,,,,,,,,,91000.00 ,,,,28800.00 ,85.24 ,1574.53 ,1540.36 ,,1000.33 
2012-07-03,,,,,,83.25 ,0.42 ,,,,,,,,6.34 ,,,,121.17 ,4.20 ,,95.75 ,,,,,,,,,,,,,,,,,,,1558.91 ,1553.33 ,,996.70 
2012-07-04,,,,,,83.75 ,,,,,,,,,6.34 ,,,,121.64 ,4.20 ,,95.97 ,,,,,,,,,,,,,,,,,,,1548.80 ,1540.60 ,,990.24 
2012-07-05,,,,,,83.75 ,,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,,,,,122.39 ,4.20 ,1.00 ,95.77 ,,,,,,,,,,,,,,,,,,,1526.02 ,1499.03 ,,970.36 
2012-07-06,,,,,,82.75 ,0.44 ,,,,,,,,,,,,121.75 ,4.20 ,,95.77 ,,,,,,,,,,,,,,7510.00 ,,,,,1537.29 ,1514.36 ,,984.38 
2012-07-09,,,,,,82.75 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,121.88 ,101.64 ,94.79 ,121.96 ,4.20 ,,95.51 ,,,,,,,,,,,,,,,,,,85.44 ,1490.39 ,1464.68 ,,957.44 
2012-07-10,,,,,,82.75 ,0.44 ,,,,,,,,6.34 ,,,,122.33 ,4.20 ,,95.43 ,,,,,,,,,,,,,,,,,,,1480.85 ,1443.60 ,,954.18 
2012-07-11,,,,,,82.75 ,,,,,,,,,6.34 ,,,,122.17 ,4.20 ,,95.46 ,,,,,,,,,,,,,91000.00 ,,,,28800.00 ,,1483.37 ,1439.48 ,,958.39 
2012-07-12,,,,,,82.75 ,0.44 ,,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,,,,121.90 ,4.20 ,,95.53 ,,,,,,,,,,,,,,,,,,,1496.26 ,1454.41 ,,963.66 
2012-07-13,,,,,,81.75 ,0.44 ,,,,,,,,6.34 ,,,,121.99 ,4.20 ,,95.53 ,,,,,,,,,,,,,,7395.00 ,,,,,1504.69 ,1439.41 ,,957.23 
2012-07-16,,,,,,84.25 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,120.55 ,101.48 ,94.91 ,121.63 ,4.20 ,,95.53 ,,,,,,,,,,,,,,,,,,84.96 ,1440.83 ,1359.09 ,,929.35 
2012-07-17,,,,,,84.25 ,0.44 ,,,,,,,,6.34 ,,,,121.56 ,4.20 ,,95.68 ,,,,,,,,,,,,,,,,,,,1465.13 ,1381.60 ,,938.19 
2012-07-18,,,,,,81.75 ,0.44 ,,,,,,,,,,,,121.17 ,4.20 ,,95.58 ,,,,,,,,,,,,,91100.00 ,,,,28800.00 ,,1491.79 ,1403.50 ,,947.87 
2012-07-19,,,,,,82.75 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,,,,,121.42 ,4.20 ,,95.54 ,,,,,,,,,,,,,,,,,,,1512.08 ,1423.44 ,,959.87 
2012-07-20,,,,,,83.25 ,0.44 ,,,,,,,,,,,,121.54 ,4.20 ,,95.37 ,,,,,,,,,,,,,,7450.00 ,,,,,1519.34 ,1421.87 ,,958.65 
2012-07-23,,,,,,83.50 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,,121.23 ,100.38 ,95.47 ,121.56 ,3.50 ,,95.51 ,,,,,,,,,,,,,,,,,,85.35 ,1499.45 ,1400.28 ,,944.58 
2012-07-24,,,,,,83.00 ,0.44 ,,,,,,,,6.34 ,,,,121.34 ,3.50 ,,95.51 ,,,,,,,,,,,,,,,,,,,1513.67 ,1422.20 ,,966.01 
2012-07-25,,,,,,82.00 ,0.44 ,,,,,,,,6.34 ,,,,121.75 ,3.50 ,,95.56 ,,,,,,,,,,,,,91100.00 ,,,,28800.00 ,,1494.19 ,1389.76 ,,955.86 
2012-07-26,,,,,,80.50 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,,,,121.11 ,3.50 ,1.00 ,95.49 ,,,,,,,,,,,,,,,,,,,1475.21 ,1369.71 ,,946.71 
2012-07-27,,,,,,81.50 ,0.44 ,,,,,,,,6.34 ,,,,121.07 ,3.50 ,,95.42 ,,,,,,,,,,,,,,7466.00 ,,,,,1461.57 ,1366.46 ,,940.60 
2012-07-30,,,,,,81.75 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,120.63 ,101.17 ,94.59 ,120.84 ,3.50 ,,95.39 ,,,,,,,,,,,,,91200.00 ,,,,28800.00 ,85.77 ,1437.25 ,1321.70 ,,953.04 
2012-07-31,103.50 ,90.10 ,99.00 ,116.70 ,102.80 ,81.50 ,,,,,,,,,6.34 ,,,,120.66 ,3.50 ,,95.27 ,54.20 ,272.90 ,316581.85 ,20417.73 ,140387.39 ,86431.11 ,512212.47 ,3722.44 ,219988.22 ,31586.69 ,5674.05 ,,,,21998.00 ,,,,1417.63 ,1302.19 ,5819.70 ,974.88 
2012-08-01,,,,,,82.00 ,0.44 ,,,,,,,,6.34 ,,,,120.38 ,3.50 ,,95.25 ,,,,,,,,,,,,,,,,,,,1429.83 ,1315.86 ,,1009.97 
2012-08-02,,,,,,81.25 ,0.44 ,6.03 ,4.83 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,,,,120.59 ,3.50 ,,95.18 ,,,,,,,,,,,,,,,,,,,1421.40 ,1305.34 ,,1044.35 
2012-08-03,,,,,,81.75 ,0.44 ,,,,,,,,6.34 ,,,,120.94 ,3.50 ,,95.20 ,,,,,,,,,,,,,,7410.00 ,,,,,1469.58 ,1347.01 ,,1103.89 
2012-08-06,,,,,,84.75 ,,6.03 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,121.15 ,101.55 ,94.45 ,120.77 ,3.50 ,,95.20 ,,,,,,,,,,,,,91200.00 ,,,,28800.00 ,86.15 ,1498.59 ,1369.61 ,,1170.82 
2012-08-07,,,,,,86.50 ,0.45 ,,,,,,,,6.34 ,,,,120.81 ,3.50 ,,94.93 ,,,,,,,,,,,,,,,,,,,1523.00 ,1391.45 ,,1226.97 
2012-08-08,,,,,,86.50 ,0.45 ,,,,,,,,6.34 ,,,,120.80 ,3.50 ,1.00 ,94.83 ,,,,,,,,,,,,,,,,,,,1509.99 ,1400.32 ,,1283.37 
2012-08-09,,,,,,87.00 ,0.45 ,6.03 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.34 ,,,,121.18 ,3.50 ,,94.66 ,,,,,,,,,,,,,,,,,,,1520.62 ,1415.56 ,,1282.76 
2012-08-10,,,,,,86.75 ,0.45 ,,,,,,,,6.34 ,,,,121.25 ,3.50 ,,94.62 ,,,,,,,,,,,,,,7368.00 ,,,,,1527.80 ,1410.92 ,,1288.95 
2012-08-13,,,,,,84.00 ,0.45 ,6.03 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.35 ,119.58 ,100.27 ,95.07 ,121.87 ,2.65 ,,94.89 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,86.96 ,1489.93 ,1364.95 ,,1228.95 
2012-08-14,,,,,,83.00 ,0.45 ,,,,,,,,6.36 ,,,,121.82 ,2.65 ,,94.96 ,,,,,,,,,,,,,,,,,,,1490.14 ,1374.68 ,,1247.03 
2012-08-15,,,,,,83.25 ,0.45 ,,,,,,,,6.36 ,,,,122.08 ,2.65 ,,95.08 ,,,,,,,,,,,,,,,,,,,1523.84 ,1367.56 ,,1229.05 
2012-08-16,,,,,,84.25 ,0.45 ,6.03 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.36 ,,,,122.34 ,2.65 ,,95.33 ,,,,,,,,,,,,,,,,,,,1507.95 ,1351.55 ,,1220.37 
2012-08-17,,,,,,83.75 ,0.45 ,,,,,,,,6.37 ,,,,122.74 ,2.65 ,,95.67 ,,,,,,,,,,,,,,7308.00 ,,,,,1502.51 ,1358.70 ,,1255.50 
2012-08-20,,,,,,84.25 ,0.45 ,6.03 ,4.85 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.37 ,120.49 ,101.67 ,94.56 ,122.74 ,2.65 ,,95.53 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,87.21 ,1501.00 ,1366.61 ,,1318.63 
2012-08-21,,,,,,85.75 ,0.45 ,,,,,,,,6.38 ,,,,123.16 ,2.65 ,1.00 ,95.43 ,,,,,,,,,,,,,,,,,,,1523.72 ,1385.70 ,,1294.16 
2012-08-22,,,,,,88.00 ,,,,,,,,,,,,,122.96 ,2.65 ,,95.38 ,,,,,,,,,,,,,,,,,,,1514.80 ,1374.20 ,,1263.69 
2012-08-23,,,,,,87.75 ,,6.03 ,4.88 ,7.36 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,122.85 ,2.65 ,,95.58 ,,,,,,,,,,,,,,,,,,,1523.13 ,1392.33 ,,1268.18 
2012-08-24,,,,,,87.50 ,0.45 ,,,,,,,,6.38 ,,,,122.56 ,2.65 ,,95.73 ,,,,,,,,,,,,,,7190.00 ,,,,,1514.72 ,1352.40 ,,1200.65 
2012-08-27,,,,,,,0.45 ,6.03 ,4.88 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.39 ,120.13 ,101.59 ,95.21 ,122.52 ,2.65 ,,95.63 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,86.93 ,1499.84 ,1294.31 ,,1173.61 
2012-08-28,,,,,,87.00 ,,,,,,,,,6.39 ,,,,122.63 ,2.65 ,,96.09 ,,,,,,,,,,,,,,,,,,,1492.47 ,1307.77 ,,1167.50 
2012-08-29,,,,,,86.50 ,0.45 ,,,,,,,,6.40 ,,,,123.21 ,2.65 ,1.00 ,96.22 ,,,,,,,,,,,,,,,,,,,1482.11 ,1296.35 ,,1163.11 
2012-08-30,,,,,,87.25 ,,6.03 ,4.88 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,123.15 ,2.65 ,,96.41 ,,,,,,,,,,,,,,,,,,,1456.99 ,1279.25 ,,1108.04 
2012-08-31,102.20 ,89.10 ,100.60 ,118.10 ,97.80 ,87.50 ,0.45 ,,,,,,,,6.40 ,,,,122.93 ,2.65 ,,96.61 ,54.90 ,278.20 ,321554.89 ,19463.56 ,139404.79 ,88130.90 ,495035.91 ,5124.30 ,199222.94 ,32190.43 ,5442.25 ,,,7105.00 ,23181.00 ,,,,1467.60 ,1296.74 ,5499.50 ,1122.70 
2012-09-02,,,,,,87.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,,,,,,87.75 ,0.45 ,,,,,,,,6.40 ,118.69 ,101.50 ,95.10 ,122.93 ,2.73 ,1.00 ,96.54 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,87.29 ,1485.12 ,1313.99 ,,1145.36 
2012-09-04,,,,,,87.75 ,0.46 ,,,,,,,,6.40 ,,,,122.65 ,2.73 ,,96.42 ,,,,,,,,,,,,,,,,,,,1456.39 ,1290.23 ,,1135.82 
2012-09-05,,,,,,86.75 ,0.46 ,,,,,,,,6.40 ,,,,122.44 ,2.73 ,,97.00 ,,,,,,,,,,,,,,,,,,,1460.14 ,1296.89 ,,1192.89 
2012-09-06,,,,,,86.50 ,0.46 ,6.03 ,4.88 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,122.49 ,2.73 ,,97.00 ,,,,,,,,,,,,,,,,,,,1474.54 ,1307.72 ,,1200.10 
2012-09-07,,,,,,87.00 ,0.46 ,,,,,,,,6.40 ,,,,122.23 ,2.73 ,,96.81 ,,,,,,,,,,,,,,7068.00 ,,,,,1515.23 ,1354.31 ,,1240.88 
2012-09-10,,,,,,87.25 ,0.46 ,,,,,,,,6.40 ,121.05 ,102.13 ,94.78 ,122.06 ,2.73 ,,96.71 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,87.62 ,1538.26 ,1363.44 ,,1240.58 
2012-09-11,,,,,,86.50 ,0.46 ,6.03 ,4.88 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,122.39 ,2.73 ,1.00 ,96.59 ,,,,,,,,,,,,,,,,,,,1554.96 ,1363.77 ,,1257.96 
2012-09-12,,,,,,85.75 ,0.46 ,,,,,,,,6.40 ,,,,122.33 ,2.73 ,,96.47 ,,,,,,,,,,,,,,,,,,,1554.42 ,1369.19 ,,1277.17 
2012-09-13,,,,,,84.25 ,0.46 ,6.03 ,4.88 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,122.41 ,2.73 ,,96.27 ,,,,,,,,,,,,,,,,,,,1532.33 ,1344.93 ,,1257.03 
2012-09-14,,,,,,84.50 ,0.46 ,,,,,,,,6.40 ,,,,122.62 ,2.73 ,,96.18 ,,,,,,,,,,,,,,,,,,,1522.86 ,1343.39 ,,1290.05 
2012-09-17,,,,,,85.75 ,0.46 ,6.03 ,4.88 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.41 ,119.42 ,101.88 ,94.15 ,122.81 ,2.73 ,,95.98 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,88.20 ,1467.62 ,1295.55 ,,1270.55 
2012-09-18,,,,,,85.00 ,0.46 ,,,,,,,,6.41 ,,,,122.47 ,2.73 ,,96.13 ,,,,,,,,,,,,,,,,,,,1455.26 ,1289.74 ,,1277.27 
2012-09-19,,,,,,85.75 ,0.48 ,,,,,,,,6.41 ,,,,122.67 ,2.73 ,,96.13 ,,,,,,,,,,,,,,,,,,,1460.39 ,1296.18 ,,1224.13 
2012-09-20,,,,,,86.00 ,0.48 ,6.03 ,4.86 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.41 ,,,,122.71 ,2.73 ,,95.98 ,,,,,,,,,,,,,,,,,,,1408.02 ,1247.00 ,,1173.55 
2012-09-21,,,,,,84.75 ,,,,,,,,,6.42 ,,,,123.17 ,2.73 ,,96.25 ,,,,,,,,,,,,,,7000.00 ,,,,,1413.86 ,1245.92 ,,1179.53 
2012-09-24,,,,,,82.75 ,0.48 ,6.03 ,4.86 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,118.39 ,102.05 ,96.22 ,122.57 ,2.73 ,,95.94 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,88.11 ,1415.92 ,1261.47 ,,1188.07 
2012-09-25,,,,,,82.00 ,0.48 ,,,,,,,,6.42 ,,,,122.97 ,2.73 ,1.00 ,95.79 ,,,,,,,,,,,,,,,,,,,1407.88 ,1240.13 ,,1169.08 
2012-09-26,,,,,,82.00 ,0.49 ,,,,,,,,6.42 ,,,,122.88 ,2.73 ,,95.69 ,,,,,,,,,,,,,,,,,,,1371.16 ,1214.04 ,,1125.12 
2012-09-27,,,,,,80.75 ,0.49 ,6.03 ,4.86 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,122.82 ,2.73 ,,96.01 ,,,,,,,,,,,,,,,,,,,1395.20 ,1239.61 ,,1139.13 
2012-09-28,,,,,,81.25 ,0.49 ,,,,,,,,6.42 ,,,,122.32 ,2.73 ,,96.55 ,,,,,,,,,,,,,,6986.00 ,,,,,1416.27 ,1256.36 ,,1147.85 
2012-09-29,,,,,,,,,,,,,,,6.42 ,,,,122.71 ,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,105.30 ,94.30 ,99.60 ,112.10 ,93.90 ,,,,,,,,,,,,,,,,,,59.10 ,298.20 ,348649.79 ,20722.15 ,147758.71 ,95542.11 ,510463.69 ,3584.56 ,212667.52 ,34152.82 ,5584.81 ,,,,18120.00 ,120.58 ,,,,,5376.10 ,
2012-10-01,,,,,,80.50 ,0.49 ,,,,,,,,,120.93 ,101.96 ,95.02 ,,,,96.55 ,,,,,,,,,,,,,,,,,,87.99 ,,,,
2012-10-02,,,,,,81.00 ,,,,,,,,,,,,,,,,96.31 ,,,,,,,,,,,,,,,,,,,,,,
2012-10-03,,,,,,81.50 ,,,,,,,,,,,,,,,,96.04 ,,,,,,,,,,,,,,,,,,,,,,
2012-10-04,,,,,,81.75 ,0.48 ,,,,,,,,,,,,,,,95.87 ,,,,,,,,,,,,,,,,,,,,,,
2012-10-05,,,,,,81.75 ,0.48 ,,,,,,,,,,,,,,,95.89 ,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,,,,,,81.25 ,0.48 ,6.03 ,4.86 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,122.76 ,2.73 ,,95.79 ,,,,,,,,,,,,,,,,,,,1419.27 ,1254.66 ,,1198.52 
2012-10-09,,,,,,81.50 ,0.48 ,,,,,,,,6.42 ,,,,122.79 ,,,96.21 ,,,,,,,,,,,,,,,,,,,1444.83 ,1287.60 ,,1244.16 
2012-10-10,,,,,,81.75 ,0.48 ,,,,,,,,6.42 ,,,,122.75 ,,,96.21 ,,,,,,,,,,,,,,,,,,,1468.73 ,1310.49 ,,1254.72 
2012-10-11,,,,,,82.00 ,0.48 ,6.03 ,4.86 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,123.25 ,2.73 ,,96.02 ,,,,,,,,,,,,,,,,,,,1450.14 ,1290.31 ,,1227.12 
2012-10-12,,,,,,80.50 ,0.48 ,,,,,,,,6.42 ,,,,123.62 ,2.73 ,,95.94 ,,,,,,,,,,,,,,6935.00 ,,,,,1434.49 ,1293.22 ,,1222.15 
2012-10-15,,,,,,81.00 ,0.48 ,6.03 ,4.85 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,122.02 ,101.74 ,94.11 ,123.27 ,2.73 ,,95.94 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,88.27 ,1422.47 ,1277.69 ,,1187.26 
2012-10-16,,,,,,82.00 ,0.48 ,,,,,,,,6.42 ,,,,122.70 ,2.73 ,,96.17 ,,,,,,,,,,,,,,,,,,,1422.85 ,1282.57 ,,1186.84 
2012-10-17,,,,,,83.50 ,0.47 ,,,,,,,,6.42 ,,,,122.49 ,2.50 ,,96.26 ,,,,,,,,,,,,,,,,,,,1500.80 ,1299.74 ,,1214.78 
2012-10-18,,,,,,85.50 ,0.47 ,6.03 ,4.85 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.43 ,,,,121.72 ,2.50 ,,96.36 ,,,,,,,,,,,,,,,,,,,1567.82 ,1316.89 ,,1226.31 
2012-10-19,,,,,,85.50 ,0.47 ,,,,,,,,6.43 ,,,,121.39 ,2.50 ,,96.68 ,,,,,,,,,,,,,,6988.00 ,,,,,1535.59 ,1305.00 ,,1254.08 
2012-10-22,,,,,,85.50 ,0.47 ,6.03 ,4.85 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.43 ,120.09 ,101.27 ,95.41 ,121.45 ,2.50 ,,96.63 ,,,,,,,,,,,,,,,,,,88.21 ,1555.64 ,1313.51 ,,1259.89 
2012-10-23,,,,,,85.50 ,0.46 ,,,,,,,,6.43 ,,,,121.82 ,2.50 ,,96.76 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,,1538.18 ,1300.69 ,,1265.18 
2012-10-24,,,,,,84.00 ,0.46 ,,,,,,,,6.43 ,,,,122.41 ,2.50 ,,96.91 ,,,,,,,,,,,,,,,,,,,1565.05 ,1303.82 ,,1238.96 
2012-10-25,,,,,,82.50 ,0.46 ,6.03 ,4.85 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.43 ,,,,122.92 ,2.50 ,,96.91 ,,,,,,,,,,,,,,,,,,,1539.71 ,1298.96 ,,1201.47 
2012-10-26,,,,,,83.00 ,0.46 ,,,,,,,,6.44 ,,,,122.97 ,2.50 ,,96.73 ,,,,,,,,,,,,,,,,,,,1492.32 ,1253.69 ,,1203.12 
2012-10-29,,,,,,82.25 ,0.46 ,,,,,,,,6.45 ,120.26 ,101.24 ,94.18 ,122.94 ,2.50 ,,96.54 ,,,,,,,,,,,,,,,,,,87.97 ,1495.97 ,1250.82 ,,1218.47 
2012-10-30,,,,,,83.00 ,,,,,,,,,6.45 ,,,,122.95 ,2.50 ,,96.39 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,,1468.03 ,1251.36 ,,1207.12 
2012-10-31,107.40 ,98.80 ,100.40 ,110.80 ,88.50 ,81.75 ,0.46 ,,,,,,,,6.45 ,,,,122.49 ,2.50 ,,96.47 ,58.60 ,303.40 ,337323.18 ,19881.34 ,147649.26 ,103553.86 ,504086.18 ,4358.62 ,214210.58 ,31135.16 ,5272.95 ,,,,21193.00 ,,,,1478.82 ,1254.66 ,4208.90 ,1202.56 
2012-11-01,,,,,,81.25 ,0.46 ,,,,,,,,6.45 ,,,,122.15 ,2.50 ,,96.64 ,,,,,,,,,,,,,,,,,,,1495.08 ,1290.03 ,,1213.17 
2012-11-02,,,,,,81.25 ,0.46 ,,,,,,,,6.45 ,,,,122.59 ,2.50 ,,96.54 ,,,,,,,,,,,,,,7110.00 ,,,,,1503.53 ,1299.50 ,,1210.74 
2012-11-05,,,,,,81.25 ,0.46 ,6.03 ,4.85 ,7.35 ,8.15 ,7.86 ,9.50 ,7.10 ,6.45 ,121.15 ,101.48 ,94.20 ,122.56 ,2.50 ,,96.64 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,87.94 ,1514.49 ,1292.50 ,,1187.20 
2012-11-06,,,,,,81.50 ,0.45 ,,,,,,,,6.45 ,,,,122.30 ,2.50 ,,96.81 ,,,,,,,,,,,,,,,,,,,1538.38 ,1283.52 ,,1168.13 
2012-11-07,,,,,,81.25 ,0.45 ,,,,,,,,6.45 ,,,,122.17 ,2.50 ,,96.91 ,,,,,,,,,,,,,,,,,,,1538.94 ,1290.07 ,,1199.04 
2012-11-08,,,,,,81.25 ,0.45 ,6.03 ,4.85 ,7.32 ,8.15 ,7.86 ,9.50 ,7.10 ,6.45 ,,,,122.44 ,2.60 ,,96.91 ,,,,,,,,,,,,,,,,,,,1480.19 ,1256.20 ,,1158.27 
2012-11-09,,,,,,80.50 ,0.45 ,,,,,,,,6.45 ,,,,121.97 ,2.60 ,,96.64 ,,,,,,,,,,,,,,7107.00 ,,,,,1476.03 ,1266.57 ,,1174.05 
2012-11-12,,,,,,80.50 ,0.45 ,6.03 ,4.85 ,7.32 ,8.15 ,7.86 ,9.50 ,7.10 ,6.45 ,122.97 ,101.51 ,94.70 ,122.13 ,2.60 ,,96.69 ,,,,,,,,,,,,,91200.00 ,,,,29000.00 ,87.92 ,1477.89 ,1282.31 ,,1175.34 
2012-11-13,,,,,,80.75 ,0.45 ,,,,,,,,6.45 ,,,,122.61 ,2.60 ,,96.82 ,,,,,,,,,,,,,,,,,,,1463.14 ,1261.18 ,,1129.19 
