指标名称,出口价格指数(HS2):第58章特种机织物;簇绒织物;花边;装饰毯;装饰带;刺绣品,出口价格指数(HS2):第59章浸渍、涂布、包裹或层压的纺织物;工业用纺织品,出口价格指数(HS2):第60章针织物及钩编织物,出口价格指数(HS2):第64章鞋靴、护腿和类似品及其零件,出口价格指数(HS2):第51章羊毛;动物细毛或粗毛;马毛、纱线及其机织物,现货价:棉花:中等级:布基纳法索RUDY,现货价:粗麻布:纽约,"市场价:全棉坯布:47""21*21 90*50","市场价:人棉坯布:50""30*30 68*68","市场价:涤棉坯布:T/C65/35 21*21 63""108*58","市场价:棉氨弹力布:64""32*32+40D 133*56斜纹","市场价:全棉牛仔布:47""10*7 70*42 3/1","市场价:亚麻粘混纺布:55/45 63""51*47 11*11","市场价:涤棉床上用品布:T/C80/20 82"" 30*30 76*54",产品价格指数:坯布:32支纯棉斜纹布,柯桥纺织:价格指数:坯布类:天然纤维,柯桥纺织:价格指数:坯布类:化学纤维,柯桥纺织:价格指数:坯布类:混纺纤维,中国通州家纺价格指数:宽幅斜纹布,市场价:涤纶长丝牛津布(150D*300D)):盛泽地区,溢流染加工费:牛津布(210克以上):盛泽地区,中国盛泽化纤价格指数:化纤面料:涤纶弹丝牛津布,产量:布:当月值,产量:纱:当月值,产量:棉布:当月值,产量:色织布(含牛仔布):当月值,产量:化学纤维布:当月值,产量:棉混纺布:当月值,产量:印染布:当月值,产量:亚麻布(含亚麻≥55%):当月值,产量:无纺布(无纺织物):当月值,产量:绒线(毛线):当月值,产量:毛机织物(呢绒):当月值,现货价:羊毛纤维(64S):美国,市场价:16支兔羊毛纱80/20,南京进口羊毛价格综合指数,进口数量:羊毛:当月值,纯化纤布:产量:累计值,市场价:腈纶曲珠纱:最低价,柯桥纺织:价格指数:原料类:涤纶,申万行业指数:毛纺,申万行业指数:棉纺,出口金额:毛纺机织物:当月值,申万行业指数:印染
2013-10-12,,,,,,,,,,,,,,,6.42 ,,,,124.77 ,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-14,,,,,,89.25 ,,6.03 ,4.80 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,123.22 ,100.80 ,95.11 ,124.76 ,,,87.60 ,,,,,,,,,,,,,91500.00 ,,,,29300.00 ,88.28 ,1584.16 ,1513.68 ,,1355.17 
2013-10-15,,,,,,89.50 ,,,,,,,,,6.42 ,,,,124.89 ,,1.00 ,87.63 ,,,,,,,,,,,,,,,,,,,1544.31 ,1509.18 ,,1357.24 
2013-10-16,,,,,,89.50 ,,,,,,,,,6.42 ,,,,125.06 ,2.50 ,,87.69 ,,,,,,,,,,,,,,,,,,,1489.67 ,1475.99 ,,1322.30 
2013-10-17,,,,,,89.00 ,,6.03 ,4.80 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,125.17 ,,,87.68 ,,,,,,,,,,,,,,,,,,,1505.83 ,1475.85 ,,1342.81 
2013-10-18,,,,,,89.75 ,,,,,,,,,6.42 ,,,,125.34 ,,,87.55 ,,,,,,,,,,,,,,7203.00 ,,,,,1499.12 ,1492.14 ,,1336.56 
2013-10-21,,,,,,89.25 ,0.40 ,6.03 ,4.80 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,122.40 ,101.00 ,95.46 ,125.60 ,,,87.55 ,,,,,,,,,,,,,91500.00 ,,,,29300.00 ,88.18 ,1528.10 ,1519.30 ,,1355.84 
2013-10-22,,,,,,89.25 ,0.40 ,,,,,,,,6.42 ,,,,125.84 ,,,87.48 ,,,,,,,,,,,,4.10 ,,,,,,,1536.13 ,1522.93 ,,1343.77 
2013-10-23,,,,,,88.75 ,0.40 ,,,,,,,,6.42 ,,,,125.82 ,2.50 ,,87.44 ,,,,,,,,,,,,,,,,,,,1488.62 ,1485.60 ,,1302.29 
2013-10-24,,,,,,87.50 ,0.40 ,6.03 ,4.80 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,125.88 ,,,87.46 ,,,,,,,,,,,,,,,,,,,1498.37 ,1488.80 ,,1303.08 
2013-10-25,,,,,,86.00 ,0.40 ,,,,,,,,6.42 ,,,,125.79 ,,,87.46 ,,,,,,,,,,,,,,7275.00 ,,,,,1488.74 ,1480.67 ,,1293.58 
2013-10-28,,,,,,86.00 ,0.40 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,122.49 ,101.03 ,95.32 ,125.77 ,2.50 ,,87.54 ,,,,,,,,,,,,,,,,,,87.74 ,1470.80 ,1473.11 ,,1281.52 
2013-10-29,,,,,,86.00 ,0.40 ,,,,,,,,6.42 ,,,,125.49 ,,,87.78 ,,,,,,,,,,,,4.10 ,91500.00 ,,,,29300.00 ,,1410.70 ,1437.82 ,,1220.96 
2013-10-30,,,,,,85.75 ,0.40 ,,,,,,,,6.42 ,,,,125.13 ,,,87.90 ,,,,,,,,,,,,,,,,,,,1424.99 ,1463.49 ,,1239.87 
2013-10-31,102.10 ,101.60 ,102.00 ,111.70 ,98.00 ,85.50 ,0.40 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,124.96 ,2.50 ,,87.96 ,62.20 ,327.20 ,358219.13 ,22305.60 ,156957.30 ,106791.79 ,427633.27 ,3329.21 ,222301.61 ,33225.10 ,5263.60 ,,,,25405.00 ,,,,1424.30 ,1468.73 ,3866.80 ,1247.72 
2013-11-01,,,,,,85.00 ,0.40 ,,,,,,,,6.42 ,,,,124.98 ,,,87.98 ,,,,,,,,,,,,4.10 ,,7338.00 ,,,,,1424.62 ,1475.98 ,,1254.02 
2013-11-04,,,,,,84.75 ,0.40 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,122.93 ,101.09 ,94.95 ,124.64 ,2.50 ,,87.98 ,,,,,,,,,,,,,,,,,,87.67 ,1420.58 ,1486.79 ,,1269.60 
2013-11-05,,,,,,84.50 ,0.40 ,,,,,,,,6.42 ,,,,124.69 ,,1.00 ,87.94 ,,,,,,,,,,,,,,,,,,,1442.86 ,1499.40 ,,1290.89 
2013-11-06,,,,,,84.50 ,0.40 ,,,,,,,,6.42 ,,,,124.91 ,2.50 ,,87.87 ,,,,,,,,,,,,4.10 ,,,,,,,1432.70 ,1476.34 ,,1301.93 
2013-11-07,,,,,,85.50 ,0.40 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,,,,125.15 ,,,87.74 ,,,,,,,,,,,,,,,,,,,1402.92 ,1453.17 ,,1296.41 
2013-11-08,,,,,,85.25 ,0.40 ,,,,,,,,6.42 ,,,,125.23 ,,,87.64 ,,,,,,,,,,,,,,7335.00 ,,,,,1387.10 ,1444.58 ,,1277.03 
2013-11-11,,,,,,85.00 ,0.40 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.42 ,121.81 ,101.41 ,95.22 ,125.63 ,,,87.51 ,,,,,,,,,,,,,91700.00 ,,,,29300.00 ,87.48 ,1382.84 ,1456.16 ,,1269.27 
2013-11-12,,,,,,84.75 ,0.39 ,,,,,,,,6.41 ,,,,125.83 ,2.50 ,,87.51 ,,,,,,,,,,,,,,,,,,,1411.15 ,1460.37 ,,1281.01 
2013-11-13,,,,,,84.50 ,0.39 ,,,,,,,,6.41 ,,,,126.11 ,,,87.44 ,,,,,,,,,,,,,,,,,,,1387.56 ,1436.50 ,,1253.54 
2013-11-14,,,,,,85.00 ,0.39 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.41 ,,,,126.51 ,,,87.37 ,,,,,,,,,,,,,,,,,,,1390.43 ,1443.22 ,,1240.96 
2013-11-15,,,,,,84.00 ,0.39 ,,,,,,,,6.41 ,,,,126.76 ,,,87.37 ,,,,,,,,,,,,4.10 ,,7323.00 ,,,,,1404.12 ,1471.10 ,,1279.16 
2013-11-18,,,,,,84.00 ,0.39 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.41 ,121.33 ,101.32 ,95.30 ,127.00 ,2.55 ,1.00 ,87.36 ,,,,,,,,,,,,4.10 ,91700.00 ,,,,29300.00 ,87.72 ,1437.06 ,1493.43 ,,1295.61 
2013-11-19,,,,,,84.25 ,0.39 ,,,,,,,,6.41 ,,,,127.22 ,2.55 ,,87.26 ,,,,,,,,,,,,,,,,,,,1435.80 ,1502.81 ,,1315.00 
2013-11-20,,,,,,84.25 ,0.39 ,,,,,,,,6.40 ,,,,126.93 ,2.55 ,,87.16 ,,,,,,,,,,,,,,,,,,,1451.74 ,1507.44 ,,1319.94 
2013-11-21,,,,,,84.75 ,0.39 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,126.56 ,2.55 ,,87.16 ,,,,,,,,,,,,,,,,,,,1437.93 ,1496.28 ,,1315.42 
2013-11-22,,,,,,85.00 ,,,,,,,,,6.40 ,,,,126.04 ,2.55 ,,87.06 ,,,,,,,,,,,,,,7304.00 ,,,,,1425.97 ,1488.63 ,,1300.52 
2013-11-25,,,,,,84.00 ,0.39 ,6.03 ,4.78 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,121.38 ,101.21 ,95.34 ,125.47 ,2.55 ,,86.93 ,,,,,,,,,,,,,91800.00 ,,,,29300.00 ,87.69 ,1436.18 ,1494.80 ,,1299.82 
2013-11-26,,,,,,85.25 ,0.39 ,,,,,,,,6.40 ,,,,125.16 ,2.55 ,,86.86 ,,,,,,,,,,,,,,,,,,,1424.70 ,1495.33 ,,1291.26 
2013-11-27,,,,,,86.00 ,0.39 ,,,,,,,,6.40 ,,,,124.99 ,2.55 ,1.00 ,86.86 ,,,,,,,,,,,,,,,,,,,1440.18 ,1509.32 ,,1294.84 
2013-11-28,,,,,,85.25 ,,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,124.87 ,2.55 ,,86.82 ,,,,,,,,,,,,,,,,,,,1446.65 ,1516.33 ,,1297.08 
2013-11-29,,,,,,85.25 ,0.39 ,,,,,,,,6.40 ,,,,124.94 ,2.55 ,,86.66 ,,,,,,,,,,,,4.11 ,,7300.00 ,,,,,1445.61 ,1521.33 ,,1306.38 
2013-11-30,102.80 ,96.10 ,101.80 ,108.80 ,97.40 ,,,,,,,,,,,,,,,,,,65.03 ,343.77 ,377178.24 ,22259.58 ,164414.25 ,108663.91 ,423871.62 ,3450.83 ,227564.52 ,27883.53 ,5567.38 ,,,,29569.00 ,,,,,,4612.30 ,
2013-12-02,,,,,,86.25 ,0.39 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,121.43 ,100.94 ,95.15 ,124.73 ,2.55 ,,86.66 ,,,,,,,,,,,,4.11 ,,,,,,87.61 ,1363.68 ,1477.69 ,,1228.58 
2013-12-03,,,,,,85.50 ,0.40 ,,,,,,,,6.40 ,,,,124.61 ,2.55 ,,86.58 ,,,,,,,,,,,,4.11 ,91800.00 ,,,,29300.00 ,,1376.63 ,1520.78 ,,1252.50 
2013-12-04,,,,,,85.50 ,0.40 ,,,,,,,,6.40 ,,,,124.80 ,2.55 ,,86.51 ,,,,,,,,,,,,4.11 ,,,,,,,1400.12 ,1558.11 ,,1279.93 
2013-12-05,,,,,,86.00 ,0.40 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,124.82 ,2.55 ,1.00 ,86.51 ,,,,,,,,,,,,4.11 ,,,,,,,1419.34 ,1564.65 ,,1284.54 
2013-12-06,,,,,,85.75 ,0.40 ,,,,,,,,6.40 ,,,,124.97 ,2.55 ,,86.41 ,,,,,,,,,,,,4.11 ,,7293.00 ,,,,,1417.15 ,1564.20 ,,1276.49 
2013-12-09,,,,,,87.25 ,0.40 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,121.12 ,100.98 ,94.79 ,125.54 ,2.55 ,,86.47 ,,,,,,,,,,,,4.11 ,,,,,,87.59 ,1436.13 ,1603.89 ,,1295.42 
2013-12-10,,,,,,87.00 ,0.41 ,,,,,,,,6.40 ,,,,125.66 ,2.55 ,,86.40 ,,,,,,,,,,,,4.11 ,91800.00 ,,,,29300.00 ,,1436.62 ,1591.38 ,,1298.09 
2013-12-11,,,,,,87.25 ,0.41 ,,,,,,,,6.40 ,,,,125.58 ,2.55 ,,86.40 ,,,,,,,,,,,,4.11 ,,,,,,,1424.46 ,1574.54 ,,1292.08 
2013-12-12,,,,,,89.00 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,126.00 ,2.55 ,,86.36 ,,,,,,,,,,,,4.11 ,,,,,,,1420.70 ,1583.78 ,,1298.31 
2013-12-13,,,,,,89.50 ,0.41 ,,,,,,,,6.40 ,,,,125.98 ,2.55 ,,86.23 ,,,,,,,,,,,,4.11 ,,7270.00 ,,,,,1422.31 ,1579.88 ,,1298.33 
2013-12-16,,,,,,89.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,121.62 ,100.96 ,94.98 ,125.44 ,,,86.16 ,,,,,,,,,,,,4.11 ,,,,,,87.47 ,1404.54 ,1559.80 ,,1284.68 
2013-12-17,,,,,,89.50 ,0.41 ,,,,,,,,6.40 ,,,,125.22 ,2.55 ,1.00 ,86.12 ,,,,,,,,,,,,4.11 ,91800.00 ,,,,,,1396.72 ,1539.81 ,,1278.64 
2013-12-18,,,,,,88.50 ,0.41 ,,,,,,,,6.40 ,,,,125.26 ,2.55 ,,86.09 ,,,,,,,,,,,,4.11 ,,,,,,,1395.26 ,1549.10 ,,1291.42 
2013-12-19,,,,,,88.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.40 ,,,,124.97 ,2.55 ,,86.02 ,,,,,,,,,,,,4.11 ,,,,,,,1387.18 ,1519.45 ,,1283.12 
2013-12-20,,,,,,88.75 ,0.41 ,,,,,,,,6.39 ,,,,125.11 ,2.55 ,,86.07 ,,,,,,,,,,,,4.11 ,,7270.00 ,,,,,1387.03 ,1513.07 ,,1272.51 
2013-12-23,,,,,,88.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.39 ,121.29 ,101.46 ,95.40 ,125.43 ,2.55 ,,86.07 ,,,,,,,,,,,,4.11 ,,,,,,87.30 ,1379.39 ,1507.20 ,,1266.09 
2013-12-24,,,,,,87.50 ,0.41 ,,,,,,,,6.39 ,,,,125.57 ,2.63 ,,86.18 ,,,,,,,,,,,,4.11 ,91800.00 ,,,,,,1373.86 ,1522.69 ,,1283.28 
2013-12-25,,,,,,,,,,,,,,,6.39 ,,,,125.36 ,2.63 ,,86.21 ,,,,,,,,,,,,,,,,,,,1378.21 ,1548.03 ,,1293.58 
2013-12-26,,,,,,,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.39 ,,,,125.35 ,2.63 ,,86.14 ,,,,,,,,,,,,4.11 ,,,,,,,1379.40 ,1516.58 ,,1272.86 
2013-12-27,,,,,,88.25 ,0.41 ,,,,,,,,6.39 ,,,,125.07 ,2.63 ,,86.08 ,,,,,,,,,,,,3.97 ,,7267.00 ,,,,,1383.02 ,1544.53 ,,1289.42 
2013-12-30,,,,,,89.25 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.39 ,121.05 ,100.76 ,95.05 ,125.00 ,2.63 ,,86.03 ,,,,,,,,,,,,3.97 ,,,,,,87.33 ,1395.63 ,1563.67 ,,1271.09 
2013-12-31,100.70 ,94.00 ,98.60 ,103.10 ,102.30 ,89.50 ,0.41 ,,,,,,,,6.39 ,,,,125.04 ,2.63 ,,86.10 ,64.29 ,347.09 ,356757.80 ,22731.47 ,168638.67 ,117510.41 ,420870.21 ,3247.54 ,225449.33 ,25229.09 ,5219.45 ,3.97 ,91800.00 ,,30788.00 ,178.05 ,,,1387.47 ,1562.93 ,4451.00 ,1270.12 
2014-01-02,,,,,,89.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.39 ,,,,125.19 ,,,86.18 ,,,,,,,,,,,,3.97 ,,,,,,,1389.86 ,1571.64 ,,1273.70 
2014-01-03,,,,,,89.00 ,0.41 ,,,,,,,,6.38 ,,,,124.90 ,,,86.12 ,,,,,,,,,,,,3.97 ,,,,,,,1380.05 ,1544.52 ,,1267.36 
2014-01-06,,,,,,88.00 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,,121.24 ,100.84 ,94.61 ,125.21 ,2.63 ,1.00 ,86.20 ,,,,,,,,,,,,3.97 ,,,,,,87.14 ,1357.21 ,1508.11 ,,1219.40 
2014-01-07,,,,,,88.50 ,0.41 ,,,,,,,,6.38 ,,,,125.22 ,2.63 ,,86.15 ,,,,,,,,,,,,3.97 ,,,,,,,1368.09 ,1503.97 ,,1233.59 
2014-01-08,,,,,,89.50 ,0.41 ,,,,,,,,6.38 ,,,,125.55 ,2.65 ,,86.07 ,,,,,,,,,,,,3.97 ,,,,,,,1357.84 ,1497.66 ,,1235.18 
2014-01-09,,,,,,88.00 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,125.87 ,2.65 ,,85.99 ,,,,,,,,,,,,3.97 ,,,,,,,1342.99 ,1480.47 ,,1218.36 
2014-01-10,,,,,,87.75 ,0.41 ,,,,,,,,6.38 ,,,,125.76 ,2.65 ,,86.02 ,,,,,,,,,,,,,,7246.00 ,,,,,1327.03 ,1455.40 ,,1193.95 
2014-01-13,,,,,,87.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,121.46 ,100.78 ,94.50 ,125.41 ,,,86.10 ,,,,,,,,,,,,,91800.00 ,,,,,86.84 ,1302.76 ,1439.93 ,,1203.46 
2014-01-14,,,,,,88.50 ,0.41 ,,,,,,,,6.38 ,,,,125.34 ,2.65 ,,86.03 ,,,,,,,,,,,,,,,,,,,1316.00 ,1465.35 ,,1228.53 
2014-01-15,,,,,,88.50 ,0.41 ,,,,,,,,6.38 ,,,,124.85 ,2.65 ,,85.95 ,,,,,,,,,,,,,,,,,,,1318.86 ,1467.82 ,,1243.58 
2014-01-16,,,,,,89.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,124.43 ,2.65 ,,86.01 ,,,,,,,,,,,,3.97 ,,,,,,,1332.00 ,1471.69 ,,1245.56 
2014-01-17,,,,,,91.00 ,0.41 ,,,,,,,,6.38 ,,,,124.35 ,2.65 ,,85.87 ,,,,,,,,,,,,,,7200.00 ,,,,,1323.62 ,1459.23 ,,1228.28 
2014-01-19,,,,,,,,,,,,,,,,,,,124.23 ,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-20,,,,,,91.50 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,121.80 ,100.57 ,94.27 ,124.29 ,2.65 ,,85.78 ,,,,,,,,,,,,,91800.00 ,,,,,86.57 ,1321.24 ,1454.42 ,,1222.87 
2014-01-21,,,,,,91.50 ,0.41 ,,,,,,,,6.38 ,,,,124.17 ,2.65 ,1.00 ,85.83 ,,,,,,,,,,,,,,,,,,,1332.44 ,1475.04 ,,1233.71 
2014-01-22,,,,,,93.00 ,0.41 ,,,,,,,,6.38 ,,,,124.15 ,2.65 ,,85.74 ,,,,,,,,,,,,3.97 ,,,,,,,1355.89 ,1504.09 ,,1254.92 
2014-01-23,,,,,,92.75 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,123.90 ,2.65 ,,85.68 ,,,,,,,,,,,,,,,,,,,1338.22 ,1499.01 ,,1241.39 
2014-01-24,,,,,,92.25 ,0.41 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,123.86 ,2.65 ,,85.73 ,,,,,,,,,,,,,,7205.00 ,,,,,1349.29 ,1502.94 ,,1277.93 
2014-01-26,,,,,,,,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-27,,,,,,92.25 ,0.41 ,,,,,,,,,121.55 ,100.91 ,92.96 ,,,,,,,,,,,,,,,,,,,,,,86.50 ,1340.80 ,1492.01 ,,1283.97 
2014-01-28,,,,,,89.25 ,0.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.04 ,1502.40 ,,1276.65 
2014-01-29,,,,,,89.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.25 ,1509.38 ,,1282.07 
2014-01-30,,,,,,90.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.85 ,1501.02 ,,1265.84 
2014-01-31,103.20 ,93.50 ,99.00 ,107.40 ,102.50 ,91.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27863.37 ,,,,,,5566.76 ,
2014-02-03,,,,,,91.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-04,,,,,,90.25 ,0.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97 ,,,,,,,,,,
2014-02-05,,,,,,90.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-06,,,,,,90.50 ,0.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,,,,,,91.25 ,0.40 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,1383.10 ,1519.86 ,,1300.21 
2014-02-08,,,,,,,,,,,,,,,6.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,,,,,,92.25 ,,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,123.71 ,2.65 ,,85.87 ,,,,,,,,,,,,,,,,,,,1394.44 ,1556.97 ,,1346.38 
2014-02-11,,,,,,92.25 ,0.40 ,,,,,,,,6.38 ,,,,123.60 ,2.65 ,,85.78 ,,,,,,,,,,,,,91800.00 ,,,,,,1389.96 ,1570.94 ,,1357.35 
2014-02-12,,,,,,93.25 ,,,,,,,,,6.38 ,,,,123.68 ,2.65 ,,85.65 ,,,,,,,,,,,,,,,,,,,1442.40 ,1586.63 ,,1385.86 
2014-02-13,,,,,,93.00 ,,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,123.59 ,,,85.73 ,,,,,,,,,,,,,,,,,,,1445.98 ,1572.06 ,,1356.34 
2014-02-14,,,,,,92.75 ,0.40 ,,,,,,,,6.38 ,,,,123.84 ,2.65 ,,85.87 ,,,,,,,,,,,,,,7185.00 ,,,,,1471.57 ,1604.23 ,,1395.13 
2014-02-17,,,,,,93.25 ,,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,123.95 ,2.65 ,,85.80 ,,,,,,,,,,,,,,,,,,,1475.84 ,1631.30 ,,1463.55 
2014-02-18,,,,,,93.25 ,,,,,,,,,6.38 ,,,,124.13 ,2.65 ,,85.76 ,,,,,,,,,,,,,,,,,,,1474.51 ,1635.20 ,,1469.23 
2014-02-19,,,,,,93.75 ,0.40 ,,,,,,,,6.38 ,,,,124.66 ,2.63 ,,85.86 ,,,,,,,,,,,,,,,,,,,1465.47 ,1638.31 ,,1497.24 
2014-02-20,,,,,,92.25 ,0.40 ,6.03 ,4.76 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,125.10 ,2.63 ,,86.01 ,,,,,,,,,,,,,,,,,,,1439.69 ,1607.92 ,,1456.54 
2014-02-21,,,,,,92.00 ,0.40 ,,,,,,,,6.38 ,,,,124.95 ,2.63 ,1.00 ,86.10 ,,,,,,,,,,,,,,7178.00 ,,,,,1454.66 ,1592.37 ,,1436.65 
2014-02-24,,,,,,92.75 ,0.40 ,6.03 ,4.75 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,121.80 ,100.19 ,93.47 ,125.10 ,2.63 ,,86.03 ,,,,,,,,,,,,,91800.00 ,,,,,85.38 ,1451.20 ,1587.16 ,,1429.37 
2014-02-25,,,,,,93.75 ,0.40 ,,,,,,,,6.38 ,,,,125.30 ,2.63 ,,85.87 ,,,,,,,,,,,,,,,,,,,1409.20 ,1536.25 ,,1367.86 
2014-02-26,,,,,,91.75 ,0.40 ,,,,,,,,6.38 ,,,,124.73 ,2.63 ,,85.92 ,,,,,,,,,,,,,,,,,,,1430.33 ,1558.60 ,,1422.51 
2014-02-27,,,,,,90.75 ,,6.03 ,4.75 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,,,,124.72 ,2.63 ,,85.80 ,,,,,,,,,,,,,,,,,,,1420.65 ,1538.90 ,,1467.47 
2014-02-28,108.60 ,97.80 ,96.90 ,111.20 ,99.50 ,92.25 ,,,,,,,,,6.38 ,,,,124.99 ,2.63 ,,85.72 ,,,,,,,,,,,,,,7175.00 ,18121.82 ,,,,1452.91 ,1557.73 ,1751.70 ,1495.40 
2014-03-03,,,,,,91.50 ,0.40 ,6.03 ,4.75 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.38 ,122.32 ,100.46 ,92.76 ,124.83 ,2.63 ,,85.86 ,,,,,,,,,,,,,,,,,,84.93 ,1476.85 ,1589.76 ,,1536.88 
2014-03-04,,,,,,92.50 ,0.41 ,,,,,,,,6.37 ,,,,124.85 ,2.63 ,,85.79 ,,,,,,,,,,,,,,,,,,,1485.12 ,1588.91 ,,1523.64 
2014-03-05,,,,,,93.25 ,0.41 ,,,,,,,,6.37 ,,,,124.87 ,2.63 ,1.00 ,85.90 ,,,,,,,,,,,,,91800.00 ,,,,29300.00 ,,1547.90 ,1588.96 ,,1508.63 
2014-03-06,,,,,,92.75 ,,6.03 ,4.75 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.37 ,,,,124.86 ,2.63 ,,86.01 ,,,,,,,,,,,,,,,,,,,1547.27 ,1588.44 ,,1489.15 
2014-03-07,,,,,,95.75 ,,,,,,,,,6.37 ,,,,124.59 ,2.63 ,,85.96 ,,,,,,,,,,,,,,7190.00 ,,,,,1517.56 ,1570.65 ,,1480.53 
2014-03-10,,,,,,95.50 ,,6.03 ,4.75 ,7.26 ,8.15 ,7.86 ,9.50 ,7.10 ,6.37 ,122.12 ,101.32 ,92.94 ,124.55 ,2.63 ,,85.86 ,,,,,,,,,,,,,,,,,,84.67 ,1560.91 ,1519.20 ,,1432.51 
2014-03-11,,,,,,95.50 ,,,,,,,,,6.37 ,,,,124.65 ,2.63 ,,85.92 ,,,,,,,,,,,,,91800.00 ,,,,,,1557.85 ,1526.00 ,,1409.12 
2014-03-12,,,,,,95.25 ,0.41 ,,,,,,,,6.37 ,,,,124.86 ,2.63 ,,86.01 ,,,,,,,,,,,,,,,,,,,1491.95 ,1526.16 ,,1403.29 
