指标名称,鱼珠:成交均价:原木:国产柞木,中国石油:期末平均实现价格:润滑油,产量:挖掘机:当月值,市场价:无缝钢管:20# 219*6:全国,煤炭运价:秦皇岛港-上海/乍浦:1.5-2万吨,大秦线煤炭运量:当月值,煤炭调度:京唐港煤炭公司:铁路调入量,煤炭特殊运价:大秦线、丰沙大线、京原线、京秦线,价格:新加坡:瓦斯油/柴油,PMI:生产,PMI:主要原材料购进价格,用电量:山西:当月值,市场价:汽油(93#):全国,城镇登记失业率,GDP:不变价:工业:当季同比,产量:粗钢:当月值,产量:钢材:当月值,中国大宗商品价格指数:钢铁类,钢材价格指数:长材
2016-01-13,,,,,34.00 ,,9.20 ,,,,,,,,,,,,
2016-01-14,,,,,,,5.60 ,,,,,,,,,,,,
2016-01-15,,,,,,,3.80 ,,,,,,,,,,,,57.71 
2016-01-16,,,,,,,5.50 ,,,,,,,,,,,,
2016-01-17,,,,,,,7.00 ,,,,,,,,,,,,
2016-01-18,,,,,23.00 ,,5.20 ,,,,,,,,,,,,
2016-01-19,,,,,,,4.00 ,,,,,,,,,,,,
2016-01-20,,,,2611.30 ,26.00 ,,7.00 ,,,,,,5766.70 ,,,,,,
2016-01-21,,,,,,,6.30 ,,,,,,,,,,,,
2016-01-22,,,,,,,3.00 ,,,,,,,,,,,,58.15 
2016-01-23,,,,,,,6.70 ,,,,,,,,,,,,
2016-01-24,,,,,,,6.70 ,,,,,,,,,,,,
2016-01-25,,,,,22.00 ,,5.90 ,,,,,,,,,,,,
2016-01-26,,,,,,,6.00 ,,,,,,,,,,,,
2016-01-27,,,,,34.00 ,,6.30 ,,,,,,,,,,,,
2016-01-28,,,,,,,5.00 ,,,,,,,,,,,,
2016-01-29,,,,,,,6.00 ,,,,,,,,,,,,57.75 
2016-01-30,,,,,,,18.20 ,,,,,,,,,,,,
2016-01-31,4200.00 ,,,2595.40 ,,3117.20 ,4.40 ,,37.37 ,51.40 ,45.10 ,1552375.00 ,5549.50 ,,,,,58.81 ,
2016-02-01,,,,,21.00 ,,6.30 ,,,,,,,,,,,,
2016-02-02,,,,,,,5.00 ,,,,,,,,,,,,
2016-02-03,,,,,,,4.80 ,,,,,,,,,,,,
2016-02-04,,,,,,,6.40 ,,,,,,,,,,,,
2016-02-05,,,,,,,5.60 ,,,,,,,,,,,,57.55 
2016-02-06,,,,,,,6.00 ,,,,,,,,,,,,
2016-02-07,,,,,,,4.00 ,,,,,,,,,,,,
2016-02-08,,,,,,,6.00 ,,,,,,,,,,,,
2016-02-09,,,,,,,4.00 ,,,,,,,,,,,,
2016-02-10,,,,2592.00 ,,,6.00 ,,,,,,5605.40 ,,,,,,
2016-02-11,,,,,,,5.00 ,,,,,,,,,,,,
2016-02-12,,,,,,,5.50 ,,,,,,,,,,,,
2016-02-13,,,,,,,4.00 ,,,,,,,,,,,,
2016-02-14,,,,,,,6.00 ,,,,,,,,,,,,
2016-02-15,,,,,,,5.60 ,,,,,,,,,,,,
2016-02-16,,,,,,,4.80 ,,,,,,,,,,,,
2016-02-17,,,,,,,6.70 ,,,,,,,,,,,,
2016-02-18,,,,,,,5.50 ,,,,,,,,,,,,
2016-02-19,,,,,,,6.50 ,,,,,,,,,,,,58.26 
2016-02-20,,,,2579.00 ,,,5.20 ,,,,,,5655.80 ,,,,,,
2016-02-21,,,,,,,5.90 ,,,,,,,,,,,,
2016-02-22,,,,,20.00 ,,5.90 ,,,,,,,,,,,,
2016-02-23,,,,,,,6.60 ,,,,,,,,,,,,
2016-02-24,,,,,,,6.30 ,,,,,,,,,,,,
2016-02-25,,,,,,,4.80 ,,,,,,,,,,,,
2016-02-26,,,,,33.00 ,,5.90 ,,,,,,,,,,,,60.15 
2016-02-27,,,,,,,4.80 ,,,,,,,,,,,,
2016-02-28,,,,,,,5.20 ,,,,,,,,,,,,
2016-02-29,,,,2588.30 ,,2321.40 ,4.80 ,,40.07 ,50.20 ,50.20 ,1289907.00 ,5665.40 ,,,,,59.82 ,
2016-03-01,,,,,19.00 ,,7.40 ,,,,,,,,,,,,
2016-03-02,,,,,,,7.00 ,,,,,,,,,,,,
2016-03-03,,,,,,,5.20 ,,,,,,,,,,,,
2016-03-04,,,,,33.00 ,,5.20 ,,,,,,,,,,,,60.41 
2016-03-05,,,,,,,6.70 ,,,,,,,,,,,,
2016-03-06,,,,,,,6.00 ,,,,,,,,,,,,
2016-03-07,,,,,,,5.60 ,,,,,,,,,,,,
2016-03-08,,,,,19.00 ,,5.00 ,,,,,,,,,,,,
2016-03-09,,,,,,,3.30 ,,,,,,,,,,,,
2016-03-10,,,,2708.70 ,,,8.00 ,,,,,,5627.70 ,,,,,,
2016-03-11,,,,,33.00 ,,6.60 ,,,,,,,,,,,,70.06 
2016-03-12,,,,,,,5.90 ,,,,,,,,,,,,
2016-03-13,,,,,,,7.00 ,,,,,,,,,,,,
2016-03-14,,,,,,,9.00 ,,,,,,,,,,,,
2016-03-15,,,,,,,7.00 ,,,,,,,,,,,,
2016-03-16,,,,,20.00 ,,9.60 ,,,,,,,,,,,,
2016-03-17,,,,,,,8.10 ,,,,,,,,,,,,
2016-03-18,,,,,34.00 ,,8.90 ,,,,,,,,,,,,66.03 
2016-03-19,,,,,,,8.20 ,,,,,,,,,,,,
2016-03-20,,,,2845.20 ,,,8.50 ,,,,,,5744.60 ,,,,,,
2016-03-21,,,,,,,5.90 ,,,,,,,,,,,,
2016-03-22,,,,,22.00 ,,3.30 ,,,,,,,,,,,,
2016-03-23,,,,,,,7.00 ,,,,,,,,,,,,
2016-03-24,,,,,34.00 ,,7.00 ,,,,,,,,,,,,
2016-03-25,,,,,,,8.10 ,,,,,,,,,,,,68.28 
2016-03-26,,,,,,,7.80 ,,,,,,,,,,,,
2016-03-27,,,,,,,9.30 ,,,,,,,,,,,,
2016-03-28,,,,,,,8.50 ,,,,,,,,,,,,
2016-03-29,,,,,17.00 ,,8.70 ,,,,,,,,,,,,
2016-03-30,,,,,,,8.10 ,,,,,,,,,,,,
2016-03-31,4150.00 ,,10740.00 ,2860.00 ,,2889.10 ,11.00 ,,46.34 ,52.30 ,55.30 ,1443733.00 ,5750.80 ,4.04 ,5.70 ,7065.30 ,9922.50 ,69.56 ,
2016-04-01,,,,,35.00 ,,8.00 ,,,,,,,,,,,,69.49 
2016-04-02,,,,,,,11.00 ,,,,,,,,,,,,
2016-04-03,,,,,,,8.10 ,,,,,,,,,,,,
2016-04-04,,,,,,,9.00 ,,,,,,,,,,,,
2016-04-05,,,,,,,5.60 ,,,,,,,,,,,,
2016-04-06,,,,,15.00 ,,5.90 ,,,,,,,,,,,,
2016-04-07,,,,,22.00 ,,5.20 ,,,,,,,,,,,,
2016-04-08,,,,,35.00 ,,6.30 ,,,,,,,,,,,,71.20 
2016-04-09,,,,,,,7.00 ,,,,,,,,,,,,
2016-04-10,,,,2894.80 ,,,7.60 ,,,,,,5641.70 ,,,,,,
2016-04-11,,,,,,,6.00 ,,,,,,,,,,,,
2016-04-12,,,,,,,6.80 ,,,,,,,,,,,,
2016-04-13,,,,,16.00 ,,7.40 ,,,,,,,,,,,,
2016-04-14,,,,,,,8.60 ,,,,,,,,,,,,
2016-04-15,,,,,35.00 ,,5.80 ,,,,,,,,,,,,77.73 
2016-04-16,,,,,,,8.00 ,,,,,,,,,,,,
2016-04-17,,,,,,,7.50 ,,,,,,,,,,,,
2016-04-18,,,,,,,6.50 ,,,,,,,,,,,,
2016-04-19,,,,,17.00 ,,4.40 ,,,,,,,,,,,,
2016-04-20,,,,3091.10 ,35.00 ,,5.90 ,,,,,,5627.20 ,,,,,,
2016-04-21,,,,,,,6.00 ,,,,,,,,,,,,
2016-04-22,,,,,,,4.80 ,,,,,,,,,,,,82.43 
2016-04-23,,,,,,,5.90 ,,,,,,,,,,,,
2016-04-24,,,,,,,4.40 ,,,,,,,,,,,,
2016-04-25,,,,,,,5.50 ,,,,,,,,,,,,
2016-04-26,,,,,,,5.60 ,,,,,,,,,,,,
2016-04-27,,,,,,,4.80 ,,,,,,,,,,,,
2016-04-28,,,,,,,3.00 ,,,,,,,,,,,,
2016-04-29,,,,,33.00 ,,5.60 ,,,,,,,,,,,,86.02 
2016-04-30,4150.00 ,,11513.00 ,3348.00 ,,2485.10 ,4.50 ,,49.33 ,52.20 ,57.60 ,1379263.00 ,5672.40 ,,,6942.10 ,9667.60 ,81.91 ,
2016-05-01,,,,,,,5.30 ,,,,,,,,,,,,
2016-05-02,,,,,,,3.30 ,,,,,,,,,,,,
2016-05-03,,,,,,,7.00 ,,,,,,,,,,,,
2016-05-04,,,,,30.00 ,,4.40 ,,,,,,,,,,,,
2016-05-05,,,,,24.00 ,,3.00 ,,,,,,,,,,,,
2016-05-06,,,,,14.00 ,,4.70 ,,,,,,,,,,,,83.46 
2016-05-07,,,,,,,5.00 ,,,,,,,,,,,,
2016-05-08,,,,,,,6.00 ,,,,,,,,,,,,
2016-05-09,,,,,30.00 ,,5.30 ,,,,,,,,,,,,
2016-05-10,,,,3343.30 ,22.00 ,,5.60 ,,,,,,5698.00 ,,,,,,
2016-05-11,,,,,,,6.00 ,,,,,,,,,,,,
2016-05-12,,,,,25.00 ,,4.40 ,,,,,,,,,,,,
2016-05-13,,,,,30.00 ,,6.70 ,,,,,,,,,,,,76.55 
2016-05-14,,,,,,,4.80 ,,,,,,,,,,,,
2016-05-15,,,,,,,5.50 ,,,,,,,,,,,,
2016-05-16,,,,,,,4.70 ,,,,,,,,,,,,
2016-05-17,,,,,,,5.70 ,,,,,,,,,,,,
2016-05-18,,,,,,,4.40 ,,,,,,,,,,,,
2016-05-19,,,,,,,4.80 ,,,,,,,,,,,,
2016-05-20,,,,3175.30 ,30.00 ,,5.90 ,,,,,,5750.20 ,,,,,,72.77 
2016-05-21,,,,,,,6.30 ,,,,,,,,,,,,
2016-05-22,,,,,,,7.00 ,,,,,,,,,,,,
2016-05-23,,,,,,,7.00 ,,,,,,,,,,,,
2016-05-24,,,,,25.00 ,,7.80 ,,,,,,,,,,,,
2016-05-25,,,,,,,6.30 ,,,,,,,,,,,,
2016-05-26,,,,,30.00 ,,5.90 ,,,,,,,,,,,,
2016-05-27,,,,,24.00 ,,4.10 ,,,,,,,,,,,,68.20 
2016-05-28,,,,,,,6.30 ,,,,,,,,,,,,
2016-05-29,,,,,,,5.60 ,,,,,,,,,,,,
2016-05-30,,,,,24.00 ,,8.10 ,,,,,,,,,,,,
2016-05-31,4200.00 ,,10211.00 ,3063.30 ,30.00 ,2561.80 ,5.20 ,,55.95 ,52.30 ,55.30 ,1428592.00 ,5797.30 ,,,7050.40 ,9946.10 ,76.85 ,
2016-06-01,,,,,,,9.00 ,,,,,,,,,,,,
2016-06-02,,,,,30.00 ,,6.00 ,,,,,,,,,,,,
2016-06-03,,,,,22.00 ,,7.50 ,,,,,,,,,,,,66.05 
2016-06-04,,,,,,,6.70 ,,,,,,,,,,,,
2016-06-05,,,,,,,8.00 ,,,,,,,,,,,,
2016-06-06,,,,,,,4.80 ,,,,,,,,,,,,
2016-06-07,,,,,30.00 ,,7.70 ,,,,,,,,,,,,
2016-06-08,,,,,,,5.60 ,,,,,,,,,,,,
2016-06-09,,,,,,,9.50 ,,,,,,,,,,,,
2016-06-10,,,,2982.50 ,,,6.30 ,,,,,,5793.30 ,,,,,,66.83 
2016-06-11,,,,,,,8.70 ,,,,,,,,,,,,
2016-06-12,,,,,,,3.30 ,,,,,,,,,,,,
2016-06-13,,,,,24.00 ,,8.10 ,,,,,,,,,,,,
2016-06-14,,,,,30.00 ,,3.60 ,,,,,,,,,,,,
2016-06-15,,,,,,,7.60 ,,,,,,,,,,,,
2016-06-16,,,,,,,5.90 ,,,,,,,,,,,,
2016-06-17,,,,,,,7.40 ,,,,,,,,,,,,67.60 
2016-06-18,,,,,,,6.30 ,,,,,,,,,,,,
2016-06-19,,,,,,,6.30 ,,,,,,,,,,,,
2016-06-20,,,,2896.00 ,28.00 ,,6.30 ,,,,,,5799.40 ,,,,,,
2016-06-21,,,,,32.00 ,,7.40 ,,,,,,,,,,,,
2016-06-22,,,,,,,6.70 ,,,,,,,,,,,,
2016-06-23,,,,,25.00 ,,4.80 ,,,,,,,,,,,,
2016-06-24,,,,,28.00 ,,5.20 ,,,,,,,,,,,,66.48 
2016-06-25,,,,,,,6.30 ,,,,,,,,,,,,
2016-06-26,,,,,,,5.20 ,,,,,,,,,,,,
2016-06-27,,,,,29.00 ,,4.50 ,,,,,,,,,,,,
2016-06-28,,,,,,,9.90 ,,,,,,,,,,,,
2016-06-29,,,,,32.00 ,,5.90 ,,,,,,,,,,,,
2016-06-30,4200.00 ,7562.00 ,8278.00 ,2847.90 ,26.00 ,2399.52 ,9.60 ,,58.96 ,52.50 ,51.30 ,1435812.00 ,5760.50 ,4.05 ,6.00 ,6946.90 ,10071.50 ,70.17 ,
2016-07-01,,,,,,,7.00 ,,,,,,,,,,,,67.81 
2016-07-02,,,,,,,7.30 ,,,,,,,,,,,,
2016-07-03,,,,,,,4.10 ,,,,,,,,,,,,
2016-07-04,,,,,28.00 ,,4.70 ,,,,,,,,,,,,
2016-07-05,,,,,32.00 ,,5.60 ,,,,,,,,,,,,
2016-07-06,,,,,26.00 ,,8.20 ,,,,,,,,,,,,
2016-07-07,,,,,,,4.10 ,,,,,,,,,,,,
2016-07-08,,,,,,,7.80 ,,,,,,,,,,,,69.80 
2016-07-09,,,,,,,5.60 ,,,,,,,,,,,,
2016-07-10,,,,2873.70 ,,,4.70 ,,,,,,5706.80 ,,,,,,
2016-07-11,,,,,30.00 ,,3.70 ,,,,,,,,,,,,
2016-07-12,,,,,,,7.70 ,,,,,,,,,,,,
2016-07-13,,,,,28.00 ,,6.30 ,,,,,,,,,,,,
2016-07-14,,,,,,,8.00 ,,,,,,,,,,,,
2016-07-15,,,,,,,5.90 ,,,,,,,,,,,,72.49 
2016-07-16,,,,,,,8.40 ,,,,,,,,,,,,
2016-07-17,,,,,,,5.60 ,,,,,,,,,,,,
2016-07-18,,,,,,,5.60 ,,,,,,,,,,,,
2016-07-19,,,,,31.00 ,,14.70 ,,,,,,,,,,,,
2016-07-20,,,,2937.70 ,32.00 ,,7.00 ,,,,,,5536.20 ,,,,,,
2016-07-21,,,,,33.00 ,,5.20 ,,,,,,,,,,,,
2016-07-22,,,,,,,6.30 ,,,,,,,,,,,,71.26 
2016-07-23,,,,,,,7.00 ,,,,,,,,,,,,
2016-07-24,,,,,,,6.30 ,,,,,,,,,,,,
2016-07-25,,,,,34.00 ,,4.80 ,,,,,,,,,,,,
2016-07-26,,,,,34.00 ,,5.60 ,,,,,,,,,,,,
2016-07-27,,,,,,,5.90 ,,,,,,,,,,,,
2016-07-28,,,,,37.00 ,,5.20 ,,,,,,,,,,,,
2016-07-29,,,,,,,8.00 ,,,,,,,,,,,,71.55 
2016-07-30,,,,,,,8.20 ,,,,,,,,,,,,
2016-07-31,4200.00 ,,8215.00 ,2959.80 ,,2521.10 ,7.20 ,,54.76 ,52.10 ,54.60 ,1525309.00 ,5428.80 ,,,6680.70 ,9593.60 ,73.88 ,
2016-08-01,,,,,36.00 ,,7.80 ,,,,,,,,,,,,
2016-08-02,,,,,39.00 ,,6.80 ,,,,,,,,,,,,
2016-08-03,,,,,34.00 ,,7.40 ,,,,,,,,,,,,
2016-08-04,,,,,37.00 ,,8.00 ,,,,,,,,,,,,
2016-08-05,,,,,,,7.40 ,,,,,,,,,,,,73.20 
2016-08-06,,,,,,,7.00 ,,,,,,,,,,,,
2016-08-07,,,,,,,5.90 ,,,,,,,,,,,,
2016-08-08,,,,,37.00 ,,7.10 ,,,,,,,,,,,,
2016-08-09,,,,,40.00 ,,6.30 ,,,,,,,,,,,,
2016-08-10,,,,3067.40 ,,,8.50 ,,,,,,5311.60 ,,,,,,
2016-08-11,,,,,,,6.70 ,,,,,,,,,,,,
2016-08-12,,,,,,,7.80 ,,,,,,,,,,,,74.01 
2016-08-13,,,,,,,6.70 ,,,,,,,,,,,,
2016-08-14,,,,,,,8.00 ,,,,,,,,,,,,
2016-08-15,,,,,,,6.30 ,,,,,,,,,,,,
2016-08-16,,,,,39.00 ,,7.80 ,,,,,,,,,,,,
2016-08-17,,,,,38.00 ,,7.00 ,,,,,,,,,,,,
2016-08-18,,,,,,,6.30 ,,,,,,,,,,,,
2016-08-19,,,,,38.00 ,,6.30 ,,,,,,,,,,,,75.56 
2016-08-20,,,,3201.40 ,,,7.00 ,,,,,,5370.00 ,,,,,,
2016-08-21,,,,,,,7.00 ,,,,,,,,,,,,
2016-08-22,,,,,35.00 ,,7.00 ,,,,,,,,,,,,
2016-08-23,,,,,39.00 ,,7.80 ,,,,,,,,,,,,
2016-08-24,,,,,,,7.00 ,,,,,,,,,,,,
2016-08-25,,,,,,,5.60 ,,,,,,,,,,,,
2016-08-26,,,,,,,5.60 ,,,,,,,,,,,,76.85 
2016-08-27,,,,,,,8.40 ,,,,,,,,,,,,
2016-08-28,,,,,,,8.40 ,,,,,,,,,,,,
2016-08-29,,,,,34.00 ,,7.40 ,,,,,,,,,,,,
2016-08-30,,,,,36.00 ,,7.40 ,,,,,,,,,,,,
2016-08-31,4250.00 ,,7518.00 ,3312.90 ,,2907.00 ,6.70 ,,53.99 ,52.60 ,57.20 ,1585101.00 ,5546.10 ,,,6857.10 ,9790.60 ,78.26 ,
2016-09-01,,,,,,,11.80 ,,,,,,,,,,,,
2016-09-02,,,,,,,9.20 ,,,,,,,,,,,,76.58 
2016-09-03,,,,,,,8.40 ,,,,,,,,,,,,
2016-09-04,,,,,,,10.10 ,,,,,,,,,,,,
2016-09-05,,,,,31.00 ,,8.40 ,,,,,,,,,,,,
2016-09-06,,,,,31.00 ,,13.40 ,,,,,,,,,,,,
2016-09-07,,,,,,,7.80 ,,,,,,,,,,,,
2016-09-08,,,,,,,8.00 ,,,,,,,,,,,,
2016-09-09,,,,,,,7.40 ,,,,,,,,,,,,76.41 
2016-09-10,,,,3334.30 ,,,6.40 ,,,,,,5737.70 ,,,,,,
2016-09-11,,,,,,,8.10 ,,,,,,,,,,,,
2016-09-12,,,,,29.00 ,,7.70 ,,,,,,,,,,,,
2016-09-13,,,,,30.00 ,,5.90 ,,,,,,,,,,,,
2016-09-14,,,,,30.00 ,,6.90 ,,,,,,,,,,,,
2016-09-15,,,,,,,7.00 ,,,,,,,,,,,,
2016-09-16,,,,,,,5.90 ,,,,,,,,,,,,74.67 
2016-09-17,,,,,,,4.40 ,,,,,,,,,,,,
2016-09-18,,,,,,,6.00 ,,,,,,,,,,,,
2016-09-19,,,,,,,6.30 ,,,,,,,,,,,,
2016-09-20,,,,3294.30 ,30.00 ,,6.70 ,,,,,,5895.60 ,,,,,,
2016-09-21,,,,,,,7.40 ,,,,,,,,,,,,
2016-09-22,,,,,,,7.40 ,,,,,,,,,,,,
2016-09-23,,,,,30.00 ,,7.40 ,,,,,,,,,,,,73.89 
2016-09-24,,,,,,,7.00 ,,,,,,,,,,,,
2016-09-25,,,,,,,7.00 ,,,,,,,,,,,,
2016-09-26,,,,,30.00 ,,7.40 ,,,,,,,,,,,,
2016-09-27,,,,,30.00 ,,7.70 ,,,,,,,,,,,,
2016-09-28,,,,,,,6.40 ,,,,,,,,,,,,
2016-09-29,,,,,,,7.30 ,,,,,,,,,,,,
2016-09-30,4150.00 ,,8795.00 ,3286.30 ,,2971.00 ,7.40 ,,55.12 ,52.80 ,57.50 ,1449509.00 ,5891.90 ,4.04 ,6.10 ,6817.00 ,9809.30 ,78.40 ,74.19 
2016-10-01,,,,,,,8.70 ,,,,,,,,,,,,
2016-10-02,,,,,,,3.70 ,,,,,,,,,,,,
2016-10-03,,,,,,,3.80 ,,,,,,,,,,,,
2016-10-04,,,,,,,3.30 ,,,,,,,,,,,,
2016-10-05,,,,,,,3.80 ,,,,,,,,,,,,
2016-10-06,,,,,,,7.40 ,,,,,,,,,,,,
2016-10-07,,,,,,,8.00 ,,,,,,,,,,,,
2016-10-08,,,,,,,7.60 ,,,,,,,,,,,,
2016-10-09,,,,,,,6.20 ,,,,,,,,,,,,
2016-10-10,,,,3383.30 ,,,6.40 ,,,,,,5987.00 ,,,,,,
2016-10-11,,,,,32.00 ,,6.20 ,,,,,,,,,,,,
2016-10-12,,,,,39.00 ,,6.70 ,,,,,,,,,,,,
2016-10-13,,,,,,,5.90 ,,,,,,,,,,,,
2016-10-14,,,,,,,5.00 ,,,,,,,,,,,,75.49 
2016-10-15,,,,,,,4.80 ,,,,,,,,,,,,
2016-10-16,,,,,,,5.20 ,,,,,,,,,,,,
2016-10-17,,,,,41.00 ,,5.50 ,,,,,,,,,,,,
2016-10-18,,,,,41.00 ,,6.30 ,,,,,,,,,,,,
2016-10-19,,,,,,,6.00 ,,,,,,,,,,,,
2016-10-20,,,,3470.30 ,38.00 ,,3.70 ,,,,,,6062.70 ,,,,,,
2016-10-21,,,,,,,6.00 ,,,,,,,,,,,,77.92 
2016-10-22,,,,,,,5.90 ,,,,,,,,,,,,
2016-10-23,,,,,,,5.90 ,,,,,,,,,,,,
2016-10-24,,,,,43.00 ,,7.70 ,,,,,,,,,,,,
2016-10-25,,,,,,,12.60 ,,,,,,,,,,,,
2016-10-26,,,,,45.00 ,,6.60 ,,,,,,,,,,,,
2016-10-27,,,,,48.00 ,,6.30 ,,,,,,,,,,,,
2016-10-28,,,,,,,7.00 ,,,,,,,,,,,,79.27 
2016-10-29,,,,,,,6.30 ,,,,,,,,,,,,
2016-10-30,,,,,,,7.30 ,,,,,,,,,,,,
2016-10-31,4250.00 ,,9286.00 ,3591.20 ,50.00 ,3352.00 ,7.00 ,,61.60 ,53.30 ,62.60 ,1516813.00 ,6129.00 ,,,6850.80 ,9767.90 ,81.78 ,
2016-11-01,,,,,,,8.70 ,,,,,,,,,,,,
2016-11-02,,,,,50.00 ,,6.30 ,,,,,,,,,,,,
2016-11-03,,,,,,,9.00 ,,,,,,,,,,,,
2016-11-04,,,,,,,8.00 ,,,,,,,,,,,,82.06 
2016-11-05,,,,,,,6.00 ,,,,,,,,,,,,
2016-11-06,,,,,,,7.30 ,,,,,,,,,,,,
2016-11-07,,,,,51.00 ,,8.50 ,,,,,,,,,,,,
2016-11-08,,,,,,,8.00 ,,,,,,,,,,,,
2016-11-09,,,,,56.00 ,,7.70 ,,,,,,,,,,,,
2016-11-10,,,,3799.60 ,53.00 ,,7.50 ,,,,,,6022.30 ,,,,,,
2016-11-11,,,,,,,5.50 ,,,,,,,,,,,,88.74 
2016-11-12,,,,,,,8.60 ,,,,,,,,,,,,
2016-11-13,,,,,,,6.50 ,,,,,,,,,,,,
2016-11-14,,,,,,,7.70 ,,,,,,,,,,,,
2016-11-15,,,,,60.00 ,,9.50 ,,,,,,,,,,,,
2016-11-16,,,,,,,7.00 ,,,,,,,,,,,,
2016-11-17,,,,,53.00 ,,6.70 ,,,,,,,,,,,,
2016-11-18,,,,,,,6.60 ,,,,,,,,,,,,88.68 
2016-11-19,,,,,,,7.40 ,,,,,,,,,,,,
2016-11-20,,,,4014.00 ,,,5.50 ,,,,,,5968.00 ,,,,,,
2016-11-21,,,,,,,6.30 ,,,,,,,,,,,,
2016-11-22,,,,,45.00 ,,7.00 ,,,,,,,,,,,,
2016-11-23,,,,,60.00 ,,6.70 ,,,,,,,,,,,,
2016-11-24,,,,,53.00 ,,,,,,,,,,,,,,
2016-11-25,,,,,,,6.50 ,,,,,,,,,,,,88.99 
2016-11-26,,,,,,,9.00 ,,,,,,,,,,,,
2016-11-27,,,,,,,7.80 ,,,,,,,,,,,,
2016-11-28,,,,,58.00 ,,10.20 ,,,,,,,,,,,,
2016-11-29,,,,,52.00 ,,7.40 ,,,,,,,,,,,,
2016-11-30,4200.00 ,,10774.00 ,4029.40 ,60.00 ,3759.00 ,7.60 ,,57.03 ,53.90 ,68.30 ,1657569.00 ,6057.60 ,,,6629.00 ,9540.40 ,91.82 ,
2016-12-01,,,,,55.00 ,,7.40 ,,,,,,,,,,,,
2016-12-02,,,,,,,8.40 ,,,,,,,,,,,,93.23 
2016-12-03,,,,,,,7.80 ,,,,,,,,,,,,
2016-12-04,,,,,,,8.80 ,,,,,,,,,,,,
2016-12-05,,,,,56.00 ,,7.20 ,,,,,,,,,,,,
2016-12-06,,,,,56.00 ,,6.70 ,,,,,,,,,,,,
2016-12-07,,,,,52.00 ,,8.50 ,,,,,,,,,,,,
2016-12-08,,,,,50.00 ,,8.70 ,,,,,,,,,,,,
2016-12-09,,,,,,,8.60 ,,,,,,,,,,,,96.90 
2016-12-10,,,,4106.90 ,,,8.90 ,,,,,,6410.80 ,,,,,,
2016-12-11,,,,,,,8.20 ,,,,,,,,,,,,
2016-12-12,,,,,49.00 ,,10.00 ,,,,,,,,,,,,
2016-12-13,,,,,,,10.00 ,,,,,,,,,,,,
2016-12-14,,,,,45.00 ,,7.20 ,,,,,,,,,,,,
2016-12-15,,,,,42.00 ,,8.60 ,,,,,,,,,,,,
2016-12-16,,,,,,,8.20 ,,,,,,,,,,,,102.90 
2016-12-17,,,,,,,8.50 ,,,,,,,,,,,,
2016-12-18,,,,,,,6.30 ,,,,,,,,,,,,
2016-12-19,,,,,50.00 ,,6.30 ,,,,,,,,,,,,
2016-12-20,,,,4271.20 ,48.00 ,,6.50 ,,,,,,6881.80 ,,,,,,
2016-12-21,,,,,48.00 ,,7.80 ,,,,,,,,,,,,
2016-12-22,,,,,,,8.90 ,,,,,,,,,,,,
2016-12-23,,,,,46.00 ,,7.80 ,,,,,,,,,,,,100.79 
2016-12-24,,,,,,,6.30 ,,,,,,,,,,,,
2016-12-25,,,,,,,10.90 ,,,,,,,,,,,,
2016-12-26,,,,,43.00 ,,6.70 ,,,,,,,,,,,,
2016-12-27,,,,,45.00 ,,10.50 ,,,,,,,,,,,,
2016-12-28,,,,,45.00 ,,7.40 ,,,,,,,,,,,,
2016-12-29,,,,,,,10.60 ,,,,,,,,,,,,
2016-12-30,,,,,,,7.80 ,,,,,,,,,,,,97.60 
2016-12-31,4150.00 ,7424.00 ,11920.00 ,4248.80 ,,3841.00 ,8.80 ,,64.09 ,53.30 ,69.60 ,1707814.00 ,7023.50 ,4.02 ,6.10 ,6721.87 ,9571.14 ,103.02 ,
2017-01-01,,,,,,,5.20 ,,,,,,,,,,,,
2017-01-02,,,,,,,4.00 ,,,,,,,,,,,,
2017-01-03,,,,,43.00 ,,8.10 ,,,,,,,,,,,,
2017-01-04,,,,,,,3.70 ,,,,,,,,,,,,
2017-01-05,,,,,43.00 ,,7.40 ,,,,,,,,,,,,
2017-01-06,,,,,,,10.00 ,,,,,,,,,,,,96.68 
2017-01-07,,,,,,,8.50 ,,,,,,,,,,,,
2017-01-08,,,,,,,10.30 ,,,,,,,,,,,,
2017-01-09,,,,,,,9.30 ,,,,,,,,,,,,
2017-01-10,,,,4196.20 ,42.00 ,,10.00 ,,,,,,6531.40 ,,,,,,
2017-01-11,,,,,43.00 ,,8.60 ,,,,,,,,,,,,
2017-01-12,,,,,,,10.70 ,,,,,,,,,,,,
2017-01-13,,,,,42.00 ,,9.30 ,,,,,,,,,,,,97.18 
2017-01-14,,,,,,,9.30 ,,,,,,,,,,,,
2017-01-15,,,,,,,9.30 ,,,,,,,,,,,,
2017-01-16,,,,,38.00 ,,7.60 ,,,,,,,,,,,,
2017-01-17,,,,,40.00 ,,9.30 ,,,,,,,,,,,,
2017-01-18,,,,,40.00 ,,7.80 ,,,,,,,,,,,,
2017-01-19,,,,,40.00 ,,8.50 ,,,,,,,,,,,,
2017-01-20,,,,4183.50 ,,,6.30 ,,,,,,6490.00 ,,,,,,98.46 
2017-01-21,,,,,,,8.80 ,,,,,,,,,,,,
2017-01-22,,,,,32.00 ,,7.50 ,,,,,,,,,,,,
