指标名称,申万行业指数:半导体,申万行业指数:市盈率:半导体,申万行业指数:总市值:半导体,申万行业指数:半导体材料,Wind行业指数:半导体与半导体生产设备,Wind行业指数:半导体产品与半导体设备,Wind行业指数:半导体设备,Wind行业指数:半导体产品,出厂价(含税):多晶硅片(A片):国内主流厂商平均,出厂价(含税):八寸单晶硅片(A片):国内主流厂商平均,出厂价(含税):六寸半单晶硅片(A片):国内主流厂商平均,进口金额:半导体器件封装材料(32141010):当月值,半导体:销售额:合计:当月值,半导体:销售额:全球:三个月移动平均值,半导体:销量:全球:当季值,费城半导体指数,台湾半导体行业指数,华强北指数:半导体二极管,华强北指数:半导体三极管,美国:产能利用率:制造业(NAICS):半导体及相关设备:季调,日本:工业生产指数:半导体和平板显示器制造设备,现货价(周平均价):单晶硅片(156mm×156mm),出货量:硅片:全球,含税价:无取向硅钢片:0.5mm:上海,出口交货值:计算机、通信和其他电子设备制造业:当月值,计算机、通信和其他电子设备制造业:营业收入:累计值,PPI:计算机、通信和其他电子设备制造业:当月同比,PPI:计算机、通信和其他电子设备制造业:当月同比,Wind行业指数:电子设备、仪器和元件,企业家信心指数:预期指数:计算机、通信和其他电子设备制造业,市场价:进口硅料:国内,申万行业指数:LED,价格:液晶显示器面板:21.5寸:LED:FHD,出厂价(含税):国产原生多晶硅(一级料):国内主流厂商平均,经销价(不含税):进口原生多晶硅:国外主流厂商平均,用电量:交通运输、电气、电子设备制造业:轻工业:当月值
2010-08-15,,,,,,,,,26.68 ,32.29 ,18.41 ,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-16,1193.95 ,134.14 ,1226.38 ,766.02 ,1152.92 ,1152.92 ,,1158.41 ,26.68 ,32.29 ,18.41 ,,,,,324.26 ,74.82 ,,,,,,,,,,,,1672.79 ,,,1615.86 ,,,,
2010-08-17,1208.09 ,135.72 ,1241.05 ,778.34 ,1169.79 ,1169.79 ,,1175.60 ,26.68 ,32.29 ,18.41 ,,,,,328.60 ,74.30 ,,,,,,,,,,,,1687.05 ,,,1634.45 ,,,,
2010-08-18,1223.61 ,137.47 ,1248.05 ,777.77 ,1177.95 ,1177.95 ,,1184.41 ,26.68 ,32.29 ,18.41 ,,,,,332.10 ,74.15 ,,,,,,,,,,,,1694.11 ,,,1632.14 ,,,,
2010-08-19,1223.29 ,136.42 ,1337.75 ,774.99 ,1174.87 ,1174.87 ,,1181.41 ,26.68 ,32.29 ,18.53 ,,,,,326.42 ,74.81 ,,,,,,,,,,,,1697.30 ,,,1644.83 ,,,,
2010-08-20,1202.96 ,134.15 ,1311.27 ,770.89 ,1157.79 ,1157.79 ,,1164.78 ,26.68 ,32.29 ,18.53 ,,,,,327.88 ,74.38 ,,,,,,,,,,,,1666.35 ,,,1629.94 ,90.00 ,,,
2010-08-21,,,,,,,,,26.68 ,32.29 ,18.53 ,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-22,,,,,,,,,26.68 ,32.29 ,18.59 ,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,1213.75 ,135.35 ,1323.44 ,781.03 ,1178.05 ,1178.05 ,,1185.44 ,26.68 ,32.29 ,18.64 ,,,,,323.78 ,74.31 ,,,,,,,,,,,,1693.28 ,,,1646.72 ,,492.00 ,,
2010-08-24,1224.34 ,136.54 ,1332.26 ,782.24 ,1189.91 ,1189.91 ,,1197.11 ,26.68 ,32.29 ,18.69 ,,,,,318.41 ,73.73 ,,,,,,,,,,,,1704.06 ,,,1654.55 ,,496.00 ,,
2010-08-25,1190.26 ,132.73 ,1288.68 ,753.29 ,1159.01 ,1159.01 ,,1166.62 ,26.68 ,32.29 ,18.69 ,,,,,321.50 ,71.91 ,,,,,,,,,,,,1677.28 ,,,1604.37 ,,496.00 ,,
2010-08-26,1208.35 ,134.75 ,1304.90 ,756.81 ,1176.69 ,1176.69 ,,1184.58 ,26.68 ,32.29 ,18.77 ,,,,,315.23 ,71.90 ,,,,,,,,,,,,1693.34 ,,,1604.54 ,,500.00 ,,
2010-08-27,1221.38 ,136.21 ,1322.81 ,771.63 ,1188.93 ,1188.93 ,,1197.44 ,26.68 ,32.29 ,18.83 ,,,,,321.76 ,71.77 ,,,,,,,,,,,,1695.83 ,,,1617.90 ,,496.00 ,,
2010-08-28,,,,,,,,,26.68 ,32.29 ,18.89 ,,,,,,,,,,,,,,,,,,,,,,,500.00 ,,
2010-08-29,,,,,,,,,26.68 ,32.29 ,18.91 ,,,,,,,,,,,,,,,,,,,,,,,500.00 ,,
2010-08-30,1259.84 ,140.49 ,1366.34 ,799.63 ,1227.58 ,1227.58 ,,1235.78 ,26.68 ,32.29 ,19.09 ,,,,,313.58 ,71.70 ,,,,,,,,,,,,1745.00 ,,,1676.13 ,,516.00 ,,
2010-08-31,1270.84 ,141.72 ,1377.92 ,814.50 ,1237.42 ,1237.42 ,,1245.21 ,26.68 ,32.29 ,19.20 ,1634.25 ,25.72 ,25.60 ,,307.49 ,70.63 ,,,79.82 ,99.10 ,,,,2996.10 ,,-1.05 ,98.95 ,1760.47 ,,,1678.30 ,,516.00 ,,233963.00 
2010-09-01,1258.91 ,58.75 ,1361.28 ,802.86 ,1223.70 ,1223.70 ,,1232.50 ,26.68 ,32.29 ,19.34 ,,,,,316.75 ,70.89 ,,,,,,,,,,,,1733.49 ,,,1692.36 ,,542.00 ,,
2010-09-02,1278.43 ,59.66 ,1392.49 ,804.22 ,1242.12 ,1242.12 ,,1251.45 ,27.30 ,32.37 ,19.49 ,,,,,323.32 ,71.72 ,,,,,,,,,,,,1758.62 ,,,1711.12 ,,566.00 ,,
2010-09-03,1289.88 ,60.50 ,1550.59 ,827.03 ,1266.35 ,1266.35 ,,1276.38 ,27.38 ,32.59 ,19.67 ,,,,,328.71 ,73.51 ,,,,,,,,,,,,1783.14 ,,,1697.42 ,,598.00 ,,
2010-09-04,,,,,,,,,27.38 ,32.66 ,19.84 ,,,,,,,,,,,,,,,,,,,,,,,598.00 ,,
2010-09-05,,,,,,,,,27.50 ,32.80 ,19.99 ,,,,,,,,,,,,,,,,,,,,,,85.00 ,598.00 ,,
2010-09-06,1275.20 ,59.81 ,1525.05 ,801.18 ,1241.09 ,1241.09 ,,1251.56 ,27.83 ,32.80 ,20.04 ,,,,,,74.37 ,,,,,,,,,,,,1762.77 ,,,1692.30 ,,608.00 ,,
2010-09-07,1300.05 ,60.97 ,1553.94 ,804.27 ,1271.41 ,1271.41 ,,1283.03 ,28.00 ,32.80 ,20.13 ,,,,,322.31 ,73.75 ,,,,,,,,,,,,1772.00 ,,,1726.68 ,,614.00 ,,
2010-09-08,1303.48 ,61.13 ,1552.91 ,812.08 ,1276.73 ,1276.73 ,,1288.65 ,28.00 ,32.80 ,20.17 ,,,,,320.90 ,72.91 ,,,,,,,,,,,,1784.69 ,,,1729.14 ,,644.00 ,,
2010-09-09,1288.43 ,60.43 ,1537.79 ,810.83 ,1257.82 ,1257.82 ,,1268.97 ,28.00 ,32.80 ,20.24 ,,,,,321.08 ,72.90 ,,,,,,,,,,,,1765.79 ,,,1706.13 ,,644.00 ,,
2010-09-10,1297.05 ,60.83 ,1544.33 ,817.95 ,1258.54 ,1258.54 ,,1268.33 ,28.17 ,32.80 ,20.74 ,,,,,316.57 ,73.47 ,,,,,,,,,,,,1766.97 ,,,1762.00 ,,662.00 ,,
2010-09-11,,,,,,,,,28.25 ,32.80 ,21.24 ,,,,,,,,,,,,,,,,,,,,,,,662.00 ,,
2010-09-12,,,,,,,,,28.25 ,32.80 ,21.77 ,,,,,,,,,,,,,,,,,,,,,,,662.00 ,,
2010-09-13,1323.62 ,62.08 ,1576.48 ,838.02 ,1285.23 ,1285.23 ,,1293.73 ,28.25 ,32.80 ,22.26 ,,,,,327.17 ,74.81 ,,,,,,,,,,,,1803.83 ,,,1796.21 ,,662.00 ,,
2010-09-14,1334.30 ,62.58 ,1578.71 ,877.15 ,1323.88 ,1323.88 ,,1332.75 ,28.25 ,32.80 ,22.64 ,,,,,332.76 ,75.28 ,,,,,,,,,,,,1832.06 ,,,1781.04 ,,684.00 ,,
2010-09-15,1292.37 ,60.61 ,1522.25 ,838.15 ,1282.63 ,1282.63 ,,1290.95 ,28.67 ,32.80 ,22.74 ,,,,,331.64 ,75.39 ,,,,,,,,,,,,1799.63 ,,,1740.30 ,,692.00 ,,
2010-09-16,1265.76 ,60.13 ,1507.46 ,813.09 ,1260.77 ,1260.77 ,,1270.22 ,28.67 ,32.80 ,22.80 ,,,,,334.24 ,74.66 ,,,,,,,,,,,,1757.40 ,,,1714.73 ,,730.00 ,,
2010-09-17,1248.82 ,59.32 ,1488.33 ,818.24 ,1251.41 ,1251.41 ,,1259.96 ,28.92 ,32.80 ,22.80 ,,,,,334.35 ,75.27 ,,,,,,,,,,,,1751.70 ,,,1668.79 ,,740.00 ,,
2010-09-18,,,,,,,,,28.92 ,32.80 ,22.80 ,,,,,,,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-19,,,,,,,,,28.92 ,33.09 ,22.80 ,,,,,,,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-20,1227.42 ,58.31 ,1456.60 ,788.21 ,1232.67 ,1232.67 ,,1241.78 ,29.08 ,33.21 ,23.19 ,,,,,336.12 ,75.49 ,,,,,,,,,,,,1731.43 ,,,1655.67 ,79.00 ,740.00 ,,
2010-09-21,1215.68 ,57.75 ,1432.59 ,794.00 ,1210.12 ,1210.12 ,,1218.43 ,29.08 ,33.44 ,23.66 ,,,,,335.29 ,75.83 ,,,,,,,,,,,,1714.20 ,,,1598.30 ,,740.00 ,,
2010-09-22,,,,,,,,,29.08 ,33.53 ,23.91 ,,,,,330.45 ,,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-23,,,,,,,,,29.08 ,33.66 ,23.97 ,,,,,332.83 ,74.60 ,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-24,,,,,,,,,29.08 ,33.86 ,23.97 ,,,,,346.14 ,73.99 ,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-25,,,,,,,,,29.08 ,33.90 ,23.97 ,,,,,,,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-26,,,,,,,,,29.08 ,33.90 ,23.97 ,,,,,,,,,,,,,,,,,,,,,,,740.00 ,,
2010-09-27,1240.34 ,58.92 ,1458.26 ,806.12 ,1237.20 ,1237.20 ,,1246.14 ,29.08 ,33.90 ,23.91 ,,,,,343.80 ,74.46 ,,,,,,,,,,,,1760.98 ,,,1622.87 ,,740.00 ,,
2010-09-28,1228.11 ,58.34 ,1433.85 ,807.16 ,1237.25 ,1237.25 ,,1246.20 ,29.08 ,33.90 ,23.77 ,,,,,349.46 ,74.58 ,,,,,,,,,,,,1758.14 ,,,1588.94 ,,740.00 ,,
2010-09-29,1231.41 ,58.45 ,1436.64 ,800.35 ,1216.61 ,1216.61 ,,1225.48 ,29.08 ,33.79 ,23.59 ,,,,,351.79 ,75.27 ,,,,,,,,,,,,1742.74 ,,,1636.30 ,,726.00 ,,
2010-09-30,1248.40 ,59.25 ,1452.76 ,804.01 ,1234.98 ,1234.98 ,,1244.69 ,29.08 ,33.63 ,23.30 ,1868.08 ,26.33 ,26.21 ,1791.00 ,349.24 ,75.50 ,93.73 ,147.46 ,80.63 ,132.00 ,,2489.00 ,,3065.30 ,,-0.71 ,99.29 ,1765.72 ,,,1670.05 ,,716.00 ,,209690.00 
2010-10-01,,,,,,,,,29.00 ,33.63 ,23.30 ,,,,,348.06 ,75.67 ,,,,,,,,,,,,,,,,,716.00 ,,
2010-10-02,,,,,,,,,29.00 ,33.51 ,23.30 ,,,,,,,,,,,,,,,,,,,,,,,716.00 ,,
2010-10-03,,,,,,,,,28.75 ,33.36 ,23.30 ,,,,,,,,,,,,,,,,,,,,,,,716.00 ,,
2010-10-04,,,,,,,,,28.75 ,33.20 ,23.30 ,,,,,343.12 ,74.45 ,,,,,,,,,,,,,,,,,714.00 ,,
2010-10-05,,,,,,,,,28.75 ,33.17 ,23.30 ,,,,,350.91 ,73.64 ,,,,,,,,,,,,,,,,78.00 ,714.00 ,,
2010-10-06,,,,,,,,,28.75 ,33.17 ,23.30 ,,,,,345.34 ,74.09 ,,,,,,,,,,,,,,,,,710.00 ,,
2010-10-07,,,,,,,,,28.75 ,33.17 ,23.30 ,,,,,346.83 ,73.86 ,,,,,,,,,,,,,,,,,698.00 ,,
2010-10-08,1270.08 ,60.28 ,1482.86 ,819.90 ,1258.08 ,1258.08 ,,1266.48 ,28.75 ,33.17 ,23.01 ,,,,,350.15 ,73.89 ,,,,,,,,,,,,1795.20 ,,,1690.69 ,,688.00 ,,
2010-10-09,,,,,,,,,28.55 ,33.17 ,22.97 ,,,,,,,,,,,,,,,,,,,,,,,684.00 ,,
2010-10-10,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,684.00 ,,
2010-10-11,1268.97 ,60.23 ,1478.14 ,813.19 ,1266.94 ,1266.94 ,,1277.15 ,28.55 ,33.17 ,22.94 ,,,,,352.67 ,73.52 ,,,,,,,,,,,,1773.14 ,,,1676.71 ,,678.00 ,,
2010-10-12,1273.68 ,60.45 ,1484.38 ,815.33 ,1264.33 ,1264.33 ,,1274.90 ,28.55 ,33.17 ,22.94 ,,,,,355.32 ,72.68 ,,,,,,,,,,,,1774.77 ,,,1676.60 ,,678.00 ,,
2010-10-13,1272.81 ,60.41 ,1478.96 ,812.94 ,1269.24 ,1269.24 ,,1279.53 ,28.55 ,33.17 ,22.94 ,,,,,355.66 ,72.84 ,,,,,,,,,,,,1786.05 ,,,1668.67 ,,678.00 ,,
2010-10-14,1226.38 ,58.21 ,1431.75 ,791.97 ,1227.68 ,1227.68 ,,1236.67 ,28.55 ,33.17 ,22.94 ,,,,,354.83 ,73.42 ,,,,,,,,,,,,1712.33 ,,,1578.47 ,,678.00 ,,
2010-10-15,1216.71 ,58.82 ,1459.16 ,797.76 ,1226.57 ,1226.57 ,,1236.45 ,28.55 ,33.17 ,22.94 ,,,,,357.12 ,72.70 ,,,,,,,,,,,,1709.15 ,,,1543.94 ,,678.00 ,,
2010-10-16,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,678.00 ,,
2010-10-17,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,678.00 ,,
2010-10-18,1183.46 ,57.16 ,1418.48 ,760.37 ,1201.99 ,1201.99 ,,1212.07 ,28.55 ,33.17 ,22.94 ,,,,,354.57 ,71.17 ,,,,,,,,,,,,1684.96 ,,,1477.36 ,,678.00 ,,
2010-10-19,1236.91 ,59.74 ,1489.65 ,787.72 ,1251.55 ,1251.55 ,,1261.68 ,28.55 ,33.17 ,22.94 ,,,,,349.62 ,71.51 ,,,,,,,,,,,,1754.66 ,,,1555.56 ,,678.00 ,,
2010-10-20,1241.57 ,59.96 ,1491.74 ,788.35 ,1256.65 ,1256.65 ,,1267.20 ,28.55 ,33.17 ,22.94 ,,,,,351.78 ,72.46 ,,,,,,,,,,,,1761.45 ,,,1562.34 ,78.00 ,678.00 ,,
2010-10-21,1250.34 ,60.39 ,1498.97 ,810.56 ,1274.84 ,1274.84 ,,1285.48 ,28.55 ,33.17 ,22.94 ,,,,,349.86 ,72.15 ,,,,,,,,,,,,1786.26 ,,,1570.27 ,,678.00 ,,
2010-10-22,1279.03 ,61.18 ,1517.69 ,825.40 ,1299.31 ,1299.31 ,,1310.75 ,28.55 ,33.17 ,22.94 ,,,,,356.94 ,72.67 ,,,,,,,,,,,,1815.49 ,,,1604.75 ,,670.00 ,,
2010-10-23,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,670.00 ,,
2010-10-24,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,670.00 ,,
2010-10-25,1310.50 ,62.68 ,1561.29 ,853.19 ,1334.21 ,1334.21 ,,1345.45 ,28.55 ,33.17 ,22.94 ,,,,,360.78 ,73.53 ,,,,,,,,,,,,1867.97 ,,,1637.43 ,,670.00 ,,
2010-10-26,1342.78 ,64.14 ,1574.99 ,858.18 ,1376.48 ,1376.48 ,,1388.55 ,28.55 ,33.17 ,22.94 ,,,,,359.36 ,73.79 ,,,,,,,,,,,,1877.87 ,,,1640.14 ,,670.00 ,,
2010-10-27,1313.20 ,62.75 ,1550.11 ,867.56 ,1340.76 ,1340.76 ,,1352.26 ,28.55 ,33.17 ,22.94 ,,,,,370.45 ,73.13 ,,,,,,,,,,,,1879.95 ,,,1605.36 ,,670.00 ,,
2010-10-28,1319.29 ,63.08 ,1548.09 ,880.31 ,1355.28 ,1355.28 ,,1366.71 ,28.55 ,33.17 ,22.94 ,,,,,370.34 ,74.36 ,,,,,,,,,,,,1922.01 ,,,1588.01 ,,670.00 ,,
2010-10-29,1347.12 ,65.54 ,1597.37 ,902.30 ,1387.52 ,1387.52 ,,1399.48 ,28.55 ,33.17 ,22.94 ,,,,,372.64 ,74.07 ,,,,,,,,,,,,1967.88 ,,,1630.63 ,,670.00 ,,
2010-10-30,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,670.00 ,,
2010-10-31,,,,,,,,,28.55 ,33.17 ,22.94 ,1317.79 ,26.20 ,26.20 ,,,,,,81.19 ,100.20 ,,,,3138.10 ,,-1.12 ,98.88 ,,,,,,670.00 ,,201035.00 
2010-11-01,1403.48 ,68.28 ,1662.84 ,943.40 ,1445.54 ,1445.54 ,,1457.11 ,28.55 ,33.17 ,22.94 ,,,,,371.45 ,74.72 ,,,,,,,,,,,,2020.89 ,,,1694.41 ,,670.00 ,,
2010-11-02,1373.48 ,66.83 ,1623.48 ,924.59 ,1439.89 ,1439.89 ,,1452.49 ,28.55 ,33.17 ,22.94 ,,,,,374.19 ,74.02 ,,,,,,,,,,,,1992.73 ,,,1655.78 ,,670.00 ,,
2010-11-03,1335.53 ,64.98 ,1578.80 ,901.65 ,1391.42 ,1391.42 ,,1402.55 ,28.55 ,33.17 ,22.94 ,,,,,377.81 ,73.99 ,,,,,,,,,,,,1944.21 ,,,1598.12 ,,670.00 ,,
2010-11-04,1362.85 ,66.31 ,1610.13 ,935.45 ,1432.75 ,1432.75 ,,1443.31 ,,33.17 ,22.94 ,,,,,389.75 ,74.59 ,,,,,,,,,,,,2017.33 ,,,1624.48 ,,670.00 ,,
2010-11-05,1378.97 ,67.09 ,1626.97 ,950.66 ,1454.96 ,1454.96 ,,1466.17 ,28.55 ,33.21 ,22.94 ,,,,,392.02 ,74.87 ,,,,,,,,,,,,2049.87 ,,,1622.23 ,78.00 ,662.00 ,,
2010-11-06,,,,,,,,,28.55 ,33.21 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,662.00 ,,
2010-11-07,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,662.00 ,,
2010-11-08,1422.52 ,69.21 ,1682.00 ,981.17 ,1485.04 ,1485.04 ,,1494.44 ,28.55 ,33.17 ,22.94 ,,,,,391.88 ,73.48 ,,,,,,,,,,,,2088.66 ,,,1682.69 ,,662.00 ,,
2010-11-09,1429.73 ,69.56 ,1685.59 ,984.90 ,1487.78 ,1487.78 ,,1497.48 ,28.55 ,33.17 ,22.94 ,,,,,387.32 ,74.07 ,,,,,,,,,,,,2092.55 ,,,1664.56 ,,662.00 ,,
2010-11-10,1447.72 ,70.44 ,1723.70 ,1014.98 ,1504.91 ,1504.91 ,,1513.97 ,28.55 ,33.17 ,22.94 ,,,,,387.34 ,74.13 ,,,,,,,,,,,,2102.67 ,,,1710.59 ,,660.00 ,,
2010-11-11,1415.97 ,68.89 ,1687.60 ,985.91 ,1473.69 ,1473.69 ,,1482.31 ,28.55 ,33.17 ,22.94 ,,,,,382.49 ,73.99 ,,,,,,,,,,,,2073.40 ,,,1676.71 ,,660.00 ,,
2010-11-12,1318.09 ,64.22 ,1588.15 ,932.52 ,1367.37 ,1367.37 ,,1374.19 ,28.55 ,33.17 ,22.94 ,,,,,382.61 ,73.14 ,,,,,,,,,,,,1953.75 ,,,1568.26 ,,660.00 ,,
2010-11-13,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,660.00 ,,
2010-11-14,,,,,,,,,28.55 ,33.17 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,660.00 ,,
2010-11-15,1360.75 ,66.30 ,1650.97 ,976.76 ,1411.77 ,1411.77 ,,1417.96 ,28.55 ,33.17 ,22.94 ,,,,,379.57 ,73.81 ,,,,,,,,,,,,2026.66 ,,,1614.62 ,,660.00 ,,
2010-11-16,1312.03 ,63.92 ,1606.54 ,941.19 ,1355.11 ,1355.11 ,,1360.24 ,28.55 ,33.17 ,22.94 ,,,,,374.07 ,74.21 ,,,,,,,,,,,,1934.10 ,,,1547.46 ,,660.00 ,,
2010-11-17,1271.32 ,61.94 ,1546.01 ,921.27 ,1318.44 ,1318.44 ,,1324.48 ,28.55 ,33.17 ,22.94 ,,,,,373.85 ,73.66 ,,,,,,,,,,,,1864.88 ,,,1485.94 ,,660.00 ,,
2010-11-18,1296.42 ,63.16 ,1576.36 ,938.74 ,1347.08 ,1347.08 ,,1353.21 ,28.55 ,33.17 ,22.94 ,,,,,380.96 ,73.30 ,,,,,,,,,,,,1929.01 ,,,1503.97 ,,660.00 ,,
2010-11-19,1367.02 ,67.33 ,1714.20 ,1002.65 ,1406.79 ,1406.79 ,,1412.61 ,28.72 ,33.30 ,22.94 ,,,,,387.09 ,73.66 ,,,,,,,,,,,,2035.39 ,,,1566.52 ,,668.00 ,,
2010-11-20,,,,,,,,,28.72 ,33.30 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,78.00 ,668.00 ,,
2010-11-21,,,,,,,,,28.72 ,33.30 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,670.00 ,,
2010-11-22,1425.47 ,70.21 ,1775.00 ,1041.48 ,1462.74 ,1462.74 ,,1469.57 ,28.72 ,33.30 ,22.94 ,,,,,391.33 ,74.42 ,,,,,,,,,,,,2077.30 ,,,1643.58 ,,670.00 ,,
2010-11-23,1425.48 ,70.21 ,1782.08 ,1017.35 ,1460.28 ,1460.28 ,,1465.88 ,28.72 ,33.30 ,22.94 ,,,,,388.27 ,74.28 ,,,,,,,,,,,,2043.89 ,,,1653.20 ,,680.00 ,,
2010-11-24,1457.28 ,71.77 ,1820.17 ,1053.40 ,1494.16 ,1494.16 ,,1499.62 ,28.72 ,33.30 ,22.94 ,,,,,398.71 ,74.06 ,,,,,,,,,,,,2104.78 ,,,1679.30 ,,682.00 ,,
2010-11-25,1441.03 ,71.83 ,1945.54 ,1047.89 ,1486.21 ,1486.21 ,,1491.93 ,28.72 ,33.30 ,22.94 ,,,,,,75.29 ,,,,,,,,,,,,2087.32 ,,,1657.10 ,,692.00 ,,
2010-11-26,1437.58 ,71.65 ,1944.66 ,1043.98 ,1485.98 ,1485.98 ,,1492.73 ,28.72 ,33.30 ,22.94 ,,,,,396.03 ,75.21 ,,,,,,,,,,,,2079.85 ,,,1645.50 ,,694.00 ,,
2010-11-27,,,,,,,,,28.72 ,33.30 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,694.00 ,,
2010-11-28,,,,,,,,,28.72 ,33.30 ,22.94 ,,,,,,,,,,,,,,,,,,,,,,,694.00 ,,
2010-11-29,1448.48 ,72.23 ,1967.30 ,1041.34 ,1487.48 ,1487.48 ,,1492.99 ,28.72 ,33.30 ,22.94 ,,,,,395.15 ,75.21 ,,,,,,,,,,,,2085.16 ,,,1671.41 ,,696.00 ,,
2010-11-30,1388.40 ,69.24 ,1898.11 ,1001.17 ,1424.78 ,1424.78 ,,1427.70 ,28.72 ,33.30 ,22.94 ,1486.37 ,25.93 ,25.93 ,,390.12 ,74.93 ,,,82.94 ,111.40 ,,,,3154.10 ,,-1.32 ,98.68 ,2029.38 ,,,1603.46 ,,696.00 ,,197838.00 
2010-12-01,1386.47 ,71.82 ,1894.88 ,1003.88 ,1415.04 ,1415.04 ,,1416.65 ,28.72 ,33.30 ,22.91 ,,,,,403.07 ,75.91 ,,,,,,,,,,,,2037.55 ,,,1596.39 ,,698.00 ,,
2010-12-02,1386.62 ,69.77 ,1890.44 ,1004.84 ,1413.43 ,1413.43 ,,1415.75 ,28.72 ,33.30 ,22.86 ,,,,,410.56 ,77.30 ,,,,,,,,,,,,2046.98 ,,,1594.80 ,,700.00 ,,
2010-12-03,1370.40 ,68.95 ,1870.18 ,1014.13 ,1404.89 ,1404.89 ,,1407.89 ,28.72 ,33.30 ,22.86 ,,,,,412.43 ,79.54 ,,,,,,,,,,,,2028.67 ,,,1575.27 ,,700.00 ,,
2010-12-04,,,,,,,,,28.72 ,33.30 ,22.86 ,,,,,,,,,,,,,,,,,,,,,,,700.00 ,,
2010-12-05,,,,,,,,,28.72 ,33.30 ,22.86 ,,,,,,,,,,,,,,,,,,,,,,78.00 ,700.00 ,,
2010-12-06,1334.43 ,67.14 ,1821.47 ,980.99 ,1367.21 ,1367.21 ,,1369.54 ,28.72 ,33.30 ,22.83 ,,,,,411.77 ,79.54 ,,,,,,,,,,,,1979.21 ,,,1554.40 ,,700.00 ,,
2010-12-07,1363.87 ,68.62 ,1862.13 ,991.58 ,1390.96 ,1390.96 ,,1390.74 ,28.72 ,33.30 ,21.84 ,,,,,411.51 ,79.17 ,,,,,,,,,,,,2019.11 ,,,1597.46 ,,700.00 ,,
2010-12-08,1363.91 ,68.63 ,1854.56 ,991.65 ,1391.11 ,1391.11 ,,1390.91 ,28.55 ,33.30 ,20.87 ,,,,,415.43 ,79.20 ,,,,,,,,,,,,2022.00 ,,,1586.67 ,,700.00 ,,
2010-12-09,1345.54 ,67.70 ,1825.46 ,978.69 ,1366.30 ,1366.30 ,,1367.16 ,28.38 ,33.24 ,20.69 ,,,,,416.40 ,81.05 ,,,,,,,,,,,,2000.77 ,,,1549.58 ,,698.00 ,,
2010-12-10,1379.14 ,69.39 ,1875.10 ,1024.80 ,1400.36 ,1400.36 ,,1400.72 ,28.38 ,33.16 ,20.56 ,,,,,416.69 ,80.71 ,,,,,,,,,,,,2030.31 ,,,1587.26 ,,698.00 ,,
2010-12-11,,,,,,,,,28.38 ,33.09 ,20.26 ,,,,,,,,,,,,,,,,,,,,,,,698.00 ,,
2010-12-12,,,,,,,,,28.38 ,33.09 ,20.37 ,,,,,,,,,,,,,,,,,,,,,,,694.00 ,,
2010-12-13,1421.78 ,71.54 ,1933.52 ,1063.78 ,1436.92 ,1436.92 ,,1437.54 ,28.38 ,33.04 ,20.26 ,,,,,413.20 ,80.73 ,,,,,,,,,,,,2090.90 ,,,1634.53 ,,694.00 ,,
2010-12-14,1433.26 ,72.11 ,1943.78 ,1071.04 ,1456.62 ,1456.62 ,,1457.54 ,28.38 ,33.00 ,20.17 ,,,,,410.67 ,80.25 ,,,,,,,,,,,,2119.54 ,,,1635.70 ,,690.00 ,,
2010-12-15,1426.94 ,71.80 ,1932.22 ,1070.21 ,1449.44 ,1449.44 ,,1451.37 ,28.35 ,33.00 ,19.97 ,,,,,406.03 ,80.57 ,,,,,,,,,,,,2105.24 ,,,1631.40 ,,680.00 ,,
2010-12-16,1418.25 ,71.36 ,1924.16 ,1063.43 ,1443.76 ,1443.76 ,,1445.13 ,28.32 ,32.94 ,19.89 ,,,,,408.71 ,81.37 ,,,,,,,,,,,,2107.68 ,,,1622.48 ,,674.00 ,,
2010-12-17,1431.51 ,72.03 ,1944.96 ,1074.74 ,1462.12 ,1462.12 ,,1463.69 ,28.25 ,32.91 ,19.81 ,,,,,411.44 ,82.95 ,,,,,,,,,,,,2112.31 ,,,1637.32 ,,668.00 ,,
