指标名称,申万行业指数:半导体,申万行业指数:市盈率:半导体,申万行业指数:总市值:半导体,申万行业指数:半导体材料,Wind行业指数:半导体与半导体生产设备,Wind行业指数:半导体产品与半导体设备,Wind行业指数:半导体设备,Wind行业指数:半导体产品,出厂价(含税):多晶硅片(A片):国内主流厂商平均,出厂价(含税):八寸单晶硅片(A片):国内主流厂商平均,出厂价(含税):六寸半单晶硅片(A片):国内主流厂商平均,进口金额:半导体器件封装材料(32141010):当月值,半导体:销售额:合计:当月值,半导体:销售额:全球:三个月移动平均值,半导体:销量:全球:当季值,费城半导体指数,台湾半导体行业指数,华强北指数:半导体二极管,华强北指数:半导体三极管,美国:产能利用率:制造业(NAICS):半导体及相关设备:季调,日本:工业生产指数:半导体和平板显示器制造设备,现货价(周平均价):单晶硅片(156mm×156mm),出货量:硅片:全球,含税价:无取向硅钢片:0.5mm:上海,出口交货值:计算机、通信和其他电子设备制造业:当月值,计算机、通信和其他电子设备制造业:营业收入:累计值,PPI:计算机、通信和其他电子设备制造业:当月同比,PPI:计算机、通信和其他电子设备制造业:当月同比,Wind行业指数:电子设备、仪器和元件,企业家信心指数:预期指数:计算机、通信和其他电子设备制造业,市场价:进口硅料:国内,申万行业指数:LED,价格:液晶显示器面板:21.5寸:LED:FHD,出厂价(含税):国产原生多晶硅(一级料):国内主流厂商平均,经销价(不含税):进口原生多晶硅:国外主流厂商平均,用电量:交通运输、电气、电子设备制造业:轻工业:当月值
2013-12-17,1075.82 ,97.91 ,1034.99 ,991.17 ,859.62 ,859.62 ,515.94 ,869.20 ,5.87 ,8.01 ,4.53 ,,,,,517.18 ,92.12 ,,,,,,,,,,,,1923.54 ,,,1200.64 ,,135.63 ,18.00 ,
2013-12-18,1081.26 ,98.40 ,1037.58 ,984.36 ,867.31 ,867.31 ,517.40 ,877.41 ,5.87 ,8.01 ,4.53 ,,,,,521.07 ,90.54 ,,,,,1.17 ,,,,,,,1923.88 ,,,1234.91 ,,135.63 ,18.00 ,
2013-12-19,1078.78 ,98.18 ,1038.81 ,983.24 ,855.70 ,855.70 ,511.78 ,865.48 ,5.87 ,8.01 ,4.53 ,,,,,517.78 ,91.68 ,,,,,,,5850.00 ,,,,,1905.09 ,,,1215.87 ,72.40 ,135.63 ,18.00 ,
2013-12-20,1056.07 ,96.11 ,1016.08 ,941.01 ,833.35 ,833.35 ,499.18 ,842.77 ,5.89 ,8.01 ,4.53 ,,,,,522.09 ,91.63 ,,,,,,,,,,,,1878.36 ,,,1204.19 ,,136.25 ,18.00 ,
2013-12-21,,,,,,,,,5.90 ,8.01 ,4.53 ,,,,,,,,,,,,,,,,,,,,,,,136.25 ,18.00 ,
2013-12-22,,,,,,,,,5.92 ,8.01 ,4.53 ,,,,,,,,,,,,,,,,,,,,,,,136.25 ,18.00 ,
2013-12-23,1055.50 ,95.78 ,1013.10 ,937.61 ,824.50 ,824.50 ,486.81 ,835.09 ,5.93 ,8.03 ,4.54 ,,,,,526.65 ,92.75 ,,,,,,,,,,,,1870.00 ,,,1193.38 ,,136.88 ,18.20 ,
2013-12-24,1092.59 ,99.15 ,1049.57 ,952.29 ,837.92 ,837.92 ,489.34 ,849.64 ,5.96 ,8.03 ,4.54 ,,,,,528.35 ,91.99 ,,,,,,,,,,,,1900.88 ,,,1203.47 ,,137.25 ,18.20 ,
2013-12-25,1113.23 ,101.02 ,1070.71 ,964.37 ,856.65 ,856.65 ,504.92 ,867.80 ,5.96 ,8.03 ,4.54 ,,,,,,92.12 ,,,,,1.17 ,,,,,,,1950.88 ,,,1258.22 ,,137.88 ,18.20 ,
2013-12-26,1089.95 ,98.91 ,1047.47 ,960.74 ,839.52 ,839.52 ,504.31 ,848.75 ,5.96 ,8.03 ,4.54 ,,,,,529.83 ,92.69 ,,,,,,,5850.00 ,,,,,1918.41 ,,,1233.92 ,,137.88 ,18.20 ,
2013-12-27,1128.65 ,102.42 ,1084.18 ,993.09 ,870.18 ,870.18 ,521.68 ,879.94 ,5.97 ,8.04 ,4.55 ,,,,,529.96 ,93.31 ,,,,,,,,,,,,1965.66 ,,,1278.70 ,,137.88 ,18.20 ,
2013-12-28,,,,,,,,,5.97 ,8.04 ,4.55 ,,,,,,,,,,,,,,,,,,,,,,,137.88 ,18.20 ,
2013-12-29,,,,,,,,,5.97 ,8.04 ,4.55 ,,,,,,,,,,,,,,,,,,,,,,,137.88 ,18.20 ,
2013-12-30,1130.07 ,102.55 ,1087.56 ,1026.08 ,875.09 ,875.09 ,520.77 ,885.60 ,5.98 ,8.06 ,4.55 ,,,,,531.57 ,94.72 ,,,,,,,,,,,,1968.75 ,,,1270.13 ,,137.88 ,18.20 ,
2013-12-31,1119.92 ,101.63 ,1077.22 ,1024.05 ,872.75 ,872.75 ,512.13 ,884.51 ,5.99 ,8.07 ,4.56 ,1990.48 ,26.65 ,26.65 ,1801.00 ,535.03 ,94.54 ,96.46 ,104.01 ,69.80 ,108.60 ,,2208.00 ,,4240.10 ,,-2.75 ,97.25 ,1960.00 ,122.90 ,19.50 ,1261.68 ,,138.25 ,18.40 ,
2014-01-01,,,,,,,,,,,,,,,,,,,,,,1.18 ,,,,,,,,,,,,,,
2014-01-02,1150.99 ,104.45 ,1105.90 ,1020.55 ,896.71 ,896.71 ,524.38 ,909.11 ,5.99 ,8.07 ,4.56 ,,,,,527.75 ,94.27 ,,,,,,,5860.00 ,,,,,2015.71 ,,,1347.06 ,,138.25 ,18.40 ,
2014-01-03,1136.18 ,103.11 ,1091.28 ,1008.80 ,895.11 ,895.11 ,529.25 ,906.48 ,5.99 ,8.07 ,4.56 ,,,,,526.68 ,93.11 ,,,,,,,,,,,,2027.35 ,,,1388.75 ,,138.25 ,18.40 ,
2014-01-04,,,,,,,,,5.99 ,8.07 ,4.56 ,,,,,,,,,,,,,,,,,,,,,,,138.25 ,18.40 ,
2014-01-05,,,,,,,,,5.99 ,8.07 ,4.56 ,,,,,,,,,,,,,,,,,,,,,,,138.25 ,18.40 ,
2014-01-06,1105.53 ,100.34 ,1057.39 ,967.09 ,877.93 ,877.93 ,515.71 ,889.60 ,5.99 ,8.07 ,4.56 ,,,,,523.77 ,92.92 ,,,,,,,,,,,,1969.59 ,,,1374.94 ,72.40 ,138.25 ,18.40 ,
2014-01-07,1126.29 ,102.22 ,1075.04 ,971.42 ,890.71 ,890.71 ,513.02 ,904.15 ,5.99 ,8.07 ,4.56 ,,,,,527.43 ,92.46 ,,,,,,,,,,,,1993.43 ,,,1394.72 ,,138.25 ,18.40 ,
2014-01-08,1141.24 ,103.58 ,1087.91 ,972.83 ,907.29 ,907.29 ,521.52 ,921.14 ,5.99 ,8.09 ,4.56 ,,,,,535.76 ,93.83 ,,,,,1.18 ,,,,,,,2018.27 ,,,1444.82 ,,138.88 ,18.40 ,
2014-01-09,1120.93 ,101.73 ,1073.69 ,959.16 ,883.66 ,883.66 ,516.35 ,895.68 ,5.99 ,8.09 ,4.56 ,,,,,531.49 ,92.22 ,,,,,,,5850.00 ,,,,,1979.23 ,,,1383.18 ,,138.88 ,18.40 ,
2014-01-10,1085.26 ,98.50 ,1042.01 ,947.65 ,860.53 ,860.53 ,500.41 ,872.66 ,5.99 ,8.09 ,4.56 ,,,,,533.70 ,92.88 ,,,,,,,,,,,,1931.50 ,,,1347.61 ,,142.00 ,18.60 ,
2014-01-11,,,,,,,,,6.02 ,8.13 ,4.61 ,,,,,,,,,,,,,,,,,,,,,,,143.75 ,18.80 ,
2014-01-12,,,,,,,,,6.03 ,8.16 ,4.66 ,,,,,,,,,,,,,,,,,,,,,,,143.75 ,18.80 ,
2014-01-13,1069.85 ,97.10 ,1028.54 ,933.90 ,847.92 ,847.92 ,492.88 ,859.91 ,6.07 ,8.17 ,4.68 ,,,,,527.66 ,93.33 ,,,,,,,,,,,,1918.11 ,,,1368.99 ,,145.00 ,19.00 ,
2014-01-14,1112.07 ,100.93 ,1067.88 ,946.91 ,878.32 ,878.32 ,500.84 ,892.35 ,6.08 ,8.19 ,4.70 ,,,,,539.61 ,93.56 ,,,,,,,,,,,,1964.00 ,,,1419.55 ,,145.63 ,19.20 ,
2014-01-15,1130.55 ,102.61 ,1109.50 ,979.99 ,901.69 ,901.69 ,517.01 ,915.62 ,6.09 ,8.19 ,4.71 ,,,,,544.21 ,94.79 ,,,,,1.18 ,,,,,,,2000.16 ,,,1466.91 ,,145.63 ,19.20 ,
2014-01-16,1120.21 ,101.67 ,1099.92 ,970.78 ,898.93 ,898.93 ,520.71 ,911.95 ,6.09 ,8.19 ,4.73 ,,,,,541.05 ,95.66 ,,,,,,,5850.00 ,,,,,1985.58 ,,,1439.08 ,,145.63 ,19.20 ,
2014-01-17,1111.49 ,100.88 ,1089.93 ,952.37 ,893.18 ,893.18 ,516.05 ,906.34 ,6.09 ,8.19 ,4.73 ,,,,,538.14 ,95.81 ,,,,,,,,,,,,1964.48 ,,,1414.93 ,,145.63 ,19.20 ,
2014-01-18,,,,,,,,,6.09 ,8.19 ,4.73 ,,,,,,,,,,,,,,,,,,,,,,,145.63 ,19.20 ,
2014-01-19,,,,,,,,,6.09 ,8.19 ,4.73 ,,,,,,,,,,,,,,,,,,,,,,,145.63 ,19.20 ,
2014-01-20,1103.62 ,100.16 ,1081.68 ,945.93 ,886.27 ,886.27 ,503.51 ,900.74 ,6.09 ,8.19 ,4.73 ,,,,,,95.85 ,,,,,,,,,,,,1943.24 ,,,1398.85 ,72.60 ,145.63 ,19.20 ,
2014-01-21,1127.91 ,102.37 ,1099.16 ,956.57 ,913.43 ,913.43 ,524.70 ,927.38 ,6.09 ,8.19 ,4.73 ,,,,,541.50 ,94.67 ,,,,,,,,,,,,1976.69 ,,,1458.96 ,,145.63 ,19.20 ,
2014-01-22,1158.99 ,105.19 ,1130.37 ,978.67 ,934.43 ,934.43 ,536.39 ,948.76 ,6.09 ,8.19 ,4.73 ,,,,,547.48 ,95.51 ,,,,,1.20 ,,,,,,,2017.36 ,,,1467.12 ,,145.63 ,19.20 ,
2014-01-23,1182.19 ,107.29 ,1151.38 ,1011.34 ,957.15 ,957.15 ,547.86 ,972.09 ,6.09 ,8.19 ,4.77 ,,,,,541.49 ,95.52 ,,,,,,,5860.00 ,,,,,2036.34 ,,,1472.67 ,,145.63 ,19.20 ,
2014-01-24,1199.66 ,108.88 ,1169.85 ,1027.99 ,967.95 ,967.95 ,559.50 ,982.14 ,6.16 ,8.19 ,4.79 ,,,,,528.89 ,95.71 ,,,,,,,,,,,,2079.33 ,,,1480.42 ,,145.63 ,19.20 ,
2014-01-25,,,,,,,,,6.28 ,8.27 ,4.83 ,,,,,,,,,,,,,,,,,,,,,,,147.50 ,19.40 ,
2014-01-26,,,,,,,,,6.35 ,8.31 ,4.85 ,,,,,,,,,,,,,,,,,,,,,,,147.50 ,19.80 ,
2014-01-27,1212.16 ,110.01 ,1180.34 ,1014.80 ,962.21 ,962.21 ,560.07 ,975.67 ,6.51 ,8.39 ,4.92 ,,,,,525.27 ,93.47 ,,,,,,,,,,,,2078.46 ,,,1461.73 ,,147.50 ,19.80 ,
2014-01-28,1202.54 ,108.99 ,1174.20 ,1047.00 ,955.17 ,955.17 ,568.10 ,966.46 ,6.63 ,8.47 ,4.96 ,,,,,527.54 ,,,,,,,,,,,,,2044.82 ,,,1416.96 ,,147.50 ,20.00 ,
2014-01-29,1215.83 ,110.20 ,1193.65 ,1041.07 ,964.60 ,964.60 ,572.16 ,976.27 ,6.63 ,8.53 ,4.98 ,,,,,525.14 ,,,,,,1.21 ,,,,,,,2065.98 ,,,1432.99 ,,147.50 ,20.00 ,
2014-01-30,1202.29 ,110.53 ,1207.47 ,1023.74 ,952.58 ,952.58 ,570.96 ,963.09 ,6.63 ,8.53 ,4.98 ,,,,,531.96 ,,,,,,,,,,,,,2051.42 ,,,1387.58 ,,147.50 ,20.00 ,
2014-01-31,,,,,,,,,6.63 ,8.53 ,4.98 ,1795.28 ,26.26 ,26.25 ,,529.19 ,,,,70.27 ,100.50 ,,,,,,-2.60 ,97.40 ,,,21.00 ,,,147.50 ,20.00 ,310022.00 
2014-02-01,,,,,,,,,6.63 ,8.53 ,4.98 ,,,,,,,,,,,,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-02,,,,,,,,,6.63 ,8.53 ,4.98 ,,,,,,,,,,,,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-03,,,,,,,,,6.63 ,8.53 ,4.98 ,,,,,517.46 ,,,,,,,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-04,,,,,,,,,6.63 ,8.53 ,4.98 ,,,,,518.34 ,,,,,,,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-05,,,,,,,,,6.63 ,8.53 ,4.98 ,,,,,518.46 ,90.79 ,,,,,1.21 ,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-06,,,,,,,,,6.63 ,8.53 ,4.98 ,,,,,526.67 ,92.13 ,,,,,,,,,,,,,,,,72.80 ,147.50 ,20.00 ,
2014-02-07,1247.64 ,114.70 ,1247.41 ,1025.39 ,990.29 ,990.29 ,593.22 ,1001.27 ,6.63 ,8.53 ,4.98 ,,,,,535.31 ,93.64 ,,,,,,,,,,,,2122.64 ,,,1478.54 ,,147.50 ,20.00 ,
2014-02-08,,,,,,,,,6.63 ,8.59 ,5.03 ,,,,,,,,,,,,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-09,,,,,,,,,6.64 ,8.61 ,5.05 ,,,,,,,,,,,,,,,,,,,,,,,147.50 ,20.00 ,
2014-02-10,1297.77 ,119.31 ,1300.56 ,1097.39 ,1026.14 ,1026.14 ,626.20 ,1035.62 ,6.66 ,8.63 ,5.06 ,,,,,538.04 ,93.27 ,,,,,,,,,,,,2199.78 ,,,1507.34 ,,147.50 ,20.00 ,
2014-02-11,1309.11 ,120.35 ,1305.37 ,1108.88 ,1029.64 ,1029.64 ,625.53 ,1039.62 ,6.66 ,8.63 ,5.09 ,,,,,544.86 ,94.48 ,,,,,,,,,,,,2186.79 ,,,1485.21 ,,147.50 ,20.00 ,
2014-02-12,1344.41 ,123.59 ,1344.62 ,1145.14 ,1053.20 ,1053.20 ,636.74 ,1063.92 ,6.66 ,8.63 ,5.09 ,,,,,549.48 ,95.42 ,,,,,1.21 ,,,,,,,2216.32 ,,,1496.36 ,,147.50 ,20.00 ,
2014-02-13,1316.85 ,121.06 ,1315.01 ,1111.94 ,1026.06 ,1026.06 ,610.51 ,1038.13 ,6.66 ,8.63 ,5.09 ,,,,,556.02 ,95.23 ,,,,,,,5850.00 ,,,,,2165.69 ,,,1469.31 ,,152.50 ,20.00 ,
2014-02-14,1334.25 ,122.66 ,1334.57 ,1130.97 ,1039.83 ,1039.83 ,638.67 ,1048.75 ,6.68 ,8.70 ,5.13 ,,,,,559.12 ,96.54 ,,,,,,,,,,,,2203.46 ,,,1484.42 ,,155.00 ,20.60 ,
2014-02-15,,,,,,,,,6.70 ,8.81 ,5.16 ,,,,,,,,,,,,,,,,,,,,,,,155.63 ,20.60 ,
2014-02-16,,,,,,,,,6.74 ,8.81 ,5.18 ,,,,,,,,,,,,,,,,,,,,,,,157.50 ,20.80 ,
2014-02-17,1383.31 ,126.88 ,1477.75 ,1137.31 ,1073.99 ,1073.99 ,647.68 ,1085.19 ,6.75 ,8.81 ,5.20 ,,,,,,97.00 ,,,,,,,,,,,,2257.07 ,,,1508.08 ,,157.50 ,21.00 ,
2014-02-18,1386.57 ,127.22 ,1476.60 ,1125.13 ,1086.92 ,1086.92 ,659.17 ,1097.64 ,6.75 ,8.81 ,5.20 ,,,,,560.45 ,97.09 ,,,,,,,,,,,,2252.74 ,,,1555.36 ,,160.00 ,21.00 ,
2014-02-19,1385.05 ,127.15 ,1470.35 ,1118.41 ,1087.76 ,1087.76 ,650.20 ,1100.06 ,6.77 ,8.81 ,5.23 ,,,,,560.02 ,97.30 ,,,,,1.21 ,,,,,,,2242.74 ,,,1528.27 ,73.10 ,161.25 ,21.00 ,
2014-02-20,1370.01 ,125.53 ,1453.20 ,1103.91 ,1062.92 ,1062.92 ,628.53 ,1076.07 ,6.78 ,8.81 ,5.26 ,,,,,564.06 ,96.48 ,,,,,,,5850.00 ,,,,,2210.29 ,,,1477.33 ,,161.88 ,21.20 ,
2014-02-21,1359.45 ,124.66 ,1444.62 ,1113.96 ,1054.87 ,1054.87 ,635.97 ,1065.85 ,6.78 ,8.87 ,5.29 ,,,,,561.21 ,97.12 ,,,,,,,,,,,,2210.00 ,,,1468.37 ,,161.88 ,21.40 ,
2014-02-22,,,,,,,,,6.78 ,8.87 ,5.29 ,,,,,,,,,,,,,,,,,,,,,,,161.88 ,21.40 ,
2014-02-23,,,,,,,,,6.78 ,8.87 ,5.29 ,,,,,,,,,,,,,,,,,,,,,,,161.88 ,21.40 ,
2014-02-24,1386.68 ,127.05 ,1470.06 ,1104.68 ,1070.47 ,1070.47 ,637.19 ,1083.00 ,6.78 ,8.87 ,5.29 ,,,,,563.37 ,96.92 ,,,,,,,,,,,,2251.49 ,,,1487.25 ,,161.88 ,21.40 ,
2014-02-25,1283.67 ,112.73 ,1364.06 ,1064.90 ,993.22 ,993.22 ,590.41 ,1004.98 ,6.78 ,8.87 ,5.29 ,,,,,560.54 ,97.78 ,,,,,,,,,,,,2115.01 ,,,1377.63 ,,161.88 ,21.40 ,
2014-02-26,1264.19 ,111.14 ,1340.95 ,1072.42 ,987.73 ,987.73 ,584.18 ,999.94 ,6.80 ,8.87 ,5.32 ,,,,,564.29 ,97.65 ,,,,,1.21 ,,,,,,,2113.49 ,,,1370.47 ,,162.50 ,21.40 ,
2014-02-27,1217.30 ,106.31 ,1287.70 ,1026.69 ,958.33 ,958.33 ,558.40 ,971.59 ,6.80 ,8.87 ,5.32 ,,,,,564.22 ,98.02 ,,,,,,,5850.00 ,,,,,2067.56 ,,,1346.71 ,,163.13 ,21.40 ,
2014-02-28,1223.84 ,106.81 ,1296.08 ,1029.76 ,965.90 ,965.90 ,571.86 ,977.75 ,6.80 ,8.87 ,5.32 ,1595.43 ,26.04 ,26.04 ,,563.83 ,,,,71.26 ,102.00 ,,,,,,-2.30 ,97.70 ,2102.76 ,,23.02 ,1362.46 ,,163.13 ,21.40 ,253566.00 
2014-03-01,,,,,,,,,6.80 ,8.87 ,5.32 ,,,,,,,,,,,,,,,,,,,,,,,163.13 ,21.40 ,
2014-03-02,,,,,,,,,6.80 ,8.87 ,5.32 ,,,,,,,,,,,,,,,,,,,,,,,163.13 ,21.40 ,
2014-03-03,1257.01 ,109.48 ,1333.15 ,1052.29 ,992.43 ,992.43 ,590.76 ,1004.06 ,6.80 ,8.87 ,5.32 ,,,,,560.23 ,98.26 ,,,,,,,,,,,,2150.09 ,,,1401.49 ,,163.13 ,21.40 ,
2014-03-04,1244.41 ,108.50 ,1316.82 ,1032.27 ,990.24 ,990.24 ,604.81 ,999.68 ,6.76 ,8.87 ,5.32 ,,,,,570.13 ,97.66 ,,,,,,,,,,,,2142.36 ,,,1398.69 ,73.10 ,163.13 ,21.40 ,
2014-03-05,1247.23 ,108.83 ,1319.00 ,1043.05 ,994.21 ,994.21 ,608.13 ,1003.57 ,6.75 ,8.83 ,5.29 ,,,,,571.30 ,99.32 ,,,,,1.23 ,,,,,,,2143.41 ,,,1382.42 ,,163.13 ,21.40 ,
2014-03-06,1257.23 ,109.41 ,1334.28 ,1027.14 ,990.64 ,990.64 ,606.59 ,999.87 ,6.73 ,8.82 ,5.25 ,,,,,575.02 ,101.69 ,,,,,,,5850.00 ,,,,,2139.02 ,,,1362.04 ,,163.13 ,21.20 ,
2014-03-07,1231.17 ,107.43 ,1304.43 ,1010.57 ,981.59 ,981.59 ,605.01 ,990.18 ,6.71 ,8.80 ,5.19 ,,,,,574.39 ,102.77 ,,,,,,,,,,,,2123.57 ,,,1374.56 ,,163.13 ,21.00 ,
2014-03-08,,,,,,,,,6.71 ,8.78 ,5.13 ,,,,,,,,,,,,,,,,,,,,,,,163.13 ,21.00 ,
2014-03-09,,,,,,,,,6.71 ,8.78 ,5.08 ,,,,,,,,,,,,,,,,,,,,,,,163.13 ,20.60 ,
2014-03-10,1155.73 ,103.91 ,1227.96 ,973.71 ,932.21 ,932.21 ,588.12 ,938.45 ,6.71 ,8.78 ,5.04 ,,,,,573.22 ,101.71 ,,,,,,,,,,,,2035.01 ,,,1331.06 ,,163.13 ,20.60 ,
2014-03-11,1152.64 ,103.54 ,1227.25 ,972.47 ,927.15 ,927.15 ,579.10 ,934.18 ,6.71 ,8.78 ,5.04 ,,,,,570.08 ,102.71 ,,,,,,,,,,,,2038.35 ,,,1349.35 ,,162.50 ,20.60 ,
2014-03-12,1144.58 ,102.95 ,1216.75 ,967.37 ,922.01 ,922.01 ,567.96 ,930.13 ,6.71 ,8.75 ,5.01 ,,,,,574.92 ,101.68 ,,,,,1.23 ,,,,,,,2030.88 ,,,1363.65 ,,162.50 ,20.60 ,
2014-03-13,1167.19 ,105.11 ,1240.97 ,997.43 ,947.73 ,947.73 ,575.51 ,957.24 ,6.70 ,8.73 ,5.00 ,,,,,565.14 ,103.69 ,,,,,,,5810.00 ,,,,,2058.33 ,,,1414.92 ,,162.50 ,20.60 ,
2014-03-14,1178.47 ,106.12 ,1253.76 ,996.82 ,951.18 ,951.18 ,578.38 ,960.62 ,6.69 ,8.72 ,4.97 ,,,,,562.48 ,102.92 ,,,,,,,,,,,,2063.89 ,,,1424.38 ,,162.50 ,20.60 ,
2014-03-15,,,,,,,,,6.69 ,8.72 ,4.93 ,,,,,,,,,,,,,,,,,,,,,,,163.75 ,20.60 ,
2014-03-16,,,,,,,,,6.69 ,8.72 ,4.93 ,,,,,,,,,,,,,,,,,,,,,,,163.75 ,20.60 ,
2014-03-17,1217.07 ,109.60 ,1293.05 ,1019.31 ,976.27 ,976.27 ,603.21 ,984.59 ,6.68 ,8.72 ,4.93 ,,,,,569.50 ,102.27 ,,,,,,,,,,,,2112.35 ,,,1433.52 ,,163.75 ,20.60 ,
2014-03-18,1206.27 ,107.40 ,1284.37 ,1017.93 ,974.96 ,974.96 ,614.64 ,981.52 ,6.66 ,8.72 ,4.90 ,,,,,577.19 ,102.62 ,,,,,,,,,,,,2117.07 ,,,1432.67 ,,163.75 ,20.40 ,
2014-03-19,1206.31 ,107.50 ,1285.41 ,1035.71 ,972.19 ,972.19 ,614.35 ,978.53 ,6.66 ,8.72 ,4.90 ,,,,,576.69 ,101.99 ,,,,,1.23 ,,,,,,,2096.44 ,,,1414.03 ,73.10 ,163.75 ,20.40 ,
2014-03-20,1161.36 ,99.21 ,1235.85 ,984.15 ,937.08 ,937.08 ,586.82 ,943.95 ,6.66 ,8.72 ,4.90 ,,,,,587.63 ,100.47 ,,,,,,,5810.00 ,,,,,2018.50 ,,,1345.59 ,,163.75 ,20.40 ,
2014-03-21,1173.01 ,100.22 ,1249.58 ,994.72 ,950.54 ,950.54 ,594.04 ,957.70 ,6.65 ,8.70 ,4.90 ,,,,,582.54 ,100.55 ,,,,,,,,,,,,2059.17 ,,,1368.53 ,,163.75 ,20.40 ,
2014-03-22,,,,,,,,,6.65 ,8.70 ,4.90 ,,,,,,,,,,,,,,,,,,,,,,,163.75 ,20.40 ,
2014-03-23,,,,,,,,,6.65 ,8.70 ,4.90 ,,,,,,,,,,,,,,,,,,,,,,,163.75 ,20.40 ,
2014-03-24,1161.63 ,99.38 ,1232.25 ,997.91 ,953.53 ,953.53 ,588.73 ,961.80 ,6.65 ,8.70 ,4.89 ,,,,,579.85 ,100.59 ,,,,,,,,,,,,2055.37 ,,,1361.35 ,,163.75 ,20.40 ,
2014-03-25,1174.30 ,95.55 ,1243.03 ,1000.64 ,959.09 ,959.09 ,592.42 ,967.37 ,6.64 ,8.68 ,4.87 ,,,,,584.33 ,101.62 ,,,,,,,,,,,,2047.96 ,,,1357.15 ,,163.75 ,20.40 ,
2014-03-26,1184.44 ,95.16 ,1254.31 ,1006.64 ,969.66 ,969.66 ,596.27 ,978.45 ,6.62 ,8.68 ,4.86 ,,,,,577.84 ,103.08 ,,,,,1.23 ,,,,,,,2065.84 ,,,1401.12 ,,163.75 ,20.40 ,
2014-03-27,1153.09 ,94.22 ,1223.27 ,1006.82 ,943.28 ,943.28 ,578.11 ,952.14 ,6.61 ,8.68 ,4.83 ,,,,,573.32 ,103.31 ,,,,,,,5760.00 ,,,,,2007.05 ,,,1357.06 ,,163.75 ,20.40 ,
2014-03-28,1110.39 ,90.60 ,1178.79 ,975.60 ,909.28 ,909.28 ,553.66 ,918.36 ,6.60 ,8.68 ,4.83 ,,,,,577.48 ,103.67 ,,,,,,,,,,,,1941.20 ,,,1323.23 ,,163.75 ,20.20 ,
2014-03-29,,,,,,,,,6.60 ,8.68 ,4.83 ,,,,,,,,,,,,,,,,,,,,,,,163.75 ,20.20 ,
2014-03-30,,,,,,,,,6.60 ,8.68 ,4.83 ,,,,,,,,,,,,,,,,,,,,,,,163.75 ,20.20 ,
2014-03-31,1104.88 ,89.96 ,1171.54 ,975.09 ,906.70 ,906.70 ,550.43 ,916.00 ,6.58 ,8.67 ,4.82 ,1880.84 ,26.15 ,26.15 ,1779.00 ,586.75 ,104.83 ,94.97 ,95.30 ,71.44 ,130.10 ,,2363.00 ,,3710.70 ,,-1.94 ,98.06 ,1935.92 ,135.90 ,23.02 ,1332.41 ,,163.13 ,20.00 ,338713.00 
2014-04-01,1136.59 ,91.06 ,1206.89 ,1016.48 ,935.20 ,935.20 ,585.58 ,942.12 ,6.56 ,8.65 ,4.79 ,,,,,595.91 ,106.10 ,,,,,,,,,,,,1978.23 ,,,1376.50 ,,163.13 ,20.00 ,
2014-04-02,1137.89 ,91.12 ,1212.13 ,1045.24 ,936.22 ,936.22 ,583.17 ,943.60 ,6.55 ,8.65 ,4.74 ,,,,,594.94 ,106.62 ,,,,,1.23 ,,,,,,,1968.78 ,,,1366.40 ,73.10 ,160.63 ,20.00 ,
2014-04-03,1146.03 ,91.75 ,1222.69 ,1037.19 ,941.94 ,941.94 ,581.98 ,950.08 ,6.51 ,8.63 ,4.70 ,,,,,595.93 ,105.48 ,,,,,,,5700.00 ,,,,,1979.56 ,,,1374.06 ,,160.38 ,20.00 ,
2014-04-04,1163.10 ,90.43 ,1241.26 ,1051.93 ,952.97 ,952.97 ,590.68 ,960.93 ,6.48 ,8.62 ,4.68 ,,,,,579.19 ,,,,,,,,,,,,,2020.36 ,,,1398.51 ,,160.38 ,20.00 ,
2014-04-05,,,,,,,,,6.48 ,8.60 ,4.67 ,,,,,,,,,,,,,,,,,,,,,,,160.38 ,20.00 ,
2014-04-06,,,,,,,,,6.47 ,8.60 ,4.65 ,,,,,,,,,,,,,,,,,,,,,,,160.38 ,20.00 ,
2014-04-07,,,,,,,,,6.46 ,8.60 ,4.64 ,,,,,573.91 ,104.88 ,,,,,,,,,,,,,,,,,160.38 ,20.00 ,
2014-04-08,1165.10 ,90.51 ,1249.16 ,1064.69 ,957.12 ,957.12 ,591.89 ,965.31 ,6.45 ,8.60 ,4.63 ,,,,,581.18 ,105.67 ,,,,,,,,,,,,2034.07 ,,,1399.41 ,,160.38 ,20.00 ,
2014-04-09,1192.40 ,92.69 ,1276.28 ,1086.15 ,975.96 ,975.96 ,603.14 ,984.38 ,6.43 ,8.60 ,4.62 ,,,,,587.72 ,105.88 ,,,,,1.23 ,,,,,,,2063.89 ,,,1423.64 ,,159.75 ,20.00 ,
2014-04-10,1185.11 ,92.13 ,1267.01 ,1073.66 ,974.52 ,974.52 ,601.87 ,982.98 ,6.43 ,8.60 ,4.62 ,,,,,569.15 ,106.45 ,,,,,,,5700.00 ,,,,,2077.98 ,,,1476.77 ,,159.13 ,20.00 ,
