,Myspic综合钢价指数,MySpic指数:长材,MySpic指数:扁平,钢材价格综合指数,MySpic指数:螺纹,MySpic指数:线材,MySpic指数:型材,MySpic指数:中厚,MySpic指数:热卷,MySpic指数:窄带,MySpic指数:冷板,MySpic指数:镀锌,MySpic指数:无缝管,MySpic指数:焊管,产量:焦炭:当月值,申万行业指数:焦炭加工,期货结算价(活跃合约):焦炭,期货结算价(活跃合约):焦煤,市场价(不含税):废钢:6-8mm:唐山,市场价(不含税):废钢:6-8mm:马鞍山,固定资产投资完成额:黑色金属矿采选业:累计值,固定资产投资完成额:制造业:黑色金属冶炼及压延加工业:累计值,螺纹钢:主要钢厂产能:全国,产能:粗钢,产能利用率:粗钢,淘汰落后产能:炼铁:任务完成量:全国,产量:铁矿石原矿量:当月值,进口金额:铁矿砂及其精矿:当月值,平均价:进口铁矿石,期货结算价(活跃合约):螺纹钢,期货结算价(活跃合约):线材,期货结算价(活跃合约):铁矿石,期货结算价(活跃合约):热轧卷板,期货结算价(活跃合约):锰硅,期货结算价(活跃合约):硅铁,铁矿石价格指数:62%Fe:CFR中国北方,MyIpic指数:进口矿:综合,MyIpic指数:国产矿:综合,价格:废钢,价格:钢坯,必和必拓:产量:铁矿石:当季值,淡水河谷:产量:铁矿石:当季值,力拓:产量:铁矿石:当季值,FMG:产量:铁矿石:当季值,到厂价(含税):二级冶金焦:上海,净出口数量:粗钢:当月值,出口平均单价:钢材:当月值,GDP:现价:房地产业:当季值,固定资产投资完成额:房地产业:累计值,固定资产投资完成额:基础设施建设投资:累计值,公共投资:重点基础设施建设投资,上海:规模以上工业总产值:电气机械及器材制造业:当月值,上海:规模以上工业总产值:铁路、船舶、航空航天和其他运输设备制造业:当月值,上海:规模以上工业总产值:汽车制造业:当月值,钢材:产量:累计值,钢材:销量:累计值,库存:螺纹钢,库存:线材,库存:热卷(板),库存:中板,库存:冷轧,房地产开发计划总投资:累计值,库存:汽车,螺纹钢:独联体:最高价(FOB),螺纹钢:美国:最高价(CIF),螺纹钢:日本:最高价(FOB),螺纹钢:西欧:平均价(FOB),唐山钢厂:高炉开工数,波罗的海干散货指数(BDI),唐山钢厂:产能利用率,唐山钢厂:在产产能
2012-05-15,152.28 ,172.29 ,134.97 ,,168.05 ,172.74 ,183.00 ,158.05 ,151.40 ,126.14 ,116.61 ,100.92 ,131.35 ,159.29 ,,2014.45 ,1894.00 ,,2820.00 ,,,,,,,,,,,4086.00 ,4143.00 ,,,,,137.25 ,137.20 ,153.40 ,3200.00 ,3640.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,1130.00 ,,
2012-05-16,151.93 ,171.83 ,134.72 ,,167.51 ,172.27 ,182.77 ,157.55 ,150.99 ,126.06 ,116.53 ,100.90 ,131.12 ,158.70 ,,2006.08 ,1882.00 ,,2820.00 ,,,,,,,,,,,4071.00 ,4119.00 ,,,,,136.25 ,136.40 ,152.70 ,3200.00 ,3630.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,530.00 ,,1137.00 ,,
2012-05-17,151.44 ,171.22 ,134.34 ,,166.78 ,171.58 ,182.48 ,156.85 ,150.75 ,125.41 ,116.32 ,100.85 ,130.93 ,158.41 ,,2019.00 ,1876.00 ,,2820.00 ,,,,,,,,,,,4073.00 ,4119.00 ,,,,,135.25 ,136.40 ,152.40 ,3170.00 ,3620.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,720.00 ,,,,1137.00 ,,
2012-05-18,151.15 ,170.83 ,134.14 ,,166.34 ,171.22 ,182.26 ,156.53 ,150.56 ,125.07 ,116.32 ,100.82 ,130.73 ,158.12 ,,1977.06 ,1869.00 ,,2800.00 ,,,,,,,,,,,4070.00 ,3949.00 ,,,,,134.25 ,136.30 ,152.40 ,3170.00 ,3610.00 ,,,,,1900.00 ,,,,,,,,,,,,712.53 ,193.02 ,388.48 ,149.19 ,171.27 ,,,,,,,134.00 ,1141.00 ,,
2012-05-21,150.86 ,170.43 ,133.93 ,,165.99 ,170.85 ,181.70 ,156.28 ,150.44 ,124.52 ,116.22 ,100.82 ,130.43 ,157.26 ,,1991.71 ,1883.00 ,,2750.00 ,,,,,,,,,,,4086.00 ,3917.00 ,,,,,133.75 ,136.30 ,150.80 ,3170.00 ,3530.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,650.00 ,,,,,1141.00 ,,
2012-05-22,150.58 ,170.07 ,133.73 ,,165.76 ,170.43 ,181.12 ,155.91 ,150.32 ,124.28 ,115.91 ,100.82 ,129.98 ,156.53 ,,2029.22 ,1885.00 ,,2700.00 ,,,,,,,,,,,4084.00 ,4112.00 ,,,,,134.00 ,134.10 ,148.90 ,3170.00 ,3520.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,1127.00 ,,
2012-05-23,150.35 ,169.93 ,133.42 ,,165.66 ,170.33 ,180.78 ,155.49 ,149.92 ,123.98 ,115.76 ,100.67 ,129.92 ,156.15 ,,1991.17 ,1862.00 ,,2700.00 ,,,,,,,,,,,4021.00 ,4110.00 ,,,,,132.50 ,132.70 ,148.40 ,3120.00 ,3520.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,530.00 ,,1100.00 ,,
2012-05-24,149.85 ,169.35 ,132.99 ,,164.97 ,169.64 ,180.68 ,154.79 ,149.31 ,123.65 ,115.57 ,100.58 ,129.91 ,155.97 ,,1978.08 ,1859.00 ,,2700.00 ,,,,,,,,,,,4013.00 ,4047.00 ,,,,,132.50 ,132.70 ,148.30 ,3120.00 ,3510.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,720.00 ,,,,1058.00 ,,
2012-05-25,149.53 ,169.04 ,132.68 ,,164.61 ,169.33 ,180.50 ,154.46 ,149.09 ,122.97 ,115.29 ,100.58 ,129.91 ,155.17 ,,1934.24 ,1861.00 ,,2700.00 ,,,,,,,,,,,4026.00 ,4014.00 ,,,,,132.50 ,132.70 ,147.70 ,3120.00 ,3510.00 ,,,,,1900.00 ,,,,,,,,,,,,690.65 ,185.97 ,382.05 ,150.60 ,169.93 ,,,,,,,135.00 ,1034.00 ,,
2012-05-28,149.21 ,168.67 ,132.37 ,,164.21 ,168.96 ,180.25 ,154.09 ,148.86 ,122.30 ,115.11 ,100.56 ,129.33 ,153.99 ,,1960.09 ,1878.00 ,,2700.00 ,,,,,,,,,,,4067.00 ,4014.00 ,,,,,132.50 ,132.70 ,147.30 ,3100.00 ,3490.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,650.00 ,,,,,1012.00 ,,
2012-05-29,149.14 ,168.62 ,132.30 ,,164.24 ,168.92 ,179.94 ,153.79 ,148.90 ,122.33 ,114.91 ,100.54 ,129.22 ,153.62 ,,2007.52 ,1884.00 ,,2700.00 ,,,,,,,,,,,4092.00 ,4112.00 ,,,,,134.00 ,132.70 ,147.10 ,3100.00 ,3510.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,986.00 ,,
2012-05-30,149.22 ,168.70 ,132.38 ,,164.35 ,169.09 ,179.74 ,153.73 ,149.06 ,122.70 ,114.75 ,100.47 ,129.03 ,153.67 ,,1998.07 ,1875.00 ,,2700.00 ,,,,,,,,,,,4097.00 ,4112.00 ,,,,,135.00 ,133.40 ,147.00 ,3100.00 ,3540.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,950.00 ,,
2012-05-31,149.31 ,168.95 ,132.32 ,118.76 ,164.75 ,169.29 ,179.73 ,153.47 ,148.91 ,123.00 ,114.61 ,100.47 ,129.02 ,153.95 ,3847.30 ,2022.45 ,1865.00 ,,2700.00 ,,431.18 ,1612.54 ,,,,,11235.30 ,901195.40 ,141.16 ,4097.00 ,4112.00 ,,,,,135.50 ,134.00 ,147.40 ,3100.00 ,3540.00 ,,,,,1900.00 ,411.49 ,958.50 ,,28006.78 ,20971.27 ,,184.05 ,70.98 ,328.66 ,,,,,,,,302649.88 ,72.89 ,,685.00 ,,,,923.00 ,,
2012-06-01,149.36 ,169.10 ,132.29 ,,164.99 ,169.53 ,179.50 ,153.42 ,148.87 ,123.00 ,114.52 ,100.47 ,128.99 ,154.03 ,,2019.16 ,1863.00 ,,2700.00 ,,,,,,,,,,,4098.00 ,4067.00 ,,,,,135.50 ,134.50 ,147.40 ,3100.00 ,3530.00 ,,,,,1900.00 ,,,,,,,,,,,,682.49 ,183.26 ,377.20 ,149.39 ,169.14 ,,,,,,,135.00 ,904.00 ,,
2012-06-04,149.24 ,169.06 ,132.09 ,,165.00 ,169.48 ,179.34 ,153.22 ,148.65 ,122.67 ,114.42 ,100.43 ,128.90 ,153.74 ,,1929.70 ,1815.00 ,,2700.00 ,,,,,,,,,,,4040.00 ,4067.00 ,,,,,134.00 ,134.80 ,147.40 ,3100.00 ,3520.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,625.00 ,,,,,,,
2012-06-05,149.08 ,168.92 ,131.92 ,,164.87 ,169.34 ,179.20 ,152.99 ,148.45 ,122.63 ,114.06 ,100.37 ,128.83 ,153.74 ,,1912.22 ,1808.00 ,,2700.00 ,2710.00 ,,,,,,,,,,4074.00 ,4067.00 ,,,,,133.00 ,134.20 ,147.00 ,3100.00 ,3520.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,148.99 ,168.80 ,131.85 ,,164.81 ,169.18 ,178.97 ,152.90 ,148.37 ,122.67 ,113.87 ,100.33 ,128.73 ,152.99 ,,1908.45 ,1813.00 ,,2700.00 ,2710.00 ,,,,,,,,,,4096.00 ,4067.00 ,,,,,133.00 ,134.20 ,147.10 ,3100.00 ,3530.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,878.00 ,,
2012-06-07,148.92 ,168.67 ,131.84 ,,164.64 ,169.01 ,178.98 ,152.75 ,148.39 ,122.85 ,113.79 ,100.22 ,128.54 ,152.93 ,,1892.32 ,1818.00 ,,2700.00 ,2710.00 ,,,,,,,,,,4114.00 ,4067.00 ,,,,,133.00 ,134.20 ,147.20 ,3070.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,872.00 ,,
2012-06-08,149.01 ,168.68 ,131.99 ,,164.68 ,169.06 ,178.88 ,152.73 ,148.40 ,123.67 ,113.74 ,100.21 ,128.52 ,153.65 ,,1892.84 ,1791.00 ,,2700.00 ,2710.00 ,,,,,,,,,,4112.00 ,4067.00 ,,,,,134.00 ,134.20 ,147.70 ,3070.00 ,3610.00 ,,,,,1900.00 ,,,,,,,,,,,,677.39 ,178.83 ,377.03 ,148.39 ,168.27 ,,,,,,,134.00 ,877.00 ,,
2012-06-11,148.94 ,168.66 ,131.88 ,,164.71 ,169.07 ,178.67 ,152.59 ,148.35 ,123.50 ,113.49 ,100.21 ,128.49 ,153.48 ,,1912.62 ,1802.00 ,,2720.00 ,2710.00 ,,,,,,,,,,4127.00 ,4146.00 ,,,,,134.25 ,134.20 ,148.00 ,3070.00 ,3590.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,625.00 ,,,,,884.00 ,,
2012-06-12,148.97 ,168.76 ,131.84 ,,164.90 ,169.24 ,178.42 ,152.53 ,148.31 ,123.48 ,113.41 ,100.21 ,128.45 ,153.38 ,,1878.80 ,1760.00 ,,2720.00 ,2710.00 ,,,,,,,,,,4092.00 ,4130.00 ,,,,,135.50 ,134.20 ,148.00 ,3070.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,893.00 ,,
2012-06-13,148.88 ,168.70 ,131.73 ,,164.89 ,169.12 ,178.34 ,152.39 ,148.24 ,123.29 ,113.21 ,100.26 ,128.34 ,153.34 ,,1908.83 ,1744.00 ,,2720.00 ,2710.00 ,,,,,,,,,,4104.00 ,4130.00 ,,,,,135.75 ,134.20 ,148.00 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,515.00 ,,902.00 ,,
2012-06-14,148.82 ,168.68 ,131.63 ,,164.87 ,169.11 ,178.30 ,152.31 ,148.18 ,123.19 ,113.13 ,100.06 ,128.34 ,153.28 ,,1885.76 ,1736.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4106.00 ,4130.00 ,,,,,136.25 ,134.20 ,148.10 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,912.00 ,,
2012-06-15,148.75 ,168.62 ,131.55 ,,164.89 ,169.03 ,178.05 ,152.18 ,148.09 ,123.13 ,113.08 ,100.00 ,128.34 ,153.23 ,,1885.30 ,1739.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4119.00 ,4130.00 ,,,,,137.00 ,134.80 ,148.10 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,670.46 ,176.17 ,377.35 ,149.68 ,170.14 ,,,,,,,136.00 ,924.00 ,,
2012-06-18,148.71 ,168.57 ,131.52 ,,164.87 ,168.98 ,177.93 ,152.17 ,147.97 ,123.40 ,112.84 ,99.94 ,128.34 ,153.46 ,,1901.16 ,1747.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4130.00 ,4130.00 ,,,,,138.00 ,134.80 ,149.20 ,3040.00 ,3610.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,625.00 ,,,,,938.00 ,,
2012-06-19,148.62 ,168.47 ,131.45 ,,164.85 ,168.78 ,177.82 ,152.01 ,147.91 ,123.39 ,112.74 ,99.88 ,128.33 ,153.79 ,,1887.77 ,1751.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4126.00 ,4130.00 ,,,,,138.50 ,136.20 ,149.20 ,3040.00 ,3610.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,954.00 ,,
2012-06-20,148.50 ,168.35 ,131.33 ,,164.71 ,168.63 ,177.79 ,151.93 ,147.76 ,123.31 ,112.60 ,99.71 ,128.33 ,153.84 ,,1882.14 ,1760.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4143.00 ,4130.00 ,,,,,139.25 ,137.00 ,150.20 ,3040.00 ,3600.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,510.00 ,,972.00 ,,
2012-06-21,148.43 ,168.27 ,131.26 ,,164.66 ,168.55 ,177.69 ,151.88 ,147.71 ,123.28 ,112.44 ,99.63 ,128.24 ,154.21 ,,1828.62 ,1741.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4128.00 ,4118.00 ,,,,,139.25 ,137.00 ,150.50 ,3040.00 ,3590.00 ,,,,,1900.00 ,,,,,,,,,,,,666.78 ,176.45 ,378.02 ,152.44 ,169.04 ,,,,680.00 ,,,,978.00 ,,
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.00 ,,
2012-06-25,148.33 ,168.18 ,131.15 ,,164.61 ,168.49 ,177.40 ,151.76 ,147.63 ,123.22 ,112.17 ,99.57 ,128.23 ,154.15 ,,1771.21 ,1719.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4107.00 ,4118.00 ,,,,,139.00 ,137.00 ,152.30 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,625.00 ,,,,,978.00 ,,
2012-06-26,148.16 ,168.03 ,130.96 ,,164.46 ,168.37 ,177.20 ,151.54 ,147.41 ,123.02 ,111.94 ,99.56 ,128.22 ,154.15 ,,1746.03 ,1690.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4087.00 ,4006.00 ,,,,,137.50 ,137.00 ,152.30 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,981.00 ,,
2012-06-27,148.01 ,167.86 ,130.83 ,,164.27 ,168.17 ,177.12 ,151.34 ,147.28 ,122.89 ,111.74 ,99.56 ,128.18 ,154.07 ,,1720.46 ,1687.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4067.00 ,4006.00 ,,,,,136.75 ,136.90 ,152.30 ,3040.00 ,3590.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,510.00 ,,988.00 ,,
2012-06-28,147.74 ,167.53 ,130.62 ,,163.90 ,167.77 ,177.04 ,151.14 ,146.97 ,122.74 ,111.55 ,99.46 ,128.10 ,154.00 ,,1664.82 ,1662.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4075.00 ,4126.00 ,,,,,136.25 ,136.60 ,152.10 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,994.00 ,,
2012-06-29,147.52 ,167.34 ,130.37 ,,163.67 ,167.60 ,176.89 ,150.87 ,146.54 ,122.51 ,111.42 ,99.45 ,128.10 ,154.08 ,,1688.61 ,1650.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4065.00 ,4126.00 ,,,,,135.25 ,136.60 ,152.10 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,671.25 ,177.60 ,382.76 ,153.10 ,169.90 ,,,,,,,141.00 ,1004.00 ,,
2012-06-30,,,,115.87 ,,,,,,,,,,,3968.20 ,,,,,,630.00 ,2280.75 ,,,,,12569.30 ,810942.70 ,139.07 ,,,,,,,,,,,,40891.00 ,80542.00 ,48631.10 ,19161.00 ,,433.57 ,956.61 ,7526.30 ,38727.37 ,29272.59 ,,186.13 ,68.55 ,290.45 ,46744.40 ,45463.00 ,,,,,,310930.74 ,68.85 ,,,,,,,,
2012-07-02,147.32 ,167.08 ,130.21 ,,163.37 ,167.35 ,176.74 ,150.69 ,146.27 ,122.51 ,111.18 ,99.42 ,128.05 ,154.03 ,,1722.02 ,1683.00 ,,2780.00 ,2710.00 ,,,,,,,,,,4052.00 ,4090.00 ,,,,,135.25 ,136.60 ,151.00 ,3040.00 ,3580.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,625.00 ,,,,,1013.00 ,,
2012-07-03,147.03 ,166.77 ,129.95 ,,163.01 ,167.12 ,176.40 ,150.33 ,145.79 ,122.50 ,111.00 ,99.34 ,128.05 ,154.01 ,,1729.49 ,1724.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4068.00 ,4096.00 ,,,,,137.75 ,136.20 ,151.00 ,3040.00 ,3580.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,,,1063.00 ,,
2012-07-04,146.83 ,166.52 ,129.80 ,,162.76 ,166.80 ,176.28 ,149.95 ,145.61 ,122.52 ,110.81 ,99.34 ,127.99 ,154.07 ,,1727.46 ,1749.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4080.00 ,4096.00 ,,,,,137.00 ,136.20 ,150.80 ,3040.00 ,3580.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,505.00 ,,1103.00 ,,
2012-07-05,146.62 ,166.24 ,129.64 ,,162.43 ,166.49 ,176.17 ,149.72 ,145.39 ,122.49 ,110.70 ,99.18 ,127.78 ,154.07 ,,1677.90 ,1763.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4088.00 ,4096.00 ,,,,,136.50 ,136.20 ,150.80 ,3040.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,1138.00 ,,
2012-07-06,146.40 ,165.94 ,129.48 ,,162.08 ,166.19 ,176.05 ,149.45 ,145.13 ,122.41 ,110.63 ,99.18 ,127.72 ,154.02 ,,1715.59 ,1760.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4087.00 ,4119.00 ,,,,,136.50 ,136.10 ,150.80 ,3010.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,672.51 ,176.52 ,380.85 ,154.87 ,170.09 ,,,,,,,140.00 ,1157.00 ,,
2012-07-09,146.04 ,165.51 ,129.20 ,,161.57 ,165.74 ,175.86 ,149.07 ,144.60 ,122.39 ,110.44 ,99.07 ,127.55 ,153.95 ,,1633.51 ,1744.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4054.00 ,4119.00 ,,,,,136.50 ,136.10 ,150.80 ,3010.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,625.00 ,,,,,1162.00 ,,
2012-07-10,145.61 ,164.94 ,128.88 ,,160.98 ,165.13 ,175.43 ,148.51 ,144.09 ,122.34 ,110.34 ,98.90 ,127.33 ,153.89 ,,1619.49 ,1746.00 ,,2750.00 ,2710.00 ,,,,,,,,,,4019.00 ,4056.00 ,,,,,136.00 ,136.10 ,150.80 ,3010.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,,,1160.00 ,,
2012-07-11,145.16 ,164.40 ,128.51 ,,160.41 ,164.55 ,174.99 ,148.08 ,143.42 ,122.15 ,110.10 ,98.88 ,127.28 ,153.90 ,,1640.86 ,1727.00 ,,2750.00 ,2710.00 ,,,,,,,,,,3923.00 ,4109.00 ,,,,,135.00 ,135.60 ,150.80 ,3010.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,485.00 ,,1146.00 ,,
2012-07-12,144.71 ,163.93 ,128.09 ,,159.92 ,164.17 ,174.41 ,147.62 ,142.69 ,121.77 ,109.97 ,98.78 ,127.13 ,153.74 ,,1735.41 ,1759.00 ,,2750.00 ,2710.00 ,,,,,,,,,,3916.00 ,4040.00 ,,,,,134.50 ,135.60 ,150.80 ,3010.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,1121.00 ,,
2012-07-13,144.31 ,163.40 ,127.79 ,,159.30 ,163.64 ,174.12 ,147.24 ,142.18 ,121.56 ,109.85 ,98.75 ,127.09 ,153.65 ,,1733.61 ,1779.00 ,,2750.00 ,2710.00 ,,,,,,,,,,3925.00 ,4040.00 ,,,,,134.00 ,135.10 ,150.80 ,3010.00 ,3570.00 ,,,,,1850.00 ,,,,,,,,,,,,672.28 ,172.21 ,378.25 ,154.16 ,169.03 ,,,,,,,140.00 ,1110.00 ,,
2012-07-16,143.72 ,162.74 ,127.26 ,,158.55 ,163.01 ,173.67 ,146.74 ,141.63 ,120.60 ,109.54 ,98.63 ,126.84 ,153.36 ,,1676.94 ,1753.00 ,,2730.00 ,2710.00 ,,,,,,,,,,3906.00 ,4021.00 ,,,,,131.50 ,134.70 ,150.80 ,2970.00 ,3500.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,610.00 ,,,,,1102.00 ,,
2012-07-17,143.01 ,161.98 ,126.60 ,,157.68 ,162.31 ,173.03 ,145.90 ,140.53 ,120.19 ,109.19 ,98.48 ,126.65 ,152.99 ,,1697.59 ,1711.00 ,,2730.00 ,2680.00 ,,,,,,,,,,3862.00 ,3953.00 ,,,,,130.00 ,134.00 ,148.50 ,2950.00 ,3460.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,,,1093.00 ,,
2012-07-18,142.38 ,161.12 ,126.17 ,,156.78 ,161.35 ,172.44 ,145.27 ,139.78 ,119.91 ,109.04 ,98.46 ,126.56 ,152.66 ,,1729.44 ,1722.00 ,,2700.00 ,2630.00 ,,,,,,,,,,3863.00 ,3960.00 ,,,,,128.50 ,132.80 ,148.20 ,2950.00 ,3460.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,485.00 ,,1074.00 ,,
2012-07-19,141.64 ,160.32 ,125.48 ,,155.89 ,160.51 ,171.98 ,144.04 ,138.78 ,119.46 ,108.79 ,98.40 ,126.36 ,152.48 ,,1731.49 ,1733.00 ,,2700.00 ,2630.00 ,,,,,,,,,,3836.00 ,3956.00 ,,,,,126.75 ,131.80 ,147.30 ,2910.00 ,3460.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,1053.00 ,,
2012-07-20,140.72 ,159.38 ,124.58 ,,154.87 ,159.45 ,171.45 ,143.00 ,137.11 ,118.93 ,108.33 ,98.30 ,126.19 ,152.46 ,,1700.53 ,1693.00 ,,2700.00 ,2570.00 ,,,,,,,,,,3782.00 ,3956.00 ,,,,,125.25 ,130.40 ,147.20 ,2860.00 ,3450.00 ,,,,,1850.00 ,,,,,,,,,,,,670.78 ,177.07 ,383.28 ,149.05 ,168.17 ,,,,,,,140.00 ,1037.00 ,,
2012-07-23,138.87 ,157.36 ,122.87 ,,152.76 ,157.50 ,169.55 ,141.08 ,134.67 ,116.82 ,107.65 ,97.97 ,125.62 ,150.56 ,,1729.42 ,1610.00 ,,2600.00 ,2400.00 ,,,,,,,,,,3695.00 ,3807.00 ,,,,,123.25 ,128.90 ,146.20 ,2700.00 ,3280.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,610.00 ,,,,,1022.00 ,,
2012-07-24,137.75 ,156.00 ,121.96 ,,151.37 ,155.89 ,168.74 ,139.72 ,133.31 ,116.18 ,107.16 ,97.81 ,124.80 ,150.08 ,,1758.52 ,1612.00 ,,2550.00 ,2400.00 ,,,,,,,,,,3699.00 ,3735.00 ,,,,,121.50 ,126.90 ,146.10 ,2700.00 ,3280.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,,,1003.00 ,,
2012-07-25,136.99 ,154.90 ,121.50 ,,150.12 ,154.64 ,168.31 ,138.74 ,133.08 ,115.29 ,107.05 ,97.78 ,124.46 ,149.60 ,,1721.30 ,1591.00 ,,2550.00 ,2400.00 ,,,,,,,,,,3713.00 ,3735.00 ,,,,,119.75 ,125.60 ,145.20 ,2700.00 ,3280.00 ,,,,,1800.00 ,,,,,,,,,,,,,,,,,,,,,,505.00 ,,982.00 ,,
2012-07-26,136.60 ,154.26 ,121.34 ,,149.33 ,154.18 ,167.73 ,138.24 ,133.17 ,115.02 ,106.85 ,97.74 ,124.28 ,149.00 ,,1714.02 ,1570.00 ,,2550.00 ,2350.00 ,,,,,,,,,,3714.00 ,3735.00 ,,,,,119.00 ,124.10 ,144.90 ,2600.00 ,3280.00 ,,,,,1800.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,958.00 ,,
2012-07-27,136.13 ,153.75 ,120.90 ,,148.81 ,153.75 ,167.08 ,137.66 ,132.56 ,114.54 ,106.58 ,97.70 ,124.22 ,148.13 ,,1741.52 ,1587.00 ,,2480.00 ,2350.00 ,,,,,,,,,,3743.00 ,3750.00 ,,,,,118.00 ,123.30 ,144.50 ,2600.00 ,3260.00 ,,,,,1800.00 ,,,,,,,,,,,,662.07 ,173.37 ,384.63 ,149.76 ,168.13 ,,,,,,,133.00 ,933.00 ,,
2012-07-30,136.27 ,154.32 ,120.66 ,,149.87 ,154.74 ,165.52 ,137.30 ,132.47 ,114.10 ,106.35 ,97.54 ,123.98 ,147.15 ,,1692.58 ,1575.00 ,,2500.00 ,2350.00 ,,,,,,,,,,3757.00 ,3751.00 ,,,,,117.50 ,123.30 ,143.10 ,2600.00 ,3280.00 ,,,,,1800.00 ,,,,,,,,,,,,,,,,,,,610.00 ,,,,,915.00 ,,
2012-07-31,136.51 ,154.92 ,120.58 ,112.03 ,150.69 ,155.52 ,165.20 ,137.07 ,132.48 ,114.16 ,106.14 ,97.45 ,123.23 ,146.93 ,3735.20 ,1584.06 ,1562.00 ,,2530.00 ,2350.00 ,780.27 ,2716.54 ,,,,,11546.10 ,780086.10 ,134.80 ,3771.00 ,3751.00 ,,,,,117.50 ,124.10 ,143.10 ,2600.00 ,3280.00 ,,,,,1800.00 ,332.35 ,973.93 ,,46792.10 ,36146.28 ,,176.55 ,65.28 ,333.44 ,,,,,,,,315341.79 ,73.63 ,,,,,,897.00 ,,
