指标名称,中国通州家纺价格指数:窄幅斜纹布,中国通州家纺价格指数:67〞40s×40s 128×68(印花),中国通州家纺价格指数:105〞40s×40s 133×100(印花),中国通州家纺工业景气指数,义乌中国小商品指数:服装服饰类:网上价格指数,义乌中国小商品指数:服装服饰类:订单价格指数,申万行业指数:家纺,申万行业指数:服装,美国:现价:折年数:个人消费支出:非耐用品:服装和鞋:季调,零售额:服装鞋帽、针、纺织品类:当月值,零售额:服装类:当月值,柯桥纺织:外贸信心指数:日用家纺面料,柯桥纺织:价格指数:家纺类:床上用品,柯桥纺织:价格指数:家纺类,柯桥纺织:价格指数:家纺类,柯桥纺织:价格指数:服装面料类:粘毛,柯桥纺织:价格指数:服装面料类:时尚,柯桥纺织:价格指数:服装面料类:麻粘,柯桥纺织:价格指数:服装面料类:涤粘,柯桥纺织:价格指数:服装面料类:涤棉,柯桥纺织:价格指数:服装面料类:涤毛,柯桥纺织:价格指数:服装面料类:涤纶,柯桥纺织:价格指数:服装面料类:涤锦,柯桥纺织:价格指数:服装面料类:涤氨,柯桥纺织:价格指数:服装面料类:纯棉,柯桥纺织:价格指数:服装面料类:纯麻,柯桥纺织:价格指数:服装面料类,海宁皮革:价格指数:服装类:皮革,广东:规模以上工业增加值:制造业:纺织服装、服饰业:当月值,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,工业增加值:纺织服装、服饰业:当月同比,纺织服装、服饰业:主营业务收入:累计值,纺织服装、服饰业:营业费用:累计值,纺织服装、服饰业:利润总额:累计值,出口数量:裘皮服装:累计值,出口数量:皮革服装:累计值,出口金额:鞋类:当月值,出口金额:服装及衣着附件:当月值,RPI:服装、鞋帽:当月同比,CPI:衣着:衣着加工服务费:当月同比,CPI:衣着:鞋类:当月同比,CPI:衣着:服装:当月同比
2015-12-08,96.46 ,110.99 ,164.80 ,,,,2776.19 ,3881.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,99.97 ,110.78 ,164.60 ,,,,2763.15 ,3856.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,100.50 ,110.29 ,164.40 ,,,,2776.10 ,3846.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,102.62 ,109.80 ,164.60 ,,,,2770.06 ,3809.41 ,,,,,,,,,,,,,,,,,,,,110.80 ,,,,,,,,,,,,,,
2015-12-14,103.17 ,110.37 ,164.60 ,,,,2840.14 ,3891.41 ,,,,,108.29 ,100.73 ,100.73 ,138.24 ,123.81 ,101.47 ,90.00 ,112.88 ,116.04 ,116.90 ,108.42 ,93.39 ,146.11 ,117.64 ,117.07 ,,,,,,,,,,,,,,,
2015-12-15,103.22 ,110.87 ,164.60 ,,,,2836.12 ,3929.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,103.68 ,111.35 ,164.00 ,,,,2891.06 ,3939.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,99.73 ,112.04 ,164.20 ,,,,2970.37 ,4053.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,100.24 ,112.46 ,164.00 ,,,,3066.91 ,4052.50 ,,,,,,,,,,,,,,,,,,,,110.91 ,,,,,,,,,,,,,,
2015-12-21,99.63 ,111.92 ,163.80 ,,,,3017.33 ,4096.82 ,,,,,108.80 ,100.58 ,100.58 ,136.16 ,125.48 ,101.47 ,87.02 ,110.73 ,115.03 ,117.13 ,108.50 ,91.08 ,147.11 ,117.64 ,116.91 ,,,,,,,,,,,,,,,
2015-12-22,96.02 ,111.39 ,163.40 ,,,,2997.34 ,4110.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,92.94 ,110.88 ,163.40 ,,,,2910.02 ,4086.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,97.64 ,110.38 ,162.80 ,,,,2904.51 ,4075.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,97.68 ,109.95 ,162.80 ,,,,2933.77 ,4106.53 ,,,,,,,,,,,,,,,,,,,,110.76 ,,,,,,,,,,,,,,
2015-12-28,95.84 ,109.88 ,162.40 ,,,,2824.27 ,4032.69 ,,,,,108.92 ,100.83 ,100.83 ,139.06 ,124.78 ,101.47 ,85.16 ,113.13 ,116.22 ,115.73 ,108.93 ,93.84 ,145.79 ,117.64 ,116.38 ,,,,,,,,,,,,,,,
2015-12-29,98.12 ,109.84 ,162.80 ,,,,2892.54 ,4079.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,100.10 ,109.76 ,163.20 ,,,,2897.25 ,4103.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,100.36 ,109.75 ,163.60 ,109.28 ,100.00 ,100.07 ,2865.22 ,4071.45 ,386.90 ,1517.00 ,1094.40 ,1000.00 ,,,,,,,,,,,,,,,,,1099893.00 ,3.00 ,3.70 ,220679000.00 ,7451000.00 ,13063000.00 ,4217.80 ,829.12 ,523268.81 ,1709820.11 ,102.05 ,4.02 ,2.15 ,2.05 
2016-01-04,101.42 ,110.46 ,163.60 ,,,,2594.95 ,3739.37 ,,,,,109.05 ,100.76 ,100.76 ,136.76 ,124.31 ,101.47 ,86.66 ,111.92 ,116.74 ,117.66 ,108.57 ,93.57 ,144.66 ,117.64 ,117.03 ,,,,,,,,,,,,,,,
2016-01-05,104.35 ,111.03 ,164.20 ,,,,2541.87 ,3689.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,103.05 ,111.50 ,164.20 ,,,,2633.10 ,3789.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,103.14 ,112.06 ,164.20 ,,,,2373.98 ,3491.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,102.60 ,112.67 ,164.40 ,,,,2409.74 ,3526.50 ,,,,,,,,,,,,,,,,,,,,110.96 ,,,,,,,,,,,,,,
2016-01-11,100.61 ,112.24 ,164.40 ,,,,2181.97 ,3269.63 ,,,,,109.46 ,100.91 ,100.91 ,139.03 ,124.26 ,101.47 ,88.06 ,113.15 ,116.28 ,116.62 ,108.91 ,94.62 ,146.70 ,117.64 ,117.10 ,,,,,,,,,,,,,,,
2016-01-12,100.26 ,111.82 ,164.40 ,,,,2196.80 ,3248.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,101.79 ,111.49 ,164.40 ,,,,2133.60 ,3151.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,100.90 ,111.12 ,164.40 ,,,,2214.94 ,3256.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,100.63 ,110.69 ,164.20 ,,,,2102.05 ,3164.02 ,,,,,,,,,,,,,,,,,,,,111.56 ,,,,,,,,,,,,,,
2016-01-18,100.66 ,110.69 ,164.20 ,,,,2124.40 ,3203.80 ,,,,,108.36 ,100.82 ,100.82 ,139.59 ,126.71 ,101.47 ,88.56 ,113.49 ,116.60 ,117.87 ,109.00 ,94.84 ,145.50 ,117.64 ,117.60 ,,,,,,,,,,,,,,,
2016-01-19,100.40 ,110.78 ,164.00 ,,,,2198.39 ,3312.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,101.37 ,110.81 ,164.00 ,,,,2183.40 ,3276.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,101.02 ,110.79 ,164.20 ,,,,2091.57 ,3145.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,99.54 ,110.72 ,164.40 ,,,,2122.90 ,3188.27 ,,,,,,,,,,,,,,,,,,,,112.65 ,,,,,,,,,,,,,,
2016-01-25,99.07 ,110.61 ,164.60 ,,,,2163.72 ,3241.22 ,,,,,107.82 ,100.65 ,100.65 ,139.89 ,124.52 ,101.47 ,85.31 ,112.95 ,117.52 ,117.46 ,108.88 ,94.80 ,145.93 ,117.64 ,117.16 ,,,,,,,,,,,,,,,
2016-01-26,99.54 ,110.33 ,164.60 ,,,,1955.23 ,3037.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,98.08 ,110.24 ,164.60 ,,,,1909.47 ,3022.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,97.72 ,110.15 ,164.60 ,,,,1835.84 ,2893.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,98.89 ,110.14 ,164.60 ,,,,1915.72 ,2983.86 ,,,,,,,,,,,,,,,,,,,,110.20 ,,,,,,,,,,,,,,
2016-01-31,,,,102.66 ,100.00 ,100.04 ,,,,,,1100.00 ,,,,,,,,,,,,,,,,,,,,,,,227.00 ,58.00 ,501686.40 ,1468057.70 ,101.90 ,3.90 ,2.00 ,1.90 
2016-02-01,98.60 ,109.99 ,164.00 ,,,,1911.83 ,2944.90 ,,,,,108.64 ,100.92 ,100.92 ,140.31 ,126.04 ,101.47 ,86.99 ,113.43 ,115.58 ,116.38 ,108.56 ,93.79 ,145.00 ,117.64 ,116.70 ,,,,,,,,,,,,,,,
2016-02-02,95.64 ,110.07 ,163.60 ,,,,1999.19 ,3042.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,2010.21 ,3050.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,2040.46 ,3114.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,2009.38 ,3117.99 ,,,,,,,,,,,,,,,,,,,,114.44 ,,,,,,,,,,,,,,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.99 ,,,,,,,,,,,,,,
2016-02-15,,,,,,,1980.23 ,3101.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,2074.78 ,3208.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,2095.10 ,3232.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,93.43 ,110.32 ,163.20 ,,,,2067.41 ,3236.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,95.17 ,110.49 ,162.60 ,,,,2102.94 ,3235.18 ,,,,,,,,,,,,,,,,,,,,117.72 ,,,,,,,,,,,,,,
2016-02-22,95.33 ,110.73 ,162.00 ,,,,2151.63 ,3284.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,97.11 ,111.34 ,162.20 ,,,,2112.44 ,3282.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,101.42 ,111.75 ,162.40 ,,,,2132.78 ,3302.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,108.86 ,111.87 ,162.60 ,,,,1941.30 ,3075.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,107.66 ,111.56 ,162.60 ,,,,1950.96 ,3077.41 ,,,,,,,,,,,,,,,,,,,,113.65 ,,,,,,,,,,,,,,
2016-02-29,107.60 ,111.67 ,163.00 ,97.29 ,,,1835.03 ,2947.42 ,,,,,,,,,,,,,,,,,,,,,579694.00 ,,,31234000.00 ,1109000.00 ,1893000.00 ,262.00 ,85.00 ,303560.70 ,957513.80 ,101.80 ,3.40 ,1.60 ,1.60 
2016-03-01,105.99 ,111.18 ,163.00 ,,,,1879.76 ,2987.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,105.00 ,110.88 ,163.20 ,,,,2025.23 ,3138.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,101.66 ,110.04 ,163.40 ,,,,2045.94 ,3137.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,101.24 ,110.05 ,163.40 ,,,,1979.63 ,3030.42 ,,,,,,,,,,,,,,,,,,,,110.07 ,,,,,,,,,,,,,,
2016-03-07,99.56 ,109.58 ,163.60 ,,,,2034.07 ,3080.96 ,,,,,108.04 ,100.60 ,100.60 ,137.06 ,122.18 ,101.47 ,85.94 ,114.97 ,116.56 ,115.89 ,108.90 ,94.15 ,144.41 ,117.64 ,116.32 ,,,,,,,,,,,,,,,
2016-03-08,98.71 ,109.37 ,163.80 ,,,,2028.95 ,3098.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,95.45 ,109.11 ,163.40 ,,,,1972.57 ,3064.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,96.65 ,109.35 ,163.20 ,,,,1923.97 ,3018.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,96.02 ,109.28 ,163.20 ,,,,1929.96 ,3009.08 ,,,,,,,,,,,,,,,,,,,,110.33 ,,,,,,,,,,,,,,
2016-03-14,96.31 ,108.93 ,163.00 ,,,,2004.29 ,3118.65 ,,,,,108.94 ,100.32 ,100.32 ,134.80 ,124.37 ,100.10 ,83.70 ,113.69 ,115.79 ,116.76 ,107.61 ,90.67 ,143.67 ,117.64 ,116.22 ,,,,,,,,,,,,,,,
2016-03-15,96.10 ,108.93 ,163.00 ,,,,1980.73 ,3111.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,98.27 ,108.77 ,163.60 ,,,,1959.59 ,3093.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,98.73 ,108.74 ,163.80 ,,,,2024.79 ,3191.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,99.96 ,108.69 ,164.40 ,,,,2098.83 ,3286.61 ,,,,,,,,,,,,,,,,,,,,108.33 ,,,,,,,,,,,,,,
2016-03-21,104.33 ,113.01 ,164.40 ,,,,2144.13 ,3384.02 ,,,,,108.62 ,100.54 ,100.54 ,133.32 ,124.97 ,100.10 ,85.84 ,111.48 ,117.96 ,117.19 ,108.01 ,91.74 ,146.95 ,117.64 ,116.96 ,,,,,,,,,,,,,,,
2016-03-22,104.48 ,112.95 ,164.20 ,,,,2125.66 ,3387.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,105.72 ,113.02 ,163.60 ,,,,2134.94 ,3428.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,105.06 ,113.03 ,163.60 ,,,,2084.68 ,3378.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,105.06 ,113.02 ,163.00 ,,,,2144.64 ,3399.50 ,,,,,,,,,,,,,,,,,,,,110.68 ,,,,,,,,,,,,,,
2016-03-28,102.26 ,108.97 ,163.20 ,,,,2160.77 ,3378.66 ,,,,,109.33 ,100.63 ,100.63 ,137.75 ,125.50 ,100.10 ,86.11 ,112.26 ,114.46 ,116.76 ,107.96 ,91.42 ,145.00 ,117.64 ,116.48 ,,,,,,,,,,,,,,,
2016-03-29,102.78 ,109.00 ,163.40 ,,,,2094.85 ,3305.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,101.52 ,109.08 ,164.00 ,,,,2162.00 ,3404.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,101.50 ,108.73 ,164.00 ,104.71 ,100.00 ,100.02 ,2157.24 ,3409.95 ,389.90 ,1058.50 ,750.70 ,1000.00 ,,,,,,,,,,,,,,,,,819766.00 ,3.70 ,4.90 ,49265000.00 ,1726000.00 ,2759000.00 ,409.00 ,107.00 ,293930.00 ,892922.70 ,101.51 ,3.50 ,1.50 ,1.50 
2016-04-01,100.98 ,108.41 ,164.40 ,,,,2149.80 ,3394.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,,108.47 ,100.62 ,100.62 ,137.31 ,124.75 ,100.10 ,86.08 ,113.42 ,115.03 ,116.72 ,108.43 ,91.82 ,144.37 ,117.64 ,116.42 ,,,,,,,,,,,,,,,
2016-04-05,98.94 ,108.29 ,164.40 ,,,,2190.68 ,3459.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,99.73 ,108.25 ,164.40 ,,,,2209.69 ,3476.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,99.37 ,108.17 ,163.80 ,,,,2195.74 ,3447.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,97.86 ,108.54 ,164.00 ,,,,2198.30 ,3422.04 ,,,,,,,,,,,,,,,,,,,,107.65 ,,,,,,,,,,,,,,
2016-04-11,97.71 ,108.79 ,164.00 ,,,,2300.80 ,3498.21 ,,,,,108.73 ,100.71 ,100.71 ,137.82 ,123.83 ,100.10 ,87.18 ,112.40 ,114.55 ,116.50 ,108.25 ,91.12 ,144.41 ,117.64 ,116.31 ,,,,,,,,,,,,,,,
2016-04-12,98.20 ,108.77 ,164.00 ,,,,2303.69 ,3471.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,98.33 ,108.67 ,164.00 ,,,,2319.09 ,3516.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,97.85 ,108.34 ,164.60 ,,,,2341.77 ,3555.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,100.34 ,109.50 ,158.60 ,,,,2316.37 ,3539.88 ,,,,,,,,,,,,,,,,,,,,103.93 ,,,,,,,,,,,,,,
2016-04-18,99.84 ,109.56 ,158.80 ,,,,2283.52 ,3479.28 ,,,,,108.97 ,100.83 ,100.83 ,131.39 ,124.16 ,100.10 ,85.95 ,112.05 ,115.34 ,115.77 ,108.19 ,92.80 ,146.31 ,117.64 ,116.21 ,,,,,,,,,,,,,,,
2016-04-19,99.63 ,109.01 ,158.60 ,,,,2284.02 ,3488.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,96.94 ,108.32 ,158.20 ,,,,2190.86 ,3346.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,95.70 ,107.86 ,157.60 ,,,,2175.44 ,3305.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,94.61 ,106.11 ,163.40 ,,,,2191.16 ,3320.57 ,,,,,,,,,,,,,,,,,,,,104.21 ,,,,,,,,,,,,,,
2016-04-25,95.49 ,105.93 ,163.20 ,,,,2198.63 ,3328.54 ,,,,,108.64 ,100.75 ,100.75 ,133.44 ,123.40 ,100.10 ,85.15 ,111.94 ,116.55 ,115.93 ,108.35 ,93.74 ,144.19 ,117.64 ,115.93 ,,,,,,,,,,,,,,,
2016-04-26,95.49 ,105.82 ,162.80 ,,,,2215.16 ,3359.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,95.16 ,105.80 ,163.40 ,,,,2198.39 ,3356.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,96.24 ,105.82 ,163.80 ,,,,2209.42 ,3332.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,95.95 ,105.57 ,163.40 ,,,,2195.87 ,3332.67 ,,,,,,,,,,,,,,,,,,,,107.65 ,,,,,,,,,,,,,,
2016-04-30,,,,118.00 ,100.00 ,100.61 ,,,,1042.00 ,732.50 ,1050.00 ,,,,,,,,,,,,,,,,,842261.00 ,3.80 ,5.40 ,68076000.00 ,2301000.00 ,3779000.00 ,629.00 ,134.00 ,380769.90 ,1119505.30 ,101.35 ,3.60 ,1.30 ,1.50 
2016-05-02,,,,,,,,,,,,,108.61 ,100.77 ,100.77 ,134.81 ,123.24 ,100.10 ,86.38 ,111.19 ,116.78 ,116.41 ,108.43 ,92.98 ,144.27 ,117.64 ,116.13 ,,,,,,,,,,,,,,,
2016-05-03,95.83 ,105.22 ,163.60 ,,,,2234.91 ,3401.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,95.62 ,105.32 ,164.00 ,,,,2231.01 ,3401.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,96.04 ,105.70 ,163.40 ,,,,2259.95 ,3422.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,96.05 ,106.07 ,163.20 ,,,,2159.28 ,3324.25 ,,,,,,,,,,,,,,,,,,,,104.90 ,,,,,,,,,,,,,,
2016-05-09,95.86 ,106.09 ,163.60 ,,,,2047.69 ,3203.70 ,,,,,108.69 ,100.89 ,100.89 ,132.44 ,124.85 ,100.10 ,88.48 ,111.95 ,115.24 ,116.43 ,108.42 ,93.18 ,148.03 ,117.64 ,116.89 ,,,,,,,,,,,,,,,
2016-05-10,94.85 ,105.91 ,163.20 ,,,,2041.19 ,3192.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,94.93 ,105.78 ,162.80 ,,,,2032.85 ,3179.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,93.69 ,105.52 ,163.00 ,,,,2034.94 ,3181.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,94.51 ,105.25 ,162.80 ,,,,2025.18 ,3159.46 ,,,,,,,,,,,,,,,,,,,,105.68 ,,,,,,,,,,,,,,
2016-05-16,92.96 ,105.39 ,162.40 ,,,,2048.66 ,3195.00 ,,,,,108.79 ,100.91 ,100.91 ,133.91 ,124.54 ,100.10 ,86.90 ,111.91 ,116.05 ,116.31 ,108.38 ,91.99 ,143.78 ,117.64 ,116.17 ,,,,,,,,,,,,,,,
2016-05-17,94.22 ,105.45 ,162.20 ,,,,2032.51 ,3176.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,94.36 ,105.54 ,162.20 ,,,,1968.58 ,3095.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,96.47 ,105.35 ,162.20 ,,,,1976.31 ,3104.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,95.82 ,105.40 ,162.20 ,,,,1989.96 ,3132.46 ,,,,,,,,,,,,,,,,,,,,105.16 ,,,,,,,,,,,,,,
2016-05-23,96.30 ,105.43 ,162.40 ,,,,2020.06 ,3183.58 ,,,,,108.51 ,100.89 ,100.89 ,136.90 ,123.81 ,100.10 ,86.80 ,112.52 ,115.86 ,116.52 ,108.51 ,92.26 ,147.18 ,117.64 ,116.72 ,,,,,,,,,,,,,,,
2016-05-24,96.55 ,105.51 ,162.40 ,,,,2009.35 ,3156.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,96.90 ,105.56 ,162.40 ,,,,2002.38 ,3148.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,96.84 ,105.82 ,162.60 ,,,,1999.38 ,3154.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,97.57 ,105.74 ,162.60 ,,,,2005.88 ,3175.29 ,,,,,,,,,,,,,,,,,,,,106.33 ,,,,,,,,,,,,,,
2016-05-30,98.97 ,105.76 ,163.00 ,,,,1981.18 ,3170.55 ,,,,,108.91 ,101.01 ,101.01 ,134.67 ,122.45 ,100.10 ,85.41 ,112.21 ,116.86 ,116.12 ,108.54 ,95.09 ,146.84 ,117.64 ,116.41 ,,,,,,,,,,,,,,,
2016-05-31,98.40 ,105.82 ,163.80 ,112.72 ,100.00 ,100.19 ,2055.15 ,3263.07 ,,1093.80 ,763.00 ,1050.00 ,,,,,,,,,,,,,,,,,842291.00 ,3.60 ,5.20 ,85977000.00 ,2860000.00 ,4763000.00 ,931.00 ,176.00 ,426483.10 ,1331054.90 ,101.29 ,3.80 ,1.50 ,1.50 
2016-06-01,98.36 ,105.85 ,163.80 ,,,,2079.11 ,3275.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,98.67 ,105.86 ,164.00 ,,,,2095.44 ,3283.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,97.47 ,105.99 ,164.00 ,,,,2094.21 ,3301.54 ,,,,,,,,,,,,,,,,,,,,104.22 ,,,,,,,,,,,,,,
2016-06-06,97.34 ,106.03 ,163.80 ,,,,2149.13 ,3309.58 ,,,,,108.47 ,100.70 ,100.70 ,137.24 ,124.60 ,100.10 ,86.90 ,111.67 ,115.18 ,116.65 ,108.42 ,91.74 ,144.27 ,117.64 ,116.45 ,,,,,,,,,,,,,,,
2016-06-07,97.23 ,106.08 ,163.60 ,,,,2131.77 ,3305.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,96.90 ,106.08 ,164.00 ,,,,2155.24 ,3263.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.65 ,,,,,,,,,,,,,,
2016-06-12,97.16 ,106.19 ,164.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,97.62 ,106.34 ,164.80 ,,,,2032.77 ,3110.52 ,,,,,108.23 ,100.78 ,100.78 ,136.31 ,123.32 ,100.10 ,84.61 ,112.12 ,116.57 ,116.03 ,108.42 ,92.38 ,144.94 ,117.64 ,116.10 ,,,,,,,,,,,,,,,
2016-06-14,97.63 ,106.46 ,165.00 ,,,,2037.51 ,3109.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,96.77 ,106.42 ,165.00 ,,,,2134.53 ,3192.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,95.91 ,106.41 ,164.80 ,,,,2092.78 ,3150.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,94.74 ,106.32 ,164.40 ,,,,2099.58 ,3167.14 ,,,,,,,,,,,,,,,,,,,,105.01 ,,,,,,,,,,,,,,
2016-06-20,94.07 ,106.33 ,164.20 ,,,,2102.91 ,3147.33 ,,,,,108.74 ,100.92 ,100.92 ,134.39 ,123.29 ,100.10 ,86.71 ,111.99 ,115.73 ,116.41 ,108.24 ,92.08 ,144.56 ,117.64 ,116.26 ,,,,,,,,,,,,,,,
2016-06-21,93.03 ,106.37 ,164.40 ,,,,2099.93 ,3124.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,92.73 ,106.42 ,163.40 ,,,,2157.35 ,3153.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,92.83 ,106.28 ,160.80 ,,,,2157.12 ,3144.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,93.17 ,106.29 ,156.20 ,,,,2132.62 ,3103.18 ,,,,,,,,,,,,,,,,,,,,107.62 ,,,,,,,,,,,,,,
