指标名称,OECD综合领先指标,OECD综合领先指标:美国,OECD综合领先指标:日本,OECD综合领先指标:欧元区,美国:供应管理协会(ISM):制造业PMI,美国:失业率:季调,美国:新增非农就业人数:总计:季调,美国:密歇根大学消费者信心指数,欧元区:制造业PMI,欧元区:失业人数:季调,欧元区19国:消费者信心指数:季调,日本:失业人数:总计:季调,日本:失业率:季调,日本:消费者信心指数,城镇居民人均消费性支出:累计值,城镇居民人均消费性支出:衣着:累计值,美元指数,PMI,消费者信心指数(月),CPI:当月同比,CPI:衣着:当月同比,CPI:衣着:服装:当月同比,CPI:衣着:衣着加工服务费:当月同比,CPI:衣着:鞋类:当月同比,PPI:全部工业品:当月同比,PPI:生活资料:衣着类:当月同比,PPI:生活资料:衣着类:环比,PPI:生活资料:衣着类:累计同比,M1:同比,M2:同比,现金净投放:当月值,社会融资规模:新增人民币贷款:当月值,金融机构:新增人民币贷款:当月值,金融机构:各项贷款余额,GDP:现价:当季值,城镇登记失业率,出口金额:纺织纱线、织物及制品:当月值,出口金额:纺织纱线、织物及制品:累计值,出口金额:纺织纱线、织物及制品:累计同比,出口金额:服装及衣着附件:当月值,出口金额:服装及衣着附件:累计值,出口金额:服装及衣着附件:累计同比,出口金额:鞋类:当月值,出口金额:鞋类:累计值,出口金额:鞋类:累计同比,社会消费品零售总额:当月值,社会消费品零售总额:当月同比,社会消费品零售总额:累计值,限额以上企业餐饮收入总额:当月值,限额以上企业商品零售总额:当月值,零售额:服装类:当月值,零售额:服装鞋帽、针、纺织品类:当月值,零售额:金银珠宝类:当月值,零售额:服装鞋帽、针、纺织品类:累计值,零售额:服装类:累计值,零售额:金银珠宝类:累计值,固定资产投资完成额:累计值,固定资产投资完成额:累计同比,固定资产投资完成额:制造业:累计值,固定资产投资完成额:制造业:纺织业:累计值,固定资产投资完成额:制造业:纺织服装、服饰业:累计值,工业增加值:当月同比,工业增加值:纺织业:当月同比,工业增加值:纺织服装、服饰业:当月同比,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,工业增加值:累计同比,工业增加值:纺织业:累计同比,工业增加值:纺织服装、服饰业:累计同比,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:累计同比,纺织业:主营业务收入:累计值,纺织服装、服饰业:主营业务收入:累计值,皮革、毛皮、羽毛及其制品和制鞋业:主营业务收入:累计值,纺织业:主营业务收入:累计同比,纺织服装、服饰业:主营业务收入:累计同比,皮革、毛皮、羽毛及其制品和制鞋业:主营业务收入:累计同比,纺织业:利润总额:累计值,纺织服装、服饰业:利润总额:累计值,皮革、毛皮、羽毛及其制品和制鞋业:利润总额:累计值,纺织业:利润总额:累计同比,纺织服装、服饰业:利润总额:累计同比,皮革、毛皮、羽毛及其制品和制鞋业:利润总额:累计同比,纺织服装、服饰业:亏损企业单位数:累计值,纺织服装、服饰业:亏损企业亏损总额:累计值,纺织业:亏损企业单位数:累计值,纺织业:亏损企业亏损总额:累计值,产量:服装:当月值,产量:羽绒服:当月值,产量:西服套装:当月值,产量:衬衫:当月值,产量:皮革服装:当月值,纺织业:产成品存货,纺织服装、服饰业:产成品存货,皮革、毛皮、羽毛及其制品和制鞋业:产成品存货,纺织业:产成品存货:同比,纺织服装、服饰业:产成品存货:同比,皮革、毛皮、羽毛及其制品和制鞋业:产成品存货:同比,中国棉花价格指数:328,中国棉花价格指数:527,中国棉花价格指数:229,Cotlook:A指数,进口数量:棉纱线:当月值,棉花:国内消费总计:中国,棉花:出口:中国,全球:播种面积:棉花,播种面积:棉花:中国,播种面积:棉花:美国,播种面积:棉花:巴基斯坦,播种面积:棉花:乌兹别克斯坦,播种面积:棉花:巴西,播种面积:棉花:土库曼斯坦,播种面积:棉花:土耳其,播种面积:棉花:欧盟28国,实际市场价格:全球:羊毛:细,实际市场价格:全球:羊毛:粗,市场价:粘胶短纤:1.5D/38mm,市场价:涤纶短纤:1.4D*38mm,农产品集贸市场价格指数:棉花(籽棉):当月同比,广东:规模以上工业增加值:制造业:纺织业:当月值,上海:规模以上工业总产值:纺织业:当月值,上海:规模以上工业总产值:纺织服装、服饰业:当月值
2016-05-03,,,,,,,,,,,,,,,,,93.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12375.00 ,11273.00 ,12701.00 ,72.00 ,,,,,,,,,,,,,,,13150.00 ,6975.00 ,,,,
2016-05-04,,,,,,,,,,,,,,,,,93.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12391.00 ,11312.00 ,12728.00 ,70.80 ,,,,,,,,,,,,,,,13100.00 ,6900.00 ,,,,
2016-05-05,,,,,,,,,,,,,,,,,93.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12412.00 ,11347.00 ,12750.00 ,70.55 ,,,,,,,,,,,,,,,13100.00 ,6850.00 ,,,,
2016-05-06,,,,,,,,,,,,,,,,,93.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12465.00 ,11399.00 ,12810.00 ,69.65 ,,,,,,,,,,,,,,,13100.00 ,6850.00 ,,,,
2016-05-09,,,,,,,,,,,,,,,,,94.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12476.00 ,11402.00 ,12818.00 ,69.75 ,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,94.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12478.00 ,11408.00 ,12826.00 ,69.40 ,,,,,,,,,,,,,,,13200.00 ,6750.00 ,,,,
2016-05-11,,,,,,,,,,,,,,,,,93.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12487.00 ,11410.00 ,12831.00 ,69.10 ,,,,,,,,,,,,,,,13300.00 ,6725.00 ,,,,
2016-05-12,,,,,,,,,,,,,,,,,94.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12523.00 ,11459.00 ,12853.00 ,68.80 ,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,94.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12523.00 ,11461.00 ,12852.00 ,68.80 ,,,,,,,,,,,,,,,13425.00 ,6725.00 ,,,,
2016-05-16,,,,,,,,,,,,,,,,,94.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12526.00 ,11468.00 ,12855.00 ,68.80 ,,,,,,,,,,,,,,,13300.00 ,6700.00 ,,,,
2016-05-17,,,,,,,,,,,,,,,,,94.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12511.00 ,11457.00 ,12848.00 ,69.15 ,,,,,,,,,,,,,,,13300.00 ,6675.00 ,,,,
2016-05-18,,,,,,,,,,,,,,,,,95.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12519.00 ,11503.00 ,12858.00 ,70.40 ,,,,,,,,,,,,,,,13350.00 ,6700.00 ,,,,
2016-05-19,,,,,,,,,,,,,,,,,95.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12521.00 ,11503.00 ,12867.00 ,70.20 ,,,,,,,,,,,,,,,13350.00 ,6700.00 ,,,,
2016-05-20,,,,,,,,,,,,,,,,,95.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12530.00 ,11520.00 ,12869.00 ,69.35 ,,,,,,,,,,,,,,,13350.00 ,6700.00 ,,,,
2016-05-23,,,,,,,,,,,,,,,,,95.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12536.00 ,11542.00 ,12875.00 ,70.05 ,,,,,,,,,,,,,,,13350.00 ,6675.00 ,,,,
2016-05-24,,,,,,,,,,,,,,,,,95.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12556.00 ,11573.00 ,12880.00 ,69.95 ,,,,,,,,,,,,,,,13375.00 ,6675.00 ,,,,
2016-05-25,,,,,,,,,,,,,,,,,95.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12561.00 ,11591.00 ,12889.00 ,71.45 ,,,,,,,,,,,,,,,13400.00 ,6650.00 ,,,,
2016-05-26,,,,,,,,,,,,,,,,,95.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12567.00 ,11591.00 ,12891.00 ,71.45 ,,,,,,,,,,,,,,,13450.00 ,6625.00 ,,,,
2016-05-27,,,,,,,,,,,,,,,,,95.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12577.00 ,11597.00 ,12893.00 ,72.95 ,,,,,,,,,,,,,,,13550.00 ,6625.00 ,,,,
2016-05-30,,,,,,,,,,,,,,,,,95.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12575.00 ,11598.00 ,12892.00 ,,,,,,,,,,,,,,,,13575.00 ,6600.00 ,,,,
2016-05-31,99.62 ,99.16 ,99.62 ,99.97 ,51.30 ,4.70 ,43.00 ,94.70 ,51.50 ,16433.00 ,-7.10 ,212.00 ,3.20 ,41.50 ,,,95.84 ,50.10 ,99.80 ,2.04 ,1.54 ,1.50 ,3.80 ,1.50 ,-2.80 ,0.70 ,-0.10 ,0.70 ,23.70 ,11.80 ,-1622.00 ,9374.00 ,9855.00 ,1001024.76 ,,,1020503.50 ,4321489.80 ,-0.50 ,1331054.90 ,5741293.00 ,-3.60 ,426483.10 ,1890214.60 ,-8.70 ,26610.70 ,10.00 ,129280.90 ,720.30 ,11164.60 ,763.00 ,1093.80 ,239.50 ,5649.90 ,4035.80 ,1230.40 ,187670.98 ,9.60 ,61041.31 ,2184.70 ,1549.44 ,6.00 ,6.80 ,5.20 ,3.60 ,5.90 ,7.40 ,5.20 ,3.70 ,151474000.00 ,85977000.00 ,56167000.00 ,4.90 ,6.30 ,5.50 ,7486000.00 ,4763000.00 ,3281000.00 ,6.90 ,7.30 ,4.90 ,2511.00 ,367000.00 ,2779.00 ,515000.00 ,,,,,,14610000.00 ,9461000.00 ,3678000.00 ,2.70 ,7.40 ,6.30 ,12613.00 ,11618.00 ,12918.00 ,72.95 ,170000.00 ,33.00 ,0.07 ,33.99 ,4.40 ,3.78 ,2.95 ,1.29 ,1.02 ,0.55 ,0.43 ,,1096.27 ,988.79 ,13600.00 ,6600.00 ,95.80 ,513340.00 ,16.15 ,19.62 
2016-06-01,,,,,,,,,,,,,,,,,95.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12615.00 ,11616.00 ,12921.00 ,72.75 ,,,,,,,,,,,,,,,13625.00 ,6575.00 ,,,,
2016-06-02,,,,,,,,,,,,,,,,,95.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12616.00 ,11622.00 ,12926.00 ,72.05 ,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,93.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12618.00 ,11627.00 ,12927.00 ,71.80 ,,,,,,,,,,,,,,,13625.00 ,6575.00 ,,,,
2016-06-06,,,,,,,,,,,,,,,,,94.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12619.00 ,11631.00 ,12927.00 ,73.00 ,,,,,,,,,,,,,,,13625.00 ,6575.00 ,,,,
2016-06-07,,,,,,,,,,,,,,,,,93.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12632.00 ,11642.00 ,12936.00 ,74.50 ,,,,,,,,,,,,,,,13625.00 ,6600.00 ,,,,
2016-06-08,,,,,,,,,,,,,,,,,93.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12637.00 ,11651.00 ,12946.00 ,74.85 ,,,,,,,,,,,,,,,13625.00 ,6650.00 ,,,,
2016-06-09,,,,,,,,,,,,,,,,,94.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.80 ,,,,,,,,,,,,,,,,,,,,
2016-06-10,,,,,,,,,,,,,,,,,94.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.05 ,,,,,,,,,,,,,,,,,,,,
2016-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12645.00 ,11699.00 ,12958.00 ,,,,,,,,,,,,,,,,13600.00 ,6650.00 ,,,,
2016-06-13,,,,,,,,,,,,,,,,,94.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12656.00 ,11706.00 ,12966.00 ,73.95 ,,,,,,,,,,,,,,,13600.00 ,6650.00 ,,,,
2016-06-14,,,,,,,,,,,,,,,,,94.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12668.00 ,11721.00 ,12995.00 ,73.10 ,,,,,,,,,,,,,,,13600.00 ,6650.00 ,,,,
2016-06-15,,,,,,,,,,,,,,,,,94.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12669.00 ,11721.00 ,12997.00 ,72.95 ,,,,,,,,,,,,,,,13600.00 ,6650.00 ,,,,
2016-06-16,,,,,,,,,,,,,,,,,94.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12669.00 ,11726.00 ,12999.00 ,72.75 ,,,,,,,,,,,,,,,13600.00 ,6650.00 ,,,,
2016-06-17,,,,,,,,,,,,,,,,,94.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12667.00 ,11723.00 ,12999.00 ,74.05 ,,,,,,,,,,,,,,,13600.00 ,6650.00 ,,,,
2016-06-20,,,,,,,,,,,,,,,,,93.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12686.00 ,11745.00 ,13005.00 ,75.05 ,,,,,,,,,,,,,,,13600.00 ,6600.00 ,,,,
2016-06-21,,,,,,,,,,,,,,,,,94.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12698.00 ,11750.00 ,13007.00 ,75.05 ,,,,,,,,,,,,,,,13550.00 ,6600.00 ,,,,
2016-06-22,,,,,,,,,,,,,,,,,93.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717.00 ,11776.00 ,13022.00 ,73.95 ,,,,,,,,,,,,,,,13550.00 ,6650.00 ,,,,
2016-06-23,,,,,,,,,,,,,,,,,93.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717.00 ,11779.00 ,13025.00 ,74.55 ,,,,,,,,,,,,,,,13550.00 ,6650.00 ,,,,
2016-06-24,,,,,,,,,,,,,,,,,95.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717.00 ,11786.00 ,13030.00 ,75.55 ,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,96.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12719.00 ,11787.00 ,13032.00 ,74.55 ,,,,,,,,,,,,,,,13500.00 ,6600.00 ,,,,
2016-06-28,,,,,,,,,,,,,,,,,96.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12719.00 ,11789.00 ,13037.00 ,74.65 ,,,,,,,,,,,,,,,13500.00 ,6575.00 ,,,,
2016-06-29,,,,,,,,,,,,,,,,,95.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12816.00 ,11842.00 ,13083.00 ,76.15 ,,,,,,,,,,,,,,,13500.00 ,6575.00 ,,,,
2016-06-30,99.61 ,99.15 ,99.61 ,99.93 ,53.20 ,4.90 ,297.00 ,93.50 ,52.80 ,16385.00 ,-7.30 ,207.00 ,3.10 ,42.50 ,11185.00 ,938.09 ,95.95 ,50.00 ,102.90 ,1.88 ,1.41 ,1.40 ,3.80 ,1.30 ,-2.60 ,1.00 ,0.20 ,0.80 ,24.60 ,11.80 ,37.00 ,13141.00 ,13800.00 ,1014859.39 ,180743.70 ,4.05 ,911429.80 ,5199420.30 ,-1.70 ,1488855.70 ,7132018.30 ,-5.40 ,437164.90 ,2288361.00 ,-11.50 ,26857.40 ,10.60 ,156138.30 ,743.50 ,12262.30 ,799.20 ,1161.60 ,241.70 ,6816.20 ,4838.90 ,1476.60 ,258359.96 ,9.00 ,82261.34 ,2914.16 ,2042.10 ,6.20 ,6.60 ,3.60 ,3.10 ,6.00 ,7.30 ,4.90 ,3.60 ,187435000.00 ,106661000.00 ,70136000.00 ,4.50 ,5.90 ,4.80 ,9439000.00 ,5833000.00 ,4065000.00 ,7.50 ,7.70 ,-0.30 ,2474.00 ,418000.00 ,2707.00 ,551000.00 ,,2608.10 ,,,8825100.00 ,14772000.00 ,9523000.00 ,3772000.00 ,1.30 ,4.60 ,5.20 ,13075.00 ,12031.00 ,13306.00 ,76.15 ,160000.00 ,33.00 ,0.07 ,33.99 ,4.40 ,3.78 ,2.95 ,1.29 ,1.02 ,0.55 ,0.43 ,,1094.21 ,1015.26 ,13500.00 ,6675.00 ,96.40 ,573501.00 ,16.67 ,23.78 
2016-07-01,,,,,,,,,,,,,,,,,95.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13285.00 ,12237.00 ,13522.00 ,74.85 ,,,,,,,,,,,,,,,13500.00 ,6700.00 ,,,,
2016-07-04,,,,,,,,,,,,,,,,,95.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13333.00 ,12287.00 ,13553.00 ,75.60 ,,,,,,,,,,,,,,,13500.00 ,6750.00 ,,,,
2016-07-05,,,,,,,,,,,,,,,,,96.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13629.00 ,12633.00 ,13876.00 ,75.60 ,,,,,,,,,,,,,,,13600.00 ,6800.00 ,,,,
2016-07-06,,,,,,,,,,,,,,,,,96.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13632.00 ,12635.00 ,13878.00 ,75.90 ,,,,,,,,,,,,,,,13650.00 ,6800.00 ,,,,
2016-07-07,,,,,,,,,,,,,,,,,96.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13638.00 ,12650.00 ,13898.00 ,75.95 ,,,,,,,,,,,,,,,13680.00 ,6825.00 ,,,,
2016-07-08,,,,,,,,,,,,,,,,,96.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13666.00 ,12706.00 ,13983.00 ,75.95 ,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,96.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13665.00 ,12708.00 ,13983.00 ,76.50 ,,,,,,,,,,,,,,,13800.00 ,6800.00 ,,,,
2016-07-12,,,,,,,,,,,,,,,,,96.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13666.00 ,12711.00 ,13983.00 ,78.50 ,,,,,,,,,,,,,,,13900.00 ,6800.00 ,,,,
2016-07-13,,,,,,,,,,,,,,,,,96.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13766.00 ,12771.00 ,14075.00 ,81.50 ,,,,,,,,,,,,,,,14000.00 ,6800.00 ,,,,
2016-07-14,,,,,,,,,,,,,,,,,96.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13842.00 ,12828.00 ,14152.00 ,83.85 ,,,,,,,,,,,,,,,14200.00 ,6800.00 ,,,,
2016-07-15,,,,,,,,,,,,,,,,,96.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13998.00 ,12966.00 ,14297.00 ,84.60 ,,,,,,,,,,,,,,,14200.00 ,6800.00 ,,,,
2016-07-18,,,,,,,,,,,,,,,,,96.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14181.00 ,13103.00 ,14476.00 ,85.10 ,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,97.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14387.00 ,13272.00 ,14649.00 ,84.85 ,,,,,,,,,,,,,,,14800.00 ,6850.00 ,,,,
2016-07-20,,,,,,,,,,,,,,,,,97.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14892.00 ,13800.00 ,15148.00 ,84.30 ,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,96.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15145.00 ,14119.00 ,15453.00 ,83.30 ,,,,,,,,,,,,,,,14850.00 ,6950.00 ,,,,
2016-07-22,,,,,,,,,,,,,,,,,97.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15288.00 ,14335.00 ,15566.00 ,84.05 ,,,,,,,,,,,,,,,15100.00 ,7050.00 ,,,,
2016-07-25,,,,,,,,,,,,,,,,,97.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15288.00 ,14353.00 ,15567.00 ,83.80 ,,,,,,,,,,,,,,,15200.00 ,7050.00 ,,,,
2016-07-26,,,,,,,,,,,,,,,,,97.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15289.00 ,14360.00 ,15575.00 ,83.60 ,,,,,,,,,,,,,,,15250.00 ,7050.00 ,,,,
2016-07-27,,,,,,,,,,,,,,,,,96.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15322.00 ,14391.00 ,15612.00 ,85.35 ,,,,,,,,,,,,,,,15600.00 ,7050.00 ,,,,
2016-07-28,,,,,,,,,,,,,,,,,96.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15415.00 ,14478.00 ,15707.00 ,84.85 ,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,95.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15308.00 ,14389.00 ,15605.00 ,84.35 ,,,,,,,,,,,,,,,15750.00 ,7050.00 ,,,,
