指标名称,美元指数,伦敦现货黄金:以美元计价,美国:标准普尔500指数,美国:主要经济指标预测:联邦基金利率,美国:国债实际收益率:5年期,美国:国债实际收益率:7年期,美国:国债实际收益率:10年期,美国:国债实际收益率:20年期,美国:国债实际收益率:30年期,美国:联邦基金目标利率,美国:就业率:季调,现货价:原油:俄罗斯ESPO,现货价:原油(阿曼):环太平洋,现货价:原油(阿联酋迪拜):环太平洋,现货价:原油:科威特能源公司,现货价:原油(迪拜):中东离岸,申万行业指数:黄金,产量:黄金:累计值(黄金协会),消费量:黄金:累计值,消费量:黄金:黄金首饰:累计值,消费量:黄金:金条:累计值,消费量:黄金:金币:累计值,消费量:黄金:累计同比,消费量:黄金:黄金首饰:累计同比,消费量:黄金:金条:累计同比,消费量:黄金:金币:累计同比,RPI:金银珠宝:当月同比,城市RPI:金银珠宝:当月同比,农村RPI:金银珠宝:当月同比
2011-10-20,76.97 ,1620.00 ,1215.39 ,,-0.65 ,-0.26 ,0.22 ,0.74 ,0.99 ,,,,106.55 ,105.21 ,,105.57 ,7822.92 ,,,,,,,,,,,,
2011-10-21,76.39 ,1642.50 ,1238.25 ,,-0.66 ,-0.27 ,0.23 ,0.79 ,1.06 ,,,,107.42 ,106.00 ,,105.02 ,7631.10 ,,,,,,,,,,,,
2011-10-24,76.09 ,1652.00 ,1254.19 ,,-0.66 ,-0.27 ,0.23 ,0.77 ,1.04 ,,,,108.20 ,106.83 ,,107.24 ,7775.26 ,,,,,,,,,,,,
2011-10-25,76.24 ,1656.00 ,1229.05 ,,-0.75 ,-0.37 ,0.12 ,0.65 ,0.90 ,,,,108.90 ,107.74 ,,106.12 ,7995.77 ,,,,,,,,,,,,
2011-10-26,76.25 ,1715.00 ,1242.00 ,,-0.74 ,-0.36 ,0.15 ,0.68 ,0.92 ,,,,,,,104.89 ,8395.58 ,,,,,,,,,,,,
2011-10-27,74.97 ,1718.00 ,1284.59 ,,-0.74 ,-0.33 ,0.24 ,0.82 ,1.07 ,,,,107.18 ,107.00 ,,107.88 ,8287.34 ,,,,,,,,,,,,
2011-10-28,75.09 ,1741.00 ,1285.09 ,,-0.80 ,-0.38 ,0.19 ,0.76 ,1.02 ,,,,108.55 ,108.20 ,,105.90 ,8454.12 ,,,,,,,,,,,,
2011-10-31,76.48 ,1722.00 ,1253.30 ,,-0.89 ,-0.47 ,0.08 ,0.61 ,0.85 ,,58.40 ,,106.09 ,105.92 ,,105.31 ,8373.59 ,290.75 ,,,,,,,,,12.90 ,11.60 ,18.50 
2011-11-01,77.32 ,1699.00 ,1218.28 ,,-0.92 ,-0.51 ,-0.04 ,0.49 ,0.72 ,,,,105.76 ,104.61 ,,104.35 ,8315.04 ,,,,,,,,,,,,
2011-11-02,77.08 ,1743.00 ,1237.90 ,,-1.02 ,-0.61 ,-0.07 ,0.48 ,0.73 ,,,,107.46 ,106.75 ,,103.92 ,8401.39 ,,,,,,,,,,,,
2011-11-03,76.72 ,1758.00 ,1261.15 ,,-1.00 ,-0.57 ,0.00 ,0.55 ,0.79 ,,,,105.68 ,105.16 ,,105.99 ,8523.46 ,,,,,,,,,,,,
2011-11-04,76.91 ,1749.00 ,1253.23 ,,-1.05 ,-0.62 ,-0.06 ,0.49 ,0.74 ,,,,108.25 ,107.76 ,,107.11 ,8729.32 ,,,,,,,,,,,,
2011-11-07,76.94 ,1782.00 ,1261.12 ,,-1.06 ,-0.64 ,-0.10 ,0.45 ,0.69 ,,,,,,,109.36 ,8815.02 ,,,,,,,,,,,,
2011-11-08,76.63 ,1795.00 ,1275.92 ,,-0.97 ,-0.53 ,-0.03 ,0.53 ,0.77 ,,,,112.17 ,111.86 ,,109.65 ,8781.97 ,,,,,,,,,,,,
2011-11-09,77.91 ,1784.00 ,1229.10 ,,-0.99 ,-0.58 ,-0.04 ,0.52 ,0.76 ,,,,112.06 ,111.60 ,,109.00 ,8803.20 ,,,,,,,,,,,,
2011-11-10,77.63 ,1756.00 ,1239.69 ,,-0.98 ,-0.54 ,-0.04 ,0.54 ,0.79 ,,,,110.21 ,109.60 ,,108.89 ,8583.73 ,,,,,,,,,,,,
2011-11-11,76.91 ,1773.00 ,1263.85 ,,,,,,,,,,111.85 ,111.47 ,,109.24 ,8562.28 ,,,,,,,,,,,,
2011-11-14,77.46 ,1776.00 ,1251.78 ,,-0.93 ,-0.50 ,-0.01 ,0.56 ,0.79 ,,,,112.39 ,112.15 ,112.12 ,107.35 ,8817.20 ,,,,,,,,,,,,
2011-11-15,77.90 ,1785.00 ,1257.81 ,,-0.83 ,-0.42 ,0.04 ,0.61 ,0.84 ,,,,111.66 ,111.37 ,111.42 ,109.14 ,8779.20 ,,,,,,,,,,,,
2011-11-16,78.28 ,1756.00 ,1236.91 ,,-0.78 ,-0.40 ,0.05 ,0.59 ,0.83 ,,,,111.73 ,111.40 ,111.47 ,109.01 ,8565.19 ,,,,,,,,,,,,
2011-11-17,78.32 ,1742.50 ,1216.13 ,,-0.71 ,-0.36 ,0.06 ,0.60 ,0.83 ,,,,111.25 ,110.93 ,,105.52 ,8510.18 ,,,,,,,,,,,,
2011-11-18,78.04 ,1719.00 ,1215.65 ,,-0.70 ,-0.35 ,0.05 ,0.60 ,0.83 ,,,,109.08 ,108.88 ,110.81 ,105.00 ,8250.42 ,,,,,,,,,,,,
2011-11-21,78.33 ,1702.00 ,1192.98 ,,-0.67 ,-0.33 ,0.07 ,0.62 ,0.85 ,,,,107.96 ,107.80 ,,104.24 ,8196.92 ,,,,,,,,,,,,
2011-11-22,78.27 ,1699.00 ,1188.04 ,,-0.69 ,-0.35 ,0.05 ,0.59 ,0.82 ,,,,108.30 ,107.90 ,107.89 ,106.65 ,8194.60 ,,,,,,,,,,,,
2011-11-23,79.06 ,1681.00 ,1161.79 ,,-0.73 ,-0.40 ,-0.01 ,0.53 ,0.73 ,,,,108.61 ,108.50 ,108.09 ,104.95 ,8134.27 ,,,,,,,,,,,,
2011-11-24,79.04 ,1692.50 ,,,,,,,,,,,107.96 ,107.85 ,,105.70 ,8051.64 ,,,,,,,,,,,,
2011-11-25,79.61 ,1688.50 ,1158.67 ,,-0.71 ,-0.36 ,0.05 ,0.58 ,0.79 ,,,,107.72 ,107.60 ,107.31 ,104.25 ,8068.57 ,,,,,,,,,,,,
2011-11-28,79.19 ,1714.00 ,1192.55 ,,-0.75 ,-0.39 ,0.02 ,0.55 ,0.75 ,,,,108.25 ,108.25 ,108.07 ,106.05 ,8108.37 ,,,,,,,,,,,,
2011-11-29,79.08 ,1717.00 ,1195.19 ,,-0.77 ,-0.41 ,0.01 ,0.54 ,0.75 ,,,,108.45 ,108.30 ,108.62 ,107.92 ,8281.79 ,,,,,,,,,,,,
2011-11-30,78.34 ,1746.00 ,1246.96 ,,-0.80 ,-0.41 ,0.03 ,0.59 ,0.82 ,,58.60 ,,109.70 ,109.40 ,109.59 ,108.06 ,7993.68 ,323.36 ,,,,,,,,,12.30 ,11.30 ,16.60 
2011-12-01,78.29 ,1752.00 ,1244.58 ,,-0.79 ,-0.39 ,0.06 ,0.62 ,0.85 ,,,,109.46 ,108.71 ,,105.58 ,8290.16 ,,,,,,,,,,,,
2011-12-02,78.62 ,1747.00 ,1244.28 ,,-0.84 ,-0.45 ,0.00 ,0.57 ,0.78 ,,,,109.57 ,108.86 ,109.12 ,106.31 ,8283.70 ,,,,,,,,,,,,
2011-12-05,78.58 ,1744.00 ,1257.08 ,,-0.84 ,-0.45 ,-0.01 ,0.55 ,0.77 ,,,,110.18 ,109.55 ,109.64 ,106.31 ,8095.91 ,,,,,,,,,,,,
2011-12-06,78.54 ,1708.00 ,1258.47 ,,-0.89 ,-0.55 ,0.01 ,0.62 ,0.81 ,,,,109.16 ,108.50 ,108.86 ,107.74 ,7867.14 ,,,,,,,,,,,,
2011-12-07,78.41 ,1735.50 ,1261.01 ,,-0.82 ,-0.45 ,-0.01 ,0.60 ,0.82 ,,,,110.51 ,109.85 ,109.85 ,105.98 ,7879.04 ,,,,,,,,,,,,
2011-12-08,78.83 ,1715.00 ,1234.35 ,,-0.79 ,-0.43 ,0.01 ,0.63 ,0.85 ,,,,109.45 ,109.18 ,,105.11 ,7845.04 ,,,,,,,,,,,,
2011-12-09,78.59 ,1709.00 ,1255.19 ,,-0.75 ,-0.40 ,0.05 ,0.74 ,0.92 ,,,,106.89 ,106.65 ,106.89 ,105.76 ,7731.52 ,,,,,,,,,,,,
2011-12-12,79.53 ,1659.50 ,1236.47 ,,-0.77 ,-0.43 ,-0.01 ,0.63 ,0.83 ,,,,107.33 ,106.86 ,106.85 ,104.27 ,7610.80 ,,,,,,,,,,,,
2011-12-13,80.27 ,1672.50 ,1225.73 ,,-0.80 ,-0.46 ,-0.05 ,0.53 ,0.74 ,,,,106.85 ,106.39 ,106.87 ,106.37 ,7304.73 ,,,,,,,,,,,,
2011-12-14,80.53 ,1603.00 ,1211.82 ,,-0.74 ,-0.42 ,-0.04 ,0.53 ,0.73 ,,,,107.90 ,107.41 ,107.00 ,102.15 ,7155.63 ,,,,,,,,,,,,
2011-12-15,80.29 ,1574.00 ,1215.75 ,,-0.75 ,-0.41 ,-0.01 ,0.55 ,0.78 ,,,,107.90 ,107.41 ,,100.66 ,6693.45 ,,,,,,,,,,,,
2011-12-16,80.15 ,1594.00 ,1219.66 ,,-0.77 ,-0.44 ,-0.05 ,0.53 ,0.74 ,,,,103.42 ,102.65 ,102.77 ,99.51 ,6841.13 ,,,,,,,,,,,,
2011-12-19,80.37 ,1598.00 ,1205.35 ,,-0.82 ,-0.49 ,-0.12 ,0.43 ,0.68 ,,,,102.33 ,101.45 ,101.89 ,100.33 ,6732.33 ,,,,,,,,,,,,
2011-12-20,79.86 ,1613.50 ,1241.30 ,,-0.84 ,-0.50 ,-0.10 ,0.47 ,0.69 ,,,,103.82 ,102.82 ,103.54 ,103.46 ,6724.59 ,,,,,,,,,,,,
2011-12-21,79.99 ,1608.00 ,1243.72 ,,-0.79 ,-0.47 ,-0.07 ,0.53 ,0.73 ,,,,106.68 ,105.68 ,106.07 ,104.27 ,6656.73 ,,,,,,,,,,,,
2011-12-22,79.95 ,1606.50 ,1254.00 ,,-0.73 ,-0.43 ,-0.07 ,0.52 ,0.76 ,,,,107.29 ,106.20 ,,104.37 ,6543.51 ,,,,,,,,,,,,
2011-12-23,79.99 ,1607.50 ,1265.33 ,,-0.71 ,-0.42 ,-0.04 ,0.59 ,0.79 ,,,,107.73 ,106.67 ,106.97 ,104.46 ,6604.68 ,,,,,,,,,,,,
2011-12-26,79.91 ,,,,,,,,,,,,,,,,6562.38 ,,,,,,,,,,,,
2011-12-27,79.80 ,,1265.43 ,,-0.69 ,-0.39 ,-0.02 ,0.58 ,0.81 ,,,,107.67 ,106.20 ,107.02 ,105.72 ,6470.36 ,,,,,,,,,,,,
2011-12-28,80.50 ,1571.00 ,1249.64 ,,-0.72 ,-0.42 ,-0.07 ,0.50 ,0.74 ,,,,108.04 ,106.60 ,,103.58 ,6470.39 ,,,,,,,,,,,,
2011-12-29,80.36 ,1531.00 ,1263.02 ,,-0.73 ,-0.42 ,-0.05 ,0.54 ,0.78 ,,,,106.95 ,105.28 ,,104.79 ,6387.86 ,,,,,,,,,,,,
2011-12-30,80.22 ,1574.50 ,1257.60 ,,-0.76 ,-0.44 ,-0.07 ,0.53 ,0.78 ,,,,106.92 ,105.46 ,106.05 ,104.18 ,6498.93 ,,,,,,,,,,,,
2011-12-31,,,,,,,,,,,58.60 ,,,,,,,360.96 ,761.05 ,456.66 ,213.85 ,20.80 ,33.20 ,27.90 ,50.70 ,25.20 ,8.50 ,7.40 ,13.20 
2012-01-02,80.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-03,79.65 ,1598.00 ,1277.06 ,,-0.77 ,-0.43 ,-0.04 ,0.55 ,0.81 ,,,,106.78 ,105.60 ,108.22 ,108.52 ,,,,,,,,,,,,,
2012-01-04,80.08 ,1613.00 ,1277.30 ,,-0.82 ,-0.48 ,-0.08 ,0.54 ,0.79 ,,,,109.24 ,108.58 ,,109.78 ,6439.43 ,,,,,,,,,,,,
2012-01-05,80.91 ,1599.00 ,1281.06 ,,-0.86 ,-0.51 ,-0.10 ,0.51 ,0.76 ,,,,111.36 ,110.81 ,,109.05 ,6369.89 ,,,,,,,,,,,,
2012-01-06,81.27 ,1616.50 ,1277.81 ,,-0.85 ,-0.51 ,-0.11 ,0.49 ,0.73 ,,,,110.79 ,110.00 ,111.95 ,,6445.98 ,,,,,,,,,,,,
2012-01-09,80.98 ,1615.00 ,1280.70 ,,-0.88 ,-0.53 ,-0.13 ,0.47 ,0.72 ,,,,111.81 ,110.90 ,112.82 ,109.05 ,6718.54 ,,,,,,,,,,,,
2012-01-10,80.87 ,1637.00 ,1292.08 ,,-0.84 ,-0.48 ,-0.08 ,0.51 ,0.75 ,,,,111.64 ,110.80 ,112.67 ,110.43 ,7085.21 ,,,,,,,,,,,,
2012-01-11,81.29 ,1634.50 ,1292.48 ,,-0.85 ,-0.51 ,-0.10 ,0.50 ,0.71 ,,,,112.11 ,111.12 ,112.90 ,109.21 ,7105.19 ,,,,,,,,,,,,
2012-01-12,80.84 ,1661.00 ,1295.50 ,,-0.85 ,-0.50 ,-0.10 ,0.50 ,0.74 ,,,,112.08 ,111.26 ,,108.72 ,7163.23 ,,,,,,,,,,,,
2012-01-13,81.45 ,1635.50 ,1289.09 ,,-0.89 ,-0.54 ,-0.14 ,0.46 ,0.71 ,,,,111.61 ,110.31 ,112.00 ,107.91 ,7033.72 ,,,,,,,,,,,,
2012-01-16,81.44 ,1641.00 ,,,,,,,,,,,111.33 ,110.07 ,111.80 ,108.94 ,6788.48 ,,,,,,,,,,,,
2012-01-17,81.12 ,1656.00 ,1293.67 ,,-0.91 ,-0.57 ,-0.17 ,0.43 ,0.68 ,,,,111.98 ,110.81 ,112.57 ,109.00 ,7466.34 ,,,,,,,,,,,,
2012-01-18,80.48 ,1647.00 ,1308.04 ,,-0.91 ,-0.56 ,-0.15 ,0.47 ,0.72 ,,,,111.76 ,110.11 ,112.02 ,108.35 ,7399.15 ,,,,,,,,,,,,
2012-01-19,80.05 ,1655.00 ,1314.50 ,,-0.88 ,-0.48 ,0.00 ,0.56 ,0.76 ,,,,111.23 ,109.94 ,,109.05 ,7878.13 ,,,,,,,,,,,,
2012-01-20,80.14 ,1653.00 ,1315.38 ,,-0.85 ,-0.47 ,0.01 ,0.60 ,0.80 ,,,,111.63 ,110.35 ,111.99 ,107.46 ,7807.77 ,,,,,,,,,,,,
2012-01-23,79.80 ,1675.50 ,1316.00 ,,-0.84 ,-0.46 ,0.02 ,0.66 ,0.84 ,,,,,,,107.97 ,,,,,,,,,,,,,
2012-01-24,79.79 ,1665.50 ,1314.65 ,,-0.89 ,-0.50 ,-0.01 ,0.62 ,0.82 ,,,,,,,107.82 ,,,,,,,,,,,,,
2012-01-25,79.48 ,1650.00 ,1326.05 ,,-1.02 ,-0.62 ,-0.12 ,0.53 ,0.76 ,,,,110.17 ,108.91 ,110.86 ,108.01 ,,,,,,,,,,,,,
2012-01-26,79.40 ,1727.00 ,1318.43 ,,-1.09 ,-0.68 ,-0.16 ,0.51 ,0.74 ,,,,110.58 ,109.33 ,,109.60 ,,,,,,,,,,,,,
2012-01-27,78.83 ,1726.00 ,1316.33 ,,-1.13 ,-0.71 ,-0.18 ,0.49 ,0.73 ,,,,110.16 ,108.91 ,110.98 ,109.77 ,,,,,,,,,,,,,
2012-01-30,79.08 ,1729.00 ,1313.01 ,,-1.14 ,-0.74 ,-0.24 ,0.42 ,0.68 ,,,,109.39 ,109.38 ,110.79 ,109.15 ,7924.33 ,,,,,,,,,,,,
2012-01-31,79.28 ,1744.00 ,1312.41 ,,-1.17 ,-0.77 ,-0.28 ,0.37 ,0.61 ,,58.40 ,,110.14 ,109.10 ,110.98 ,109.01 ,7877.58 ,24.13 ,,,,,,,,,6.00 ,4.80 ,11.40 
2012-02-01,78.91 ,1740.00 ,1324.09 ,,-1.17 ,-0.78 ,-0.28 ,0.42 ,0.65 ,,,,110.20 ,109.15 ,,109.31 ,7632.63 ,,,,,,,,,,,,
2012-02-02,78.99 ,1751.00 ,1325.54 ,,-1.18 ,-0.79 ,-0.30 ,0.41 ,0.64 ,,,,110.75 ,109.71 ,,108.85 ,7838.57 ,,,,,,,,,,,,
2012-02-03,78.94 ,1734.00 ,1344.90 ,,-1.10 ,-0.72 ,-0.21 ,0.59 ,0.75 ,,,,110.92 ,109.71 ,110.34 ,112.92 ,7976.97 ,,,,,,,,,,,,
2012-02-06,79.03 ,1719.00 ,1344.33 ,,-1.15 ,-0.76 ,-0.26 ,0.48 ,0.69 ,,,,112.61 ,111.51 ,111.96 ,113.11 ,7908.31 ,,,,,,,,,,,,
2012-02-07,78.52 ,1724.00 ,1347.05 ,,-1.13 ,-0.73 ,-0.21 ,0.54 ,0.73 ,,,,114.30 ,113.21 ,113.64 ,113.63 ,7762.31 ,,,,,,,,,,,,
2012-02-08,78.61 ,1746.00 ,1349.96 ,,-1.09 ,-0.68 ,-0.21 ,0.51 ,0.71 ,,,,114.91 ,113.81 ,114.15 ,114.43 ,8154.90 ,,,,,,,,,,,,
2012-02-09,78.59 ,1748.00 ,1351.95 ,,-1.05 ,-0.64 ,-0.17 ,0.55 ,0.76 ,,,,115.56 ,114.53 ,,115.41 ,8097.21 ,,,,,,,,,,,,
2012-02-10,79.02 ,1711.50 ,1342.64 ,,-1.07 ,-0.66 ,-0.24 ,0.45 ,0.69 ,,,,116.30 ,115.38 ,115.57 ,114.64 ,8053.05 ,,,,,,,,,,,,
2012-02-13,79.01 ,1720.00 ,1351.77 ,,-1.12 ,-0.73 ,-0.22 ,0.55 ,0.69 ,,,,117.01 ,115.97 ,116.30 ,115.50 ,8083.26 ,,,,,,,,,,,,
2012-02-14,79.38 ,1722.00 ,1350.50 ,,-1.11 ,-0.71 ,-0.27 ,0.42 ,0.63 ,,,,116.33 ,115.28 ,115.65 ,115.92 ,8004.19 ,,,,,,,,,,,,
2012-02-15,79.64 ,1733.00 ,1343.23 ,,-1.09 ,-0.67 ,-0.26 ,0.41 ,0.65 ,,,,117.44 ,116.50 ,116.89 ,117.28 ,8113.00 ,,,,,,,,,,,,
2012-02-16,79.37 ,1713.00 ,1358.04 ,,-1.06 ,-0.65 ,-0.24 ,0.47 ,0.77 ,,,,117.36 ,116.25 ,,117.79 ,8020.92 ,,,,,,,,,,,,
2012-02-17,79.42 ,1723.00 ,1361.23 ,,-1.05 ,-0.62 ,-0.23 ,0.45 ,0.79 ,,,,118.73 ,117.32 ,117.86 ,116.03 ,8034.53 ,,,,,,,,,,,,
2012-02-20,78.99 ,1733.00 ,,,,,,,,,,,119.06 ,117.90 ,118.27 ,,8140.98 ,,,,,,,,,,,,
2012-02-21,79.10 ,1748.00 ,1362.21 ,,-1.06 ,-0.61 ,-0.22 ,0.45 ,0.80 ,,,,118.74 ,117.78 ,118.27 ,119.59 ,8168.79 ,,,,,,,,,,,,
2012-02-22,79.20 ,1752.00 ,1357.66 ,,-1.11 ,-0.66 ,-0.27 ,0.41 ,0.76 ,,,,120.41 ,119.41 ,119.72 ,120.51 ,8266.34 ,,,,,,,,,,,,
2012-02-23,78.65 ,1777.00 ,1363.46 ,,-1.16 ,-0.70 ,-0.30 ,0.39 ,0.75 ,,,,121.54 ,120.21 ,,120.67 ,8399.16 ,,,,,,,,,,,,
2012-02-24,78.39 ,1777.50 ,1365.74 ,,-1.14 ,-0.68 ,-0.29 ,0.39 ,0.75 ,,,,122.69 ,121.53 ,,123.09 ,8435.34 ,,,,,,,,,,,,
2012-02-27,78.58 ,1772.00 ,1367.59 ,,-1.18 ,-0.72 ,-0.32 ,0.36 ,0.70 ,,,,123.19 ,122.50 ,122.53 ,122.16 ,8448.59 ,,,,,,,,,,,,
2012-02-28,78.23 ,1781.00 ,1372.18 ,,-1.15 ,-0.70 ,-0.31 ,0.37 ,0.72 ,,,,121.96 ,121.80 ,121.41 ,120.10 ,8375.52 ,,,,,,,,,,,,
2012-02-29,78.80 ,1770.00 ,1365.68 ,,-1.12 ,-0.66 ,-0.28 ,0.39 ,0.73 ,,58.50 ,,120.20 ,120.01 ,,119.06 ,8514.33 ,51.01 ,,,,,,,,,8.40 ,7.50 ,12.20 
2012-03-01,78.80 ,1714.00 ,1374.09 ,,-1.10 ,-0.64 ,-0.23 ,0.46 ,0.80 ,,,,120.51 ,119.81 ,120.07 ,121.87 ,8310.83 ,,,,,,,,,,,,
2012-03-02,79.43 ,1707.00 ,1369.63 ,,-1.11 ,-0.64 ,-0.24 ,0.46 ,0.81 ,,,,122.94 ,122.23 ,121.90 ,120.72 ,8367.84 ,,,,,,,,,,,,
2012-03-05,79.35 ,1705.00 ,1364.33 ,,-1.07 ,-0.60 ,-0.20 ,0.52 ,0.87 ,,,,121.77 ,121.02 ,120.87 ,,8303.76 ,,,,,,,,,,,,
2012-03-06,79.83 ,1669.00 ,1343.36 ,,-1.09 ,-0.63 ,-0.21 ,0.51 ,0.83 ,,,,122.44 ,121.65 ,121.12 ,120.24 ,8075.82 ,,,,,,,,,,,,
2012-03-07,79.68 ,1677.50 ,1352.63 ,,-1.13 ,-0.66 ,-0.22 ,0.52 ,0.83 ,,,,121.49 ,120.69 ,120.58 ,121.73 ,7914.06 ,,,,,,,,,,,,
2012-03-08,79.13 ,1690.00 ,1365.91 ,,-1.12 ,-0.66 ,-0.21 ,0.53 ,0.85 ,,,,123.77 ,123.30 ,,124.62 ,8048.36 ,,,,,,,,,,,,
2012-03-09,79.97 ,1687.50 ,1370.87 ,,-1.17 ,-0.71 ,-0.24 ,0.52 ,0.82 ,,,,124.06 ,123.63 ,123.16 ,124.28 ,8163.71 ,,,,,,,,,,,,
2012-03-12,79.90 ,1697.50 ,1371.09 ,,-1.14 ,-0.68 ,-0.24 ,0.48 ,0.80 ,,,,134.05 ,123.58 ,,,8144.10 ,,,,,,,,,,,,
2012-03-13,80.13 ,1690.00 ,1395.95 ,,-1.14 ,-0.68 ,-0.20 ,0.54 ,0.84 ,,,,124.36 ,124.20 ,123.57 ,124.38 ,8171.08 ,,,,,,,,,,,,
2012-03-14,80.54 ,1644.25 ,1394.28 ,,-1.02 ,-0.54 ,-0.07 ,0.64 ,0.95 ,,,,124.63 ,124.16 ,123.52 ,123.36 ,7932.02 ,,,,,,,,,,,,
2012-03-15,80.25 ,1648.00 ,1402.60 ,,-1.02 ,-0.55 ,-0.08 ,0.60 ,0.90 ,,,,124.13 ,123.63 ,,,7718.86 ,,,,,,,,,,,,
2012-03-16,79.78 ,1658.00 ,1404.17 ,,-0.99 ,-0.52 ,-0.09 ,0.58 ,0.88 ,,,,122.62 ,122.25 ,,124.81 ,7838.14 ,,,,,,,,,,,,
2012-03-19,79.47 ,1661.50 ,1409.75 ,,-0.93 ,-0.46 ,-0.03 ,0.63 ,0.93 ,,,,124.29 ,123.86 ,123.40 ,124.15 ,7983.22 ,,,,,,,,,,,,
2012-03-20,79.62 ,1656.75 ,1405.52 ,,-0.93 ,-0.48 ,-0.04 ,0.63 ,0.93 ,,,,123.48 ,123.17 ,122.60 ,123.09 ,7824.80 ,,,,,,,,,,,,
2012-03-21,79.61 ,1649.25 ,1402.89 ,,-0.96 ,-0.51 ,-0.08 ,0.59 ,0.90 ,,,,123.40 ,123.09 ,122.57 ,122.90 ,7977.14 ,,,,,,,,,,,,
2012-03-22,79.68 ,1635.50 ,1392.78 ,,-0.93 ,-0.50 ,-0.08 ,0.59 ,0.91 ,,,,122.22 ,122.00 ,,121.69 ,7989.25 ,,,,,,,,,,,,
2012-03-23,79.32 ,1664.00 ,1397.11 ,,-0.94 ,-0.51 ,-0.11 ,0.54 ,0.86 ,,,,122.33 ,122.19 ,121.84 ,123.63 ,7763.38 ,,,,,,,,,,,,
2012-03-26,78.92 ,1680.25 ,1416.51 ,,-0.93 ,-0.48 ,-0.08 ,0.60 ,0.93 ,,,,123.16 ,122.80 ,122.58 ,123.30 ,7748.64 ,,,,,,,,,,,,
2012-03-27,79.15 ,1692.00 ,1412.52 ,,-0.97 ,-0.52 ,-0.13 ,0.56 ,0.89 ,,,,123.54 ,123.16 ,122.86 ,123.08 ,7875.38 ,,,,,,,,,,,,
2012-03-28,79.17 ,1676.00 ,1405.54 ,,-0.98 ,-0.53 ,-0.11 ,0.57 ,0.89 ,,,,122.17 ,121.76 ,121.42 ,121.06 ,7657.16 ,,,,,,,,,,,,
2012-03-29,79.11 ,1657.50 ,1403.28 ,,-0.98 ,-0.53 ,-0.13 ,0.55 ,0.87 ,,,,122.04 ,121.71 ,,119.52 ,7434.32 ,,,,,,,,,,,,
2012-03-30,78.95 ,1662.50 ,1408.47 ,,-0.98 ,-0.53 ,-0.09 ,0.61 ,0.93 ,,,,120.50 ,120.41 ,119.85 ,119.52 ,7350.30 ,,,,,,,,,,,,
2012-03-31,,,,,,,,,,,58.50 ,,,,,,,80.80 ,255.20 ,153.56 ,80.91 ,1.70 ,,,,,6.40 ,5.60 ,9.90 
2012-04-02,78.88 ,1677.50 ,1419.04 ,,-1.01 ,-0.55 ,-0.14 ,0.56 ,0.89 ,,,,120.36 ,119.82 ,120.03 ,,,,,,,,,,,,,,
2012-04-03,79.36 ,1676.25 ,1413.38 ,,-0.94 ,-0.48 ,-0.06 ,0.62 ,0.94 ,,,,122.43 ,,121.58 ,,,,,,,,,,,,,,
2012-04-04,79.75 ,1621.00 ,1398.96 ,,-0.91 ,-0.46 ,-0.05 ,0.62 ,0.94 ,,,,122.92 ,122.47 ,121.13 ,120.50 ,,,,,,,,,,,,,
2012-04-05,80.06 ,1631.00 ,1398.08 ,,-0.94 ,-0.49 ,-0.08 ,0.61 ,0.92 ,,,,120.89 ,120.75 ,,120.88 ,7465.92 ,,,,,,,,,,,,
2012-04-06,79.84 ,,,,-0.96 ,-0.54 ,-0.16 ,0.51 ,0.85 ,,,,,,,,7483.03 ,,,,,,,,,,,,
2012-04-09,79.77 ,,1382.20 ,,-0.94 ,-0.52 ,-0.17 ,0.50 ,0.83 ,,,,119.72 ,119.66 ,119.05 ,,7514.13 ,,,,,,,,,,,,
2012-04-10,79.86 ,1644.00 ,1358.59 ,,-1.02 ,-0.62 ,-0.24 ,0.45 ,0.77 ,,,,112.22 ,119.13 ,118.18 ,,7572.71 ,,,,,,,,,,,,
2012-04-11,79.75 ,1658.00 ,1368.71 ,,-1.06 ,-0.66 ,-0.25 ,0.46 ,0.78 ,,,,116.80 ,116.75 ,116.32 ,,7704.61 ,,,,,,,,,,,,
2012-04-12,79.34 ,1668.50 ,1387.57 ,,-1.01 ,-0.60 ,-0.22 ,0.48 ,0.82 ,,,,117.80 ,117.60 ,,,7755.91 ,,,,,,,,,,,,
2012-04-13,79.88 ,1666.50 ,1370.26 ,,-1.05 ,-0.64 ,-0.25 ,0.45 ,0.77 ,,,,118.35 ,118.30 ,117.84 ,118.88 ,7792.90 ,,,,,,,,,,,,
2012-04-16,79.54 ,1653.00 ,1369.57 ,,-1.04 ,-0.64 ,-0.26 ,0.43 ,0.75 ,,,,116.20 ,116.15 ,115.85 ,114.99 ,7723.71 ,,,,,,,,,,,,
2012-04-17,79.55 ,1635.50 ,1390.78 ,,-1.03 ,-0.63 ,-0.26 ,0.41 ,0.74 ,,,,115.30 ,115.25 ,114.97 ,115.26 ,7693.96 ,,,,,,,,,,,,
2012-04-18,79.58 ,1644.00 ,1385.14 ,,-1.01 ,-0.61 ,-0.26 ,0.41 ,0.74 ,,,,115.62 ,115.57 ,114.84 ,115.11 ,7800.79 ,,,,,,,,,,,,
