指标名称,36城市服务价格:有线电视收费:有线电视收费,出口数量:彩色电视机(包括整套散件):当月值,出口金额:彩色电视机(包括整套散件):当月值,申万行业指数:有线电视网络,申万行业指数:广播电影电视,Wind行业指数:有线和卫星电视,耐用品采购订单指数:电视机:环比,价格:液晶显示器面板:21.5寸:LED:FHD,价格:液晶电视面板:32寸:Open Cell:WXGA,"平均价:液晶电视面板:50""W 1920x1080 50/60Hz Open-Cell","平均价:液晶电视面板:32""W 1366x768 50/60Hz Open-Cell","零售均价:液晶电视:32"" LED","零售均价:液晶电视:55"" LED",产量:彩色电视机:累计值,销量:彩色电视机:累计值,出货量:液晶电视面板:当月值,出货量:大尺寸面板:液晶电视:当月值,出口数量:电视机(包括整套散件):当月值,进口数量:电视显像管:当月值,进口数量:彩色显像管:当月值,进口数量:二极管及类似半导体器件:当月值,进口数量:集成电路:当月值,进口平均单价:电视、收音机及无线电讯设备的零附件:当月值,进口平均单价:电容器:当月值,进口平均单价:电阻器:当月值,创维数码:销量:电视机:当月值
2010-03-02,,,,3243.65 ,2570.85 ,4239.29 ,,,,,,,,,,,,,,,,,,,,
2010-03-03,,,,3366.07 ,2725.65 ,4342.33 ,,,,,,,,,,,,,,,,,,,,
2010-03-04,,,,3187.77 ,2595.32 ,4120.14 ,,,,,,,,,,,,,,,,,,,,
2010-03-05,,,,3158.10 ,2612.18 ,4085.07 ,,,,,,,,,,,,,,,,,,,,
2010-03-08,,,,3186.64 ,2633.25 ,4117.75 ,,,,,,,,,,,,,,,,,,,,
2010-03-09,,,,3170.49 ,2654.75 ,4116.80 ,,,,,,,,,,,,,,,,,,,,
2010-03-10,,,,3115.69 ,2581.35 ,4023.08 ,,,,,,,,,,,,,,,,,,,,
2010-03-11,,,,3031.96 ,2539.66 ,3950.02 ,,,,,,,,,,,,,,,,,,,,
2010-03-12,,,,3006.10 ,2523.71 ,3923.74 ,,,,,,,,,,,,,,,,,,,,
2010-03-15,,,,2969.75 ,2543.37 ,3903.42 ,,,,,,,,,,,,,,,,,,,,
2010-03-16,,,,3052.84 ,2566.03 ,3971.04 ,,,,,,,,,,,,,,,,,,,,
2010-03-17,,,,3139.80 ,2624.42 ,4059.12 ,,,,,,,,,,,,,,,,,,,,
2010-03-18,,,,3186.33 ,2622.61 ,4108.82 ,,,,,,,,,,,,,,,,,,,,
2010-03-19,,,,3259.78 ,2636.50 ,4150.40 ,,,,,,,,,,,,,,,,,,,,
2010-03-22,,,,3331.52 ,2737.28 ,4214.57 ,,,,,,,,,,,,,,,,,,,,
2010-03-23,,,,3251.31 ,2731.71 ,4131.40 ,,,,,,,,,,,,,,,,,,,,
2010-03-24,,,,3213.54 ,2720.11 ,4099.36 ,,,,,,,,,,,,,,,,,,,,
2010-03-25,,,,3192.30 ,2712.53 ,4104.15 ,,,,,,,,,,,,,,,,,,,,
2010-03-26,,,,3218.01 ,2778.47 ,4116.59 ,,,,,,,,,,,,,,,,,,,,
2010-03-29,,,,3203.33 ,2776.83 ,4140.42 ,,,,,,,,,,,,,,,,,,,,
2010-03-30,,,,3215.81 ,2802.46 ,4171.82 ,,,,,,,,,,,,,,,,,,,,
2010-03-31,18.43 ,487.00 ,95924.00 ,3228.07 ,2785.18 ,4155.31 ,-4.80 ,,,,,,,2596.10 ,2695.60 ,16.90 ,,497.00 ,41.00 ,41.00 ,26239.00 ,16601.00 ,76848.23 ,80682.18 ,97464.80 ,545.00 
2010-04-01,,,,3287.26 ,2797.68 ,4226.72 ,,,,,,,,,,,,,,,,,,,,
2010-04-02,,,,3288.69 ,2800.54 ,4241.28 ,,,,,,,,,,,,,,,,,,,,
2010-04-06,,,,3251.92 ,2810.36 ,4191.80 ,,,,,,,,,,,,,,,,,,,,
2010-04-07,,,,3224.33 ,2780.21 ,4155.84 ,,,,,,,,,,,,,,,,,,,,
2010-04-08,,,,3244.83 ,2785.30 ,4181.19 ,,,,,,,,,,,,,,,,,,,,
2010-04-09,,,,3373.93 ,2855.08 ,4289.42 ,,,,,,,,,,,,,,,,,,,,
2010-04-12,,,,3420.22 ,2879.87 ,4379.99 ,,,,,,,,,,,,,,,,,,,,
2010-04-13,,,,3325.57 ,2788.73 ,4276.22 ,,,,,,,,,,,,,,,,,,,,
2010-04-14,,,,3401.50 ,2793.77 ,4377.10 ,,,,,,,,,,,,,,,,,,,,
2010-04-15,,,,3333.71 ,2739.09 ,4315.78 ,,,,,,,,,,,,,,,,,,,,
2010-04-16,,,,3284.85 ,2744.80 ,4253.52 ,,,,,,,,,,,,,,,,,,,,
2010-04-19,,,,3102.01 ,2600.13 ,4036.89 ,,,,,,,,,,,,,,,,,,,,
2010-04-20,,,,3132.69 ,2620.49 ,4102.89 ,,,,,,,,,,,,,,,,,,,,
2010-04-21,,,,3168.72 ,2730.54 ,4283.74 ,,,,,,,,,,,,,,,,,,,,
2010-04-22,,,,3247.59 ,2756.55 ,4346.16 ,,,,,,,,,,,,,,,,,,,,
2010-04-23,,,,3303.80 ,2694.12 ,4387.81 ,,,,,,,,,,,,,,,,,,,,
2010-04-26,,,,3539.22 ,2757.56 ,4566.69 ,,,,,,,,,,,,,,,,,,,,
2010-04-27,,,,3566.21 ,2675.63 ,4589.02 ,,,,,,,,,,,,,,,,,,,,
2010-04-28,,,,3492.70 ,2570.77 ,4564.63 ,,,,,,,,,,,,,,,,,,,,
2010-04-29,,,,3319.31 ,2486.53 ,4446.19 ,,,,,,,,,,,,,,,,,,,,
2010-04-30,18.43 ,524.00 ,106373.70 ,3271.53 ,2423.78 ,4199.21 ,3.10 ,,,,,,,,,16.80 ,,541.00 ,25.00 ,23.00 ,27313.00 ,16673.00 ,75375.96 ,80600.47 ,85798.17 ,692.00 
2010-05-04,,,,3352.76 ,2408.93 ,4168.48 ,,,,,,,,,,,,,,,,,,,,
2010-05-05,,,,3465.99 ,2438.28 ,4283.72 ,,,,,,,,,,,,,,,,,,,,
2010-05-06,,,,3377.28 ,2332.23 ,4192.29 ,,108.00 ,,,,,,,,,,,,,,,,,,
2010-05-07,,,,3382.55 ,2291.20 ,4111.06 ,,,,,,,,,,,,,,,,,,,,
2010-05-10,,,,3079.47 ,2228.99 ,3879.89 ,,,,,,,,,,,,,,,,,,,,
2010-05-11,,,,2887.32 ,2110.88 ,3571.84 ,,,,,,,,,,,,,,,,,,,,
2010-05-12,,,,2809.98 ,2085.38 ,3502.53 ,,,,,,,,,,,,,,,,,,,,
2010-05-13,,,,2919.12 ,2139.25 ,3612.29 ,,,,,,,,,,,,,,,,,,,,
2010-05-14,,,,2948.74 ,2147.42 ,3647.76 ,,,,,,,,,,,,,,,,,,,,
2010-05-17,,,,2786.67 ,1987.62 ,3378.52 ,,,,,,,,,,,,,,,,,,,,
2010-05-18,,,,2811.87 ,1976.10 ,3417.17 ,,,,,,,,,,,,,,,,,,,,
2010-05-19,,,,2892.21 ,1974.76 ,3485.75 ,,,,,,,,,,,,,,,,,,,,
2010-05-20,,,,2836.53 ,1905.43 ,3396.21 ,,108.00 ,,,,,,,,,,,,,,,,,,
2010-05-21,,,,2916.31 ,1926.06 ,3470.53 ,,,,,,,,,,,,,,,,,,,,
2010-05-24,,,,3044.75 ,2016.87 ,3708.06 ,,,,,,,,,,,,,,,,,,,,
2010-05-25,,,,3082.82 ,2059.67 ,3754.71 ,,,,,,,,,,,,,,,,,,,,
2010-05-26,,,,3062.40 ,2080.56 ,3732.62 ,,,,,,,,,,,,,,,,,,,,
2010-05-27,,,,3136.89 ,2134.40 ,3922.74 ,,,,,,,,,,,,,,,,,,,,
2010-05-28,,,,3165.02 ,2120.57 ,3942.62 ,,,,,,,,,,,,,,,,,,,,
2010-05-31,18.25 ,556.00 ,119989.10 ,2984.54 ,2000.25 ,3762.77 ,1.50 ,,,,,,,,,17.60 ,,568.00 ,27.00 ,25.00 ,27211.00 ,16472.00 ,89706.62 ,82893.33 ,89860.27 ,532.00 
2010-06-01,,,,2984.37 ,1966.22 ,3793.95 ,,,,,,,,,,,,,,,,,,,,
2010-06-02,,,,3047.54 ,2025.23 ,3810.32 ,,,,,,,,,,,,,,,,,,,,
2010-06-03,,,,3008.04 ,2005.99 ,3743.81 ,,,,,,,,,,,,,,,,,,,,
2010-06-04,,,,3029.88 ,2008.50 ,3783.13 ,,,,,,,,,,,,,,,,,,,,
2010-06-05,,,,,,,,108.00 ,,,,,,,,,,,,,,,,,,
2010-06-07,,,,3021.68 ,2015.79 ,3792.93 ,,,,,,,,,,,,,,,,,,,,
2010-06-08,,,,3170.45 ,2056.24 ,3885.60 ,,,,,,,,,,,,,,,,,,,,
2010-06-09,,,,3227.55 ,2090.95 ,3983.23 ,,,,,,,,,,,,,,,,,,,,
2010-06-10,,,,3260.54 ,2112.83 ,3980.99 ,,,,,,,,,,,,,,,,,,,,
2010-06-11,,,,3232.09 ,2070.82 ,3933.82 ,,,,,,,,,,,,,,,,,,,,
2010-06-17,,,,3198.69 ,2044.75 ,3910.43 ,,,,,,,,,,,,,,,,,,,,
2010-06-18,,,,3003.40 ,1964.45 ,3658.62 ,,,,,,,,,,,,,,,,,,,,
2010-06-21,,,,3064.57 ,2023.04 ,3750.65 ,,108.00 ,,,,,,,,,,,,,,,,,,
2010-06-22,,,,3053.19 ,2026.03 ,3785.19 ,,,,,,,,,,,,,,,,,,,,
2010-06-23,,,,3033.47 ,2006.30 ,3751.47 ,,,,,,,,,,,,,,,,,,,,
2010-06-24,,,,3127.20 ,2052.41 ,3841.35 ,,,,,,,,,,,,,,,,,,,,
2010-06-25,,,,3103.28 ,2021.29 ,3846.17 ,,,,,,,,,,,,,,,,,,,,
2010-06-28,,,,2982.02 ,1980.21 ,3704.19 ,,,,,,,,,,,,,,,,,,,,
2010-06-29,,,,2757.45 ,1820.06 ,3427.71 ,,,,,,,,,,,,,,,,,,,,
2010-06-30,18.25 ,546.00 ,128276.30 ,2750.59 ,1772.54 ,3382.58 ,-7.70 ,,,,,,,5299.10 ,5286.10 ,17.60 ,,557.00 ,42.00 ,35.00 ,26688.00 ,16550.00 ,84218.86 ,84142.68 ,88358.64 ,495.00 
2010-07-01,,,,2793.73 ,1753.24 ,3368.38 ,,,,,,,,,,,,,,,,,,,,
2010-07-02,,,,2740.81 ,1721.96 ,3291.48 ,,,,,,,,,,,,,,,,,,,,
2010-07-05,,,,2621.86 ,1678.86 ,3180.69 ,,106.00 ,,,,,,,,,,,,,,,,,,
2010-07-06,,,,2672.75 ,1724.61 ,3260.22 ,,,,,,,,,,,,,,,,,,,,
2010-07-07,,,,2673.19 ,1746.11 ,3304.45 ,,,,,,,,,,,,,,,,,,,,
2010-07-08,,,,2649.54 ,1739.84 ,3270.88 ,,,,,,,,,,,,,,,,,,,,
2010-07-09,,,,2732.32 ,1793.93 ,3378.25 ,,,,,,,,,,,,,,,,,,,,
2010-07-12,,,,2751.83 ,1806.66 ,3396.25 ,,,,,,,,,,,,,,,,,,,,
2010-07-13,,,,2720.53 ,1773.84 ,3378.85 ,,,,,,,,,,,,,,,,,,,,
2010-07-14,,,,2744.65 ,1797.66 ,3400.77 ,,,,,,,,,,,,,,,,,,,,
2010-07-15,,,,2685.89 ,1760.52 ,3245.18 ,,,,,,,,,,,,,,,,,,,,
2010-07-16,,,,2701.01 ,1767.13 ,3270.54 ,,,,,,,,,,,,,,,,,,,,
2010-07-19,,,,2751.31 ,1812.02 ,3335.70 ,,,,,,,,,,,,,,,,,,,,
2010-07-20,,,,2836.44 ,1867.06 ,3437.60 ,,102.00 ,,,,,,,,,,,,,,,,,,
2010-07-21,,,,2836.75 ,1865.89 ,3463.05 ,,,,,,,,,,,,,,,,,,,,
2010-07-22,,,,2900.53 ,1884.80 ,3532.93 ,,,,,,,,,,,,,,,,,,,,
2010-07-23,,,,2870.78 ,1886.60 ,3498.74 ,,,,,,,,,,,,,,,,,,,,
2010-07-26,,,,2901.74 ,1905.82 ,3540.20 ,,,,,,,,,,,,,,,,,,,,
2010-07-27,,,,2889.87 ,1884.11 ,3537.99 ,,,,,,,,,,,,,,,,,,,,
2010-07-28,,,,2977.32 ,1940.29 ,3642.77 ,,,,,,,,,,,,,,,,,,,,
2010-07-29,,,,2955.61 ,1949.05 ,3616.33 ,,,,,,,,,,,,,,,,,,,,
2010-07-30,,,,2973.13 ,1967.28 ,3648.14 ,,,,,,,,,,,,,,,,,,,,
2010-07-31,18.53 ,570.00 ,132317.50 ,,,,4.60 ,,,,,,,,,18.20 ,,580.00 ,28.00 ,21.00 ,28309.00 ,17524.00 ,84693.98 ,85251.49 ,91883.06 ,490.00 
2010-08-02,,,,3005.42 ,1999.09 ,3688.95 ,,,,,,,,,,,,,,,,,,,,
2010-08-03,,,,2983.20 ,1964.51 ,3625.78 ,,,,,,,,,,,,,,,,,,,,
2010-08-04,,,,2979.94 ,1974.27 ,3655.90 ,,,,,,,,,,,,,,,,,,,,
2010-08-05,,,,2948.00 ,1983.64 ,3634.69 ,,95.00 ,,,,,,,,,,,,,,,,,,
2010-08-06,,,,3011.46 ,2010.30 ,3736.30 ,,,,,,,,,,,,,,,,,,,,
2010-08-09,,,,3053.57 ,2061.75 ,3773.44 ,,,,,,,,,,,,,,,,,,,,
2010-08-10,,,,2918.10 ,1977.78 ,3618.93 ,,,,,,,,,,,,,,,,,,,,
2010-08-11,,,,2925.03 ,1989.47 ,3643.68 ,,,,,,,,,,,,,,,,,,,,
2010-08-12,,,,2843.27 ,1937.06 ,3537.86 ,,,,,,,,,,,,,,,,,,,,
2010-08-13,,,,2895.05 ,1968.36 ,3634.96 ,,,,,,,,,,,,,,,,,,,,
2010-08-16,,,,2963.57 ,2011.45 ,3712.84 ,,,,,,,,,,,,,,,,,,,,
2010-08-17,,,,2991.24 ,2130.11 ,3765.36 ,,,,,,,,,,,,,,,,,,,,
2010-08-18,,,,2987.30 ,2103.09 ,3761.91 ,,,,,,,,,,,,,,,,,,,,
2010-08-19,,,,2972.37 ,2109.40 ,3762.06 ,,,,,,,,,,,,,,,,,,,,
2010-08-20,,,,2885.49 ,2061.45 ,3742.98 ,,90.00 ,,,,,,,,,,,,,,,,,,
2010-08-23,,,,2976.46 ,2061.25 ,3821.68 ,,,,,,,,,,,,,,,,,,,,
2010-08-24,,,,2968.93 ,2078.35 ,3773.98 ,,,,,,,,,,,,,,,,,,,,
2010-08-25,,,,2880.21 ,2030.62 ,3803.58 ,,,,,,,,,,,,,,,,,,,,
2010-08-26,,,,2885.96 ,2041.87 ,3823.59 ,,,,,,,,,,,,,,,,,,,,
2010-08-27,,,,2898.64 ,2061.89 ,3808.11 ,,,,,,,,,,,,,,,,,,,,
2010-08-30,,,,2937.23 ,2101.78 ,3923.13 ,,,,,,,,,,,,,,,,,,,,
2010-08-31,18.53 ,625.00 ,150292.00 ,2929.69 ,2086.26 ,3915.14 ,3.30 ,,,,,,,,,19.50 ,,632.00 ,38.00 ,31.00 ,28965.00 ,18365.00 ,92176.04 ,90185.28 ,94149.21 ,604.00 
2010-09-01,,,,2914.00 ,2071.43 ,3851.69 ,,,,,,,,,,,,,,,,,,,,
2010-09-02,,,,3009.32 ,2090.16 ,4061.69 ,,,,,,,,,,,,,,,,,,,,
2010-09-03,,,,2992.44 ,2079.08 ,4046.69 ,,,,,,,,,,,,,,,,,,,,
2010-09-05,,,,,,,,85.00 ,,,,,,,,,,,,,,,,,,
2010-09-06,,,,3055.48 ,2089.63 ,4089.60 ,,,,,,,,,,,,,,,,,,,,
2010-09-07,,,,3032.98 ,2094.82 ,4176.32 ,,,,,,,,,,,,,,,,,,,,
2010-09-08,,,,3039.55 ,2111.31 ,4183.42 ,,,,,,,,,,,,,,,,,,,,
2010-09-09,,,,2974.57 ,2055.45 ,4107.00 ,,,,,,,,,,,,,,,,,,,,
2010-09-10,,,,2972.82 ,2027.64 ,4130.13 ,,,,,,,,,,,,,,,,,,,,
2010-09-13,,,,3041.54 ,2080.98 ,4179.01 ,,,,,,,,,,,,,,,,,,,,
2010-09-14,,,,3052.95 ,2065.80 ,4169.75 ,,,,,,,,,,,,,,,,,,,,
2010-09-15,,,,3071.09 ,2079.37 ,4022.40 ,,,,,,,,,,,,,,,,,,,,
2010-09-16,,,,3076.26 ,2041.90 ,3993.74 ,,,,,,,,,,,,,,,,,,,,
2010-09-17,,,,3124.47 ,2133.22 ,3996.32 ,,,,,,,,,,,,,,,,,,,,
2010-09-20,,,,3045.60 ,2158.76 ,3927.23 ,,79.00 ,,,,,,,,,,,,,,,,,,
2010-09-21,,,,2911.73 ,2158.59 ,3895.76 ,,,,,,,,,,,,,,,,,,,,
2010-09-27,,,,2966.97 ,2195.27 ,3975.16 ,,,,,,,,,,,,,,,,,,,,
2010-09-28,,,,2915.01 ,2234.77 ,3869.53 ,,,,,,,,,,,,,,,,,,,,
2010-09-29,,,,2848.59 ,2192.27 ,3849.59 ,,,,,,,,,,,,,,,,,,,,
2010-09-30,18.53 ,651.00 ,150311.30 ,2901.20 ,2188.25 ,3915.52 ,12.00 ,,,,,,,8360.10 ,8422.80 ,19.80 ,,654.00 ,42.00 ,34.00 ,29401.00 ,19302.00 ,94032.57 ,92872.00 ,100357.01 ,822.00 
2010-10-05,,,,,,,,78.00 ,,,,,,,,,,,,,,,,,,
2010-10-08,,,,2963.76 ,2223.25 ,4022.57 ,,,,,,,,,,,,,,,,,,,,
2010-10-11,,,,3013.46 ,2211.96 ,4069.96 ,,,,,,,,,,,,,,,,,,,,
2010-10-12,,,,2987.16 ,2219.29 ,4094.93 ,,,,,,,,,,,,,,,,,,,,
2010-10-13,,,,3028.82 ,2246.26 ,4056.88 ,,,,,,,,,,,,,,,,,,,,
2010-10-14,,,,2931.32 ,2140.70 ,3940.75 ,,,,,,,,,,,,,,,,,,,,
2010-10-15,,,,2921.97 ,2124.47 ,3942.33 ,,,,,,,,,,,,,,,,,,,,
2010-10-18,,,,2951.23 ,2183.23 ,3866.21 ,,,,,,,,,,,,,,,,,,,,
2010-10-19,,,,3040.28 ,2295.44 ,4004.05 ,,,,,,,,,,,,,,,,,,,,
2010-10-20,,,,3013.10 ,2352.71 ,4047.30 ,,78.00 ,,,,,,,,,,,,,,,,,,
2010-10-21,,,,3035.37 ,2356.49 ,4051.36 ,,,,,,,,,,,,,,,,,,,,
2010-10-22,,,,3048.47 ,2388.04 ,4070.39 ,,,,,,,,,,,,,,,,,,,,
2010-10-25,,,,3102.54 ,2365.01 ,4175.32 ,,,,,,,,,,,,,,,,,,,,
2010-10-26,,,,3172.32 ,2361.65 ,4399.40 ,,,,,,,,,,,,,,,,,,,,
2010-10-27,,,,3074.39 ,2326.06 ,4210.72 ,,,,,,,,,,,,,,,,,,,,
2010-10-28,,,,3069.79 ,2297.00 ,4191.61 ,,,,,,,,,,,,,,,,,,,,
2010-10-29,,,,3259.72 ,2352.32 ,4381.16 ,,,,,,,,,,,,,,,,,,,,
2010-10-31,18.74 ,676.00 ,157237.20 ,,,,-4.60 ,,,,,,,,,18.90 ,,680.00 ,24.00 ,22.00 ,25104.00 ,17506.00 ,102206.17 ,95337.10 ,102205.54 ,497.00 
2010-11-01,,,,3299.74 ,2376.80 ,4578.28 ,,,,,,,,,,,,,,,,,,,,
2010-11-02,,,,3236.87 ,2423.61 ,4454.48 ,,,,,,,,,,,,,,,,,,,,
2010-11-03,,,,3273.40 ,2351.41 ,4351.52 ,,,,,,,,,,,,,,,,,,,,
2010-11-04,,,,3346.42 ,2384.83 ,4462.31 ,,,,,,,,,,,,,,,,,,,,
2010-11-05,,,,3348.08 ,2445.85 ,4443.27 ,,78.00 ,,,,,,,,,,,,,,,,,,
2010-11-08,,,,3396.74 ,2465.60 ,4509.41 ,,,,,,,,,,,,,,,,,,,,
2010-11-09,,,,3344.41 ,2448.65 ,4537.23 ,,,,,,,,,,,,,,,,,,,,
2010-11-10,,,,3352.46 ,2419.73 ,4489.48 ,,,,,,,,,,,,,,,,,,,,
2010-11-11,,,,3258.80 ,2415.23 ,4388.87 ,,,,,,,,,,,,,,,,,,,,
2010-11-12,,,,3188.65 ,2246.43 ,4121.35 ,,,,,,,,,,,,,,,,,,,,
2010-11-15,,,,3259.52 ,2303.51 ,4208.11 ,,,,,,,,,,,,,,,,,,,,
2010-11-16,,,,3079.46 ,2204.85 ,3990.65 ,,,,,,,,,,,,,,,,,,,,
2010-11-17,,,,2984.73 ,2131.33 ,3888.90 ,,,,,,,,,,,,,,,,,,,,
2010-11-18,,,,3049.20 ,2154.52 ,3960.46 ,,,,,,,,,,,,,,,,,,,,
2010-11-19,,,,3093.01 ,2196.88 ,4030.24 ,,,,,,,,,,,,,,,,,,,,
2010-11-20,,,,,,,,78.00 ,,,,,,,,,,,,,,,,,,
2010-11-22,,,,3122.57 ,2220.91 ,4048.28 ,,,,,,,,,,,,,,,,,,,,
2010-11-23,,,,3060.35 ,2161.33 ,3946.56 ,,,,,,,,,,,,,,,,,,,,
2010-11-24,,,,3137.04 ,2219.67 ,4062.48 ,,,,,,,,,,,,,,,,,,,,
2010-11-25,,,,3150.85 ,2235.50 ,4104.72 ,,,,,,,,,,,,,,,,,,,,
2010-11-26,,,,3113.67 ,2247.39 ,4081.35 ,,,,,,,,,,,,,,,,,,,,
2010-11-29,,,,3096.36 ,2238.46 ,4079.73 ,,,,,,,,,,,,,,,,,,,,
2010-11-30,19.36 ,701.00 ,166319.10 ,3031.27 ,2164.32 ,3959.64 ,-1.10 ,,,,,,,,,20.10 ,,704.00 ,29.00 ,29.00 ,26373.00 ,18244.00 ,96135.09 ,89394.01 ,105009.45 ,777.00 
2010-12-01,,,,3067.85 ,2181.80 ,3941.77 ,,,,,,,,,,,,,,,,,,,,
2010-12-02,,,,3052.61 ,2184.46 ,3935.44 ,,,,,,,,,,,,,,,,,,,,
2010-12-03,,,,3070.38 ,2185.90 ,3926.72 ,,,,,,,,,,,,,,,,,,,,
2010-12-05,,,,,,,,78.00 ,,,,,,,,,,,,,,,,,,
2010-12-06,,,,2982.13 ,2147.39 ,3848.51 ,,,,,,,,,,,,,,,,,,,,
2010-12-07,,,,2989.39 ,2193.35 ,3860.57 ,,,,,,,,,,,,,,,,,,,,
2010-12-08,,,,2998.76 ,2213.98 ,3852.92 ,,,,,,,,,,,,,,,,,,,,
2010-12-09,,,,2977.24 ,2175.86 ,3766.91 ,,,,,,,,,,,,,,,,,,,,
2010-12-10,,,,3023.11 ,2196.21 ,3834.36 ,,,,,,,,,,,,,,,,,,,,
2010-12-13,,,,3099.80 ,2239.54 ,3939.32 ,,,,,,,,,,,,,,,,,,,,
2010-12-14,,,,3099.39 ,2274.73 ,3952.69 ,,,,,,,,,,,,,,,,,,,,
2010-12-15,,,,3074.53 ,2286.86 ,3926.92 ,,,,,,,,,,,,,,,,,,,,
2010-12-16,,,,3080.40 ,2270.49 ,3930.22 ,,,,,,,,,,,,,,,,,,,,
2010-12-17,,,,3078.41 ,2264.81 ,3903.69 ,,,,,,,,,,,,,,,,,,,,
2010-12-20,,,,2981.48 ,2258.53 ,3813.29 ,,78.00 ,,,,,,,,,,,,,,,,,,
2010-12-21,,,,3007.81 ,2264.30 ,3853.05 ,,,,,,,,,,,,,,,,,,,,
2010-12-22,,,,2985.99 ,2219.53 ,3824.21 ,,,,,,,,,,,,,,,,,,,,
2010-12-23,,,,2968.56 ,2205.07 ,3754.39 ,,,,,,,,,,,,,,,,,,,,
2010-12-24,,,,2901.60 ,2162.65 ,3678.52 ,,,,,,,,,,,,,,,,,,,,
2010-12-27,,,,2820.45 ,2090.44 ,3518.82 ,,,,,,,,,,,,,,,,,,,,
2010-12-28,,,,2747.05 ,2037.55 ,3419.22 ,,,,,,,,,,,,,,,,,,,,
2010-12-29,,,,2775.01 ,2052.14 ,3459.78 ,,,,,,,,,,,,,,,,,,,,
2010-12-30,,,,2776.96 ,2038.68 ,3464.12 ,,,,,,,,,,,,,,,,,,,,
2010-12-31,19.36 ,533.00 ,124451.20 ,2807.67 ,2068.87 ,3541.09 ,9.80 ,,,,,,,11937.70 ,11865.70 ,19.00 ,,537.00 ,23.00 ,23.00 ,26914.00 ,18696.00 ,86776.76 ,86116.07 ,102474.07 ,1171.00 
2011-01-04,,,,2860.89 ,2089.11 ,3592.35 ,,,,,,,,,,,,,,,,,,,,
2011-01-05,,,,2906.14 ,2072.43 ,3627.51 ,,78.00 ,,,,,,,,,,,,,,,,,,
2011-01-06,,,,2859.96 ,2049.07 ,3572.51 ,,,,,,,,,,,,,,,,,,,,
2011-01-07,,,,2870.76 ,2050.01 ,3581.02 ,,,,,,,,,,,,,,,,,,,,
2011-01-10,,,,2797.91 ,2011.24 ,3466.74 ,,,,,,,,,,,,,,,,,,,,
2011-01-11,,,,2811.96 ,2011.33 ,3497.34 ,,,,,,,,,,,,,,,,,,,,
2011-01-12,,,,2793.27 ,2020.85 ,3509.12 ,,,,,,,,,,,,,,,,,,,,
2011-01-13,,,,2761.43 ,2025.03 ,3479.21 ,,,,,,,,,,,,,,,,,,,,
2011-01-14,,,,2742.25 ,1986.38 ,3403.41 ,,,,,,,,,,,,,,,,,,,,
2011-01-17,,,,2633.78 ,1914.50 ,3239.62 ,,,,,,,,,,,,,,,,,,,,
2011-01-18,,,,2632.72 ,1916.85 ,3262.18 ,,,,,,,,,,,,,,,,,,,,
2011-01-19,,,,2677.34 ,1938.89 ,3317.54 ,,,,,,,,,,,,,,,,,,,,
2011-01-20,,,,2576.70 ,1891.06 ,3164.86 ,,78.00 ,,,,,,,,,,,,,,,,,,
2011-01-21,,,,2585.36 ,1918.63 ,3192.29 ,,,,,,,,,,,,,,,,,,,,
2011-01-24,,,,2510.17 ,1894.67 ,3127.46 ,,,,,,,,,,,,,,,,,,,,
2011-01-25,,,,2514.47 ,1879.71 ,3140.94 ,,,,,,,,,,,,,,,,,,,,
2011-01-26,,,,2553.71 ,1893.28 ,3179.66 ,,,,,,,,,,,,,,,,,,,,
2011-01-27,,,,2578.69 ,1912.71 ,3244.67 ,,,,,,,,,,,,,,,,,,,,
2011-01-28,,,,2582.98 ,1917.85 ,3259.14 ,,,,,,,,,,,,,,,,,,,,
2011-01-31,19.61 ,455.00 ,100413.40 ,2606.12 ,1939.80 ,3282.01 ,8.20 ,,,,,,,,,16.50 ,,461.00 ,29.00 ,27.00 ,26977.00 ,18080.00 ,86629.75 ,91424.18 ,99829.87 ,1091.00 
2011-02-01,,,,2595.09 ,1943.79 ,3271.87 ,,,,,,,,,,,,,,,,,,,,
2011-02-09,,,,2589.74 ,1928.73 ,3243.24 ,,,,,,,,,,,,,,,,,,,,
2011-02-10,,,,2645.98 ,1960.15 ,3337.42 ,,,,,,,,,,,,,,,,,,,,
2011-02-11,,,,2652.90 ,1969.19 ,3360.89 ,,,,,,,,,,,,,,,,,,,,
2011-02-14,,,,2716.73 ,1996.90 ,3452.44 ,,,,,,,,,,,,,,,,,,,,
2011-02-15,,,,2708.30 ,1989.14 ,3437.24 ,,,,,,,,,,,,,,,,,,,,
2011-02-16,,,,2740.53 ,2007.12 ,3477.47 ,,,,,,,,,,,,,,,,,,,,
2011-02-17,,,,2734.60 ,2014.49 ,3525.22 ,,,,,,,,,,,,,,,,,,,,
2011-02-18,,,,2714.07 ,2006.33 ,3458.93 ,,78.00 ,,,,,,,,,,,,,,,,,,
2011-02-21,,,,2739.14 ,2016.69 ,3497.74 ,,,,,,,,,,,,,,,,,,,,
2011-02-22,,,,2714.12 ,1979.56 ,3408.22 ,,,,,,,,,,,,,,,,,,,,
2011-02-23,,,,2781.21 ,1992.19 ,3474.36 ,,,,,,,,,,,,,,,,,,,,
2011-02-24,,,,2788.02 ,2013.03 ,3495.55 ,,,,,,,,,,,,,,,,,,,,
2011-02-25,,,,2762.02 ,2011.37 ,3563.44 ,,,,,,,,,,,,,,,,,,,,
